,where,did,water,to,the,west,of,the,amazon,drainage,basin,flow,towards,?
water,0.2081080675125122,0.1909485161304474,0.9999998807907104,0.27858173847198486,0.297396719455719,0.18919230997562408,0.2741255462169647,0.297396719455719,0.23088304698467255,0.4616989493370056,0.4041157364845276,0.4377398192882538,0.20185823738574982,0.14731885492801666
on,0.37630224227905273,0.2670976221561432,0.18117135763168335,0.41031414270401,0.5107308030128479,0.22540061175823212,0.3966929316520691,0.5107308030128479,0.27227091789245605,0.20072072744369507,0.16209472715854645,0.1995432823896408,0.29651278257369995,0.2714994251728058
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.32918402552604675,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
eastern,0.26064732670783997,0.13009013235569,0.1799633651971817,0.1750476211309433,0.3928247392177582,0.4503723084926605,0.33281487226486206,0.3928247392177582,0.22832134366035461,0.26789388060569763,0.3975660800933838,0.0818239226937294,0.1729627102613449,0.20060817897319794
side,0.28958743810653687,0.19660846889019012,0.2522294521331787,0.2686329185962677,0.37146830558776855,0.31045854091644287,0.2452700436115265,0.37146830558776855,0.1897348016500473,0.2703191339969635,0.21856440603733063,0.24637320637702942,0.3317789137363434,0.07831130921840668
flowed,0.17716267704963684,0.17890195548534393,0.39836812019348145,0.2192101776599884,0.3597415089607239,0.2883926033973694,0.30274975299835205,0.3597415089607239,0.2425217479467392,0.4492567777633667,0.40505170822143555,0.5794103145599365,0.18426558375358582,0.13853344321250916
toward,0.3392593264579773,0.1586475372314453,0.19660191237926483,0.3459627032279968,0.3341628313064575,0.2489812821149826,0.25209522247314453,0.3341628313064575,0.10277195274829865,0.1291753649711609,0.10427514463663101,0.18836073577404022,0.8479601740837097,0.09989774227142334
the,0.5003893971443176,0.34736719727516174,0.297396719455719,0.535392165184021,1.0,0.32918402552604675,0.733189046382904,1.0,0.260541707277298,0.2736852467060089,0.24553915858268738,0.314039409160614,0.31815874576568604,0.22068053483963013
atlantic,0.18975745141506195,0.16449733078479767,0.20324483513832092,0.26242998242378235,0.31052014231681824,0.28796669840812683,0.22176773846149445,0.31052014231681824,0.30139192938804626,0.2719659209251404,0.3821374177932739,0.2522486746311188,0.14057205617427826,0.15355663001537323
",",0.3149496018886566,0.3015086054801941,0.26706066727638245,0.44245919585227966,0.4933079481124878,0.28857502341270447,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.20687855780124664,0.25865232944488525,0.23027558624744415,0.2550581693649292,0.31091248989105225
while,0.41293615102767944,0.3330625295639038,0.25556325912475586,0.43899232149124146,0.39804592728614807,0.18098711967468262,0.3366928696632385,0.39804592728614807,0.21993641555309296,0.12215392291545868,0.1632678061723709,0.14664404094219208,0.347721666097641,0.21076419949531555
