,the,umc,teaches,that,pornography,is,about,what,?
the,1.0,0.21262750029563904,0.2156836986541748,0.5473989248275757,0.09595246613025665,0.5823672413825989,0.37995871901512146,0.42745697498321533,0.22068053483963013
united,0.34367692470550537,0.1928277611732483,0.15833967924118042,0.25567954778671265,0.1715724766254425,0.22408509254455566,0.20225147902965546,0.20036718249320984,0.17266890406608582
methodist,0.21922016143798828,0.2650960683822632,0.3161832094192505,0.18170638382434845,0.17364858090877533,0.14683330059051514,0.19389189779758453,0.17637217044830322,0.1436992734670639
church,0.23846197128295898,0.20494024455547333,0.30819395184516907,0.18300943076610565,0.2132217288017273,0.203276589512825,0.21815736591815948,0.1944202184677124,0.18081501126289368
teaches,0.2156836986541748,0.3035823106765747,0.9999998807907104,0.27677881717681885,0.23566006124019623,0.2536129355430603,0.2424798160791397,0.26125696301460266,0.2008351981639862
that,0.5473989248275757,0.26325681805610657,0.27677881717681885,1.0,0.23013688623905182,0.3995479643344879,0.4500710964202881,0.6297725439071655,0.32716336846351624
pornography,0.09595246613025665,0.22314254939556122,0.23566006124019623,0.23013688623905182,1.0,0.144915372133255,0.21160615980625153,0.25311753153800964,0.21289344131946564
is,0.5823672413825989,0.21909049153327942,0.2536129355430603,0.3995479643344879,0.144915372133255,1.0,0.3532065451145172,0.28837618231773376,0.22961433231830597
``,0.029072100296616554,0.004294969141483307,0.0579228512942791,0.05285148695111275,-0.08195872604846954,0.058766357600688934,0.008102871477603912,0.008517155423760414,0.0685480609536171
about,0.37995871901512146,0.15640805661678314,0.2424798160791397,0.4500710964202881,0.21160615980625153,0.3532065451145172,1.0,0.47976887226104736,0.302409827709198
violence,0.25465771555900574,0.2355784773826599,0.24563075602054596,0.2665633261203766,0.3809860348701477,0.17799268662929535,0.23384013772010803,0.24788525700569153,0.20634515583515167
",",0.4933079481124878,0.1953766793012619,0.25791966915130615,0.4137537479400635,0.25669875741004944,0.4691906273365021,0.3877100944519043,0.3087472915649414,0.31091248989105225
degradation,0.3097807466983795,0.12743566930294037,0.2191915661096573,0.37782052159309387,0.22466793656349182,0.25428637862205505,0.20962417125701904,0.2891780734062195,0.15629176795482635
",",0.4933079481124878,0.1953766793012619,0.25791966915130615,0.4137537479400635,0.25669875741004944,0.4691906273365021,0.3877100944519043,0.3087472915649414,0.31091248989105225
exploitation,0.21722403168678284,0.16721339523792267,0.24299101531505585,0.21258315443992615,0.3640744090080261,0.21089857816696167,0.2267807275056839,0.1492319405078888,0.2030007243156433
",",0.4933079481124878,0.1953766793012619,0.25791966915130615,0.4137537479400635,0.25669875741004944,0.4691906273365021,0.3877100944519043,0.3087472915649414,0.31091248989105225
and,0.5171257257461548,0.21982228755950928,0.2922661602497101,0.4731321930885315,0.1986406296491623,0.3859752118587494,0.3875081241130829,0.31309178471565247,0.20544172823429108
coercion,0.26302534341812134,0.26268666982650757,0.2546147108078003,0.3573834002017975,0.3300328850746155,0.22823862731456757,0.17514817416667938,0.29042088985443115,0.2442706823348999
'',0.041273195296525955,0.10930682718753815,-0.0644601359963417,0.007880004122853279,0.007608215324580669,0.0793738141655922,0.007750829216092825,0.08143015950918198,0.018684765323996544
and,0.5171257257461548,0.21982228755950928,0.2922661602497101,0.4731321930885315,0.1986406296491623,0.3859752118587494,0.3875081241130829,0.31309178471565247,0.20544172823429108
``,0.029072100296616554,0.004294969141483307,0.0579228512942791,0.05285148695111275,-0.08195872604846954,0.058766357600688934,0.008102871477603912,0.008517155423760414,0.0685480609536171
deplore,0.37028443813323975,0.19835542142391205,0.17507365345954895,0.35979530215263367,0.13434703648090363,0.24216748774051666,0.23328076303005219,0.36178168654441833,0.253354012966156
[,0.07130392640829086,0.08865346014499664,0.07776077091693878,0.052145641297101974,0.11371677368879318,-0.06921151280403137,0.054477691650390625,0.010752761736512184,0.011015460826456547
s,0.46610721945762634,0.24373896420001984,0.14822539687156677,0.36097484827041626,0.1638363003730774,0.3467119336128235,0.3089907765388489,0.3634900748729706,0.25130221247673035
],-0.04779602214694023,-0.026766326278448105,0.0649000033736229,0.009409040212631226,-0.03077039122581482,-0.02998926118016243,0.007029369007796049,-0.03775298595428467,-0.0022520492784678936
all,0.4860881567001343,0.1810837835073471,0.24302752315998077,0.53305584192276,0.18879085779190063,0.2553904056549072,0.2926684319972992,0.41981086134910583,0.29575422406196594
forms,0.2950737178325653,0.09272067993879318,0.21005330979824066,0.31152746081352234,0.18955335021018982,0.35419854521751404,0.20803992450237274,0.16334041953086853,0.1196754202246666
