,what,type,of,housing,was,erected,in,warsaw,as,part,of,the,bricks,for,warsaw,process,?
after,0.21973377466201782,0.09807434678077698,0.3867455720901489,0.1391768753528595,0.49306565523147583,0.20532535016536713,0.44050168991088867,0.20840071141719818,0.3014480769634247,0.26263684034347534,0.3867455720901489,0.4565047025680542,0.2030356079339981,0.3650246858596802,0.20840071141719818,0.29070353507995605,0.16608688235282898
world,0.21669597923755646,0.13339558243751526,0.2828933000564575,0.21418505907058716,0.3097524344921112,0.18927285075187683,0.3038199245929718,0.2137570083141327,0.22848254442214966,0.25128042697906494,0.2828933000564575,0.33604270219802856,0.16667653620243073,0.2444595992565155,0.2137570083141327,0.16533683240413666,0.17579582333564758
war,0.22516006231307983,0.16726574301719666,0.31680163741111755,0.2497260421514511,0.3560331463813782,0.18668179214000702,0.29904094338417053,0.3365558683872223,0.24018222093582153,0.2434709668159485,0.31680163741111755,0.366199791431427,0.16437497735023499,0.22632956504821777,0.3365558683872223,0.17900964617729187,0.15510529279708862
ii,0.13866674900054932,0.13462698459625244,0.2844806909561157,0.18666620552539825,0.25630512833595276,0.2201787829399109,0.21453368663787842,0.2033650428056717,0.19201211631298065,0.21712128818035126,0.2844806909561157,0.2631464898586273,0.101564921438694,0.11304846405982971,0.2033650428056717,0.15010099112987518,0.11928234249353409
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22575080394744873,0.45456063747406006,0.1762351244688034,0.5201468467712402,0.25300899147987366,0.48816442489624023,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2344360053539276,0.4464869201183319,0.25300899147987366,0.2061346471309662,0.31091248989105225
under,0.20154598355293274,0.15308783948421478,0.32766106724739075,0.19583715498447418,0.2672741413116455,0.19879432022571564,0.2535393238067627,0.11571282148361206,0.29018887877464294,0.21344450116157532,0.32766106724739075,0.3348022699356079,0.16860617697238922,0.2930702269077301,0.11571282148361206,0.19130556285381317,0.18233340978622437
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.26001980900764465,0.4508470594882965,0.14822642505168915,0.539380669593811,0.19591784477233887,0.39550232887268066,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.24362890422344208,0.44038116931915283,0.19591784477233887,0.2601566016674042,0.23916715383529663
communist,0.1774516999721527,0.027421528473496437,0.24402955174446106,0.1965692937374115,0.2940322756767273,0.10139105468988419,0.2044694870710373,0.3841566741466522,0.18592242896556854,0.17854495346546173,0.24402955174446106,0.24560265243053436,0.16012899577617645,0.17716827988624573,0.3841566741466522,0.13032935559749603,0.13955675065517426
regime,0.17682157456874847,0.049605581909418106,0.21391896903514862,0.23696567118167877,0.28841087222099304,0.14526262879371643,0.21639317274093628,0.21028918027877808,0.20847390592098236,0.185017928481102,0.21391896903514862,0.23305538296699524,0.17527513206005096,0.16159093379974365,0.21028918027877808,0.2552414536476135,0.15561191737651825
set,0.28954121470451355,0.10431047528982162,0.20671486854553223,0.20274682343006134,0.22985222935676575,0.16074426472187042,0.2663729190826416,0.08846039324998856,0.1714126169681549,0.22173701226711273,0.20671486854553223,0.2927955985069275,0.21266427636146545,0.30194196105003357,0.08846039324998856,0.17957308888435364,0.1698019951581955
up,0.28591108322143555,0.1313350349664688,0.32945773005485535,0.1825425922870636,0.24070115387439728,0.11364869773387909,0.3120773434638977,0.09717676788568497,0.22736889123916626,0.27890995144844055,0.32945773005485535,0.38423117995262146,0.2676253318786621,0.342966228723526,0.09717676788568497,0.2668425738811493,0.1819818764925003
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.1447335183620453,0.4752357602119446,0.24571684002876282,0.370934396982193,0.15291538834571838,0.3815547823905945,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.21664303541183472,0.3248702883720398,0.15291538834571838,0.2115318775177002,0.17966607213020325
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24837790429592133,0.48711544275283813,0.23663264513015747,0.6662389636039734,0.23137180507183075,0.48381632566452026,0.527681291103363,0.733189046382904,1.0,0.23952940106391907,0.4739971458911896,0.23137180507183075,0.264274537563324,0.22068053483963013
conquering,0.3025504946708679,0.05302668735384941,0.3325044810771942,0.14154963195323944,0.25261837244033813,0.28740236163139343,0.2636781334877014,0.18523091077804565,0.22479422390460968,0.3298647105693817,0.3325044810771942,0.37138304114341736,0.16760380566120148,0.19788843393325806,0.18523091077804565,0.2141774743795395,0.16821224987506866
soviets,0.21462668478488922,0.06604679673910141,0.15548710525035858,0.23425857722759247,0.29153022170066833,0.15103645622730255,0.2564770579338074,0.47398507595062256,0.17654883861541748,0.224816232919693,0.15548710525035858,0.2880597412586212,0.16058941185474396,0.18249735236167908,0.47398507595062256,0.19826236367225647,0.16199669241905212
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22575080394744873,0.45456063747406006,0.1762351244688034,0.5201468467712402,0.25300899147987366,0.48816442489624023,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2344360053539276,0.4464869201183319,0.25300899147987366,0.2061346471309662,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24837790429592133,0.48711544275283813,0.23663264513015747,0.6662389636039734,0.23137180507183075,0.48381632566452026,0.527681291103363,0.733189046382904,1.0,0.23952940106391907,0.4739971458911896,0.23137180507183075,0.264274537563324,0.22068053483963013
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,-0.059747084975242615,-0.012679691426455975,-0.028587020933628082,0.04765888676047325,0.12440727651119232,0.03910288214683533,0.08985232561826706,0.06780257821083069,0.029072100296616554,-0.08030597865581512,0.01270448137074709,0.12440727651119232,0.010990310460329056,0.0685480609536171
bricks,0.191340371966362,0.1817607581615448,0.23244483768939972,0.2995096445083618,0.22636497020721436,0.28886330127716064,0.22061552107334137,0.14551910758018494,0.2844648063182831,0.196027934551239,0.23244483768939972,0.23952940106391907,0.9999999403953552,0.23554250597953796,0.14551910758018494,0.20634323358535767,0.1467980444431305
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2967211902141571,0.3863949179649353,0.15745578706264496,0.4322226941585541,0.1427849680185318,0.44774648547172546,0.250704288482666,0.4185989499092102,0.4739971458911896,0.23554250597953796,0.9999999403953552,0.1427849680185318,0.3253439664840698,0.264628142118454
warsaw,0.10373849421739578,0.06697078794240952,0.19253842532634735,0.2271394282579422,0.2614976763725281,0.20787255465984344,0.22642600536346436,1.0,0.14492812752723694,0.151543989777565,0.19253842532634735,0.23137180507183075,0.14551910758018494,0.1427849680185318,1.0,0.10494451224803925,0.09769917279481888
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,0.07334461063146591,0.04456103965640068,0.07367496192455292,0.07432962208986282,-0.05188906192779541,0.006628023460507393,0.011256706900894642,0.13035868108272552,0.041273195296525955,0.026828285306692123,-0.04479556903243065,-0.05188906192779541,-0.06434959173202515,0.018684765323996544
campaign,0.22158007323741913,0.015532216988503933,0.23278115689754486,0.17680670320987701,0.2556212544441223,0.12515267729759216,0.2438942790031433,0.18732376396656036,0.22211018204689026,0.17761562764644623,0.23278115689754486,0.2755736708641052,0.1433216780424118,0.23777949810028076,0.18732376396656036,0.21843847632408142,0.162482351064682
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.2453424632549286,1.0000001192092896,0.2669670879840851,0.45514053106307983,0.2614976763725281,0.3677520453929901,0.3407018780708313,0.4069072902202606,0.48711544275283813,0.22636497020721436,0.3863949179649353,0.2614976763725281,0.15519841015338898,0.18412111699581146
initiated,0.17882773280143738,0.18781480193138123,0.2752402126789093,0.2404775172472,0.2528574764728546,0.2659505009651184,0.22239916026592255,0.14764900505542755,0.28304702043533325,0.21946968138217926,0.2752402126789093,0.2882399260997772,0.09537817537784576,0.2792734205722809,0.14764900505542755,0.29420557618141174,0.16644564270973206
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22575080394744873,0.45456063747406006,0.1762351244688034,0.5201468467712402,0.25300899147987366,0.48816442489624023,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.2344360053539276,0.4464869201183319,0.25300899147987366,0.2061346471309662,0.31091248989105225
