,currently,",",how,many,votes,out,of,the,352,total,votes,are,needed,for,a,majority,?
teu,0.16269847750663757,0.258310467004776,0.15518265962600708,0.26737698912620544,0.12898550927639008,0.17611631751060486,0.2679056227207184,0.31191012263298035,-0.1692572385072708,0.20261894166469574,0.12898550927639008,0.2244163602590561,0.185175821185112,0.26112744212150574,0.2790067791938782,0.17550216615200043,0.12451952695846558
article,0.2596547603607178,0.28605279326438904,0.3256285786628723,0.24520297348499298,0.30677053332328796,0.23191849887371063,0.25720444321632385,0.3329811692237854,-0.19760669767856598,0.16273750364780426,0.30677053332328796,0.23467081785202026,0.36350059509277344,0.31357312202453613,0.30913418531417847,0.23771968483924866,0.4948462247848511
16,0.035410765558481216,0.04709499701857567,0.028703972697257996,0.06954623758792877,0.09676928073167801,0.07118268311023712,0.005479797255247831,0.0058518932200968266,0.14360933005809784,0.09473628550767899,0.09676928073167801,0.050590310245752335,-0.01130557432770729,-0.00719092832878232,0.09943632781505585,0.09364163875579834,0.08446579426527023
(,0.25274062156677246,0.6363511681556702,0.1676948219537735,0.1455259770154953,0.19997301697731018,0.20017710328102112,0.35032153129577637,0.33289089798927307,0.0918838381767273,0.2282908409833908,0.19997301697731018,0.23263892531394958,0.2666884958744049,0.3357032239437103,0.3206180930137634,0.18431158363819122,0.40561532974243164
4,0.0686253011226654,0.15652385354042053,-0.09503452479839325,-0.054631516337394714,0.028427591547369957,-0.037382327020168304,0.17227263748645782,0.15499350428581238,0.009256849065423012,0.027560783550143242,0.028427591547369957,-0.08760347217321396,0.030971044674515724,0.03985929489135742,0.08102071285247803,0.02891475334763527,0.010515431873500347
),0.24783915281295776,0.63033527135849,0.17939934134483337,0.16602720320224762,0.1951758712530136,0.20875944197177887,0.3680361211299896,0.3456730246543884,0.08186816424131393,0.2389112114906311,0.1951758712530136,0.2373749315738678,0.2814560532569885,0.3639558255672455,0.3640355169773102,0.1868065446615219,0.42300865054130554
and,0.2922934591770172,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.18517501652240753,0.3881998062133789,0.5116966962814331,0.5171257257461548,-0.029800517484545708,0.2520328164100647,0.18517501652240753,0.48576638102531433,0.32021039724349976,0.5064792633056641,0.3739250600337982,0.34497180581092834,0.20544172823429108
tfeu,0.151692196726799,0.2276109755039215,0.16258184611797333,0.18118391931056976,0.15227699279785156,0.13412787020206451,0.19117312133312225,0.23805710673332214,-0.14031757414340973,0.1472020149230957,0.15227699279785156,0.12704014778137207,0.1525079309940338,0.20382551848888397,0.23316232860088348,0.2051216959953308,0.2193283885717392
article,0.2596547603607178,0.28605279326438904,0.3256285786628723,0.24520297348499298,0.30677053332328796,0.23191849887371063,0.25720444321632385,0.3329811692237854,-0.19760669767856598,0.16273750364780426,0.30677053332328796,0.23467081785202026,0.36350059509277344,0.31357312202453613,0.30913418531417847,0.23771968483924866,0.4948462247848511
238,0.06913577020168304,-0.08866748213768005,-0.06491265445947647,-0.10814869403839111,-0.0465574786067009,-0.07076216489076614,-0.027585770934820175,-0.029248179867863655,0.11491182446479797,0.03429717943072319,-0.0465574786067009,-0.0670793429017067,-0.03186047822237015,-0.036783382296562195,-0.0560273639857769,-0.07430298626422882,-0.08960593491792679
(,0.25274062156677246,0.6363511681556702,0.1676948219537735,0.1455259770154953,0.19997301697731018,0.20017710328102112,0.35032153129577637,0.33289089798927307,0.0918838381767273,0.2282908409833908,0.19997301697731018,0.23263892531394958,0.2666884958744049,0.3357032239437103,0.3206180930137634,0.18431158363819122,0.40561532974243164
3,-0.06371894478797913,0.02255268208682537,0.12271612882614136,0.026462629437446594,-0.023286690935492516,0.05351704731583595,0.046857766807079315,0.06283142417669296,0.07593704015016556,-0.005065716337412596,-0.023286690935492516,0.03804425150156021,0.016129201278090477,0.04892069101333618,0.08904784172773361,0.08132455497980118,0.005975271109491587
),0.24783915281295776,0.63033527135849,0.17939934134483337,0.16602720320224762,0.1951758712530136,0.20875944197177887,0.3680361211299896,0.3456730246543884,0.08186816424131393,0.2389112114906311,0.1951758712530136,0.2373749315738678,0.2814560532569885,0.3639558255672455,0.3640355169773102,0.1868065446615219,0.42300865054130554
define,0.15875117480754852,0.18871451914310455,0.3115120232105255,0.2533273696899414,0.1027810201048851,0.20553898811340332,0.23249299824237823,0.215811088681221,-0.13482144474983215,0.09312852472066879,0.1027810201048851,0.260631263256073,0.21843959391117096,0.26458024978637695,0.21698825061321259,0.14050520956516266,0.2999834418296814
this,0.24814057350158691,0.4316047728061676,0.45272302627563477,0.43532639741897583,0.28554874658584595,0.34908437728881836,0.45148900151252747,0.6274310946464539,-0.19385164976119995,0.2632555067539215,0.28554874658584595,0.35762670636177063,0.45758479833602905,0.5082864165306091,0.5422310829162598,0.2578946650028229,0.3155723512172699
to,0.2719990611076355,0.44245919585227966,0.44169697165489197,0.40243685245513916,0.24744294583797455,0.42386990785598755,0.41548454761505127,0.535392165184021,-0.1519891619682312,0.22792020440101624,0.24744294583797455,0.3504326641559601,0.45002421736717224,0.4451248347759247,0.45503583550453186,0.26316750049591064,0.29463258385658264
mean,0.1554027795791626,0.27540135383605957,0.35380423069000244,0.21793290972709656,0.17157883942127228,0.1939801126718521,0.27551960945129395,0.25977957248687744,-0.12077459692955017,0.12259777635335922,0.17157883942127228,0.32494738698005676,0.22942346334457397,0.29509902000427246,0.3427932858467102,0.17373396456241608,0.36234524846076965
at,0.210249125957489,0.38314947485923767,0.2154216170310974,0.2716965675354004,0.18218721449375153,0.2881071865558624,0.42558613419532776,0.457212895154953,-0.014630218036472797,0.17510145902633667,0.18218721449375153,0.2074895054101944,0.22810974717140198,0.34237727522850037,0.3095070421695709,0.18278247117996216,0.21978627145290375
least,0.25198909640312195,0.28584957122802734,0.2839330732822418,0.36189308762550354,0.24257485568523407,0.25487110018730164,0.32696738839149475,0.3428877890110016,-0.18217194080352783,0.3401201367378235,0.24257485568523407,0.3839871287345886,0.3071807026863098,0.330973356962204,0.3442045748233795,0.2754978537559509,0.28866854310035706
55,-0.013440837152302265,-0.02094540186226368,-0.08538521826267242,0.05653776600956917,0.053339749574661255,0.061585646122694016,0.019596468657255173,0.014788559637963772,-0.07171431183815002,0.04844355210661888,0.053339749574661255,0.037588316947221756,-0.011277773417532444,0.01707499660551548,-0.03565897047519684,0.08941292762756348,-0.008884507231414318
per,0.15533889830112457,0.26711323857307434,0.2243444174528122,0.16423305869102478,0.24260126054286957,0.20515170693397522,0.17468707263469696,0.21691934764385223,-0.023822592571377754,0.33884352445602417,0.24260126054286957,0.21594563126564026,0.3030288815498352,0.22882020473480225,0.21615441143512726,0.1931135356426239,0.22323818504810333
cent,0.19907748699188232,0.23339736461639404,0.20305122435092926,0.23173442482948303,0.24461835622787476,0.12009526789188385,0.17454902827739716,0.21268479526042938,-0.05361032113432884,0.26475173234939575,0.24461835622787476,0.205030158162117,0.1617857813835144,0.2212408483028412,0.22077123820781708,0.17329290509223938,0.21050448715686798
of,0.2655649185180664,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.20024310052394867,0.34176841378211975,1.0,0.733189046382904,-0.07894662022590637,0.29045331478118896,0.20024310052394867,0.39081433415412903,0.27215874195098877,0.4185989499092102,0.5052502155303955,0.29706597328186035,0.1826142966747284
the,0.2945235073566437,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.2303277552127838,0.39404502511024475,0.733189046382904,1.0,-0.10727708786725998,0.27068960666656494,0.2303277552127838,0.40399202704429626,0.3064746856689453,0.4739971458911896,0.5829201340675354,0.28757327795028687,0.22068053483963013
council,0.13459141552448273,0.23820561170578003,0.14261579513549805,0.13560552895069122,0.29171228408813477,0.18937388062477112,0.2972237169742584,0.2829204201698303,-0.1084531918168068,0.14137579500675201,0.29171228408813477,0.1583584100008011,0.1570185273885727,0.1601620316505432,0.16385574638843536,0.23196718096733093,0.1160062924027443
members,0.20858047902584076,0.2357054501771927,0.20418256521224976,0.25127971172332764,0.309556245803833,0.2025272101163864,0.28120753169059753,0.3321719169616699,-0.05075446516275406,0.1577247828245163,0.309556245803833,0.31528955698013306,0.19838234782218933,0.2612179219722748,0.1873859316110611,0.31378620862960815,0.10212311148643494
(,0.25274062156677246,0.6363511681556702,0.1676948219537735,0.1455259770154953,0.19997301697731018,0.20017710328102112,0.35032153129577637,0.33289089798927307,0.0918838381767273,0.2282908409833908,0.19997301697731018,0.23263892531394958,0.2666884958744049,0.3357032239437103,0.3206180930137634,0.18431158363819122,0.40561532974243164
not,0.2765085697174072,0.3769696354866028,0.4869767427444458,0.4369727373123169,0.2747427225112915,0.33352673053741455,0.3307090103626251,0.4310511648654938,-0.1942201554775238,0.21460457146167755,0.2747427225112915,0.46186959743499756,0.49983495473861694,0.39280617237091064,0.3791346549987793,0.29603248834609985,0.41942933201789856
votes,0.2203209549188614,0.26709359884262085,0.21260926127433777,0.15118442475795746,1.0000001192092896,0.21713344752788544,0.20024310052394867,0.2303277552127838,-0.058684367686510086,0.32263991236686707,1.0000001192092896,0.1935156136751175,0.2310582846403122,0.2052048295736313,0.2119992971420288,0.4475650489330292,0.23052719235420227
),0.24783915281295776,0.63033527135849,0.17939934134483337,0.16602720320224762,0.1951758712530136,0.20875944197177887,0.3680361211299896,0.3456730246543884,0.08186816424131393,0.2389112114906311,0.1951758712530136,0.2373749315738678,0.2814560532569885,0.3639558255672455,0.3640355169773102,0.1868065446615219,0.42300865054130554
representing,0.19922608137130737,0.2719910740852356,0.1614738553762436,0.2087293565273285,0.23685933649539948,0.14775344729423523,0.42015817761421204,0.35762789845466614,0.01280233170837164,0.2281734049320221,0.23685933649539948,0.29517877101898193,0.17935243248939514,0.32728907465934753,0.3024493157863617,0.30627456307411194,0.10637413710355759
65,-0.029003871604800224,0.17741325497627258,0.0666043683886528,0.045455966144800186,0.1066456213593483,0.051818739622831345,0.16624827682971954,0.1360354721546173,-0.13360126316547394,0.04916150122880936,0.1066456213593483,-0.07196114957332611,0.08464405685663223,0.03512706980109215,0.14771664142608643,0.14414505660533905,0.1632431149482727
per,0.15533889830112457,0.26711323857307434,0.2243444174528122,0.16423305869102478,0.24260126054286957,0.20515170693397522,0.17468707263469696,0.21691934764385223,-0.023822592571377754,0.33884352445602417,0.24260126054286957,0.21594563126564026,0.3030288815498352,0.22882020473480225,0.21615441143512726,0.1931135356426239,0.22323818504810333
cent,0.19907748699188232,0.23339736461639404,0.20305122435092926,0.23173442482948303,0.24461835622787476,0.12009526789188385,0.17454902827739716,0.21268479526042938,-0.05361032113432884,0.26475173234939575,0.24461835622787476,0.205030158162117,0.1617857813835144,0.2212408483028412,0.22077123820781708,0.17329290509223938,0.21050448715686798
of,0.2655649185180664,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.20024310052394867,0.34176841378211975,1.0,0.733189046382904,-0.07894662022590637,0.29045331478118896,0.20024310052394867,0.39081433415412903,0.27215874195098877,0.4185989499092102,0.5052502155303955,0.29706597328186035,0.1826142966747284
the,0.2945235073566437,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.2303277552127838,0.39404502511024475,0.733189046382904,1.0,-0.10727708786725998,0.27068960666656494,0.2303277552127838,0.40399202704429626,0.3064746856689453,0.4739971458911896,0.5829201340675354,0.28757327795028687,0.22068053483963013
population,0.20338179171085358,0.2967977225780487,0.1651063710451126,0.2201971709728241,0.2536572813987732,0.14538586139678955,0.3060894012451172,0.32044094800949097,-0.040296029299497604,0.3710280954837799,0.2536572813987732,0.20790868997573853,0.12131422013044357,0.13321557641029358,0.2345738559961319,0.3742915391921997,0.14449454843997955
of,0.2655649185180664,0.4946078956127167,0.2480744868516922,0.37253960967063904,0.20024310052394867,0.34176841378211975,1.0,0.733189046382904,-0.07894662022590637,0.29045331478118896,0.20024310052394867,0.39081433415412903,0.27215874195098877,0.4185989499092102,0.5052502155303955,0.29706597328186035,0.1826142966747284
the,0.2945235073566437,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.2303277552127838,0.39404502511024475,0.733189046382904,1.0,-0.10727708786725998,0.27068960666656494,0.2303277552127838,0.40399202704429626,0.3064746856689453,0.4739971458911896,0.5829201340675354,0.28757327795028687,0.22068053483963013
eu,0.14464177191257477,0.1565755307674408,0.12200486660003662,0.13283303380012512,0.26208174228668213,0.12065667659044266,0.1579294353723526,0.14126400649547577,-0.143161341547966,0.09243400394916534,0.26208174228668213,0.13638608157634735,0.15913665294647217,0.17181243002414703,0.13932566344738007,0.25117191672325134,0.21586786210536957
