,what,does,a,country,acquire,as,it,develops,?
as,0.31749409437179565,0.31202155351638794,0.39550232887268066,0.2241005152463913,0.1731598824262619,1.0,0.4461488723754883,0.17704540491104126,0.27043893933296204
a,0.3320399522781372,0.38201746344566345,1.0,0.20991116762161255,0.17597171664237976,0.39550232887268066,0.5452592968940735,0.3380434811115265,0.23916715383529663
country,0.22705033421516418,0.21151480078697205,0.20991116762161255,1.0000001192092896,0.12369462847709656,0.2241005152463913,0.2677888870239258,0.1258966326713562,0.12647280097007751
develops,0.18238042294979095,0.2843853533267975,0.3380434811115265,0.1258966326713562,0.31730616092681885,0.17704540491104126,0.2464415431022644,1.0,0.10828211903572083
",",0.3087472915649414,0.28617382049560547,0.427140474319458,0.27878350019454956,0.19705404341220856,0.48816442489624023,0.48329564929008484,0.16623930633068085,0.31091248989105225
it,0.45803478360176086,0.34188351035118103,0.5452592968940735,0.2677888870239258,0.22672440111637115,0.4461488723754883,0.9999999403953552,0.2464415431022644,0.25732165575027466
acquires,0.18138141930103302,0.19163864850997925,0.2135099470615387,0.11574231088161469,0.8728354573249817,0.13476631045341492,0.20723982155323029,0.3709143102169037,0.12082119286060333
more,0.3484537899494171,0.2897747755050659,0.3452818691730499,0.16735000908374786,0.17601333558559418,0.42839905619621277,0.42550966143608093,0.2428659200668335,0.27894994616508484
capital,0.17967931926250458,0.08225840330123901,0.16007359325885773,0.35798877477645874,0.07392659038305283,0.19028405845165253,0.27145886421203613,0.0941072627902031,0.0907452180981636
",",0.3087472915649414,0.28617382049560547,0.427140474319458,0.27878350019454956,0.19705404341220856,0.48816442489624023,0.48329564929008484,0.16623930633068085,0.31091248989105225
which,0.5261979103088379,0.39111801981925964,0.56894451379776,0.2308337539434433,0.26090630888938904,0.41006597876548767,0.616637647151947,0.33819830417633057,0.25814583897590637
leads,0.17333360016345978,0.29943758249282837,0.2486605942249298,0.11806727200746536,0.19270631670951843,0.1963365375995636,0.14215582609176636,0.2639014720916748,0.11554955691099167
to,0.455847829580307,0.4391997456550598,0.45503583550453186,0.31281599402427673,0.19960732758045197,0.42092081904411316,0.513711154460907,0.2748151421546936,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,0.5829201340675354,0.30432501435279846,0.19284681975841522,0.48381632566452026,0.6251175999641418,0.2922736406326294,0.22068053483963013
owners,0.20311963558197021,0.17235660552978516,0.2256283015012741,0.1744883954524994,0.31847071647644043,0.16912123560905457,0.19512957334518433,0.1247517392039299,0.15586642920970917
of,0.33290785551071167,0.3119818866252899,0.5052502155303955,0.28866857290267944,0.19236667454242706,0.3886612355709076,0.38761502504348755,0.24325720965862274,0.1826142966747284
this,0.5489566326141357,0.4166489243507385,0.5422310829162598,0.2617904841899872,0.20438255369663239,0.43993282318115234,0.6107783317565918,0.2651298940181732,0.3155723512172699
capital,0.17967931926250458,0.08225840330123901,0.16007359325885773,0.35798877477645874,0.07392659038305283,0.19028405845165253,0.27145886421203613,0.0941072627902031,0.0907452180981636
having,0.34064167737960815,0.32091236114501953,0.3929923176765442,0.22370775043964386,0.2760132849216461,0.36958321928977966,0.2960234582424164,0.29420381784439087,0.22418256103992462
more,0.3484537899494171,0.2897747755050659,0.3452818691730499,0.16735000908374786,0.17601333558559418,0.42839905619621277,0.42550966143608093,0.2428659200668335,0.27894994616508484
wealth,0.2415573000907898,0.17655763030052185,0.20101723074913025,0.29220977425575256,0.23739279806613922,0.2313503623008728,0.2183379977941513,0.21304552257061005,0.1624586433172226
and,0.31309178471565247,0.3461615741252899,0.3739250600337982,0.30884742736816406,0.23553775250911713,0.49487000703811646,0.40957894921302795,0.2466266006231308,0.20544172823429108
income,0.21837803721427917,0.18851257860660553,0.2084353119134903,0.2805365324020386,0.2128516286611557,0.1530616581439972,0.17110911011695862,0.22922183573246002,0.14935168623924255
and,0.31309178471565247,0.3461615741252899,0.3739250600337982,0.30884742736816406,0.23553775250911713,0.49487000703811646,0.40957894921302795,0.2466266006231308,0.20544172823429108
introducing,0.22814175486564636,0.22740083932876587,0.2899552583694458,0.12002002447843552,0.17294912040233612,0.31011515855789185,0.2094917893409729,0.3169792890548706,0.20713724195957184
inequality,0.30072227120399475,0.24271976947784424,0.1783585250377655,0.23338274657726288,0.14380744099617004,0.1947982758283615,0.1806231439113617,0.24087251722812653,0.23619021475315094
.,0.3567904531955719,0.3022993505001068,0.50484299659729,0.26130348443984985,0.15675117075443268,0.515582263469696,0.5593622326850891,0.2307683825492859,0.4130953550338745
