,who,did,tesla,try,to,get,money,from,?
tesla,0.1520961970090866,0.09757418930530548,0.9999999403953552,0.10704959183931351,0.17548894882202148,0.11516023427248001,0.1636640876531601,0.10324860364198685,0.10250775516033173
later,0.35185644030570984,0.38386887311935425,0.1893843412399292,0.26689621806144714,0.393297016620636,0.23728859424591064,0.23501525819301605,0.34398579597473145,0.1417175978422165
approached,0.18674971163272858,0.26177123188972473,0.0832027792930603,0.2984599769115448,0.3242489993572235,0.20732668042182922,0.12558631598949432,0.15851540863513947,0.1428859978914261
morgan,0.18667522072792053,0.20618073642253876,0.1387946456670761,0.1746746450662613,0.16705390810966492,0.1361701935529709,0.1796204149723053,0.16856181621551514,0.09039338678121567
to,0.42656609416007996,0.4452643394470215,0.17548894882202148,0.5391331911087036,1.0,0.4388369917869568,0.3124290704727173,0.4069952368736267,0.29463258385658264
ask,0.36308553814888,0.3567034602165222,0.18935662508010864,0.44003239274024963,0.3951546251773834,0.41825273633003235,0.32412809133529663,0.18454211950302124,0.47361961007118225
for,0.37110671401023865,0.318512886762619,0.13983871042728424,0.27246251702308655,0.4451248347759247,0.342695415019989,0.3105318546295166,0.314039945602417,0.264628142118454
more,0.31567877531051636,0.2803135812282562,0.14603446424007416,0.355830579996109,0.47084665298461914,0.38641589879989624,0.29540231823921204,0.2529715299606323,0.27894994616508484
funds,0.2483792006969452,0.21259962022304535,0.17212091386318207,0.2310902178287506,0.33157411217689514,0.23236052691936493,0.5706899762153625,0.17407089471817017,0.12731410562992096
to,0.42656609416007996,0.4452643394470215,0.17548894882202148,0.5391331911087036,1.0,0.4388369917869568,0.3124290704727173,0.4069952368736267,0.29463258385658264
build,0.1959037184715271,0.23755796253681183,0.21614734828472137,0.318930447101593,0.38783395290374756,0.37004825472831726,0.32215580344200134,0.16964644193649292,0.1704305112361908
a,0.36608949303627014,0.2552328109741211,0.2211925983428955,0.2632726728916168,0.45503583550453186,0.27948489785194397,0.2777978479862213,0.322764128446579,0.23916715383529663
more,0.31567877531051636,0.2803135812282562,0.14603446424007416,0.355830579996109,0.47084665298461914,0.38641589879989624,0.29540231823921204,0.2529715299606323,0.27894994616508484
powerful,0.31469205021858215,0.2593378722667694,0.16140635311603546,0.16985201835632324,0.2654764950275421,0.19666801393032074,0.2532588839530945,0.16325128078460693,0.12160622328519821
transmitter,0.18638764321804047,0.10939421504735947,0.24534501135349274,0.10166875272989273,0.23611889779567719,0.3118506968021393,0.1647043079137802,0.2095889151096344,0.13397978246212006
.,0.3541337847709656,0.35288307070732117,0.17949827015399933,0.3077121675014496,0.4645031690597534,0.39392393827438354,0.2570818066596985,0.41536515951156616,0.4130953550338745
