,which,nasa,location,came,around,last,to,the,idea,of,the,lor,?
the,0.6521818041801453,0.19786997139453888,0.351087361574173,0.39390382170677185,0.40085816383361816,0.3698786795139313,0.535392165184021,1.0,0.2839161455631256,0.733189046382904,1.0,0.19965508580207825,0.22068053483963013
engineers,0.2529473602771759,0.25473687052726746,0.10785047709941864,0.213664710521698,0.13509175181388855,0.051077164709568024,0.2772461175918579,0.25282254815101624,0.24318496882915497,0.189129039645195,0.25282254815101624,0.050075989216566086,0.18139411509037018
at,0.3286694884300232,0.19164150953292847,0.25434181094169617,0.20171868801116943,0.350727915763855,0.2946198880672455,0.36524343490600586,0.457212895154953,0.1844153255224228,0.42558613419532776,0.457212895154953,0.09967222064733505,0.21978627145290375
marshall,0.10425948351621628,0.36488077044487,0.11863581836223602,0.15033526718616486,0.12033923715353012,0.1750793159008026,0.21343639492988586,0.22928133606910706,0.1950521022081375,0.20384931564331055,0.22928133606910706,0.210624560713768,0.18167579174041748
space,0.2025344967842102,0.4611377716064453,0.1953583061695099,0.12460360676050186,0.2517693340778351,0.18698951601982117,0.22712917625904083,0.24495907127857208,0.2509951591491699,0.21300287544727325,0.24495907127857208,0.11033384501934052,0.1885536164045334
flight,0.20524488389492035,0.33427855372428894,0.14230211079120636,0.12788879871368408,0.12185712158679962,0.12618553638458252,0.24953556060791016,0.2498224973678589,0.10846661776304245,0.2070007622241974,0.2498224973678589,0.15961165726184845,0.20568472146987915
center,0.22164148092269897,0.2250218689441681,0.2239944338798523,0.13080379366874695,0.2747567594051361,0.08829092979431152,0.17764393985271454,0.29064592719078064,0.10659566521644592,0.24526838958263397,0.29064592719078064,0.16863223910331726,0.12538520991802216
(,0.2589828372001648,0.14891751110553741,0.19323384761810303,0.16972680389881134,0.20733319222927094,0.290768563747406,0.30882009863853455,0.33289089798927307,0.16967512667179108,0.35032153129577637,0.33289089798927307,0.2985492944717407,0.40561532974243164
msfc,0.33443376421928406,0.3073329031467438,0.227007657289505,0.19893665611743927,0.14347681403160095,0.18933412432670593,0.25815537571907043,0.34108442068099976,0.152786985039711,0.3015199899673462,0.34108442068099976,0.20448973774909973,0.18323493003845215
),0.2758678197860718,0.15358616411685944,0.2077551782131195,0.18714536726474762,0.22742246091365814,0.30915912985801697,0.31236231327056885,0.3456730246543884,0.19536583125591278,0.3680361211299896,0.3456730246543884,0.2905825078487396,0.42300865054130554
took,0.15372000634670258,0.13538293540477753,0.07451347261667252,0.5039035081863403,0.23694288730621338,0.318408340215683,0.24576251208782196,0.31657639145851135,0.21229760348796844,0.2766268849372864,0.31657639145851135,0.0603841170668602,0.14109265804290771
longer,0.43698108196258545,0.08771588653326035,0.13506461679935455,0.12124179303646088,0.27054405212402344,0.36136335134506226,0.3737102746963501,0.361417293548584,0.26216423511505127,0.2788179814815521,0.361417293548584,0.0674823597073555,0.24416615068912506
to,0.5345056653022766,0.21193136274814606,0.2590580880641937,0.3111628592014313,0.3591267168521881,0.30156898498535156,1.0,0.535392165184021,0.3542773127555847,0.41548454761505127,0.535392165184021,0.17278125882148743,0.29463258385658264
become,0.31449273228645325,0.09735098481178284,0.0707431361079216,0.23427264392375946,0.2343263179063797,0.18544818460941315,0.36996012926101685,0.31731709837913513,0.2657047212123871,0.31678006052970886,0.31731709837913513,0.009994023479521275,0.19511328637599945
convinced,0.1728634238243103,0.19753792881965637,0.0708034336566925,0.2754320800304413,0.19221918284893036,0.17468315362930298,0.3825732171535492,0.19541987776756287,0.3713376522064209,0.21614253520965576,0.19541987776756287,0.07383526861667633,0.27685287594795227
of,0.5011631846427917,0.17935146391391754,0.28702232241630554,0.3201526999473572,0.3296394646167755,0.3052992522716522,0.41548454761505127,0.733189046382904,0.2342950403690338,1.0,0.733189046382904,0.10741402953863144,0.1826142966747284
its,0.5154205560684204,0.15373986959457397,0.3105755150318146,0.205285906791687,0.3336932361125946,0.12596635520458221,0.3691340684890747,0.559237003326416,0.2375541776418686,0.48690423369407654,0.559237003326416,0.15301044285297394,0.15103481709957123
merits,0.33954206109046936,0.15887019038200378,0.24064475297927856,0.1610192060470581,0.11405835300683975,0.20798839628696442,0.33430415391921997,0.33670660853385925,0.33276137709617615,0.3280848264694214,0.33670660853385925,0.16252607107162476,0.35187798738479614
",",0.3658004403114319,0.18665438890457153,0.25077858567237854,0.3049119710922241,0.3298884332180023,0.29026782512664795,0.44245919585227966,0.4933079481124878,0.22699743509292603,0.4946078956127167,0.4933079481124878,0.23221434652805328,0.31091248989105225
but,0.55336993932724,0.15602748095989227,0.20267635583877563,0.29084512591362,0.3238820433616638,0.340593159198761,0.5542377829551697,0.4859698414802551,0.4015845060348511,0.39942997694015503,0.4859698414802551,0.09638267755508423,0.27921953797340393
their,0.4582767188549042,0.15060406923294067,0.1863909661769867,0.28087201714515686,0.29172033071517944,0.17057138681411743,0.44619059562683105,0.516537070274353,0.2628145217895508,0.4329940676689148,0.516537070274353,0.09318277984857559,0.1898253709077835
conversion,0.25004979968070984,0.1466449648141861,0.1598757952451706,0.1545894891023636,0.17156337201595306,0.09050410985946655,0.30520233511924744,0.2308437079191208,0.22139833867549896,0.20104190707206726,0.2308437079191208,0.10854380577802658,0.1924358606338501
was,0.2830964922904968,0.19417528808116913,0.1839360147714615,0.4994563162326813,0.24039418995380402,0.32424551248550415,0.3636345863342285,0.48711544275283813,0.2835119664669037,0.4069072902202606,0.48711544275283813,0.19599664211273193,0.18412111699581146
announced,0.14883647859096527,0.22979891300201416,0.08693921566009521,0.24750074744224548,0.11793794482946396,0.16789370775222778,0.20247882604599,0.2277132272720337,0.2174157351255417,0.22339491546154022,0.2277132272720337,0.17338377237319946,0.17416009306907654
by,0.40543368458747864,0.19248856604099274,0.2652251422405243,0.17827941477298737,0.2682798206806183,0.24441376328468323,0.33534231781959534,0.4408751428127289,0.2571745216846466,0.3646814823150635,0.4408751428127289,0.1708003580570221,0.17966607213020325
wernher,0.28313910961151123,0.3566792905330658,0.19931884109973907,0.24149608612060547,0.23329579830169678,0.1480221301317215,0.2625739574432373,0.33223649859428406,0.32497021555900574,0.28497976064682007,0.33223649859428406,0.24284453690052032,0.25120455026626587
von,0.13997842371463776,0.16673065721988678,0.08883179724216461,0.15754397213459015,0.06880736351013184,0.19146543741226196,0.17537063360214233,0.21817399561405182,0.16125436127185822,0.19899946451187134,0.21817399561405182,0.2475893795490265,0.13907472789287567
braun,0.11950943619012833,0.23862560093402863,0.11587412655353546,0.15380357205867767,0.15021753311157227,0.16874732077121735,0.16515924036502838,0.18706366419792175,0.18123576045036316,0.16651400923728943,0.18706366419792175,0.19369414448738098,0.2169470489025116
at,0.3286694884300232,0.19164150953292847,0.25434181094169617,0.20171868801116943,0.350727915763855,0.2946198880672455,0.36524343490600586,0.457212895154953,0.1844153255224228,0.42558613419532776,0.457212895154953,0.09967222064733505,0.21978627145290375
a,0.56894451379776,0.19403119385242462,0.22079749405384064,0.2477586567401886,0.3187784254550934,0.2864423990249634,0.45503583550453186,0.5829201340675354,0.3483608067035675,0.5052502155303955,0.5829201340675354,0.225738063454628,0.23916715383529663
briefing,0.2575070559978485,0.32313278317451477,0.21701428294181824,0.23388001322746277,0.2036949098110199,0.1592945009469986,0.2878436744213104,0.35277771949768066,0.23058830201625824,0.2935304045677185,0.35277771949768066,0.17710094153881073,0.18357053399085999
