,how,many,receptions,did,cotchery,get,for,the,2015,season,?
newton,0.2514588236808777,0.1828424632549286,0.23516476154327393,0.23863376677036285,0.19579501450061798,0.11107507348060608,0.18168501555919647,0.1876603662967682,0.04000600054860115,0.1289832442998886,0.09645649790763855
's,-0.026164190843701363,0.01698932610452175,-0.05822821706533432,0.05069678649306297,0.0719536766409874,-0.031001994386315346,-0.07241261005401611,-0.01540423184633255,0.023902352899312973,0.06624794006347656,-0.023395681753754616
leading,0.18543758988380432,0.2955435812473297,0.18485237658023834,0.20311816036701202,0.2191416621208191,0.21151919662952423,0.3854183852672577,0.3809107840061188,0.04016697034239769,0.1614891141653061,0.1360926628112793
receivers,0.19961702823638916,0.23490570485591888,0.41353839635849,0.19869334995746613,0.1983480304479599,0.3268856704235077,0.32043978571891785,0.268659770488739,-0.09215299785137177,0.2424463927745819,0.11676301807165146
were,0.2082374095916748,0.4804460406303406,0.21468780934810638,0.4162326455116272,0.26246753334999084,0.2939866781234741,0.33592689037323,0.3906462490558624,0.08154720813035965,0.20231115818023682,0.17890112102031708
tight,0.20633608102798462,0.19672416150569916,0.24698051810264587,0.17429514229297638,0.2809240221977234,0.24264009296894073,0.281777024269104,0.20536431670188904,-0.08396469056606293,0.21529771387577057,0.11662518978118896
end,0.2481066733598709,0.2364911139011383,0.2687833905220032,0.18808481097221375,0.17600291967391968,0.25432926416397095,0.22042374312877655,0.39658910036087036,0.07728268206119537,0.24212270975112915,0.12543344497680664
greg,0.15761402249336243,0.11422135680913925,0.26038306951522827,0.10622397810220718,0.15401768684387207,0.12639711797237396,0.16305497288703918,0.1689821034669876,0.021615205332636833,0.24307461082935333,0.1691211611032486
olsen,0.1847066879272461,0.19959180057048798,0.16096621751785278,0.10296668112277985,0.20384618639945984,0.18166135251522064,0.21411064267158508,0.16389626264572144,-0.05420474335551262,0.20440945029258728,0.17089590430259705
",",0.22659391164779663,0.40610817074775696,0.27982690930366516,0.3015086054801941,0.31863659620285034,0.2926318049430847,0.4464869201183319,0.4933079481124878,0.06568983197212219,0.2232367992401123,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.11577852070331573,0.34038686752319336,0.22373145818710327,0.3214685320854187,0.37110671401023865,0.3733934462070465,0.0437915064394474,0.13809308409690857,0.26220351457595825
caught,0.1856362223625183,0.23109661042690277,0.2364336997270584,0.26102158427238464,0.27406224608421326,0.30078694224357605,0.19414915144443512,0.2087310254573822,0.021568303927779198,0.12817975878715515,0.20266211032867432
a,0.29312583804130554,0.2872205972671509,0.17006023228168488,0.2552328109741211,0.308576762676239,0.27948489785194397,0.44038116931915283,0.5829201340675354,-0.008371892385184765,0.1855505406856537,0.23916715383529663
career-high,0.2514631748199463,0.33343032002449036,0.33411940932273865,0.3148426413536072,0.29649055004119873,0.2820582985877991,0.3471291661262512,0.26239198446273804,-0.033197686076164246,0.32599934935569763,0.18277767300605774
77,-0.05810954049229622,-0.08619209378957748,-0.03042374737560749,-0.12506413459777832,0.019408343359827995,-0.15514199435710907,-0.11824695020914078,-0.0748181939125061,-0.006770809646695852,-0.03143338859081268,-0.11628354340791702
passes,0.2305745780467987,0.09871689230203629,0.34944069385528564,0.11102328449487686,0.1542375236749649,0.3093223571777344,0.2133815735578537,0.3752402365207672,0.033945534378290176,0.16756902635097504,0.09716983139514923
for,0.3308170735836029,0.40972793102264404,0.25616052746772766,0.318512886762619,0.23706835508346558,0.342695415019989,0.9999999403953552,0.4739971458911896,-0.08512632548809052,0.24490800499916077,0.264628142118454
"1,104",0.11384012550115585,0.16105762124061584,0.07607405632734299,0.07429717481136322,0.08265597373247147,0.1553264558315277,0.09781957417726517,0.06824740767478943,0.07312292605638504,-0.03013031743466854,0.1270933896303177
yards,0.1345205456018448,0.13134367763996124,0.5398510098457336,0.11230118572711945,0.3057251572608948,0.13370735943317413,0.21746347844600677,0.16070343554019928,0.02945392206311226,0.3280850648880005,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.24803747236728668,0.34479495882987976,0.29357481002807617,0.37609121203422546,0.5064792633056641,0.5171257257461548,0.015077123418450356,0.2369309365749359,0.20544172823429108
seven,0.20032188296318054,0.28098854422569275,0.14735910296440125,0.11491922289133072,0.17952950298786163,0.15052703022956848,0.22466500103473663,0.28151169419288635,0.06683580577373505,0.1832958161830902,0.1732930988073349
