,what,queen,opened,the,first,covered,railway,station,in,the,world,?
opened,0.14500318467617035,0.2550303637981415,1.0,0.28544309735298157,0.2630454897880554,0.2350790649652481,0.36406210064888,0.35745832324028015,0.2972770035266876,0.28544309735298157,0.21536852419376373,0.1934700310230255
in,0.30808621644973755,0.23028744757175446,0.2972770035266876,0.6662389636039734,0.4127444326877594,0.27591216564178467,0.2326211929321289,0.21784305572509766,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
1850,0.32714441418647766,0.07934009283781052,0.033384907990694046,0.15979310870170593,0.07579305768013,0.19113300740718842,0.12790727615356445,0.06228232383728027,0.10522118210792542,0.15979310870170593,0.13304053246974945,0.369617223739624
by,0.2455483376979828,0.16843727231025696,0.17930090427398682,0.4408751428127289,0.3877052962779999,0.2547268867492676,0.1736236810684204,0.16572362184524536,0.370934396982193,0.4408751428127289,0.22306372225284576,0.17966607213020325
queen,0.18133950233459473,1.0,0.2550303637981415,0.24681736528873444,0.24891184270381927,0.15335437655448914,0.14103072881698608,0.1448945254087448,0.23028744757175446,0.24681736528873444,0.21473322808742523,0.17460165917873383
victoria,0.1194850504398346,0.4311044216156006,0.259769469499588,0.2204313427209854,0.25445491075515747,0.25029823184013367,0.30762672424316406,0.31661534309387207,0.20823122560977936,0.2204313427209854,0.17221683263778687,0.12246892601251602
",",0.3087472915649414,0.20616334676742554,0.24598844349384308,0.4933079481124878,0.34503069519996643,0.30773067474365234,0.21531596779823303,0.2482491284608841,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
it,0.45803478360176086,0.22712574899196625,0.3010956048965454,0.6251175999641418,0.3491429388523102,0.29805508255958557,0.2722757160663605,0.2710883915424347,0.5130809545516968,0.6251175999641418,0.2775384485721588,0.25732165575027466
was,0.22111038863658905,0.24258024990558624,0.31916534900665283,0.48711544275283813,0.5022147297859192,0.24235664308071136,0.20427824556827545,0.18833480775356293,0.45514053106307983,0.48711544275283813,0.3097524344921112,0.18412111699581146
the,0.42745697498321533,0.24681736528873444,0.28544309735298157,1.0,0.49448907375335693,0.3132939636707306,0.2692219316959381,0.23609806597232819,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
first,0.28086137771606445,0.24891184270381927,0.2630454897880554,0.49448907375335693,1.0,0.1965884566307068,0.17453445494174957,0.1849050670862198,0.4127444326877594,0.49448907375335693,0.31190985441207886,0.18701928853988647
covered,0.24682468175888062,0.15335437655448914,0.2350790649652481,0.3132939636707306,0.1965884566307068,1.0,0.10550735890865326,0.14708058536052704,0.27591216564178467,0.3132939636707306,0.14257164299488068,0.139833465218544
railway,0.16704553365707397,0.14103072881698608,0.36406210064888,0.2692219316959381,0.17453445494174957,0.10550735890865326,1.0,0.5970122814178467,0.2326211929321289,0.2692219316959381,0.15220041573047638,0.07994066178798676
station,0.1613752841949463,0.1448945254087448,0.35745832324028015,0.23609806597232819,0.1849050670862198,0.14708058536052704,0.5970122814178467,1.0,0.21784305572509766,0.23609806597232819,0.09554480016231537,0.12574981153011322
in,0.30808621644973755,0.23028744757175446,0.2972770035266876,0.6662389636039734,0.4127444326877594,0.27591216564178467,0.2326211929321289,0.21784305572509766,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
the,0.42745697498321533,0.24681736528873444,0.28544309735298157,1.0,0.49448907375335693,0.3132939636707306,0.2692219316959381,0.23609806597232819,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
world,0.21669597923755646,0.21473322808742523,0.21536852419376373,0.33604270219802856,0.31190985441207886,0.14257164299488068,0.15220041573047638,0.09554480016231537,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
and,0.31309178471565247,0.24302659928798676,0.22545495629310608,0.5171257257461548,0.3167642652988434,0.3234351575374603,0.19695477187633514,0.19091129302978516,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
was,0.22111038863658905,0.24258024990558624,0.31916534900665283,0.48711544275283813,0.5022147297859192,0.24235664308071136,0.20427824556827545,0.18833480775356293,0.45514053106307983,0.48711544275283813,0.3097524344921112,0.18412111699581146
much,0.45316147804260254,0.15271112322807312,0.12400025874376297,0.35023224353790283,0.21792817115783691,0.29539036750793457,0.18269827961921692,0.18865010142326355,0.2725222110748291,0.35023224353790283,0.19682428240776062,0.23442231118679047
copied,0.3524389863014221,0.1245148777961731,0.1518944799900055,0.24199114739894867,0.20370961725711823,0.24720193445682526,0.16267161071300507,0.09073694050312042,0.20886759459972382,0.24199114739894867,0.18004389107227325,0.3320571780204773
across,0.24809791147708893,0.15772297978401184,0.2345213145017624,0.3816230297088623,0.19914396107196808,0.33325013518333435,0.28078508377075195,0.22582440078258514,0.36988839507102966,0.3816230297088623,0.24056562781333923,0.17034576833248138
the,0.42745697498321533,0.24681736528873444,0.28544309735298157,1.0,0.49448907375335693,0.3132939636707306,0.2692219316959381,0.23609806597232819,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
uk,0.17163191735744476,0.20159627497196198,0.12459544837474823,0.2143084555864334,0.205926313996315,0.17478492856025696,0.22096991539001465,0.2123185694217682,0.2261405885219574,0.2143084555864334,0.28413328528404236,0.20222434401512146
.,0.3567904531955719,0.21888704597949982,0.26111578941345215,0.5934505462646484,0.4345304071903229,0.2543253004550934,0.20848026871681213,0.20999185740947723,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4130953550338745
