,what,is,donald,davies,credited,with
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
new,0.2130378633737564,0.2208656519651413,0.2574599087238312,0.2010556012392044,0.1601884365081787,0.24325589835643768
concept,0.28724339604377747,0.2750450372695923,0.16944721341133118,0.10391879826784134,0.35113024711608887,0.16215780377388
found,0.1796332150697708,0.3526395261287689,0.11071036010980606,0.1442634016275406,0.09372657537460327,0.2364431470632553
little,0.2614184617996216,0.23436859250068665,0.07279495149850845,0.17739029228687286,0.14384227991104126,0.22821269929409027
resonance,0.276218056678772,0.24976161122322083,0.1509697437286377,0.24122582376003265,0.21346065402030945,0.17646704614162445
among,0.21154822409152985,0.21956473588943481,0.07947351038455963,0.10205509513616562,0.14068007469177246,0.2968312203884125
network,0.16917307674884796,0.2196272611618042,0.19414550065994263,0.17522501945495605,0.12904009222984314,0.2153671681880951
implementers,0.2975876033306122,0.30143386125564575,0.16154912114143372,0.1350926160812378,0.14256343245506287,0.247930645942688
until,0.2693650424480438,0.23065046966075897,0.13624921441078186,0.16342541575431824,0.23716793954372406,0.25182005763053894
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
independent,0.28752967715263367,0.19700974225997925,0.10588577389717102,0.09358857572078705,0.15316881239414215,0.15262502431869507
work,0.3762225806713104,0.22475390136241913,0.14957565069198608,0.2398936152458191,0.3036779761314392,0.2649822533130646
of,0.33290785551071167,0.4854315221309662,0.19945606589317322,0.22032342851161957,0.21547365188598633,0.41827285289764404
donald,0.18917277455329895,0.14618076384067535,1.0000001192092896,0.29752323031425476,0.1768600046634674,0.09247099608182907
davies,0.14111879467964172,0.18681645393371582,0.29752323031425476,1.0,0.23556238412857056,0.22390632331371307
at,0.2838611304759979,0.25906258821487427,0.17402483522891998,0.22345958650112152,0.13335053622722626,0.29126521944999695
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
national,0.16882304847240448,0.23413582146167755,0.1831497997045517,0.16077445447444916,0.10000129044055939,0.15206176042556763
physical,0.27895045280456543,0.16296368837356567,0.14456969499588013,0.12272074073553085,0.18960067629814148,0.23047693073749542
laboratory,0.20190474390983582,0.21502412855625153,0.23646816611289978,0.18526457250118256,0.16857527196407318,0.19312097132205963
(,0.2411840260028839,0.35393038392066956,0.15552324056625366,0.18608926236629486,0.16770470142364502,0.29503780603408813
united,0.20036718249320984,0.22408509254455566,0.26823341846466064,0.20759299397468567,0.16121873259544373,0.19869105517864227
kingdom,0.17826133966445923,0.1914215236902237,0.1739223599433899,0.20336401462554932,0.14714665710926056,0.16312327980995178
),0.26259949803352356,0.37732169032096863,0.15844488143920898,0.1767115592956543,0.14935004711151123,0.3069596290588379
(,0.2411840260028839,0.35393038392066956,0.15552324056625366,0.18608926236629486,0.16770470142364502,0.29503780603408813
npl,0.21812045574188232,0.20050103962421417,0.15271325409412384,0.13597248494625092,0.16373398900032043,0.23202863335609436
),0.26259949803352356,0.37732169032096863,0.15844488143920898,0.1767115592956543,0.14935004711151123,0.3069596290588379
in,0.30808621644973755,0.5394441485404968,0.16774369776248932,0.1982824057340622,0.0795225128531456,0.4080928862094879
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
late,0.1576872020959854,0.20186106860637665,0.16055983304977417,0.15637129545211792,0.23190268874168396,0.2326577752828598
1960s,-0.17530474066734314,0.053287625312805176,0.00859319418668747,0.031752075999975204,-0.08942914754152298,-0.11721234023571014
.,0.3567904531955719,0.4569662809371948,0.2556072771549225,0.2565765380859375,0.1519664227962494,0.4446153938770294
,what,is,donald,davies,credited,with
davies,0.14111879467964172,0.18681645393371582,0.29752323031425476,1.0,0.23556238412857056,0.22390632331371307
is,0.28837618231773376,1.0,0.14618076384067535,0.18681645393371582,0.13009434938430786,0.3250955045223236
credited,0.120785653591156,0.13009434938430786,0.1768600046634674,0.23556238412857056,1.0,0.19468723237514496
with,0.2464839518070221,0.3250955045223236,0.09247099608182907,0.22390632331371307,0.19468723237514496,0.9999999403953552
coining,0.2674636244773865,0.23500730097293854,0.14798760414123535,0.15406210720539093,0.3068632483482361,0.24139899015426636
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
modern,0.2655639946460724,0.24170172214508057,0.20975792407989502,0.18113486468791962,0.20180238783359528,0.17969171702861786
name,0.18623162806034088,0.3359788954257965,0.09297601878643036,0.09154926240444183,0.16807816922664642,0.17897967994213104
packet,0.2392171323299408,0.21452254056930542,0.1791561394929886,0.13900773227214813,0.0870865061879158,0.25691017508506775
switching,0.24737738072872162,0.22204309701919556,0.12276723980903625,0.17643891274929047,0.1783342808485031,0.257494181394577
and,0.31309178471565247,0.3859752118587494,0.20565442740917206,0.29916054010391235,0.19575771689414978,0.5477725267410278
inspiring,0.2538295388221741,0.15590092539787292,0.17404526472091675,0.20045214891433716,0.30762556195259094,0.2525428235530853
numerous,0.1867249608039856,0.14785398542881012,0.1754564791917801,0.12773765623569489,0.1711927056312561,0.28395527601242065
packet,0.2392171323299408,0.21452254056930542,0.1791561394929886,0.13900773227214813,0.0870865061879158,0.25691017508506775
switching,0.24737738072872162,0.22204309701919556,0.12276723980903625,0.17643891274929047,0.1783342808485031,0.257494181394577
networks,0.18279550969600677,0.22635811567306519,0.1436568796634674,0.15188150107860565,0.11431050300598145,0.20336084067821503
in,0.30808621644973755,0.5394441485404968,0.16774369776248932,0.1982824057340622,0.0795225128531456,0.4080928862094879
europe,0.17179538309574127,0.20961034297943115,0.1315256655216217,0.11211156845092773,0.14194855093955994,0.27254554629325867
in,0.30808621644973755,0.5394441485404968,0.16774369776248932,0.1982824057340622,0.0795225128531456,0.4080928862094879
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
decade,0.1613653302192688,0.1303359419107437,0.15208496153354645,0.14992167055606842,0.22997617721557617,0.17215004563331604
following,0.2506418824195862,0.21705439686775208,0.12152130901813507,0.11234331876039505,0.13163252174854279,0.30096235871315
",",0.3087472915649414,0.4691906273365021,0.2586621940135956,0.3083436191082001,0.24781621992588043,0.4120737314224243
including,0.18328791856765747,0.25093933939933777,0.09782975912094116,0.21537192165851593,0.1686897724866867,0.37174999713897705
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
incorporation,0.2592886686325073,0.2611686885356903,0.05377417802810669,0.10901547223329544,0.1992284506559372,0.20515792071819305
of,0.33290785551071167,0.4854315221309662,0.19945606589317322,0.22032342851161957,0.21547365188598633,0.41827285289764404
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
concept,0.28724339604377747,0.2750450372695923,0.16944721341133118,0.10391879826784134,0.35113024711608887,0.16215780377388
in,0.30808621644973755,0.5394441485404968,0.16774369776248932,0.1982824057340622,0.0795225128531456,0.4080928862094879
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
early,0.2454567849636078,0.18880519270896912,0.17433428764343262,0.18790358304977417,0.27025580406188965,0.23919914662837982
arpanet,0.21845723688602448,0.21566608548164368,0.2308245301246643,0.18504242599010468,0.284373939037323,0.2171800285577774
in,0.30808621644973755,0.5394441485404968,0.16774369776248932,0.1982824057340622,0.0795225128531456,0.4080928862094879
the,0.42745697498321533,0.5823672413825989,0.23587575554847717,0.22865624725818634,0.19653713703155518,0.4223487675189972
united,0.20036718249320984,0.22408509254455566,0.26823341846466064,0.20759299397468567,0.16121873259544373,0.19869105517864227
states,0.21526020765304565,0.21939043700695038,0.21196378767490387,0.1413608193397522,0.14145593345165253,0.21424104273319244
.,0.3567904531955719,0.4569662809371948,0.2556072771549225,0.2565765380859375,0.1519664227962494,0.4446153938770294
