,how,did,celeron,feel,about,native,relations,?
in,0.2601168751716614,0.2593238651752472,0.22404925525188446,0.1927928626537323,0.39797019958496094,0.24378694593906403,0.22494478523731232,0.20430970191955566
his,0.24614305794239044,0.3546801507472992,0.1710466891527176,0.19560441374778748,0.24169853329658508,0.13685289025306702,0.27572527527809143,0.18075084686279297
extensively,0.26259878277778625,0.17290544509887695,0.21668489277362823,0.15905259549617767,0.18730582296848297,0.20784451067447662,0.1413324475288391,0.13884057104587555
detailed,0.33590492606163025,0.2444492131471634,0.035234756767749786,0.21609662473201752,0.3244380056858063,0.1706891655921936,0.2155112326145172,0.22426927089691162
report,0.2084086388349533,0.2986995279788971,0.03526024892926216,0.26125046610832214,0.3010396361351013,0.11346270143985748,0.21126408874988556,0.3138936758041382
",",0.22659391164779663,0.3015086054801941,0.3048674464225769,0.23670589923858643,0.3877100944519043,0.30732813477516174,0.31318399310112,0.31091248989105225
céloron,0.17692279815673828,0.14053545892238617,0.4971884787082672,0.20527788996696472,0.23002834618091583,0.1697852909564972,0.09060584753751755,0.21622054278850555
wrote,0.23136702179908752,0.3485160768032074,0.09696708619594574,0.19189174473285675,0.3683466911315918,0.13812734186649323,0.17507919669151306,0.19322504103183746
",",0.22659391164779663,0.3015086054801941,0.3048674464225769,0.23670589923858643,0.3877100944519043,0.30732813477516174,0.31318399310112,0.31091248989105225
``,-0.01591024175286293,-0.029888948425650597,-0.012746859341859818,-0.007424930110573769,0.008102871477603912,0.08175455778837204,0.06984754651784897,0.0685480609536171
all,0.3725806474685669,0.33943864703178406,0.19756172597408295,0.30312013626098633,0.2926684319972992,0.21270471811294556,0.21223200857639313,0.29575422406196594
i,0.3186261057853699,0.32301032543182373,0.1354367583990097,0.4110495448112488,0.2983403205871582,0.16850052773952484,0.1910383552312851,0.4695145785808563
can,0.49246567487716675,0.32383522391319275,0.18394552171230316,0.43029752373695374,0.27397462725639343,0.20130297541618347,0.0889185443520546,0.3226337134838104
say,0.4854888916015625,0.40743184089660645,0.1841472089290619,0.4288928508758545,0.41627129912376404,0.21858125925064087,0.18127156794071198,0.4357808530330658
is,0.22544461488723755,0.19247472286224365,0.26761314272880554,0.2400403469800949,0.3532065451145172,0.25614386796951294,0.1847245991230011,0.22961433231830597
that,0.557814359664917,0.47518548369407654,0.2469819337129593,0.41628018021583557,0.4500710964202881,0.19186517596244812,0.20523354411125183,0.32716336846351624
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.264497846364975,0.37995871901512146,0.24374492466449738,0.2259310483932495,0.22068053483963013
natives,0.13695146143436432,0.23254309594631195,0.0883137658238411,0.1178809404373169,0.24273689091205597,0.7138842344284058,0.18763719499111176,0.15079757571220398
of,0.2480744868516922,0.2513895630836487,0.24308432638645172,0.19935615360736847,0.40939709544181824,0.2524676024913788,0.272710919380188,0.1826142966747284
these,0.41104358434677124,0.38755595684051514,0.19713443517684937,0.33448269963264465,0.366369366645813,0.22094781696796417,0.21514973044395447,0.2571668326854706
localities,0.16664336621761322,0.10042279958724976,0.09013646841049194,0.10192292928695679,0.21318499743938446,0.22777202725410461,0.2050199955701828,0.18295007944107056
are,0.311818927526474,0.2159031480550766,0.24335916340351105,0.3137334883213043,0.36165615916252136,0.26376503705978394,0.16859184205532074,0.24591213464736938
very,0.4865594804286957,0.3388260006904602,0.21792106330394745,0.3748507797718048,0.3650999367237091,0.2054338902235031,0.18985657393932343,0.20864155888557434
badly,0.3327745795249939,0.31370919942855835,0.10501907020807266,0.2880086600780487,0.2895198464393616,0.17896567285060883,0.11898482590913773,0.19211243093013763
disposed,0.276963472366333,0.2611050605773926,0.10141553729772568,0.24341583251953125,0.23776307702064514,0.08340815454721451,0.19752296805381775,0.23141098022460938
towards,0.25326651334762573,0.162775456905365,0.19863533973693848,0.24406038224697113,0.27179521322250366,0.1479349285364151,0.21090278029441833,0.13023285567760468
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.264497846364975,0.37995871901512146,0.24374492466449738,0.2259310483932495,0.22068053483963013
french,0.14884154498577118,0.1584041714668274,0.2268296331167221,0.15144941210746765,0.1707664281129837,0.23252961039543152,0.1807907074689865,0.1386883556842804
",",0.22659391164779663,0.3015086054801941,0.3048674464225769,0.23670589923858643,0.3877100944519043,0.30732813477516174,0.31318399310112,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.29231131076812744,0.2860409915447235,0.3875081241130829,0.26731550693511963,0.34710776805877686,0.20544172823429108
are,0.311818927526474,0.2159031480550766,0.24335916340351105,0.3137334883213043,0.36165615916252136,0.26376503705978394,0.16859184205532074,0.24591213464736938
entirely,0.2797885239124298,0.19654057919979095,0.1376371830701828,0.2273739129304886,0.31920504570007324,0.1928846389055252,0.1302456259727478,0.19651781022548676
devoted,0.18516835570335388,0.18233589828014374,0.1353703737258911,0.18205668032169342,0.2504757344722748,0.15687061846256256,0.26693758368492126,0.15015941858291626
to,0.44169697165489197,0.4452643394470215,0.22752350568771362,0.3145853281021118,0.391953706741333,0.2832638621330261,0.273697167634964,0.29463258385658264
the,0.33890387415885925,0.34736719727516174,0.2833483815193176,0.264497846364975,0.37995871901512146,0.24374492466449738,0.2259310483932495,0.22068053483963013
english,0.18202126026153564,0.18994997441768646,0.12795302271842957,0.1932763159275055,0.20378147065639496,0.3068251311779022,0.1694013476371765,0.23251567780971527
.,0.3287222981452942,0.35288307070732117,0.23717518150806427,0.25462567806243896,0.42038556933403015,0.28723880648612976,0.2321082353591919,0.4130953550338745
,how,did,celeron,feel,about,native,relations,?
i,0.3186261057853699,0.32301032543182373,0.1354367583990097,0.4110495448112488,0.2983403205871582,0.16850052773952484,0.1910383552312851,0.4695145785808563
do,0.40287578105926514,0.5246143937110901,0.23079508543014526,0.42619383335113525,0.3183841109275818,0.19778521358966827,0.12748964130878448,0.4093979299068451
n't,-0.09568241238594055,-0.11697922646999359,0.00795581191778183,0.0009142974158748984,0.026273010298609734,0.04630474001169205,0.1075521931052208,0.07068326324224472
know,0.5771927833557129,0.47715243697166443,0.165249764919281,0.4781356453895569,0.4703194797039032,0.17239819467067719,0.19956769049167633,0.5287392735481262
in,0.2601168751716614,0.2593238651752472,0.22404925525188446,0.1927928626537323,0.39797019958496094,0.24378694593906403,0.22494478523731232,0.20430970191955566
what,0.6468034982681274,0.4259131848812103,0.1491459757089615,0.413962185382843,0.47976887226104736,0.19453833997249603,0.184731587767601,0.5051238536834717
way,0.5782880783081055,0.34534135460853577,0.14697431027889252,0.32184576988220215,0.3691643178462982,0.20442841947078705,0.23263613879680634,0.31575819849967957
they,0.43247655034065247,0.4879390597343445,0.24408598244190216,0.40307068824768066,0.34267860651016235,0.2790846824645996,0.20788700878620148,0.2753053903579712
could,0.47830453515052795,0.6308382749557495,0.14553149044513702,0.36314502358436584,0.29409685730934143,0.1945865899324417,0.1751779168844223,0.3411986827850342
be,0.4158933162689209,0.22657383978366852,0.16014507412910461,0.4184384047985077,0.26362910866737366,0.16879183053970337,0.16120803356170654,0.3324260413646698
brought,0.23100145161151886,0.3238873779773712,0.12521246075630188,0.22825120389461517,0.2567584812641144,0.20425072312355042,0.2289239764213562,0.2339296191930771
back,0.2557322680950165,0.2601068317890167,0.22162100672721863,0.24316099286079407,0.2939218282699585,0.1423632800579071,0.16089890897274017,0.2397768795490265
.,0.3287222981452942,0.35288307070732117,0.23717518150806427,0.25462567806243896,0.42038556933403015,0.28723880648612976,0.2321082353591919,0.4130953550338745
'',-0.0029843549709767103,0.01978493109345436,0.013078061863780022,0.024401066824793816,0.007750829216092825,-0.0434674508869648,0.01422032155096531,0.018684765323996544
