,what,is,the,usual,source,of,heat,for,boiling,water,in,the,steam,engine,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3319869339466095,0.30258262157440186,0.733189046382904,0.2556036710739136,0.4739971458911896,0.23628167808055878,0.297396719455719,0.6662389636039734,1.0,0.23105813562870026,0.21651263535022736,0.22068053483963013
heat,0.1933984011411667,0.20543494820594788,0.2556036710739136,0.2103956639766693,0.27898353338241577,0.19590096175670624,1.0,0.2318875640630722,0.4196956753730774,0.4170593321323395,0.20852652192115784,0.2556036710739136,0.45067235827445984,0.3821377456188202,0.16343188285827637
required,0.2506856620311737,0.21426478028297424,0.27848219871520996,0.3737107515335083,0.20495805144309998,0.26183071732521057,0.23845645785331726,0.33989444375038147,0.21598351001739502,0.18671774864196777,0.20162324607372284,0.27848219871520996,0.18926741182804108,0.20128196477890015,0.24962718784809113
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.37381306290626526,0.24517817795276642,0.4185989499092102,0.2318875640630722,0.9999999403953552,0.16481709480285645,0.189085453748703,0.4322226941585541,0.4739971458911896,0.19393667578697205,0.17779722809791565,0.264628142118454
boiling,0.2704375982284546,0.24637913703918457,0.23628167808055878,0.2536929249763489,0.23860026895999908,0.21631650626659393,0.4196956753730774,0.16481709480285645,0.9999999403953552,0.5357889533042908,0.25097140669822693,0.23628167808055878,0.40429604053497314,0.243660569190979,0.22858569025993347
the,0.42745697498321533,0.5823672413825989,1.0,0.3319869339466095,0.30258262157440186,0.733189046382904,0.2556036710739136,0.4739971458911896,0.23628167808055878,0.297396719455719,0.6662389636039734,1.0,0.23105813562870026,0.21651263535022736,0.22068053483963013
water,0.17456887662410736,0.2879090905189514,0.297396719455719,0.20766431093215942,0.26925894618034363,0.2741255462169647,0.4170593321323395,0.189085453748703,0.5357889533042908,0.9999998807907104,0.23966141045093536,0.297396719455719,0.43059393763542175,0.23611068725585938,0.14731885492801666
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3183724880218506,0.24024291336536407,0.5116966962814331,0.2678423523902893,0.5064792633056641,0.2393263578414917,0.3054247498512268,0.4954058527946472,0.5171257257461548,0.24133789539337158,0.18437977135181427,0.20544172823429108
supplying,0.26363927125930786,0.22983354330062866,0.338356077671051,0.21750320494174957,0.3105126917362213,0.28600332140922546,0.27865728735923767,0.34048935770988464,0.3054473102092743,0.31935909390449524,0.27521073818206787,0.338356077671051,0.301167368888855,0.2840784192085266,0.1387658268213272
the,0.42745697498321533,0.5823672413825989,1.0,0.3319869339466095,0.30258262157440186,0.733189046382904,0.2556036710739136,0.4739971458911896,0.23628167808055878,0.297396719455719,0.6662389636039734,1.0,0.23105813562870026,0.21651263535022736,0.22068053483963013
steam,0.15672586858272552,0.13029660284519196,0.23105813562870026,0.1625407189130783,0.190715953707695,0.20239725708961487,0.45067235827445984,0.19393667578697205,0.40429604053497314,0.43059393763542175,0.19852672517299652,0.23105813562870026,1.0000001192092896,0.4921848475933075,0.113324373960495
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.3906105160713196,0.28813910484313965,0.2603091299533844,0.261982798576355,0.35690054297447205,0.3447209298610687,0.33822447061538696,0.26527702808380127,0.312528520822525,0.20162075757980347,0.1814189851284027,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.35585883259773254,0.29951292276382446,0.33904364705085754,0.25805994868278503,0.3801851272583008,0.33223164081573486,0.3042290508747101,0.3481820821762085,0.4248143136501312,0.22586002945899963,0.19078890979290009,0.3324260413646698
derived,0.20143714547157288,0.2666328251361847,0.26961472630500793,0.20925532281398773,0.22474466264247894,0.28474852442741394,0.09700907766819,0.20121073722839355,0.24001531302928925,0.22461290657520294,0.17734654247760773,0.26961472630500793,0.19390127062797546,0.19445368647575378,0.1241099163889885
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.23973949253559113,0.22562673687934875,0.4249346852302551,0.2508489787578583,0.314039945602417,0.2428828775882721,0.197988361120224,0.4274188280105591,0.40150508284568787,0.2270648181438446,0.20623253285884857,0.19969791173934937
various,0.26045072078704834,0.13601526618003845,0.3235042691230774,0.2842041850090027,0.16458925604820251,0.3196488320827484,0.14372259378433228,0.3578505516052246,0.18665312230587006,0.27531349658966064,0.266343355178833,0.3235042691230774,0.13430571556091309,0.10065709799528122,0.12823495268821716
sources,0.30212491750717163,0.2594712972640991,0.27209216356277466,0.1320883333683014,0.7342106699943542,0.20696839690208435,0.2643336355686188,0.2483232617378235,0.14927735924720764,0.23564720153808594,0.23531174659729004,0.27209216356277466,0.15929515659809113,0.22047059237957,0.2886999845504761
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.27604877948760986,0.2657822072505951,0.4946078956127167,0.25331911444664,0.4464869201183319,0.22774799168109894,0.26706066727638245,0.5201468467712402,0.4933079481124878,0.2264556586742401,0.19789794087409973,0.31091248989105225
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.36365726590156555,0.2471988946199417,0.4178851246833801,0.19453804194927216,0.3906237483024597,0.17568449676036835,0.2187667042016983,0.41416558623313904,0.47635307908058167,0.2003706395626068,0.19863130152225494,0.2107497900724411
commonly,0.18122613430023193,0.3994327187538147,0.2974449694156647,0.33030715584754944,0.14864975214004517,0.29300037026405334,0.12193189561367035,0.27418190240859985,0.2062809318304062,0.2582228481769562,0.2769457697868347,0.2974449694156647,0.1323270946741104,0.12566101551055908,0.13546277582645416
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.23973949253559113,0.22562673687934875,0.4249346852302551,0.2508489787578583,0.314039945602417,0.2428828775882721,0.197988361120224,0.4274188280105591,0.40150508284568787,0.2270648181438446,0.20623253285884857,0.19969791173934937
burning,0.21885274350643158,0.1743689775466919,0.2821531891822815,0.15946991741657257,0.21186348795890808,0.26340749859809875,0.37634435296058655,0.18434680998325348,0.3482637405395508,0.33241724967956543,0.25352632999420166,0.2821531891822815,0.3436712622642517,0.2775637209415436,0.18033187091350555
combustible,0.2506256699562073,0.28590404987335205,0.21786433458328247,0.27462083101272583,0.2799396812915802,0.22582003474235535,0.4941389858722687,0.24920950829982758,0.4425395131111145,0.3893936276435852,0.2111574411392212,0.21786433458328247,0.4928489327430725,0.5574678182601929,0.24960510432720184
materials,0.21012352406978607,0.2010483592748642,0.22837378084659576,0.16014276444911957,0.2712949216365814,0.23909913003444672,0.4170926809310913,0.2799314558506012,0.30909305810928345,0.3190968632698059,0.2393922507762909,0.22837378084659576,0.2667309045791626,0.20951850712299347,0.1301651895046234
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.2893120050430298,0.16254369914531708,0.41827285289764404,0.2545742690563202,0.39140474796295166,0.22183579206466675,0.20542247593402863,0.4080928862094879,0.4223487675189972,0.21801024675369263,0.1990211457014084,0.2433311939239502
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.26100870966911316,0.23689579963684082,0.32280945777893066,0.20739661157131195,0.3236706852912903,0.1348833292722702,0.19103862345218658,0.2605783939361572,0.4207492768764496,0.13589277863502502,0.18337401747703552,0.19793890416622162
appropriate,0.29508692026138306,0.2246846705675125,0.27732113003730774,0.3482249081134796,0.16973359882831573,0.1958872526884079,0.1953825056552887,0.2875204086303711,0.21330711245536804,0.19474969804286957,0.16018737852573395,0.27732113003730774,0.17905384302139282,0.14079169929027557,0.2732597291469574
supply,0.20549191534519196,0.23221483826637268,0.31942567229270935,0.17858637869358063,0.3905336558818817,0.23476092517375946,0.3658212423324585,0.2697718143463135,0.24956120550632477,0.38052332401275635,0.21402505040168762,0.31942567229270935,0.34906667470932007,0.27593082189559937,0.14298182725906372
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2923421263694763,0.18598204851150513,1.0,0.19590096175670624,0.4185989499092102,0.21631650626659393,0.2741255462169647,0.5696388483047485,0.733189046382904,0.20239725708961487,0.17095594108104706,0.1826142966747284
air,0.10361403971910477,0.2280944287776947,0.2877824306488037,0.14366385340690613,0.17769473791122437,0.24196814000606537,0.31849247217178345,0.15818573534488678,0.3017430901527405,0.4309055507183075,0.22172939777374268,0.2877824306488037,0.28693118691444397,0.26851674914360046,0.1491677612066269
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2860795259475708,0.24019475281238556,0.5696388483047485,0.20852652192115784,0.4322226941585541,0.25097140669822693,0.23966141045093536,1.0,0.6662389636039734,0.19852672517299652,0.18885408341884613,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.34219858050346375,0.18778453767299652,0.5052502155303955,0.2243129312992096,0.44038116931915283,0.24577517807483673,0.2979097068309784,0.539380669593811,0.5829201340675354,0.2141898274421692,0.24768835306167603,0.23916715383529663
closed,0.1689339131116867,0.15169702470302582,0.2359541952610016,0.21487297117710114,0.2330320030450821,0.15899594128131866,0.17847010493278503,0.17350733280181885,0.2661307454109192,0.20969901978969574,0.21606552600860596,0.2359541952610016,0.22645631432533264,0.1379982829093933,0.15595348179340363
space,0.20525942742824554,0.18578536808490753,0.24495907127857208,0.15468429028987885,0.13823527097702026,0.21300287544727325,0.22263501584529877,0.24232043325901031,0.1820422112941742,0.1941259205341339,0.17648501694202423,0.24495907127857208,0.16899104416370392,0.15408280491828918,0.1885536164045334
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18307524919509888,0.21444886922836304,0.35032153129577637,0.16410307586193085,0.3357032239437103,0.14862695336341858,0.16755586862564087,0.3087427020072937,0.33289089798927307,0.11881943792104721,0.11642640084028244,0.40561532974243164
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.27219158411026,0.1597660481929779,0.4222904443740845,0.20192363858222961,0.29870352149009705,0.2528112232685089,0.27940332889556885,0.40847352147102356,0.489897221326828,0.20317578315734863,0.1479010432958603,0.18963319063186646
variously,0.28366997838020325,0.19235555827617645,0.27876922488212585,0.1984737664461136,0.1272599846124649,0.2394486963748932,0.09847446531057358,0.3033701181411743,0.21418149769306183,0.2913793921470642,0.2344929724931717,0.27876922488212585,0.13408958911895752,0.12172287702560425,0.18915246427059174
combustion,0.2678600549697876,0.27011600136756897,0.2447446882724762,0.2327752709388733,0.2858010232448578,0.25126782059669495,0.5117379426956177,0.23782002925872803,0.448933869600296,0.39874860644340515,0.2270977944135666,0.2447446882724762,0.5523067712783813,0.6045117974281311,0.2177530825138092
chamber,0.1224752739071846,0.18098223209381104,0.2594704031944275,0.18782298266887665,0.158919095993042,0.24295011162757874,0.2979985177516937,0.2533634305000305,0.18185684084892273,0.19194208085536957,0.18419700860977173,0.2594704031944275,0.3026432693004608,0.1944495588541031,0.04307165369391441
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.27604877948760986,0.2657822072505951,0.4946078956127167,0.25331911444664,0.4464869201183319,0.22774799168109894,0.26706066727638245,0.5201468467712402,0.4933079481124878,0.2264556586742401,0.19789794087409973,0.31091248989105225
firebox,0.25533050298690796,0.17133381962776184,0.2672300338745117,0.24560672044754028,0.2714458703994751,0.157428577542305,0.44404900074005127,0.19733665883541107,0.32676374912261963,0.3311076760292053,0.18139563500881195,0.2672300338745117,0.4439116418361664,0.39877328276634216,0.23833276331424713
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.20423845946788788,0.22529833018779755,0.3680361211299896,0.16396720707416534,0.3639558255672455,0.1816774606704712,0.18243473768234253,0.3326910734176636,0.3456730246543884,0.13912063837051392,0.12827058136463165,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.27288782596588135,0.2883438467979431,0.5352458953857422,0.27046459913253784,0.4726039469242096,0.3105010390281677,0.26634910702705383,0.5591574311256409,0.5934505462646484,0.22855372726917267,0.21814921498298645,0.4130953550338745
