,in,a,report,on,k-12,teachers,",",which,teachers,had,the,lowest,median,salary,?
in,1.0,0.539380669593811,0.204250767827034,0.46853652596473694,0.3011954128742218,0.2128150761127472,0.5201468467712402,0.4840516746044159,0.2128150761127472,0.385026752948761,0.6662389636039734,0.2796158194541931,0.1787819266319275,0.190061554312706,0.20430970191955566
a,0.539380669593811,1.0,0.2148611694574356,0.3848365545272827,0.3649747669696808,0.2509842813014984,0.427140474319458,0.56894451379776,0.2509842813014984,0.34897568821907043,0.5829201340675354,0.2451467216014862,0.23235005140304565,0.2625115215778351,0.23916715383529663
salary,0.190061554312706,0.2625115215778351,0.23687118291854858,0.22385592758655548,0.16806325316429138,0.2759143114089966,0.19489715993404388,0.17605023086071014,0.2759143114089966,0.30154162645339966,0.2075764387845993,0.2074832022190094,0.3326546549797058,1.0,0.20685498416423798
survey,0.2121916115283966,0.21044449508190155,0.3692317605018616,0.19549496471881866,0.18781888484954834,0.2057541012763977,0.1886570006608963,0.19511778652668,0.2057541012763977,0.21975065767765045,0.2448187917470932,0.16492846608161926,0.2612394094467163,0.16073542833328247,0.17650416493415833
report,0.204250767827034,0.2148611694574356,0.9999998807907104,0.29382312297821045,0.26846203207969666,0.21781803667545319,0.250803142786026,0.2221808135509491,0.21781803667545319,0.2547707259654999,0.2556745111942291,0.15228961408138275,0.17287994921207428,0.23687118291854858,0.3138936758041382
for,0.4322226941585541,0.44038116931915283,0.2216007560491562,0.36199691891670227,0.29814907908439636,0.274332195520401,0.4464869201183319,0.44095608592033386,0.274332195520401,0.3270139992237091,0.4739971458911896,0.22372238337993622,0.21030354499816895,0.31719970703125,0.264628142118454
k-12,0.3011954128742218,0.3649747669696808,0.26846203207969666,0.25759291648864746,1.0,0.11890397220849991,0.2925536036491394,0.41834908723831177,0.11890397220849991,0.11855898797512054,0.40333887934684753,0.29168984293937683,0.29153695702552795,0.16806325316429138,0.31244829297065735
teachers,0.2128150761127472,0.2509842813014984,0.21781803667545319,0.24610933661460876,0.11890397220849991,1.0,0.28049156069755554,0.17664629220962524,1.0,0.23583905398845673,0.22025763988494873,0.09884750843048096,0.13989008963108063,0.2759143114089966,0.19522249698638916
",",0.5201468467712402,0.427140474319458,0.250803142786026,0.49057599902153015,0.2925536036491394,0.28049156069755554,1.0000001192092896,0.3658004403114319,0.28049156069755554,0.35487717390060425,0.4933079481124878,0.2272098958492279,0.19664111733436584,0.19489715993404388,0.31091248989105225
elementary,0.2368304580450058,0.2639671266078949,0.15792852640151978,0.1876746267080307,0.2133377492427826,0.38643699884414673,0.2421395182609558,0.29088619351387024,0.38643699884414673,0.16584856808185577,0.1842510998249054,0.1546667069196701,0.20730236172676086,0.12008355557918549,0.14365358650684357
school,0.26157811284065247,0.2245093584060669,0.2217002660036087,0.2388053983449936,0.15434260666370392,0.5544193387031555,0.27141863107681274,0.19108018279075623,0.5544193387031555,0.20507600903511047,0.22953221201896667,0.14402173459529877,0.16195987164974213,0.1826583445072174,0.15091250836849213
teachers,0.2128150761127472,0.2509842813014984,0.21781803667545319,0.24610933661460876,0.11890397220849991,1.0,0.28049156069755554,0.17664629220962524,1.0,0.23583905398845673,0.22025763988494873,0.09884750843048096,0.13989008963108063,0.2759143114089966,0.19522249698638916
had,0.385026752948761,0.34897568821907043,0.2547707259654999,0.36692994832992554,0.11855898797512054,0.23583905398845673,0.35487717390060425,0.3188965916633606,0.23583905398845673,0.9999999403953552,0.3875846862792969,0.2038678228855133,0.21612763404846191,0.30154162645339966,0.20728366076946259
the,0.6662389636039734,0.5829201340675354,0.2556745111942291,0.5107308030128479,0.40333887934684753,0.22025763988494873,0.4933079481124878,0.6521818041801453,0.22025763988494873,0.3875846862792969,1.0,0.3453028202056885,0.2312159687280655,0.2075764387845993,0.22068053483963013
lowest,0.2796158194541931,0.2451467216014862,0.15228961408138275,0.15733173489570618,0.29168984293937683,0.09884750843048096,0.2272098958492279,0.28623485565185547,0.09884750843048096,0.2038678228855133,0.3453028202056885,1.0,0.35678255558013916,0.2074832022190094,0.11098209768533707
median,0.1787819266319275,0.23235005140304565,0.17287994921207428,0.14412127435207367,0.29153695702552795,0.13989008963108063,0.19664111733436584,0.2120944857597351,0.13989008963108063,0.21612763404846191,0.2312159687280655,0.35678255558013916,1.0,0.3326546549797058,0.18729804456233978
salary,0.190061554312706,0.2625115215778351,0.23687118291854858,0.22385592758655548,0.16806325316429138,0.2759143114089966,0.19489715993404388,0.17605023086071014,0.2759143114089966,0.30154162645339966,0.2075764387845993,0.2074832022190094,0.3326546549797058,1.0,0.20685498416423798
earning,0.31669119000434875,0.2576780915260315,0.16417714953422546,0.20257912576198578,0.12041601538658142,0.305544912815094,0.2609005570411682,0.2097381204366684,0.305544912815094,0.253567099571228,0.29019618034362793,0.21414007246494293,0.32383593916893005,0.49471718072891235,0.1980265974998474
$,0.21616753935813904,0.22939236462116241,0.24764598906040192,0.16966626048088074,0.27396348118782043,0.15388444066047668,0.21166811883449554,0.22076056897640228,0.15388444066047668,0.2278132438659668,0.23367542028427124,0.19386617839336395,0.43163609504699707,0.4192432165145874,0.2786129117012024
"39,259",0.10517506301403046,0.09563453495502472,0.07196706533432007,0.07203283160924911,0.2063092142343521,0.0935833752155304,0.009347488172352314,0.20918507874011993,0.0935833752155304,-0.04715854674577713,0.2029808759689331,0.1511063426733017,0.07873087376356125,0.10527221858501434,-0.018638236448168755
