,what,cruise,line,has,included,newcastle,as,a,departure,port,since,2007,?
since,0.29783400893211365,0.1675737202167511,0.18991616368293762,0.5216675996780396,0.2231827974319458,0.21187444031238556,0.36245352029800415,0.3303585946559906,0.20358745753765106,0.2161945104598999,1.0000001192092896,-0.2880103886127472,0.2876587212085724
summer,0.16213102638721466,0.14749985933303833,0.10067924112081528,0.2682618498802185,0.17648358643054962,0.1766216903924942,0.1789223700761795,0.21519871056079865,0.1551048457622528,0.14704981446266174,0.3129096031188965,-0.1035209372639656,0.11625723540782928
2007,-0.15549811720848083,-0.20002949237823486,-0.09484004974365234,-0.17242015898227692,-0.13011330366134644,-0.20566880702972412,-0.13822752237319946,-0.06548836827278137,-0.16625958681106567,-0.11975359171628952,-0.2880103886127472,1.0,-0.1664225310087204
",",0.3087472915649414,0.2694249153137207,0.22637072205543518,0.3734780251979828,0.3679811954498291,0.251589834690094,0.48816442489624023,0.427140474319458,0.1804870069026947,0.26668232679367065,0.3991432189941406,-0.24049624800682068,0.31091248989105225
thomson,0.22262735664844513,0.23382411897182465,0.19107253849506378,0.16215579211711884,0.1749436855316162,0.30823108553886414,0.20255261659622192,0.1739569753408432,0.2307782620191574,0.12979453802108765,0.1441747546195984,-0.10824865102767944,0.14922475814819336
cruise,0.09269098937511444,1.0,0.23269794881343842,0.23953883349895477,0.1701030731201172,0.21540266275405884,0.282399982213974,0.13497298955917358,0.2555253207683563,0.284881591796875,0.1675737202167511,-0.20002949237823486,0.19677983224391937
lines,0.21269705891609192,0.19832754135131836,0.679698646068573,0.1595829427242279,0.1457257866859436,0.177449032664299,0.18591980636119843,0.23604188859462738,0.23371140658855438,0.10697165876626968,0.16129924356937408,-0.09453513473272324,0.18324026465415955
have,0.39808809757232666,0.18269099295139313,0.1510397344827652,0.6353569626808167,0.3089645504951477,0.136333167552948,0.37788212299346924,0.338716596364975,0.12906961143016815,0.17022240161895752,0.47784632444381714,-0.17263253033161163,0.32991164922714233
included,0.2288810908794403,0.1701030731201172,0.1846734583377838,0.22352606058120728,1.0,0.09371470659971237,0.34162476658821106,0.23032639920711517,0.1538616269826889,0.13586634397506714,0.2231827974319458,-0.13011330366134644,0.14385655522346497
newcastle,0.16276082396507263,0.21540266275405884,0.20211446285247803,0.18862372636795044,0.09371470659971237,1.0000001192092896,0.21526619791984558,0.21405641734600067,0.3149695098400116,0.2810113728046417,0.21187444031238556,-0.20566880702972412,0.0902252271771431
as,0.31749409437179565,0.282399982213974,0.22621846199035645,0.351646363735199,0.34162476658821106,0.21526619791984558,1.0,0.39550232887268066,0.22639159858226776,0.1979490965604782,0.36245352029800415,-0.13822752237319946,0.27043893933296204
a,0.3320399522781372,0.13497298955917358,0.23499317467212677,0.4670248031616211,0.23032639920711517,0.21405641734600067,0.39550232887268066,1.0,0.16694635152816772,0.1891530454158783,0.3303585946559906,-0.06548836827278137,0.23916715383529663
departure,0.2173941284418106,0.2555253207683563,0.30541175603866577,0.17801013588905334,0.1538616269826889,0.3149695098400116,0.22639159858226776,0.16694635152816772,1.0,0.2153911590576172,0.20358745753765106,-0.16625958681106567,0.09800856560468674
port,0.1327695995569229,0.284881591796875,0.18352782726287842,0.20369522273540497,0.13586634397506714,0.2810113728046417,0.1979490965604782,0.1891530454158783,0.2153911590576172,1.0,0.2161945104598999,-0.11975359171628952,0.06519711017608643
on,0.34226128458976746,0.23814602196216583,0.2094266265630722,0.34604379534721375,0.3028073012828827,0.1698579639196396,0.36047765612602234,0.3848365545272827,0.24131430685520172,0.23433606326580048,0.32446393370628357,-0.16471703350543976,0.2714994251728058
its,0.30393704771995544,0.14746931195259094,0.1955282986164093,0.4627293348312378,0.19541920721530914,0.19941815733909607,0.31874480843544006,0.4424409866333008,0.28284043073654175,0.25062116980552673,0.37237873673439026,-0.17574620246887207,0.15103481709957123
norwegian,0.08264647424221039,0.18818332254886627,0.10309051722288132,0.16112098097801208,0.08088690787553787,0.2552475929260254,0.12213167548179626,0.2124549001455307,0.0997038334608078,0.057946473360061646,0.1648644208908081,-0.1300172358751297,0.09788378328084946
and,0.31309178471565247,0.24857181310653687,0.24584348499774933,0.43716782331466675,0.3643590211868286,0.20204751193523407,0.49487000703811646,0.3739250600337982,0.18429604172706604,0.21930254995822906,0.3515571057796478,-0.2391151487827301,0.20544172823429108
fjords,0.21052582561969757,0.27337145805358887,0.24262739717960358,0.24347126483917236,0.17778386175632477,0.30938494205474854,0.19905896484851837,0.29909443855285645,0.2016914337873459,0.2912251949310303,0.24352650344371796,-0.22269418835639954,0.13223157823085785
cruise,0.09269098937511444,1.0,0.23269794881343842,0.23953883349895477,0.1701030731201172,0.21540266275405884,0.282399982213974,0.13497298955917358,0.2555253207683563,0.284881591796875,0.1675737202167511,-0.20002949237823486,0.19677983224391937
.,0.3567904531955719,0.24458467960357666,0.25851553678512573,0.4105546176433563,0.25865867733955383,0.2714749276638031,0.515582263469696,0.50484299659729,0.1446608304977417,0.22629979252815247,0.431787371635437,-0.216732457280159,0.4130953550338745
