,what,did,a,survey,of,north,american,lutherans,find,that,lutherans,felt,about,jews,compared,to,other,minority,groups,?
's,0.02692362666130066,0.05069678649306297,0.04866964742541313,-0.013665133155882359,-0.03817026689648628,0.06196961551904678,0.01565130427479744,0.031200876459479332,0.08746320754289627,0.04397977516055107,0.031200876459479332,0.0640573799610138,-0.020936643704771996,0.017030835151672363,0.04780092462897301,0.03782717138528824,0.04445967823266983,0.02185133472084999,-0.022840846329927444,-0.023395681753754616
1970,-0.04533620923757553,0.019275525584816933,-0.04693519324064255,0.015577868558466434,0.12830553948879242,0.1212766245007515,-0.07732398062944412,0.13125446438789368,-0.022771773859858513,-0.06732507795095444,0.13125446438789368,0.08948981016874313,0.05178327485918999,0.10840111970901489,0.02839658036828041,-0.011698837392032146,0.012024450115859509,0.034061893820762634,-0.027544651180505753,-0.007446378003805876
survey,0.2753312289714813,0.13662408292293549,0.21044449508190155,1.0,0.2532391846179962,0.18509548902511597,0.1428857296705246,0.17015907168388367,0.31508028507232666,0.20720824599266052,0.17015907168388367,0.09909197688102722,0.27000316977500916,0.20361299812793732,0.22497181594371796,0.20227667689323425,0.13355033099651337,0.2250777781009674,0.22413568198680878,0.17650416493415833
of,0.33290785551071167,0.2513895630836487,0.5052502155303955,0.2532391846179962,1.0,0.3604778051376343,0.22180068492889404,0.30324164032936096,0.2276865392923355,0.41498205065727234,0.30324164032936096,0.2637780010700226,0.40939709544181824,0.2207300066947937,0.3360389769077301,0.41548454761505127,0.38583824038505554,0.265593022108078,0.24723079800605774,0.1826142966747284
"4,745",-0.07811690866947174,0.03329402580857277,-0.01748001016676426,-0.01995587907731533,0.08179863542318344,0.05822855606675148,-0.03237634524703026,0.08473924547433853,-0.05928010120987892,-0.05802574381232262,0.08473924547433853,-0.05319216474890709,-0.001640348113141954,0.11339256167411804,-0.13621070981025696,0.020178593695163727,-0.03924913331866264,0.06186462193727493,-0.008483833633363247,-0.005437836982309818
north,0.18673177063465118,0.16732536256313324,0.25008413195610046,0.18509548902511597,0.3604778051376343,1.0,0.2107747346162796,0.21488183736801147,0.12651664018630981,0.17482423782348633,0.21488183736801147,0.1010240837931633,0.24974049627780914,0.20148205757141113,0.16718727350234985,0.2743184268474579,0.21928533911705017,0.16998131573200226,0.18736465275287628,0.11829731613397598
american,0.1909721940755844,0.21486236155033112,0.22026167809963226,0.1428857296705246,0.22180068492889404,0.2107747346162796,1.0000001192092896,0.15172143280506134,0.16049824655056,0.24748189747333527,0.15172143280506134,0.1759442687034607,0.20650030672550201,0.10743945091962814,0.1941204071044922,0.16338081657886505,0.2411116361618042,0.22151359915733337,0.17949259281158447,0.18877598643302917
lutherans,0.27180975675582886,0.2677108347415924,0.1875421553850174,0.17015907168388367,0.30324164032936096,0.21488183736801147,0.15172143280506134,1.0000001192092896,0.09894832223653793,0.25828954577445984,1.0000001192092896,0.21721214056015015,0.22784140706062317,0.37039679288864136,0.13674888014793396,0.2843029797077179,0.2600702941417694,0.36331263184547424,0.2934226095676422,0.20384520292282104
aged,0.12079130113124847,0.12949678301811218,0.17225894331932068,0.0565679632127285,0.19215206801891327,0.19158293306827545,0.20455020666122437,0.18609870970249176,0.12599216401576996,0.1220322921872139,0.18609870970249176,0.17576614022254944,0.18796497583389282,0.12024743854999542,0.10203695297241211,0.16537721455097198,0.13413849472999573,0.13792069256305695,0.10985895991325378,0.15621034801006317
15–65,-0.015335041098296642,-0.06088728457689285,-0.06790859997272491,0.045992717146873474,0.01155830081552267,0.11724261194467545,0.035512201488018036,0.09695634990930557,-0.09255436807870865,-0.054627928882837296,0.09695634990930557,-0.04525979235768318,-0.0015550145180895925,0.06416880339384079,-0.18814991414546967,-0.06544924527406693,0.015384300611913204,0.0821225643157959,0.0919627845287323,-0.034784652292728424
found,0.1796332150697708,0.15878844261169434,0.2869448959827423,0.26394689083099365,0.2982911467552185,0.23833990097045898,0.10553547739982605,0.16543008387088776,0.411496639251709,0.29063743352890015,0.16543008387088776,0.20942804217338562,0.2971428334712982,0.1456201672554016,0.26748132705688477,0.25225648283958435,0.2849148213863373,0.10868149995803833,0.179585799574852,0.16790300607681274
