,how,many,points,did,the,broncos,defense,allow,their,opponents,to,get,?
the,0.33890387415885925,0.4335206151008606,0.2560983896255493,0.34736719727516174,1.0,0.25985947251319885,0.2604767382144928,0.27822166681289673,0.516537070274353,0.2483137845993042,0.535392165184021,0.29667025804519653,0.22068053483963013
broncos,0.11217407882213593,0.1706678420305252,0.22998562455177307,0.1738176792860031,0.25985947251319885,1.0000001192092896,0.29830923676490784,0.152563214302063,0.2565864324569702,0.3144620358943939,0.23674264550209045,0.18106791377067566,0.18377114832401276
',0.18823795020580292,0.15973903238773346,0.16432560980319977,0.25488927960395813,0.474788099527359,0.10725529491901398,0.17893536388874054,0.18247449398040771,0.20297467708587646,0.08249953389167786,0.34544456005096436,0.22959525883197784,0.330942302942276
defense,0.14550013840198517,0.1536635160446167,0.2177487164735794,0.14361093938350677,0.2604767382144928,0.29830923676490784,1.0,0.24643035233020782,0.25255465507507324,0.26709914207458496,0.22797247767448425,0.19434700906276703,0.21935760974884033
ranked,0.1769101619720459,0.18815511465072632,0.19776193797588348,0.1721140742301941,0.2711145281791687,0.15926465392112732,0.052677448838949203,0.0822967141866684,0.13454338908195496,0.204265758395195,0.08006753772497177,0.0976225808262825,0.12953443825244904
first,0.27731001377105713,0.2931244373321533,0.1958259493112564,0.33691170811653137,0.49448907375335693,0.23199674487113953,0.20113696157932281,0.2584104835987091,0.26809096336364746,0.189936101436615,0.3792489171028137,0.21069572865962982,0.18701928853988647
in,0.2601168751716614,0.41474202275276184,0.1616203784942627,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.20235490798950195,0.21222905814647675,0.34976133704185486,0.16065439581871033,0.45010748505592346,0.24899829924106598,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.2560983896255493,0.34736719727516174,1.0,0.25985947251319885,0.2604767382144928,0.27822166681289673,0.516537070274353,0.2483137845993042,0.535392165184021,0.29667025804519653,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.16934609413146973,0.16524574160575867,0.15305201709270477,0.5295679569244385,0.20811912417411804,0.1575649082660675,0.14959773421287537,0.14170904457569122,0.1526731252670288,0.13559606671333313,0.10610254108905792
yards,0.1345205456018448,0.13134367763996124,0.33249494433403015,0.11230118572711945,0.16070343554019928,0.4475782513618469,0.2856094241142273,0.13679422438144684,0.1770053654909134,0.25483438372612,0.1612969934940338,0.13370735943317413,0.12453813850879669
allowed,0.29753124713897705,0.28547772765159607,0.19403448700904846,0.5197521448135376,0.2985120713710785,0.16004283726215363,0.20138296484947205,0.6964383125305176,0.3752504289150238,0.25940605998039246,0.42967355251312256,0.3077220618724823,0.2309964895248413
(,0.1676948219537735,0.1455259770154953,0.23151743412017822,0.18979617953300476,0.33289089798927307,0.22258663177490234,0.20305703580379486,0.1579936444759369,0.15721023082733154,0.06029235199093819,0.30882009863853455,0.2644343078136444,0.40561532974243164
"4,530",0.17991147935390472,0.22215864062309265,0.06968602538108826,0.04436579346656799,0.28991904854774475,0.10528917610645294,0.1157616600394249,0.11730872839689255,0.15758509933948517,-0.06034961715340614,0.23313353955745697,0.16245649755001068,0.18742506206035614
),0.17939934134483337,0.16602720320224762,0.2394067943096161,0.18584993481636047,0.3456730246543884,0.20362429320812225,0.20905844867229462,0.15511807799339294,0.1549641638994217,0.0649476870894432,0.31236231327056885,0.26274725794792175,0.42300865054130554
for,0.3308170735836029,0.40972793102264404,0.22348499298095703,0.318512886762619,0.4739971458911896,0.2739109396934509,0.2780293822288513,0.34999027848243713,0.3406745493412018,0.20767711102962494,0.4451248347759247,0.342695415019989,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.2560983896255493,0.34736719727516174,1.0,0.25985947251319885,0.2604767382144928,0.27822166681289673,0.516537070274353,0.2483137845993042,0.535392165184021,0.29667025804519653,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.1958259493112564,0.33691170811653137,0.49448907375335693,0.23199674487113953,0.20113696157932281,0.2584104835987091,0.26809096336364746,0.189936101436615,0.3792489171028137,0.21069572865962982,0.18701928853988647
time,0.35346719622612,0.3523001968860626,0.3136788010597229,0.3567926585674286,0.43061500787734985,0.18860319256782532,0.20680148899555206,0.27766481041908264,0.32461634278297424,0.2366456538438797,0.3679993152618408,0.3375288248062134,0.27391523122787476
in,0.2601168751716614,0.41474202275276184,0.1616203784942627,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.20235490798950195,0.21222905814647675,0.34976133704185486,0.16065439581871033,0.45010748505592346,0.24899829924106598,0.20430970191955566
franchise,0.1421767622232437,0.1937589943408966,0.17887336015701294,0.1293107569217682,0.30872398614883423,0.37456947565078735,0.2035129964351654,0.167250856757164,0.23422278463840485,0.15011636912822723,0.26970288157463074,0.10723799467086792,0.13445523381233215
history,0.28613850474357605,0.2746841311454773,0.14136897027492523,0.24950987100601196,0.33215048909187317,0.1671532541513443,0.16369657218456268,0.18462026119232178,0.21232347190380096,0.15635044872760773,0.24226762354373932,0.13269755244255066,0.2501974403858185
",",0.22659391164779663,0.40610817074775696,0.2862778604030609,0.3015086054801941,0.4933079481124878,0.2558487057685852,0.21538467705249786,0.24557842314243317,0.3045167922973633,0.18696630001068115,0.44245919585227966,0.2926318049430847,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2753230333328247,0.34479495882987976,0.5171257257461548,0.20959050953388214,0.20962949097156525,0.3380379378795624,0.45114588737487793,0.21922188997268677,0.48971283435821533,0.37609121203422546,0.20544172823429108
fourth,0.11421087384223938,0.08846861124038696,0.2219667136669159,0.1447589099407196,0.40804702043533325,0.199767604470253,0.1424480378627777,0.10008962452411652,0.17179417610168457,0.14326786994934082,0.22159133851528168,0.10933887213468552,0.13791213929653168
in,0.2601168751716614,0.41474202275276184,0.1616203784942627,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.20235490798950195,0.21222905814647675,0.34976133704185486,0.16065439581871033,0.45010748505592346,0.24899829924106598,0.20430970191955566
points,0.22446410357952118,0.17477619647979736,1.0000001192092896,0.2069225311279297,0.2560983896255493,0.22998562455177307,0.2177487164735794,0.19438059628009796,0.2535620629787445,0.2970947027206421,0.2551480233669281,0.2435666173696518,0.11006313562393188
allowed,0.29753124713897705,0.28547772765159607,0.19403448700904846,0.5197521448135376,0.2985120713710785,0.16004283726215363,0.20138296484947205,0.6964383125305176,0.3752504289150238,0.25940605998039246,0.42967355251312256,0.3077220618724823,0.2309964895248413
(,0.1676948219537735,0.1455259770154953,0.23151743412017822,0.18979617953300476,0.33289089798927307,0.22258663177490234,0.20305703580379486,0.1579936444759369,0.15721023082733154,0.06029235199093819,0.30882009863853455,0.2644343078136444,0.40561532974243164
296,0.03169951215386391,0.0679420530796051,-0.061895329505205154,-0.05100502446293831,-0.0333465039730072,-0.23471982777118683,-0.03829753026366234,-0.07664414495229721,-0.0032046448905020952,0.04600732773542404,-0.0523156113922596,-0.11219609528779984,-0.1522725373506546
),0.17939934134483337,0.16602720320224762,0.2394067943096161,0.18584993481636047,0.3456730246543884,0.20362429320812225,0.20905844867229462,0.15511807799339294,0.1549641638994217,0.0649476870894432,0.31236231327056885,0.26274725794792175,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.19175463914871216,0.35288307070732117,0.5934505462646484,0.2612393796443939,0.26610422134399414,0.28562283515930176,0.34427863359451294,0.1337004452943802,0.4645031690597534,0.39392393827438354,0.4130953550338745
