,what,earlier,hymn,was,luther,'s,adapted,from,?
luther,0.2134782373905182,0.17346598207950592,0.24335725605487823,0.19185513257980347,1.0,-0.009990512393414974,0.11943869292736053,0.10716932266950607,0.1732746809720993
's,0.02692362666130066,0.04531743377447128,0.01253789383918047,0.008974763564765453,-0.009990512393414974,0.9999999403953552,0.015386197715997696,-0.01936490088701248,-0.023395681753754616
hymn,0.17087575793266296,0.17180807888507843,0.9999999403953552,0.21226729452610016,0.24335725605487823,0.01253789383918047,0.1153528243303299,0.20504270493984222,0.15131041407585144
",",0.3087472915649414,0.26249322295188904,0.22048476338386536,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.20468078553676605,0.39760664105415344,0.31091248989105225
adapted,0.16136768460273743,0.14745892584323883,0.1153528243303299,0.16588330268859863,0.11943869292736053,0.015386197715997696,0.9999999403953552,0.18872006237506866,0.13878031075000763
and,0.31309178471565247,0.18838374316692352,0.1816401183605194,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.2857290804386139,0.3601827025413513,0.20544172823429108
expanded,0.2418898046016693,0.24237437546253204,0.10902688652276993,0.23690104484558105,0.15470381081104279,-0.018568607047200203,0.2714707553386688,0.16591379046440125,0.2124357968568802
from,0.2737620174884796,0.19317591190338135,0.20504270493984222,0.31171464920043945,0.10716932266950607,-0.01936490088701248,0.18872006237506866,1.0,0.19969791173934937
an,0.2821882665157318,0.2287181317806244,0.1355760246515274,0.3694365322589874,0.10983039438724518,0.025255560874938965,0.18565189838409424,0.20876385271549225,0.19793890416622162
earlier,0.22624605894088745,0.9999998807907104,0.17180807888507843,0.3443564474582672,0.17346598207950592,0.04531743377447128,0.14745892584323883,0.19317591190338135,0.13306351006031036
german,0.1960553526878357,0.12604469060897827,0.18321937322616577,0.26016926765441895,0.28169330954551697,0.07066776603460312,0.12732793390750885,0.18661607801914215,0.13978645205497742
creedal,0.29360431432724,0.23612217605113983,0.37786543369293213,0.31290367245674133,0.35867106914520264,0.012531482614576817,0.26674872636795044,0.2309686839580536,0.23692907392978668
hymn,0.17087575793266296,0.17180807888507843,0.9999999403953552,0.21226729452610016,0.24335725605487823,0.01253789383918047,0.1153528243303299,0.20504270493984222,0.15131041407585144
",",0.3087472915649414,0.26249322295188904,0.22048476338386536,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.20468078553676605,0.39760664105415344,0.31091248989105225
gained,0.15457381308078766,0.14534881711006165,0.08123565465211868,0.3571169674396515,0.10985826700925827,0.021438589319586754,0.21807919442653656,0.25995099544525146,0.11261032521724701
widespread,0.236628457903862,0.20457269251346588,0.10343173146247864,0.16795620322227478,0.07994697242975235,0.0231131874024868,0.1932058036327362,0.21378982067108154,0.16958627104759216
use,0.3453877568244934,0.1752183586359024,0.11637894064188004,0.17744606733322144,0.10849796235561371,0.004619393963366747,0.26926687359809875,0.28012022376060486,0.32795652747154236
in,0.30808621644973755,0.24141792953014374,0.15935353934764862,0.45514053106307983,0.20523880422115326,-0.037580832839012146,0.19763503968715668,0.4274188280105591,0.20430970191955566
vernacular,0.2667075991630554,0.2593725323677063,0.2959670126438141,0.2143566757440567,0.15256284177303314,0.02521318569779396,0.28878962993621826,0.16322439908981323,0.2268863171339035
lutheran,0.195865198969841,0.1717509776353836,0.3037897050380707,0.2620541453361511,0.7014965415000916,0.04349266365170479,0.0718613713979721,0.2077496498823166,0.1752520203590393
liturgies,0.22738976776599884,0.24217525124549866,0.3864217698574066,0.1913103312253952,0.2937878668308258,0.10589288920164108,0.19852209091186523,0.19355390965938568,0.22805774211883545
as,0.31749409437179565,0.1988215446472168,0.15318240225315094,0.3677520453929901,0.20242992043495178,-0.05775856226682663,0.2497275322675705,0.3251767158508301,0.27043893933296204
early,0.2454567849636078,0.4792541265487671,0.1740454137325287,0.4148794412612915,0.20602326095104218,0.03384959325194359,0.19911833107471466,0.2746177613735199,0.15272949635982513
as,0.31749409437179565,0.1988215446472168,0.15318240225315094,0.3677520453929901,0.20242992043495178,-0.05775856226682663,0.2497275322675705,0.3251767158508301,0.27043893933296204
1525,0.1285589039325714,0.139900341629982,0.03416932001709938,0.15307100117206573,0.1513497233390808,0.07111383974552155,-0.039833102375268936,0.09640663117170334,0.09607826918363571
.,0.3567904531955719,0.2584128975868225,0.18054819107055664,0.40146201848983765,0.24907569587230682,-0.003708066651597619,0.228054016828537,0.41536515951156616,0.4130953550338745
