,when,did,martin,luther,die,?
martin,0.18206718564033508,0.15959656238555908,0.9999999403953552,0.6228963136672974,0.1755678504705429,0.060103293508291245
luther,0.14516782760620117,0.23667675256729126,0.6228963136672974,1.0,0.200399711728096,0.1732746809720993
(,0.2459595799446106,0.18979617953300476,0.21604594588279724,0.1677781045436859,0.11772811412811279,0.40561532974243164
/ˈluːθər/,0.12364374101161957,0.13978616893291473,0.2721257209777832,0.18022553622722626,0.23710258305072784,0.414407879114151
or,0.417120099067688,0.28211739659309387,0.12305981665849686,0.14215725660324097,0.2021176517009735,0.32389625906944275
/ˈluːðər/,0.10262683033943176,0.06975694745779037,0.3073834478855133,0.250838041305542,0.22733865678310394,0.3783334493637085
;,0.022927695885300636,0.10727239400148392,0.011437599547207355,0.022799020633101463,-0.07629679143428802,0.10349778085947037
german,0.16090898215770721,0.2048940509557724,0.22567348182201385,0.28169330954551697,0.32398557662963867,0.13978645205497742
:,-0.04432349652051926,-0.05305134505033493,-0.011313172057271004,-0.0567622147500515,-0.05424967780709267,-0.07156077772378922
[,0.07002913951873779,0.030549485236406326,0.11297740787267685,0.12499826401472092,0.1386377066373825,0.011015460826456547
ˈmaɐ̯tiːn,0.01829172857105732,0.042820606380701065,0.027931291610002518,0.09825574606657028,0.16449818015098572,-0.031597886234521866
ˈlʊtɐ,0.056644272059202194,0.04099319875240326,0.07011030614376068,0.12870579957962036,0.0014750672271475196,0.0008355345344170928
],-0.0009315960924141109,0.024806415662169456,-0.053988732397556305,0.07567904889583588,-0.04566096141934395,-0.0022520492784678936
(,0.2459595799446106,0.18979617953300476,0.21604594588279724,0.1677781045436859,0.11772811412811279,0.40561532974243164
listen,0.26250511407852173,0.2807551324367523,0.18834646046161652,0.24223078787326813,0.27192166447639465,0.23244893550872803
),0.2538422644138336,0.18584993481636047,0.22626493871212006,0.18587662279605865,0.12597857415676117,0.42300865054130554
;,0.022927695885300636,0.10727239400148392,0.011437599547207355,0.022799020633101463,-0.07629679143428802,0.10349778085947037
10,0.057211097329854965,0.1914099007844925,0.040674421936273575,0.12238068878650665,0.04052882269024849,0.022911956533789635
november,0.2606481611728668,0.27178457379341125,0.17547591030597687,0.13507653772830963,0.12260186672210693,0.3159552216529846
1483,-0.17253200709819794,-0.11933477967977524,0.14748090505599976,0.05474648252129555,-0.020083948969841003,-0.08135565370321274
–,0.20347917079925537,0.2259434312582016,0.25860482454299927,0.21198253333568573,0.1560775637626648,0.2714554965496063
18,-0.16991649568080902,-0.16295963525772095,-0.10691731423139572,-0.04762841388583183,-0.050900690257549286,-0.04919438064098358
february,0.2621206045150757,0.25426602363586426,0.16425979137420654,0.14333194494247437,0.11418941617012024,0.29594847559928894
1546,0.01270752027630806,0.0356486514210701,0.05233396217226982,0.03921762481331825,-0.005078691989183426,-0.004786801990121603
),0.2538422644138336,0.18584993481636047,0.22626493871212006,0.18587662279605865,0.12597857415676117,0.42300865054130554
was,0.37326499819755554,0.41399896144866943,0.2089129239320755,0.19185513257980347,0.15500055253505707,0.18412111699581146
a,0.44397395849227905,0.2552328109741211,0.2163310945034027,0.17967689037322998,0.18494991958141327,0.23916715383529663
german,0.16090898215770721,0.2048940509557724,0.22567348182201385,0.28169330954551697,0.32398557662963867,0.13978645205497742
professor,0.20569248497486115,0.10153277218341827,0.21413972973823547,0.21313245594501495,0.11347008496522903,0.09837866574525833
of,0.3757161796092987,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.21324244141578674,0.1826142966747284
theology,0.18232505023479462,0.13569064438343048,0.26650112867355347,0.3810495138168335,0.14873859286308289,0.1560962051153183
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23915338516235352,0.31091248989105225
composer,0.14245285093784332,0.17356199026107788,0.16494987905025482,0.19553548097610474,0.11117397993803024,0.17525890469551086
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23915338516235352,0.31091248989105225
priest,0.14679278433322906,0.20535904169082642,0.21275067329406738,0.20424488186836243,0.06717561185359955,0.1474698781967163
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.23915338516235352,0.31091248989105225
former,0.1756535917520523,0.0988369733095169,0.19878485798835754,0.14328892529010773,0.053543899208307266,0.10570605844259262
monk,0.1596190184354782,0.16099251806735992,0.23703277111053467,0.2786794900894165,0.038418546319007874,0.14059852063655853
and,0.4716290831565857,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.15050403773784637,0.20544172823429108
a,0.44397395849227905,0.2552328109741211,0.2163310945034027,0.17967689037322998,0.18494991958141327,0.23916715383529663
seminal,0.2025676667690277,0.08811569213867188,0.1598270833492279,0.2137230634689331,0.11573753505945206,0.136183962225914
figure,0.19554820656776428,0.13151919841766357,0.058310117572546005,0.04366046190261841,0.08284615725278854,0.21107101440429688
in,0.4431333839893341,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.18641351163387299,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2242266982793808,0.22068053483963013
protestant,0.17039497196674347,0.23091652989387512,0.27636203169822693,0.45695769786834717,0.18476790189743042,0.14798137545585632
reformation,0.25376176834106445,0.20929229259490967,0.2996351718902588,0.43711021542549133,0.15335410833358765,0.14843040704727173
.,0.475719153881073,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.2658497095108032,0.4130953550338745
