,in,what,year,did,doctor,who,begin,being,shown,in,hdtv,?
starting,0.3013272285461426,0.25271084904670715,0.4097270667552948,0.22911779582500458,0.13497591018676758,0.18984614312648773,0.40425553917884827,0.25712764263153076,0.20055435597896576,0.3013272285461426,0.23095549643039703,0.19133803248405457
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.17277967929840088,0.3282766342163086,0.25770750641822815,0.36860430240631104,0.2707523703575134,0.4080928862094879,0.15792566537857056,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.34293439984321594,0.419739305973053,0.3387985825538635,0.6662389636039734,0.21702302992343903,0.22068053483963013
2009,-0.28531888127326965,-0.2519478499889374,-0.13903464376926422,-0.20252078771591187,-0.08192629367113113,-0.22352436184883118,-0.15147705376148224,-0.17824144661426544,-0.1192617267370224,-0.28531888127326965,-0.26464948058128357,-0.2287932187318802
special,0.2897285223007202,0.24134232103824615,0.10077399760484695,0.20785176753997803,0.16843044757843018,0.21519862115383148,0.13640037178993225,0.17487645149230957,0.21883828938007355,0.2897285223007202,0.17802193760871887,0.29623302817344666
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.03718610852956772,0.02397952415049076,0.06058061867952347,0.0027407517191022635,-0.016919268295168877,0.04765888676047325,0.00522771617397666,0.0685480609536171
planet,0.18041402101516724,0.2183026820421219,0.23252078890800476,0.14096175134181976,0.27168989181518555,0.21450060606002808,0.11816103756427765,0.2070818990468979,0.17209920287132263,0.18041402101516724,0.24985769391059875,0.16979767382144928
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16895952820777893,0.2827862501144409,0.24830074608325958,0.34885138273239136,0.24332952499389648,0.5696388483047485,0.2088107466697693,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.34293439984321594,0.419739305973053,0.3387985825538635,0.6662389636039734,0.21702302992343903,0.22068053483963013
dead,0.20731575787067413,0.22529608011245728,0.10087856650352478,0.16672420501708984,0.1677648425102234,0.22744520008563995,0.13533605635166168,0.23119767010211945,0.16389049589633942,0.20731575787067413,0.09112545847892761,0.1856520175933838
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.06782495975494385,0.024401003494858742,-0.007931173779070377,-0.015289289876818657,0.08044599741697311,0.07432962208986282,0.06947756558656693,0.018684765323996544
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20407600700855255,0.3365725874900818,0.27304404973983765,0.34499165415763855,0.25911012291908264,0.5201468467712402,0.23102733492851257,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.34293439984321594,0.419739305973053,0.3387985825538635,0.6662389636039734,0.21702302992343903,0.22068053483963013
series,0.2914260923862457,0.17328087985515594,0.2600080966949463,0.15581852197647095,0.2712797522544861,0.21484537422657013,0.23442764580249786,0.21262982487678528,0.3483121395111084,0.2914260923862457,0.3319648206233978,0.1709602326154709
