,how,much,did,the,cm,weigh,in,kgs,?
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,1.0,0.1848733276128769,0.18926309049129486,0.6662389636039734,0.1704915165901184,0.22068053483963013
module,0.21929074823856354,0.20483393967151642,0.18875618278980255,0.15147453546524048,-0.005161388777196407,0.10465054959058762,0.0937533974647522,0.2643900513648987,0.2131270468235016
was,0.16678167879581451,0.2580166161060333,0.41399896144866943,0.48711544275283813,0.15153862535953522,0.17012493312358856,0.45514053106307983,0.12179969996213913,0.18412111699581146
11.42,0.0811438262462616,0.13947181403636932,0.07110898196697235,0.06901859492063522,0.01848997175693512,0.12266688793897629,0.08390526473522186,0.016849307343363762,-0.03225049003958702
feet,0.2148146629333496,0.18248304724693298,0.15399667620658875,0.24407297372817993,0.38865140080451965,0.46615904569625854,0.18039943277835846,0.39822593331336975,0.14855161309242249
(,0.1676948219537735,0.21788647770881653,0.18979617953300476,0.33289089798927307,0.22482873499393463,0.23141393065452576,0.3087427020072937,0.23376066982746124,0.40561532974243164
3.48,-0.16117992997169495,-0.1294333040714264,-0.009333335794508457,-0.0367429293692112,-0.11527939885854721,-0.14446009695529938,0.04313061758875847,-0.13409970700740814,-0.09339490532875061
m,0.17182649672031403,0.17291346192359924,0.18840010464191437,0.15156042575836182,0.31559380888938904,0.2700933814048767,0.12893682718276978,0.3223330080509186,0.2618667185306549
),0.17939934134483337,0.22256317734718323,0.18584993481636047,0.3456730246543884,0.22564169764518738,0.21772557497024536,0.3326910734176636,0.2437777817249298,0.42300865054130554
tall,0.20282576978206635,0.23518884181976318,0.11108577996492386,0.1970994472503662,0.4160715639591217,0.5238726139068604,0.20393341779708862,0.3578404188156128,0.16138394176959991
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.4933079481124878,0.2293582409620285,0.21546107530593872,0.5201468467712402,0.23367854952812195,0.31091248989105225
12.83,0.00767519511282444,-0.029264280572533607,-0.11065693199634552,-0.08017221838235855,0.09602442383766174,0.07232127338647842,-0.0942675918340683,0.19856604933738708,-0.014117933809757233
feet,0.2148146629333496,0.18248304724693298,0.15399667620658875,0.24407297372817993,0.38865140080451965,0.46615904569625854,0.18039943277835846,0.39822593331336975,0.14855161309242249
(,0.1676948219537735,0.21788647770881653,0.18979617953300476,0.33289089798927307,0.22482873499393463,0.23141393065452576,0.3087427020072937,0.23376066982746124,0.40561532974243164
3.91,-0.03843643516302109,-0.06270890682935715,-0.029008643701672554,0.0457281693816185,0.14851342141628265,0.0775068923830986,0.10871502012014389,0.1412304788827896,0.07528185844421387
m,0.17182649672031403,0.17291346192359924,0.18840010464191437,0.15156042575836182,0.31559380888938904,0.2700933814048767,0.12893682718276978,0.3223330080509186,0.2618667185306549
),0.17939934134483337,0.22256317734718323,0.18584993481636047,0.3456730246543884,0.22564169764518738,0.21772557497024536,0.3326910734176636,0.2437777817249298,0.42300865054130554
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.6662389636039734,0.14218971133232117,0.14941439032554626,1.0,0.1111425906419754,0.20430970191955566
diameter,0.16205844283103943,0.23318280279636383,0.09444654732942581,0.16862457990646362,0.518854558467865,0.45665186643600464,0.106893390417099,0.3387783467769623,0.16941580176353455
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.4933079481124878,0.2293582409620285,0.21546107530593872,0.5201468467712402,0.23367854952812195,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.5171257257461548,0.2066713124513626,0.2325696498155594,0.4954058527946472,0.21791909635066986,0.20544172823429108
weighed,0.2749890387058258,0.290673166513443,0.1960470825433731,0.17468127608299255,0.4413318336009979,0.7753283977508545,0.13698893785476685,0.44664210081100464,0.1759321093559265
approximately,0.17167454957962036,0.24894006550312042,0.10670274496078491,0.33137547969818115,0.2289658784866333,0.24215538799762726,0.3145860731601715,0.18857836723327637,0.10237617790699005
"12,250",0.08775656670331955,0.10370989143848419,0.1357499212026596,0.029203014448285103,0.014524971134960651,0.0014887491706758738,0.028317660093307495,-0.06688862293958664,0.15046426653862
pounds,0.2724916338920593,0.28722459077835083,0.18286636471748352,0.18430368602275848,0.43387672305107117,0.6147064566612244,0.1508542150259018,0.5103718042373657,0.1807934194803238
(,0.1676948219537735,0.21788647770881653,0.18979617953300476,0.33289089798927307,0.22482873499393463,0.23141393065452576,0.3087427020072937,0.23376066982746124,0.40561532974243164
"5,560",0.1349254846572876,0.13199196755886078,0.11484488099813461,0.2584901750087738,0.09576333314180374,0.1201547309756279,0.2599315047264099,-0.016614746302366257,0.036145176738500595
kg,0.14154522120952606,0.17589454352855682,0.10675673186779022,0.14337459206581116,0.4674264192581177,0.5982378125190735,0.1480094939470291,0.5949434041976929,0.14374905824661255
),0.17939934134483337,0.22256317734718323,0.18584993481636047,0.3456730246543884,0.22564169764518738,0.21772557497024536,0.3326910734176636,0.2437777817249298,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.5934505462646484,0.2647310197353363,0.26236048340797424,0.5591574311256409,0.24533171951770782,0.4130953550338745
