,under,which,policy,are,labor,unions,encouraged,?
in,0.2535393238067627,0.4840516746044159,0.1459147185087204,0.3841303884983063,0.1950610727071762,0.21335460245609283,0.2440156191587448,0.20430970191955566
an,0.16416478157043457,0.3611921966075897,0.19907741248607635,0.1556541919708252,0.16185346245765686,0.12720222771167755,0.15261156857013702,0.19793890416622162
analysis,0.1391909122467041,0.3343304693698883,0.250515341758728,0.232616126537323,0.1860523223876953,0.1520143449306488,0.09252259135246277,0.15352053940296173
of,0.32766106724739075,0.5011631846427917,0.24393197894096375,0.39081433415412903,0.23769748210906982,0.2497035413980484,0.23735111951828003,0.1826142966747284
the,0.3348022699356079,0.6521818041801453,0.2358427494764328,0.40399202704429626,0.21506793797016144,0.2158300280570984,0.21390338242053986,0.22068053483963013
effects,0.12639610469341278,0.2828926146030426,0.21704255044460297,0.27667149901390076,0.14555205404758453,0.17124496400356293,0.18457335233688354,0.16749060153961182
of,0.32766106724739075,0.5011631846427917,0.24393197894096375,0.39081433415412903,0.23769748210906982,0.2497035413980484,0.23735111951828003,0.1826142966747284
intensive,0.16997495293617249,0.3054500222206116,0.221330925822258,0.20065490901470184,0.34196457266807556,0.2542459964752197,0.31442567706108093,0.11987068504095078
anglo-american,0.17406177520751953,0.24985434114933014,0.21222750842571259,0.19147120416164398,0.22246809303760529,0.2681645452976227,0.24687637388706207,0.20568329095840454
liberal,0.1106715276837349,0.1358126997947693,0.2865351736545563,0.14483273029327393,0.42103686928749084,0.424568772315979,0.1452375203371048,0.13139645755290985
policies,0.2713087201118469,0.23623785376548767,0.745130181312561,0.22035543620586395,0.27817821502685547,0.40652117133140564,0.3324708342552185,0.2969106435775757
in,0.2535393238067627,0.4840516746044159,0.1459147185087204,0.3841303884983063,0.1950610727071762,0.21335460245609283,0.2440156191587448,0.20430970191955566
comparison,0.1457217037677765,0.25743386149406433,0.19865454733371735,0.25999748706817627,0.1026642769575119,0.08122308552265167,0.11546232551336288,0.20726710557937622
to,0.27177539467811584,0.5345056653022766,0.26804789900779724,0.3504326641559601,0.21037620306015015,0.22561654448509216,0.3830989599227905,0.29463258385658264
continental,0.2651252746582031,0.24691486358642578,0.14959220588207245,0.18167200684547424,0.10715421289205551,0.21074190735816956,0.08097510039806366,0.1410352885723114
european,0.17218957841396332,0.2234036773443222,0.20156782865524292,0.15548661351203918,0.27280664443969727,0.29448550939559937,0.12620972096920013,0.14560863375663757
liberalism,0.1138361394405365,0.21492116153240204,0.3691284954547882,0.16458752751350403,0.3178178668022156,0.4113881587982178,0.23378236591815948,0.17654304206371307
",",0.24875585734844208,0.3658004403114319,0.2903050184249878,0.4062570035457611,0.2110631912946701,0.20337598025798798,0.2542800307273865,0.31091248989105225
where,0.35552138090133667,0.5477990508079529,0.16572098433971405,0.32389864325523376,0.1412729173898697,0.15742360055446625,0.23790143430233002,0.24793872237205505
unions,0.16270895302295685,0.265186071395874,0.3202630579471588,0.31914952397346497,0.4559780955314636,0.9999998807907104,0.25985172390937805,0.1424994021654129
have,0.2579502761363983,0.49652695655822754,0.2642752230167389,0.6577680706977844,0.16359522938728333,0.2942599654197693,0.2815626263618469,0.32991164922714233
remained,0.2605951428413391,0.22100548446178436,0.1953945904970169,0.19222380220890045,0.17491748929023743,0.23205141723155975,0.262037992477417,0.08263323456048965
strong,0.197841614484787,0.32346853613853455,0.18759116530418396,0.23397140204906464,0.12616071105003357,0.22217118740081787,0.21301329135894775,0.11990999430418015
",",0.24875585734844208,0.3658004403114319,0.2903050184249878,0.4062570035457611,0.2110631912946701,0.20337598025798798,0.2542800307273865,0.31091248989105225
they,0.2802797257900238,0.5165667533874512,0.20908674597740173,0.610666811466217,0.18263843655586243,0.30317142605781555,0.35899490118026733,0.2753053903579712
concluded,0.13690578937530518,0.2613184452056885,0.218870609998703,0.17746682465076447,0.13388006389141083,0.16141830384731293,0.248263880610466,0.13595789670944214
``,-0.001388426753692329,0.05178012326359749,0.06104245409369469,0.12624181807041168,-0.005026375874876976,0.10590850561857224,0.019503189250826836,0.0685480609536171
the,0.3348022699356079,0.6521818041801453,0.2358427494764328,0.40399202704429626,0.21506793797016144,0.2158300280570984,0.21390338242053986,0.22068053483963013
u.s.,0.04369041323661804,0.014487938955426216,-0.01671203412115574,-0.06309524178504944,-0.023805532604455948,0.005767293740063906,0.05233657360076904,0.07886100560426712
economic,0.16531120240688324,0.2570582926273346,0.414945125579834,0.17979218065738678,0.33307191729545593,0.38844913244247437,0.1995045691728592,0.1206481084227562
and,0.3005301356315613,0.506277859210968,0.2148873209953308,0.48576638102531433,0.22200584411621094,0.3006387948989868,0.35324954986572266,0.20544172823429108
social,0.156026691198349,0.22390618920326233,0.2632748484611511,0.21125389635562897,0.3879714012145996,0.4097762405872345,0.2456507682800293,0.1615191102027893
model,0.08648919314146042,0.22893153131008148,0.25087523460388184,0.07012248039245605,0.16074489057064056,0.11168329417705536,0.08828376233577728,0.14843042194843292
is,0.21294879913330078,0.4457404911518097,0.15952111780643463,0.5330929756164551,0.13817991316318512,0.1290096491575241,0.10186059772968292,0.22961433231830597
associated,0.20039129257202148,0.3083685338497162,0.15412728488445282,0.28055059909820557,0.14841900765895844,0.20771226286888123,0.2514907717704773,0.1453326791524887
