,which,country,is,not,badly,hit,by,the,embargo,?
despite,0.2826302945613861,0.20274372398853302,0.2399684339761734,0.3768695294857025,0.28875574469566345,0.16195480525493622,0.21331483125686646,0.3172689974308014,0.15984724462032318,0.14350546896457672
being,0.4268448054790497,0.2409067302942276,0.4445112943649292,0.4366016089916229,0.4231993556022644,0.24430236220359802,0.4690866470336914,0.419739305973053,0.17045794427394867,0.26743772625923157
relatively,0.45062434673309326,0.14740562438964844,0.33787083625793457,0.3679366409778595,0.2527492940425873,0.17012831568717957,0.24849575757980347,0.33481109142303467,0.11703087389469147,0.1281091868877411
unaffected,0.42857903242111206,0.19749946892261505,0.23137767612934113,0.41117727756500244,0.38190075755119324,0.29381275177001953,0.3234004080295563,0.3262263238430023,0.19547753036022186,0.23165734112262726
by,0.40543368458747864,0.24224938452243805,0.3899846076965332,0.291808545589447,0.32006242871284485,0.2278212159872055,1.0000001192092896,0.4408751428127289,0.0761401355266571,0.17966607213020325
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.4310511648654938,0.27126386761665344,0.2674407958984375,0.4408751428127289,1.0,0.2032013237476349,0.22068053483963013
embargo,0.19882206618785858,0.2854992151260376,0.13914591073989868,0.26649489998817444,0.19801165163516998,0.21990612149238586,0.0761401355266571,0.2032013237476349,1.0,0.21724076569080353
",",0.3658004403114319,0.27878350019454956,0.4691906273365021,0.3769696354866028,0.2773239314556122,0.2842342257499695,0.3680937886238098,0.4933079481124878,0.17259633541107178,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.4310511648654938,0.27126386761665344,0.2674407958984375,0.4408751428127289,1.0,0.2032013237476349,0.22068053483963013
uk,0.1906050443649292,0.19472895562648773,0.17650434374809265,0.1669863909482956,0.07576391100883484,0.23406000435352325,0.1589900702238083,0.2143084555864334,0.22606058418750763,0.20222434401512146
nonetheless,0.3763725459575653,0.22409014403820038,0.17949172854423523,0.4685676097869873,0.30665579438209534,0.17581528425216675,0.25781959295272827,0.3056115508079529,0.2002389132976532,0.22137337923049927
faced,0.16965745389461517,0.15700379014015198,0.181329607963562,0.2035757452249527,0.23838187754154205,0.15946027636528015,0.16399447619915009,0.29245710372924805,0.11233945935964584,0.12312540411949158
an,0.3611921966075897,0.19811232388019562,0.4654068350791931,0.3722182512283325,0.23241762816905975,0.18100571632385254,0.2719563841819763,0.4207492768764496,0.24449676275253296,0.19793890416622162
oil,0.20154443383216858,0.17200785875320435,0.20966008305549622,0.20372779667377472,0.16307967901229858,0.1746806800365448,0.20634248852729797,0.21849922835826874,0.316433310508728,0.14867261052131653
crisis,0.21961601078510284,0.18197865784168243,0.14325910806655884,0.119443379342556,0.1579667031764984,0.14132222533226013,0.1594943255186081,0.263981431722641,0.4160068929195404,0.17902959883213043
of,0.5011631846427917,0.28866857290267944,0.4854315221309662,0.3307090103626251,0.2016860991716385,0.1960723102092743,0.3646814823150635,0.733189046382904,0.15861348807811737,0.1826142966747284
its,0.5154205560684204,0.25601598620414734,0.4447362422943115,0.29187723994255066,0.2323974072933197,0.1693497598171234,0.24398943781852722,0.559237003326416,0.1876133233308792,0.15103481709957123
own,0.3863328993320465,0.29318660497665405,0.2145606279373169,0.38306573033332825,0.24605228006839752,0.18022510409355164,0.2755888104438782,0.334675133228302,0.14675205945968628,0.1937696635723114
-,0.22025257349014282,0.16784386336803436,0.30179503560066223,0.18123318254947662,0.16775000095367432,0.1786569505929947,0.23845064640045166,0.3207225501537323,0.1034867912530899,0.3336010277271271
a,0.56894451379776,0.20991116762161255,0.658733606338501,0.3791346549987793,0.2861888110637665,0.2646505832672119,0.32094135880470276,0.5829201340675354,0.17945899069309235,0.23916715383529663
series,0.2484029233455658,0.12673962116241455,0.20355552434921265,0.21816293895244598,0.08637937158346176,0.16686764359474182,0.267352432012558,0.31376904249191284,0.0960199385881424,0.1709602326154709
of,0.5011631846427917,0.28866857290267944,0.4854315221309662,0.3307090103626251,0.2016860991716385,0.1960723102092743,0.3646814823150635,0.733189046382904,0.15861348807811737,0.1826142966747284
strikes,0.25789210200309753,0.1442444771528244,0.22613969445228577,0.13561949133872986,0.25298047065734863,0.4240390956401825,0.17802397906780243,0.24908365309238434,0.2662884294986725,0.14208127558231354
by,0.40543368458747864,0.24224938452243805,0.3899846076965332,0.291808545589447,0.32006242871284485,0.2278212159872055,1.0000001192092896,0.4408751428127289,0.0761401355266571,0.17966607213020325
coal,0.2304355502128601,0.16862201690673828,0.2040661871433258,0.1905301809310913,0.19043079018592834,0.1400415450334549,0.15911230444908142,0.23263108730316162,0.27071571350097656,0.10339318215847015
miners,0.18297657370567322,0.19097551703453064,0.18112042546272278,0.20011943578720093,0.23083636164665222,0.17747874557971954,0.15962038934230804,0.25137653946876526,0.20772141218185425,0.13432356715202332
and,0.506277859210968,0.30884742736816406,0.3859752118587494,0.39099299907684326,0.3157927691936493,0.24528738856315613,0.4289871156215668,0.5171257257461548,0.17066378891468048,0.20544172823429108
