,who,started,rumors,in,2008,that,abc,would,sell,its,ten,owned-and-operated,stations,?
on,0.2340552806854248,0.35066497325897217,0.2589111626148224,0.46853652596473694,-0.0002816536871250719,0.42569106817245483,0.2862928807735443,0.35589995980262756,0.17814841866493225,0.34331920742988586,0.3009583055973053,0.26870787143707275,0.3269573450088501,0.2714994251728058
august,0.26242005825042725,0.2548428177833557,0.17487157881259918,0.24307909607887268,0.19363054633140564,0.20753152668476105,0.1717352569103241,0.24219940602779388,0.08595629036426544,0.15809571743011475,0.16103462874889374,0.25624650716781616,0.14150698482990265,0.3006744682788849
15,0.04823268577456474,0.05855362117290497,-0.0439305417239666,0.02424248494207859,0.10871148109436035,-0.06895352154970169,-0.008084669709205627,-0.011512133292853832,0.02599133364856243,-0.06569269299507141,-0.06834832578897476,-0.04384549707174301,-0.0462658554315567,-0.010706285014748573
",",0.3365725874900818,0.32632124423980713,0.24766942858695984,0.5201468467712402,-0.008566685020923615,0.4137537479400635,0.2097204476594925,0.32586824893951416,0.26397812366485596,0.33157986402511597,0.23681947588920593,0.32616978883743286,0.26337406039237976,0.31091248989105225
2008,0.0393119752407074,0.03796642646193504,0.04814500734210014,-0.0422978475689888,1.0,-0.2374892234802246,0.09774046391248703,-0.1851716786623001,-0.04003560543060303,-0.20384426414966583,0.06360030174255371,-0.01914062537252903,-0.04275844246149063,-0.09852470457553864
",",0.3365725874900818,0.32632124423980713,0.24766942858695984,0.5201468467712402,-0.008566685020923615,0.4137537479400635,0.2097204476594925,0.32586824893951416,0.26397812366485596,0.33157986402511597,0.23681947588920593,0.32616978883743286,0.26337406039237976,0.31091248989105225
disney,0.21692340075969696,0.18147803843021393,0.20994393527507782,0.18521910905838013,-0.018069420009851456,0.20073425769805908,0.37895750999450684,0.20283743739128113,0.15717096626758575,0.19488584995269775,0.15279154479503632,0.3245387375354767,0.19382423162460327,0.22150784730911255
denied,0.22065044939517975,0.2230205535888672,0.3708500266075134,0.2281353622674942,-0.028872665017843246,0.42417046427726746,0.15263432264328003,0.4011498987674713,0.20289063453674316,0.16959546506404877,0.14674217998981476,0.3523341417312622,0.12892672419548035,0.2030181586742401
rumors,0.23556296527385712,0.24850526452064514,1.0000001192092896,0.22423382103443146,0.04814500734210014,0.40580374002456665,0.19576320052146912,0.3232792019844055,0.17701424658298492,0.18691878020763397,0.17148487269878387,0.21860820055007935,0.22422344982624054,0.18250153958797455
started,0.2424432635307312,1.0,0.24850526452064514,0.3199414014816284,0.03796642646193504,0.247867152094841,0.2858569622039795,0.2902640104293823,0.23240876197814941,0.17896156013011932,0.3094843626022339,0.342619389295578,0.2016320824623108,0.19447724521160126
by,0.39727845788002014,0.24540266394615173,0.2139570415019989,0.370934396982193,-0.05826305225491524,0.37496164441108704,0.17600902915000916,0.28394925594329834,0.1953730434179306,0.24398943781852722,0.2470797896385193,0.2945617139339447,0.20435920357704163,0.17966607213020325
caris,0.28120025992393494,0.14134612679481506,0.1693309247493744,0.20516900718212128,0.14257454872131348,0.14044129848480225,0.22999529540538788,0.1262601912021637,0.1602705419063568,0.16755743324756622,0.12296704947948456,0.1828121840953827,0.05604405328631401,0.15635430812835693
&,0.09244576841592789,0.1252753883600235,0.06514532119035721,0.1358654648065567,0.04548105224967003,0.13811425864696503,0.1936885565519333,0.08418537676334381,0.16570937633514404,0.11429427564144135,0.054338239133358,0.19462330639362335,0.1138077899813652,0.12596383690834045
co.,0.22129569947719574,0.14447127282619476,0.10045885294675827,0.2526015639305115,-0.004009179770946503,0.2023710310459137,0.2193882167339325,0.10617324709892273,0.1812867820262909,0.21925276517868042,0.11989431828260422,0.1751873791217804,0.09891115874052048,0.10775839537382126
that,0.45444270968437195,0.247867152094841,0.40580374002456665,0.435920387506485,-0.2374892234802246,1.0,0.17440107464790344,0.5895259380340576,0.2741891145706177,0.416561484336853,0.25370344519615173,0.29178351163864136,0.2291857898235321,0.32716336846351624
it,0.2868398427963257,0.2569774091243744,0.18351243436336517,0.5130809545516968,-0.17123371362686157,0.5921133160591125,0.17324577271938324,0.36398744583129883,0.27209174633026123,0.5786119699478149,0.22522874176502228,0.25169098377227783,0.2756994366645813,0.25732165575027466
would,0.3632977604866028,0.2902640104293823,0.3232792019844055,0.30461156368255615,-0.1851716786623001,0.5895259380340576,0.13780725002288818,1.0000001192092896,0.3160654604434967,0.27556702494621277,0.202191561460495,0.2607261836528778,0.19704756140708923,0.37178951501846313
be,0.3371641933917999,0.08847464621067047,0.2024078369140625,0.3481820821762085,-0.1384240686893463,0.6036020517349243,0.14780379831790924,0.5202695727348328,0.2757044732570648,0.2731834948062897,0.19608524441719055,0.21070419251918793,0.24197013676166534,0.3324260413646698
selling,0.19307442009449005,0.2663204073905945,0.2127111405134201,0.2517387568950653,0.013191218487918377,0.2632450461387634,0.14465419948101044,0.20432956516742706,0.6456551551818848,0.23194192349910736,0.2945825755596161,0.2498062551021576,0.2214978188276291,0.13581715524196625
the,0.3733934462070465,0.3222070634365082,0.22800762951374054,0.6662389636039734,-0.06530369818210602,0.5473989248275757,0.2068762183189392,0.4133751392364502,0.19874759018421173,0.559237003326416,0.3256247341632843,0.27652397751808167,0.24762700498104095,0.22068053483963013
ten,0.23325704038143158,0.3094843626022339,0.17148487269878387,0.29515787959098816,0.06360030174255371,0.25370344519615173,0.21779467165470123,0.202191561460495,0.1887747198343277,0.1515437513589859,0.9999999403953552,0.18543756008148193,0.18889616429805756,0.14471080899238586
abc,0.14673753082752228,0.2858569622039795,0.19576320052146912,0.1697147786617279,0.09774046391248703,0.17440107464790344,1.0000001192092896,0.13780725002288818,0.10742729157209396,0.19045390188694,0.21779467165470123,0.31080347299575806,0.23858611285686493,0.19065172970294952
owned-and-operated,0.3117411136627197,0.342619389295578,0.21860820055007935,0.27814793586730957,-0.01914062537252903,0.29178351163864136,0.31080347299575806,0.2607261836528778,0.3394847512245178,0.25718459486961365,0.18543756008148193,1.0,0.3868453800678253,0.2376745194196701
stations,0.18933221697807312,0.2016320824623108,0.22422344982624054,0.25864288210868835,-0.04275844246149063,0.2291857898235321,0.23858611285686493,0.19704756140708923,0.22338268160820007,0.2549050748348236,0.18889616429805756,0.3868453800678253,1.0,0.13192185759544373
.,0.3541337847709656,0.3230702877044678,0.2043885588645935,0.5591574311256409,-0.01312112994492054,0.4460422694683075,0.2567209303379059,0.35067233443260193,0.2524729371070862,0.3566088080406189,0.2531837224960327,0.3145162761211395,0.22839494049549103,0.4130953550338745
