,what,is,a,descriptive,term,for,a,low-to-high,energy,bond,?
more,0.3484537899494171,0.2946030795574188,0.3452818691730499,0.25783970952033997,0.2468089461326599,0.3891189992427826,0.3452818691730499,0.299582302570343,0.2669607102870941,0.22753073275089264,0.27894994616508484
specifically,0.37581726908683777,0.30065107345581055,0.30994293093681335,0.36565595865249634,0.34273478388786316,0.3680536448955536,0.30994293093681335,0.2908056974411011,0.22510403394699097,0.18138740956783295,0.2063003033399582
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2278231978416443,0.21599270403385162,0.4464869201183319,0.427140474319458,0.37180283665657043,0.21156731247901917,0.2016325443983078,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
double,0.16209302842617035,0.1794169545173645,0.2448195219039917,0.12577152252197266,0.13080693781375885,0.19201816618442535,0.2448195219039917,0.18989790976047516,0.17213305830955505,0.31216666102409363,0.10017921775579453
bond,0.19208040833473206,0.21518169343471527,0.2513032853603363,0.1511799842119217,0.144623801112175,0.19651027023792267,0.2513032853603363,0.28346964716911316,0.28347188234329224,1.0000001192092896,0.13208535313606262
is,0.28837618231773376,1.0,0.658733606338501,0.2560771405696869,0.270183801651001,0.43268078565597534,0.658733606338501,0.3018343448638916,0.2171693742275238,0.21518169343471527,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
result,0.19945499300956726,0.19420543313026428,0.2767398953437805,0.23540382087230682,0.20417922735214233,0.2445775717496872,0.2767398953437805,0.2513453960418701,0.2337159812450409,0.21754954755306244,0.17218433320522308
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
sequential,0.1532059609889984,0.23921486735343933,0.26749467849731445,0.3789374530315399,0.2711525857448578,0.24543949961662292,0.26749467849731445,0.22978201508522034,0.23952186107635498,0.1801571547985077,0.1188860833644867
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2278231978416443,0.21599270403385162,0.4464869201183319,0.427140474319458,0.37180283665657043,0.21156731247901917,0.2016325443983078,0.31091248989105225
low-to-high,0.3158145248889923,0.3018343448638916,0.3303871154785156,0.2844328284263611,0.20993874967098236,0.2821570038795471,0.3303871154785156,1.0,0.26406368613243103,0.28346964716911316,0.26025277376174927
energy,0.190252885222435,0.2171693742275238,0.21513298153877258,0.15005291998386383,0.18560664355754852,0.21083484590053558,0.21513298153877258,0.26406368613243103,1.0000001192092896,0.28347188234329224,0.14860127866268158
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2278231978416443,0.21599270403385162,0.4464869201183319,0.427140474319458,0.37180283665657043,0.21156731247901917,0.2016325443983078,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.48853766918182373,0.2961927354335785,0.34949591755867004,0.4111599624156952,0.48853766918182373,0.30463358759880066,0.2628824710845947,0.1819005012512207,0.32389625906944275
aufbau,0.15201757848262787,0.1665341556072235,0.17855611443519592,0.18993084132671356,0.0931318923830986,0.18816594779491425,0.17855611443519592,0.2560902237892151,0.1620965600013733,0.14356239140033722,0.20218724012374878
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2278231978416443,0.21599270403385162,0.4464869201183319,0.427140474319458,0.37180283665657043,0.21156731247901917,0.2016325443983078,0.31091248989105225
filling,0.2489190697669983,0.22023674845695496,0.2753012478351593,0.14582225680351257,0.16262151300907135,0.23382747173309326,0.2753012478351593,0.22952428460121155,0.2188074290752411,0.1948903650045395,0.21185900270938873
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
orbitals,0.2508775591850281,0.19447456300258636,0.19358734786510468,0.27029117941856384,0.14822444319725037,0.19134914875030518,0.19358734786510468,0.22939737141132355,0.3633967339992523,0.39160433411598206,0.20797790586948395
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2278231978416443,0.21599270403385162,0.4464869201183319,0.427140474319458,0.37180283665657043,0.21156731247901917,0.2016325443983078,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.19970770180225372,0.22272127866744995,0.5064792633056641,0.3739250600337982,0.3704657256603241,0.23934243619441986,0.23086987435817719,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
resulting,0.17960047721862793,0.2671727240085602,0.3510841131210327,0.24073436856269836,0.22814156115055084,0.28196775913238525,0.3510841131210327,0.2715624272823334,0.29317161440849304,0.22302086651325226,0.10813049972057343
cancellation,0.2117055058479309,0.2011154741048813,0.2440175861120224,0.2290779948234558,0.13855454325675964,0.318419486284256,0.2440175861120224,0.28973913192749023,0.21278153359889984,0.17862437665462494,0.1732192039489746
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
contributions,0.33326417207717896,0.22009588778018951,0.26384657621383667,0.3545821011066437,0.14139267802238464,0.32656165957450867,0.26384657621383667,0.24108101427555084,0.23752568662166595,0.130782350897789,0.3201877772808075
from,0.2737620174884796,0.27355384826660156,0.322764128446579,0.18151015043258667,0.25269290804862976,0.314039945602417,0.322764128446579,0.28611189126968384,0.19871577620506287,0.13677173852920532,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
2s,-0.04038244113326073,-0.0853760838508606,-0.04871314391493797,0.06361459940671921,-0.04295726865530014,-0.017728518694639206,-0.04871314391493797,-0.07368115335702896,-0.2053976058959961,-0.17355047166347504,-0.11707418411970139
electrons,0.23107858002185822,0.20416733622550964,0.2377878874540329,0.18213799595832825,0.13905486464500427,0.16157317161560059,0.2377878874540329,0.28113967180252075,0.506034791469574,0.4297464191913605,0.15516111254692078
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2278231978416443,0.21599270403385162,0.4464869201183319,0.427140474319458,0.37180283665657043,0.21156731247901917,0.2016325443983078,0.31091248989105225
after,0.21973377466201782,0.2835143506526947,0.3831600844860077,0.12769247591495514,0.1965337097644806,0.3650246858596802,0.3831600844860077,0.20513257384300232,0.16784238815307617,0.1536126285791397,0.16608688235282898
sequential,0.1532059609889984,0.23921486735343933,0.26749467849731445,0.3789374530315399,0.2711525857448578,0.24543949961662292,0.26749467849731445,0.22978201508522034,0.23952186107635498,0.1801571547985077,0.1188860833644867
filling,0.2489190697669983,0.22023674845695496,0.2753012478351593,0.14582225680351257,0.16262151300907135,0.23382747173309326,0.2753012478351593,0.22952428460121155,0.2188074290752411,0.1948903650045395,0.21185900270938873
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
low,0.20743566751480103,0.19289205968379974,0.24393533170223236,0.16272379457950592,0.16337734460830688,0.19718985259532928,0.24393533170223236,0.6774665713310242,0.26115283370018005,0.18558266758918762,0.10658930987119675
σ,0.23582664132118225,0.32204729318618774,0.30225223302841187,0.25564369559288025,0.21233099699020386,0.20799459517002106,0.30225223302841187,0.2702246308326721,0.37814679741859436,0.43729591369628906,0.2657186985015869
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.19970770180225372,0.22272127866744995,0.5064792633056641,0.3739250600337982,0.3704657256603241,0.23934243619441986,0.23086987435817719,0.20544172823429108
σ*,0.2028254121541977,0.1432165950536728,0.16695287823677063,0.23731377720832825,0.11509612947702408,0.0975533202290535,0.16695287823677063,0.2922601103782654,0.144607812166214,0.03536972030997276,0.15437909960746765
orbitals,0.2508775591850281,0.19447456300258636,0.19358734786510468,0.27029117941856384,0.14822444319725037,0.19134914875030518,0.19358734786510468,0.22939737141132355,0.3633967339992523,0.39160433411598206,0.20797790586948395
;,0.10986888408660889,0.05324986204504967,-0.02122584730386734,0.09591242671012878,0.06304056942462921,0.0293948445469141,-0.02122584730386734,0.0810268223285675,-0.0045349788852036,0.03555474430322647,0.10349778085947037
σ,0.23582664132118225,0.32204729318618774,0.30225223302841187,0.25564369559288025,0.21233099699020386,0.20799459517002106,0.30225223302841187,0.2702246308326721,0.37814679741859436,0.43729591369628906,0.2657186985015869
overlap,0.27287745475769043,0.15863929688930511,0.2427377849817276,0.33272457122802734,0.24131262302398682,0.20920109748840332,0.2427377849817276,0.273393452167511,0.25481075048446655,0.22680829465389252,0.2450070083141327
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.30093786120414734,0.26047757267951965,0.4185989499092102,0.5052502155303955,0.3193008303642273,0.26257598400115967,0.16458465158939362,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.25120240449905396,0.2740369141101837,0.4739971458911896,0.5829201340675354,0.37451115250587463,0.26756542921066284,0.17178761959075928,0.22068053483963013
