,how,many,teams,can,boast,a,15–1,regular,season,record,?
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.312528520822525,0.34310394525527954,0.5829201340675354,-0.2592649459838867,0.3214086890220642,0.2507155239582062,0.23569516837596893,0.22068053483963013
carolina,0.1482512354850769,0.12399670481681824,0.2294551134109497,0.14679941534996033,0.1605830043554306,0.1979188621044159,0.0018545961938798428,0.14601212739944458,0.2196287363767624,0.18296502530574799,0.11847445368766785
panthers,0.1117783859372139,0.14744015038013458,0.41004884243011475,0.14130398631095886,0.15144924819469452,0.2255268394947052,0.03621317446231842,0.2117871195077896,0.3867887854576111,0.218548983335495,0.16608978807926178
became,0.10954522341489792,0.25642040371894836,0.16736291348934174,0.1460379958152771,0.2001558542251587,0.28774285316467285,-0.13546141982078552,0.1131877601146698,0.22485962510108948,0.20369283854961395,0.11374033987522125
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.34032124280929565,0.3736339509487152,0.4910551905632019,-0.23872147500514984,0.3271937370300293,0.24332979321479797,0.26469558477401733,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.27933305501937866,0.2603091299533844,0.31691181659698486,0.5052502155303955,-0.1507280021905899,0.22916868329048157,0.1598338931798935,0.19289259612560272,0.1826142966747284
only,0.36590442061424255,0.4670507609844208,0.2170780897140503,0.43433451652526855,0.30915915966033936,0.47549712657928467,-0.21033036708831787,0.34113046526908875,0.23518846929073334,0.2610468566417694,0.2767370045185089
ten,0.26821833848953247,0.340677946805954,0.22380289435386658,0.1790909767150879,0.19836635887622833,0.23545676469802856,-0.1081208735704422,0.2104959785938263,0.2591884732246399,0.24815617501735687,0.14471080899238586
teams,0.11085164546966553,0.1992911547422409,1.0,0.1748528629541397,0.0925506129860878,0.21163642406463623,-0.0761062279343605,0.3347216546535492,0.44570213556289673,0.1979433000087738,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.4979398250579834,0.29908961057662964,0.45503583550453186,-0.2813948690891266,0.30861178040504456,0.22382742166519165,0.22007153928279877,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.27656877040863037,0.5489245653152466,0.309190571308136,0.338716596364975,-0.222250297665596,0.3675557076931,0.20235268771648407,0.23839209973812103,0.32991164922714233
completed,0.2009071707725525,0.13555161654949188,0.2166958600282669,0.1412389725446701,0.14709679782390594,0.2692357301712036,-0.1246531680226326,0.14213715493679047,0.19156087934970856,0.1747547686100006,0.08272653818130493
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.3915780484676361,0.3746475577354431,1.0,-0.1303160935640335,0.313107967376709,0.1855505406856537,0.2588478624820709,0.23916715383529663
regular,0.2358456701040268,0.31490984559059143,0.3347216546535492,0.31190821528434753,0.177305668592453,0.313107967376709,-0.15715448558330536,1.0,0.4002528786659241,0.2587777376174927,0.18334713578224182
season,0.13036081194877625,0.14251810312271118,0.44570213556289673,0.1523868888616562,0.09695906192064285,0.1855505406856537,-0.04442024230957031,0.4002528786659241,1.0,0.2865971624851227,0.16793298721313477
with,0.3525622487068176,0.35744401812553406,0.20248530805110931,0.3572797477245331,0.21877872943878174,0.3783375024795532,-0.19812224805355072,0.3385944962501526,0.26700887084007263,0.19528687000274658,0.2433311939239502
only,0.36590442061424255,0.4670507609844208,0.2170780897140503,0.43433451652526855,0.30915915966033936,0.47549712657928467,-0.21033036708831787,0.34113046526908875,0.23518846929073334,0.2610468566417694,0.2767370045185089
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.34032124280929565,0.3736339509487152,0.4910551905632019,-0.23872147500514984,0.3271937370300293,0.24332979321479797,0.26469558477401733,0.2673267424106598
loss,0.2624443769454956,0.1755927950143814,0.20257067680358887,0.2295558601617813,0.21000972390174866,0.20714472234249115,-0.1429973542690277,0.27710217237472534,0.1905544549226761,0.27488893270492554,0.1312553584575653
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3139454126358032,0.30442318320274353,0.427140474319458,-0.048177607357501984,0.2336544692516327,0.2232367992401123,0.28093910217285156,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.3675691485404968,0.2914160192012787,0.3739250600337982,-0.17422889173030853,0.3054477870464325,0.2369309365749359,0.23470573127269745,0.20544172823429108
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.34032124280929565,0.3736339509487152,0.4910551905632019,-0.23872147500514984,0.3271937370300293,0.24332979321479797,0.26469558477401733,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.27933305501937866,0.2603091299533844,0.31691181659698486,0.5052502155303955,-0.1507280021905899,0.22916868329048157,0.1598338931798935,0.19289259612560272,0.1826142966747284
only,0.36590442061424255,0.4670507609844208,0.2170780897140503,0.43433451652526855,0.30915915966033936,0.47549712657928467,-0.21033036708831787,0.34113046526908875,0.23518846929073334,0.2610468566417694,0.2767370045185089
six,0.20644865930080414,0.37673795223236084,0.2748291790485382,0.1710154116153717,0.20710374414920807,0.26189830899238586,-0.11667492240667343,0.26170065999031067,0.2219657301902771,0.18451093137264252,0.15298804640769958
teams,0.11085164546966553,0.1992911547422409,1.0,0.1748528629541397,0.0925506129860878,0.21163642406463623,-0.0761062279343605,0.3347216546535492,0.44570213556289673,0.1979433000087738,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.4979398250579834,0.29908961057662964,0.45503583550453186,-0.2813948690891266,0.30861178040504456,0.22382742166519165,0.22007153928279877,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.27656877040863037,0.5489245653152466,0.309190571308136,0.338716596364975,-0.222250297665596,0.3675557076931,0.20235268771648407,0.23839209973812103,0.32991164922714233
acquired,0.11872366070747375,0.14446644484996796,0.16765739023685455,0.17238271236419678,0.14430437982082367,0.16495825350284576,-0.00016258543473668396,0.17540273070335388,0.1935940384864807,0.15199795365333557,0.09366346150636673
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.3915780484676361,0.3746475577354431,1.0,-0.1303160935640335,0.313107967376709,0.1855505406856537,0.2588478624820709,0.23916715383529663
15–1,-0.22103790938854218,-0.2537030279636383,-0.0761062279343605,-0.08517816662788391,-0.13672107458114624,-0.1303160935640335,1.0,-0.15715448558330536,-0.04442024230957031,-0.11008412390947342,0.04290514066815376
record,0.1698412001132965,0.17106595635414124,0.1979433000087738,0.14966556429862976,0.14820228517055511,0.2588478624820709,-0.11008412390947342,0.2587777376174927,0.2865971624851227,1.0,0.14407116174697876
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3139454126358032,0.30442318320274353,0.427140474319458,-0.048177607357501984,0.2336544692516327,0.2232367992401123,0.28093910217285156,0.31091248989105225
