,when,did,the,fcc,begin,imposing,fin-syn,rules,?
when,0.9999999403953552,0.3228907287120819,0.5091903209686279,0.21491053700447083,0.3341256082057953,0.2531808316707611,0.2185383290052414,0.26242417097091675,0.22841128706932068
the,0.5091903209686279,0.34736719727516174,1.0,0.24932202696800232,0.34293439984321594,0.21148686110973358,0.29437750577926636,0.27022838592529297,0.22068053483963013
fcc,0.21491053700447083,0.23574954271316528,0.24932202696800232,1.0000001192092896,0.15197746455669403,0.22408299148082733,0.14592427015304565,0.2813902497291565,0.1708466112613678
imposed,0.2451166808605194,0.2687847912311554,0.21278446912765503,0.27653515338897705,0.16493169963359833,0.7032527923583984,0.08816023170948029,0.34264495968818665,0.1671440154314041
its,0.34032323956489563,0.19922670722007751,0.559237003326416,0.2045624554157257,0.20967066287994385,0.23173002898693085,0.20102690160274506,0.1380762904882431,0.15103481709957123
fin-syn,0.2185383290052414,0.16637694835662842,0.29437750577926636,0.14592427015304565,0.232553631067276,0.15329864621162415,1.0,0.19728192687034607,0.17477187514305115
rules,0.26242417097091675,0.26674893498420715,0.27022838592529297,0.2813902497291565,0.1448991596698761,0.3745644986629486,0.19728192687034607,0.9999998807907104,0.22111085057258606
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.134840726852417,0.2903634011745453,0.18151535093784332,0.2833006978034973,0.2252369076013565,0.20430970191955566
1970,-0.0318862646818161,0.019275525584816933,0.013761552982032299,-0.09442636370658875,0.02144092135131359,-0.022807836532592773,0.1398485153913498,-0.057279206812381744,-0.007446378003805876
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.12939687073230743,0.27304404973983765,0.24701105058193207,0.37732380628585815,0.23899291455745697,0.31091248989105225
abc,0.13294127583503723,0.13353709876537323,0.2068762183189392,0.27474352717399597,0.12703588604927063,0.13683031499385834,0.19901220500469208,0.23219576478004456,0.19065172970294952
proactively,0.4074001908302307,0.23555974662303925,0.2832735776901245,0.2967003881931305,0.2870762348175049,0.2830863296985626,0.27413734793663025,0.271117240190506,0.3056120276451111
created,0.2840147316455841,0.26176875829696655,0.3539263904094696,0.18139462172985077,0.17264734208583832,0.1687268167734146,0.07937552779912949,0.1961984485387802,0.21177415549755096
two,0.3743424117565155,0.2755576968193054,0.43858039379119873,0.157162144780159,0.2683347463607788,0.1535312980413437,0.253379762172699,0.18738038837909698,0.19645625352859497
companies,0.16661736369132996,0.22622764110565186,0.26917189359664917,0.3950343728065491,0.1577356457710266,0.21441490948200226,0.1086663007736206,0.19127653539180756,0.14365637302398682
:,-0.04432349652051926,-0.05305134505033493,-0.03403344005346298,-0.017438188195228577,-0.015765231102705002,-0.03943432494997978,0.1043076291680336,0.0058811078779399395,-0.07156077772378922
worldvision,0.2375270575284958,0.2938889265060425,0.32249608635902405,0.3270834684371948,0.15672123432159424,0.2945704460144043,0.2762855589389801,0.3269195854663849,0.2783151865005493
enterprises,0.17624574899673462,0.11745460331439972,0.24683015048503876,0.2991580665111542,0.10926259309053421,0.19164694845676422,0.20666447281837463,0.1516776978969574,0.0898420661687851
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.1788918375968933,0.20308734476566315,0.22978781163692474,0.2620183229446411,0.27106308937072754,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1445450782775879,0.22845244407653809,0.21695511043071747,0.25442230701446533,0.20817093551158905,0.23916715383529663
syndication,0.2195785790681839,0.14516595005989075,0.3215782940387726,0.3618549108505249,0.18917687237262726,0.16536970436573029,0.28800782561302185,0.19882169365882874,0.1681542545557022
distributor,0.13028587400913239,0.13623008131980896,0.2787216901779175,0.2993960976600647,0.15964841842651367,0.1704246699810028,0.17346975207328796,0.08942798525094986,0.12788096070289612
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.12939687073230743,0.27304404973983765,0.24701105058193207,0.37732380628585815,0.23899291455745697,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.22326773405075073,0.2599445581436157,0.29631507396698,0.3147778809070587,0.24352850019931793,0.20544172823429108
abc,0.13294127583503723,0.13353709876537323,0.2068762183189392,0.27474352717399597,0.12703588604927063,0.13683031499385834,0.19901220500469208,0.23219576478004456,0.19065172970294952
circle,0.1252449005842209,0.12245865911245346,0.22970527410507202,0.12322652339935303,0.1361808478832245,0.10108641535043716,0.21361906826496124,0.06277316063642502,0.08528484404087067
films,0.16035419702529907,0.14824813604354858,0.23072484135627747,0.23381762206554413,0.10340619087219238,0.19975337386131287,0.19251829385757446,0.12301718443632126,0.20618696510791779
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.1788918375968933,0.20308734476566315,0.22978781163692474,0.2620183229446411,0.27106308937072754,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1445450782775879,0.22845244407653809,0.21695511043071747,0.25442230701446533,0.20817093551158905,0.23916715383529663
production,0.16593417525291443,0.1752309501171112,0.2657334506511688,0.20286551117897034,0.18054942786693573,0.23132941126823425,0.20979349315166473,0.15071885287761688,0.19318072497844696
company,0.2219121903181076,0.16800642013549805,0.26591673493385315,0.3467300236225128,0.1609835922718048,0.1678231656551361,0.1369357705116272,0.1189793199300766,0.12195809185504913
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.1972244679927826,0.24827922880649567,0.22333645820617676,0.26410815119743347,0.27219346165657043,0.4130953550338745
