,what,is,the,name,of,the,third,",",permanent,huguenot,church,in,new,rochelle,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.4229298532009125,0.4933079481124878,0.34165191650390625,0.29557526111602783,0.23846197128295898,0.6662389636039734,0.3845241069793701,0.2851760685443878,0.22068053483963013
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.1162993386387825,0.3079429268836975,0.23846197128295898,0.08120868355035782,0.2707274258136749,0.1615932434797287,0.3685069978237152,0.9999999403953552,0.2493300437927246,0.1963353157043457,0.16809925436973572,0.18081501126289368
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.3460187017917633,0.45456063747406006,0.19599035382270813,0.24281072616577148,0.24960921704769135,0.45514053106307983,0.2748313844203949,0.18673281371593475,0.18412111699581146
eventually,0.28470873832702637,0.18755480647087097,0.42022404074668884,0.16192349791526794,0.313495934009552,0.42022404074668884,0.21754150092601776,0.262137234210968,0.21239471435546875,0.27472731471061707,0.20547178387641907,0.3575967252254486,0.27315011620521545,0.13956482708454132,0.13642115890979767
replaced,0.12975038588047028,0.20220594108104706,0.2645455598831177,0.2566506862640381,0.20067165791988373,0.2645455598831177,0.18043598532676697,0.21472671627998352,0.2227451205253601,0.04653274640440941,0.17709746956825256,0.2068215310573578,0.19021332263946533,0.042116276919841766,0.14945141971111298
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.28581833839416504,0.3680937886238098,0.19654612243175507,0.1813904494047165,0.135782390832901,0.370934396982193,0.25394493341445923,0.12759870290756226,0.17966607213020325
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.35260438919067383,0.427140474319458,0.3049525022506714,0.22502337396144867,0.19588641822338104,0.539380669593811,0.3214259147644043,0.22671236097812653,0.23916715383529663
third,0.2033906877040863,0.31551501154899597,0.4229298532009125,0.19535920023918152,0.30602210760116577,0.4229298532009125,1.0,0.283071368932724,0.12881898880004883,0.12274587899446487,0.08120868355035782,0.3309578001499176,0.22532865405082703,0.18366506695747375,0.15394791960716248
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.283071368932724,1.0000001192092896,0.22933200001716614,0.24752236902713776,0.2707274258136749,0.5201468467712402,0.36073189973831177,0.311332106590271,0.31091248989105225
trinity-st.,0.257823646068573,0.17799542844295502,0.2300119251012802,0.1579991728067398,0.26638469099998474,0.2300119251012802,0.14355872571468353,0.22688594460487366,0.13457642495632172,0.23995324969291687,0.41677993535995483,0.20591436326503754,0.23309101164340973,0.20444850623607635,0.22045134007930756
paul,0.11217030137777328,0.18022699654102325,0.19191958010196686,0.18102166056632996,0.14511796832084656,0.19191958010196686,0.12793903052806854,0.3070785701274872,0.13071350753307343,0.3097890317440033,0.12933379411697388,0.21331322193145752,0.2117771953344345,0.3003910183906555,0.16611461341381073
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,-0.00712791969999671,-0.0016132977325469255,0.029542317613959312,-0.03130035102367401,0.023664841428399086,-0.037580832839012146,-0.008355522528290749,-0.05973348394036293,-0.023395681753754616
episcopal,0.2335733026266098,0.16667838394641876,0.2631160318851471,0.17793028056621552,0.29307931661605835,0.2631160318851471,0.17268779873847961,0.2749701738357544,0.1618434488773346,0.4385749399662018,0.6002358794212341,0.2737633287906647,0.2644435167312622,0.26258450746536255,0.22619661688804626
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.1162993386387825,0.3079429268836975,0.23846197128295898,0.08120868355035782,0.2707274258136749,0.1615932434797287,0.3685069978237152,0.9999999403953552,0.2493300437927246,0.1963353157043457,0.16809925436973572,0.18081501126289368
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.283071368932724,1.0000001192092896,0.22933200001716614,0.24752236902713776,0.2707274258136749,0.5201468467712402,0.36073189973831177,0.311332106590271,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.6521818041801453,0.29048746824264526,0.3658004403114319,0.3103250563144684,0.22239398956298828,0.20821009576320648,0.4840516746044159,0.33739399909973145,0.22293132543563843,0.25814583897590637
contains,0.14236655831336975,0.4272567629814148,0.2846323549747467,0.19395658373832703,0.34575599431991577,0.2846323549747467,0.10424715280532837,0.2243606001138687,0.10443618893623352,0.0803031176328659,0.12829752266407013,0.28116101026535034,0.1989709883928299,0.07488855719566345,0.15215006470680237
heirlooms,0.2480706125497818,0.3081740438938141,0.3539905250072479,0.21419648826122284,0.35011494159698486,0.3539905250072479,0.1411067098379135,0.32967516779899597,0.22157447040081024,0.4207850694656372,0.28432291746139526,0.348550409078598,0.25050920248031616,0.3103080987930298,0.16274435818195343
including,0.18328791856765747,0.25093933939933777,0.3738902807235718,0.16202661395072937,0.44195112586021423,0.3738902807235718,0.14819058775901794,0.4127510190010071,0.1433851718902588,0.21996931731700897,0.16435666382312775,0.35857823491096497,0.21702982485294342,0.13403470814228058,0.1633303165435791
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.4229298532009125,0.4933079481124878,0.34165191650390625,0.29557526111602783,0.23846197128295898,0.6662389636039734,0.3845241069793701,0.2851760685443878,0.22068053483963013
original,0.24651947617530823,0.2681281864643097,0.4037000238895416,0.29879865050315857,0.30228546261787415,0.4037000238895416,0.17906813323497772,0.23508994281291962,0.23359912633895874,0.19188439846038818,0.21877658367156982,0.2534193694591522,0.24007517099380493,0.1688830554485321,0.17256900668144226
bell,0.11654898524284363,0.14570754766464233,0.21121244132518768,0.15842793881893158,0.1333046406507492,0.21121244132518768,0.17141757905483246,0.273518443107605,0.12657403945922852,0.1594555824995041,0.22119514644145966,0.22285841405391693,0.12064161151647568,0.23429833352565765,0.08332687616348267
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.19577939808368683,0.39760664105415344,0.160145565867424,0.1858682930469513,0.1894836276769638,0.4274188280105591,0.3360432982444763,0.21253657341003418,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.4229298532009125,0.4933079481124878,0.34165191650390625,0.29557526111602783,0.23846197128295898,0.6662389636039734,0.3845241069793701,0.2851760685443878,0.22068053483963013
french,0.17393042147159576,0.19312386214733124,0.2555147111415863,0.18910211324691772,0.19450366497039795,0.2555147111415863,0.15610139071941376,0.28806620836257935,0.1497967541217804,0.5233030915260315,0.1596711128950119,0.22093388438224792,0.1977054476737976,0.3203270733356476,0.1386883556842804
huguenot,0.1912020891904831,0.12706810235977173,0.29557526111602783,0.1340496689081192,0.29061198234558105,0.29557526111602783,0.12274587899446487,0.24752236902713776,0.21958382427692413,1.0000001192092896,0.3685069978237152,0.26198551058769226,0.20695649087429047,0.4178025424480438,0.1359742432832718
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.1162993386387825,0.3079429268836975,0.23846197128295898,0.08120868355035782,0.2707274258136749,0.1615932434797287,0.3685069978237152,0.9999999403953552,0.2493300437927246,0.1963353157043457,0.16809925436973572,0.18081501126289368
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.04341840744018555,0.09681109338998795,0.026899060234427452,0.1860373169183731,0.038532305508852005,0.04765888676047325,-0.03575563058257103,0.10259116441011429,0.0685480609536171
eglise,0.17090468108654022,0.2567014992237091,0.26040124893188477,0.1722279042005539,0.28177911043167114,0.26040124893188477,0.14212188124656677,0.25289294123649597,0.17395558953285217,0.5265000462532043,0.45368021726608276,0.2489265650510788,0.15275266766548157,0.4321794807910919,0.18551799654960632
du,0.10019232332706451,0.14207105338573456,0.22366085648536682,0.11224523186683655,0.19881431758403778,0.22366085648536682,0.13267716765403748,0.2132224291563034,0.09918323904275894,0.3207117021083832,0.14229494333267212,0.22358232736587524,0.16927649080753326,0.27927660942077637,0.155681312084198
st.,0.10219959169626236,0.16120703518390656,0.18141359090805054,0.17727084457874298,0.19887582957744598,0.18141359090805054,0.11523667722940445,0.26603782176971436,0.1524554342031479,0.23369340598583221,0.2081335186958313,0.15931649506092072,0.09390232712030411,0.06476780772209167,0.13592876493930817
esperit,0.225678488612175,0.1829926073551178,0.32799434661865234,0.18548646569252014,0.2667125165462494,0.32799434661865234,0.1760830134153366,0.3013896942138672,0.14442099630832672,0.3481435179710388,0.18024025857448578,0.2554126977920532,0.16387911140918732,0.23957790434360504,0.20481473207473755
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.003199114231392741,-0.037358131259679794,0.020039182156324387,-0.010292247869074345,0.0220292080193758,0.07432962208986282,-0.021915066987276077,-0.05628667399287224,0.018684765323996544
