,which,army,attacked,and,destroyed,this,colony,?
a,0.56894451379776,0.20244213938713074,0.19468514621257782,0.3739250600337982,0.20851761102676392,0.5422310829162598,0.20176295936107635,0.23916715383529663
september,0.14178714156150818,0.2363283783197403,0.19451072812080383,0.2902049422264099,0.12582261860370636,0.26018571853637695,0.16691267490386963,0.2665146589279175
1565,-0.02229326404631138,0.15439821779727936,0.06392259150743484,0.020405998453497887,-0.006651939824223518,0.050231706351041794,0.15703363716602325,0.04440884292125702
french,0.1928994208574295,0.19500620663166046,0.18762165307998657,0.32751965522766113,0.10440154373645782,0.2380896955728531,0.2202957570552826,0.1386883556842804
naval,0.14766468107700348,0.3991449475288391,0.20672111213207245,0.24800513684749603,0.22502471506595612,0.2202712744474411,0.29337069392204285,0.12642952799797058
attack,0.23276583850383759,0.3572985529899597,0.6741749048233032,0.24922382831573486,0.30653032660484314,0.2442741096019745,0.1791325807571411,0.126759335398674
against,0.27554041147232056,0.29090023040771484,0.3889724314212799,0.3292689621448517,0.22868287563323975,0.27292028069496155,0.1159646287560463,0.18095137178897858
the,0.6521818041801453,0.31011611223220825,0.27774572372436523,0.5171257257461548,0.3403017520904541,0.6274310946464539,0.2740810811519623,0.22068053483963013
new,0.33739399909973145,0.1521562784910202,0.17228467762470245,0.31402453780174255,0.18670117855072021,0.3234144449234009,0.29187142848968506,0.14782847464084625
spanish,0.20215068757534027,0.13201157748699188,0.1328335851430893,0.27494850754737854,0.1977592408657074,0.23170994222164154,0.2641765773296356,0.14750491082668304
colony,0.22010941803455353,0.24901776015758514,0.23068225383758545,0.2406650185585022,0.2089371383190155,0.17596372961997986,1.0000001192092896,0.13831071555614471
at,0.3286694884300232,0.21762855350971222,0.24269692599773407,0.3571503460407257,0.21969105303287506,0.32544323801994324,0.1879788488149643,0.21978627145290375
st.,0.16463634371757507,0.15651792287826538,0.1699533611536026,0.22686052322387695,0.10991305112838745,0.11447018384933472,0.05839838460087776,0.13592876493930817
augustine,0.19162240624427795,0.14864590764045715,0.14294353127479553,0.1870126724243164,0.18812116980552673,0.16711440682411194,0.20912116765975952,0.21213193237781525
failed,0.24439416825771332,0.24387328326702118,0.2940504252910614,0.28894999623298645,0.3054860234260559,0.32860517501831055,0.1780746579170227,0.16487033665180206
when,0.572554349899292,0.2435331642627716,0.3223257064819336,0.4716290831565857,0.27850767970085144,0.4959332048892975,0.23867273330688477,0.22841128706932068
its,0.5154205560684204,0.16776804625988007,0.12933816015720367,0.3841775357723236,0.25646665692329407,0.43815311789512634,0.2156071662902832,0.15103481709957123
ships,0.24058489501476288,0.3161943256855011,0.34864097833633423,0.27834877371788025,0.3624889850616455,0.20979198813438416,0.3487418293952942,0.18477600812911987
were,0.2807837128639221,0.2540908753871918,0.33864057064056396,0.42175528407096863,0.3411653935909271,0.25469228625297546,0.25585371255874634,0.17890112102031708
hit,0.2796591818332672,0.11607738584280014,0.3388485312461853,0.24528738856315613,0.3708741068840027,0.21130333840847015,0.05281945317983627,0.14460130035877228
by,0.40543368458747864,0.2323688417673111,0.28996092081069946,0.4289871156215668,0.3162408173084259,0.38438332080841064,0.13618241250514984,0.17966607213020325
a,0.56894451379776,0.20244213938713074,0.19468514621257782,0.3739250600337982,0.20851761102676392,0.5422310829162598,0.20176295936107635,0.23916715383529663
