,what,cycle,ac,current,system,did,tesla,propose,?
between,0.2462156116962433,0.1642710119485855,0.10406319051980972,0.17580492794513702,0.1696578860282898,0.16542956233024597,0.13727053999900818,0.17855624854564667,0.12887074053287506
them,0.4994642734527588,0.14891363680362701,0.10509304702281952,0.1492154449224472,0.2131035327911377,0.44189682602882385,0.13284409046173096,0.3661860227584839,0.35435691475868225
",",0.3087472915649414,0.16122886538505554,0.1705707460641861,0.29341426491737366,0.18439900875091553,0.3015086054801941,0.20599327981472015,0.25586456060409546,0.31091248989105225
they,0.4431931674480438,0.15969204902648926,0.13367603719234467,0.13118517398834229,0.24734781682491302,0.4879390597343445,0.1470530778169632,0.23540031909942627,0.2753053903579712
settled,0.23502321541309357,0.08963625878095627,-0.0019995367620140314,0.10857568681240082,0.12669681012630463,0.20065045356750488,0.05053991824388504,0.2234165370464325,0.09694210439920425
on,0.34226128458976746,0.14723779261112213,0.13194037973880768,0.27069616317749023,0.21675898134708405,0.2670976221561432,0.16159376502037048,0.24382996559143066,0.2714994251728058
a,0.3320399522781372,0.21741491556167603,0.11213719099760056,0.1987239569425583,0.2589043080806732,0.2552328109741211,0.2211925983428955,0.2968803346157074,0.23916715383529663
60-cycle,0.22080805897712708,0.8283419013023376,0.0742226168513298,0.18344900012016296,0.18139803409576416,0.12495199590921402,0.12971563637256622,0.22515226900577545,0.1759946048259735
ac,0.12080251425504684,0.04534461721777916,1.0000001192092896,0.21337713301181793,0.1782734990119934,0.08334841579198837,0.31766265630722046,0.11312898993492126,0.19071458280086517
current,0.18294453620910645,0.1747361570596695,0.21337713301181793,1.0,0.17151163518428802,0.07635620981454849,0.19374153017997742,0.30788299441337585,0.12074550241231918
system,0.23557309806346893,0.20094482600688934,0.1782734990119934,0.17151163518428802,1.0000001192092896,0.1967303454875946,0.18243813514709473,0.20577846467494965,0.15556083619594574
tesla,0.23221199214458466,0.02433663047850132,0.31766265630722046,0.19374153017997742,0.18243813514709473,0.09757418930530548,0.9999999403953552,0.17663244903087616,0.10250775516033173
proposed,0.22754324972629547,0.18174004554748535,0.057485442608594894,0.29263535141944885,0.22698014974594116,0.30101871490478516,0.13387306034564972,0.7908630967140198,0.24553193151950836
(,0.2411840260028839,0.15891370177268982,0.2362600415945053,0.25988274812698364,0.15626809000968933,0.18979617953300476,0.2156914919614792,0.22151732444763184,0.40561532974243164
to,0.455847829580307,0.17373278737068176,0.13302072882652283,0.30630946159362793,0.26662686467170715,0.4452643394470215,0.17548894882202148,0.418399453163147,0.29463258385658264
match,0.16586662828922272,0.13424047827720642,0.1380096822977066,0.1507900357246399,0.11004374921321869,0.16929608583450317,0.20154418051242828,0.20878547430038452,0.1879810392856598
the,0.42745697498321533,0.2701641917228699,0.11894276738166809,0.3314409554004669,0.3233085572719574,0.34736719727516174,0.1324402391910553,0.2302119880914688,0.22068053483963013
working,0.2846863269805908,0.1813115030527115,0.13211634755134583,0.18736238777637482,0.2118702232837677,0.2788783311843872,0.206875741481781,0.24897323548793793,0.17154020071029663
frequency,0.2807137370109558,0.1935095638036728,0.2524065375328064,0.21337124705314636,0.20671749114990234,0.13498257100582123,0.2809634506702423,0.2343161404132843,0.17067383229732513
of,0.33290785551071167,0.255176842212677,0.09591341018676758,0.31470298767089844,0.25597915053367615,0.2513895630836487,0.18837453424930573,0.2539187967777252,0.1826142966747284
tesla,0.23221199214458466,0.02433663047850132,0.31766265630722046,0.19374153017997742,0.18243813514709473,0.09757418930530548,0.9999999403953552,0.17663244903087616,0.10250775516033173
's,0.02692362666130066,-0.005367895122617483,0.040544040501117706,0.004145179875195026,0.04329425096511841,0.05069678649306297,0.06449045985937119,0.04386978596448898,-0.023395681753754616
motor,0.18952611088752747,0.20740343630313873,0.2673928141593933,0.2648129463195801,0.24123358726501465,0.13840025663375854,0.3617369830608368,0.16721457242965698,0.0637441948056221
),0.26259949803352356,0.1594121754169464,0.21985545754432678,0.2365816831588745,0.15207810699939728,0.18584993481636047,0.22692398726940155,0.21001864969730377,0.42300865054130554
",",0.3087472915649414,0.16122886538505554,0.1705707460641861,0.29341426491737366,0.18439900875091553,0.3015086054801941,0.20599327981472015,0.25586456060409546,0.31091248989105225
although,0.24844598770141602,0.18127895891666412,0.09052042663097382,0.11875221133232117,0.14506679773330688,0.29252153635025024,0.12368585914373398,0.1997084617614746,0.15541206300258636
they,0.4431931674480438,0.15969204902648926,0.13367603719234467,0.13118517398834229,0.24734781682491302,0.4879390597343445,0.1470530778169632,0.23540031909942627,0.2753053903579712
soon,0.3005380630493164,0.14146457612514496,0.13239800930023193,0.1728440225124359,0.20136332511901855,0.35734426975250244,0.1482267826795578,0.2820484936237335,0.17460282146930695
found,0.1796332150697708,0.12137757241725922,0.07484493404626846,0.0988646000623703,0.15165145695209503,0.15878844261169434,0.052854783833026886,0.169558584690094,0.16790300607681274
that,0.6297725439071655,0.23440147936344147,0.10693444311618805,0.2016455978155136,0.3088737428188324,0.47518548369407654,0.22102725505828857,0.3755408823490143,0.32716336846351624
",",0.3087472915649414,0.16122886538505554,0.1705707460641861,0.29341426491737366,0.18439900875091553,0.3015086054801941,0.20599327981472015,0.25586456060409546,0.31091248989105225
since,0.29783400893211365,0.13623672723770142,0.1324516087770462,0.37281280755996704,0.16340304911136627,0.27613121271133423,0.16858826577663422,0.33519625663757324,0.2876587212085724
tesla,0.23221199214458466,0.02433663047850132,0.31766265630722046,0.19374153017997742,0.18243813514709473,0.09757418930530548,0.9999999403953552,0.17663244903087616,0.10250775516033173
's,0.02692362666130066,-0.005367895122617483,0.040544040501117706,0.004145179875195026,0.04329425096511841,0.05069678649306297,0.06449045985937119,0.04386978596448898,-0.023395681753754616
induction,0.21248550713062286,0.22249196469783783,0.26618337631225586,0.2691754996776581,0.22342351078987122,0.09851984679698944,0.3487966060638428,0.18048182129859924,0.1510571390390396
motor,0.18952611088752747,0.20740343630313873,0.2673928141593933,0.2648129463195801,0.24123358726501465,0.13840025663375854,0.3617369830608368,0.16721457242965698,0.0637441948056221
could,0.4188697934150696,0.10967966914176941,0.12869277596473694,0.1547253578901291,0.2239907830953598,0.6308382749557495,0.16634690761566162,0.3725033104419708,0.3411986827850342
only,0.41415658593177795,0.18752825260162354,0.1822292059659958,0.22477413713932037,0.3086473345756531,0.4039593040943146,0.1789838671684265,0.28524988889694214,0.2767370045185089
run,0.2294815480709076,0.20030657947063446,0.1926003396511078,0.22351756691932678,0.23948153853416443,0.2303875833749771,0.17299385368824005,0.20204676687717438,0.17904110252857208
at,0.2838611304759979,0.16644613444805145,0.1383412778377533,0.17432795464992523,0.1684759259223938,0.28390252590179443,0.16552478075027466,0.19601187109947205,0.21978627145290375
a,0.3320399522781372,0.21741491556167603,0.11213719099760056,0.1987239569425583,0.2589043080806732,0.2552328109741211,0.2211925983428955,0.2968803346157074,0.23916715383529663
constant,0.22559526562690735,0.19345472753047943,0.20283588767051697,0.23040997982025146,0.19863280653953552,0.12941879034042358,0.2864207625389099,0.25757139921188354,0.14516431093215942
speed,0.23285695910453796,0.23133598268032074,0.2478562891483307,0.1969182789325714,0.22995653748512268,0.18063531816005707,0.32621487975120544,0.16581806540489197,0.17392314970493317
",",0.3087472915649414,0.16122886538505554,0.1705707460641861,0.29341426491737366,0.18439900875091553,0.3015086054801941,0.20599327981472015,0.25586456060409546,0.31091248989105225
it,0.45803478360176086,0.16807562112808228,0.11525460332632065,0.21736566722393036,0.30691424012184143,0.2993364930152893,0.17596082389354706,0.25680044293403625,0.25732165575027466
would,0.45766422152519226,0.17015895247459412,0.08295296132564545,0.2518114745616913,0.22481384873390198,0.6268245577812195,0.14290116727352142,0.5447935461997986,0.37178951501846313
not,0.5449194312095642,0.1816037893295288,0.11837281286716461,0.1549006849527359,0.25763750076293945,0.6481515765190125,0.12018213421106339,0.3715692162513733,0.41942933201789856
work,0.3762225806713104,0.21434089541435242,0.17830343544483185,0.13043683767318726,0.24377161264419556,0.336654931306839,0.2545209228992462,0.292924165725708,0.2621155381202698
for,0.3017193675041199,0.20035149157047272,0.13663122057914734,0.27481377124786377,0.2630598843097687,0.318512886762619,0.13983871042728424,0.2834506332874298,0.264628142118454
street,0.14271703362464905,0.054558396339416504,0.07655901461839676,0.11404049396514893,0.07075748592615128,0.13786788284778595,0.15601496398448944,0.15434178709983826,0.07315441966056824
cars,0.18055814504623413,0.2086574286222458,0.2029762715101242,0.15762223303318024,0.16306722164154053,0.24831874668598175,0.34006115794181824,0.19349341094493866,0.1518762707710266
.,0.3567904531955719,0.19143328070640564,0.21823462843894958,0.29179835319519043,0.2277725487947464,0.35288307070732117,0.17949827015399933,0.2183939814567566,0.4130953550338745
