,where,did,abc,construct,it,'s,transmitter,for,its,affiliate,station,in,san,francisco,?
on,0.37630224227905273,0.2670976221561432,0.2862928807735443,0.20692192018032074,0.4529881477355957,0.0026888418942689896,0.20515041053295135,0.36199691891670227,0.34331920742988586,0.24123993515968323,0.29022887349128723,0.46853652596473694,0.20166277885437012,0.18844157457351685,0.2714994251728058
may,0.23215454816818237,0.3038632869720459,0.11823318153619766,0.1830628663301468,0.30672433972358704,-0.07006479054689407,0.19225795567035675,0.29255861043930054,0.17664512991905212,0.1554177850484848,0.1360897421836853,0.3424151837825775,0.16028910875320435,0.1331358253955841,0.2768254578113556
7,-0.1895010620355606,-0.147744283080101,-0.025838254019618034,-0.1353973150253296,-0.11655915528535843,0.09292176365852356,-0.18237854540348053,-0.11536749452352524,-0.0638890340924263,0.016386445611715317,-0.0273804422467947,-0.02604081481695175,0.1134304404258728,0.10760980099439621,-0.15092156827449799
",",0.3149496018886566,0.3015086054801941,0.2097204476594925,0.21148894727230072,0.48329564929008484,-0.0016132977325469255,0.17490538954734802,0.4464869201183319,0.33157986402511597,0.20519042015075684,0.2482491284608841,0.5201468467712402,0.25561806559562683,0.22144022583961487,0.31091248989105225
1949,0.10696028918027878,0.25469261407852173,0.1190110445022583,0.2258445769548416,0.15673361718654633,0.06702027469873428,0.14098365604877472,0.31908273696899414,0.2562781870365143,0.1143428385257721,0.049569450318813324,0.17519041895866394,-0.0006585538503713906,-0.011278324760496616,0.16888584196567535
",",0.3149496018886566,0.3015086054801941,0.2097204476594925,0.21148894727230072,0.48329564929008484,-0.0016132977325469255,0.17490538954734802,0.4464869201183319,0.33157986402511597,0.20519042015075684,0.2482491284608841,0.5201468467712402,0.25561806559562683,0.22144022583961487,0.31091248989105225
billboard,0.17110870778560638,0.22035059332847595,0.2834133207798004,0.11117110401391983,0.26151227951049805,0.08230648189783096,0.22158314287662506,0.22434154152870178,0.19873934984207153,0.16828913986682892,0.1717711240053177,0.17883889377117157,0.16908960044384003,0.22226476669311523,0.22478190064430237
revealed,0.13528285920619965,0.2510281801223755,0.14245356619358063,0.16876524686813354,0.2273460030555725,-0.038864072412252426,0.151737242937088,0.15830440819263458,0.2675565779209137,0.18550772964954376,0.13831190764904022,0.23558005690574646,0.10225396603345871,0.13397210836410522,0.21034270524978638
that,0.4876193106174469,0.47518548369407654,0.17440107464790344,0.3441418409347534,0.5921133160591125,0.04397977516055107,0.2511691749095917,0.4137635827064514,0.416561484336853,0.13372857868671417,0.18958641588687897,0.435920387506485,0.19199305772781372,0.1985872983932495,0.32716336846351624
abc,0.08676808327436447,0.13353709876537323,1.0000001192092896,0.10466734319925308,0.17324577271938324,0.06670809537172318,0.21040628850460052,0.22510288655757904,0.19045390188694,0.2614424228668213,0.21780119836330414,0.1697147786617279,0.21473683416843414,0.22952809929847717,0.19065172970294952
had,0.2596948444843292,0.540525496006012,0.18355661630630493,0.14305950701236725,0.2910259962081909,-0.004401352722197771,0.15419265627861023,0.3270139992237091,0.32081788778305054,0.10391118377447128,0.1625390350818634,0.385026752948761,0.16683337092399597,0.1638832539319992,0.20728366076946259
proposed,0.1112237349152565,0.30101871490478516,0.12573017179965973,0.33578920364379883,0.21997572481632233,-0.011876605451107025,0.18408577144145966,0.24884271621704102,0.21106849610805511,0.11559411883354187,0.18200857937335968,0.2148248553276062,0.08359016478061676,0.12140724807977676,0.24553193151950836
an,0.24824833869934082,0.22598257660865784,0.16561369597911835,0.17257264256477356,0.39472338557243347,0.025255560874938965,0.20838652551174164,0.3236706852912903,0.28139030933380127,0.13780094683170319,0.1697155088186264,0.2605783939361572,0.16998007893562317,0.16658492386341095,0.19793890416622162
investment,0.16481073200702667,0.17448295652866364,0.12610650062561035,0.2668282091617584,0.24149757623672485,0.08797560632228851,0.20320375263690948,0.2421431541442871,0.24027375876903534,0.20256519317626953,0.1606106162071228,0.19176560640335083,0.1136963739991188,0.13536188006401062,0.17811161279678345
of,0.38066378235816956,0.2513895630836487,0.14607268571853638,0.24681958556175232,0.38761502504348755,-0.03817026689648628,0.2015746533870697,0.4185989499092102,0.48690423369407654,0.19963958859443665,0.17394597828388214,0.5696388483047485,0.25237205624580383,0.19117538630962372,0.1826142966747284
$,0.14413857460021973,0.23203131556510925,0.2139672338962555,0.2018798440694809,0.21609486639499664,0.03734852001070976,0.11062083393335342,0.22711659967899323,0.21302127838134766,0.19452594220638275,0.12371653318405151,0.21616753935813904,0.16023726761341095,0.1288125067949295,0.2786129117012024
6.25,0.21970754861831665,0.1018962413072586,0.17651532590389252,0.13420213758945465,0.272784024477005,-0.007846673019230366,0.1884927749633789,0.09042948484420776,0.1953231394290924,0.1993560642004013,0.2978961169719696,0.19703470170497894,0.18457230925559998,0.13868626952171326,0.20594802498817444
million,0.16446907818317413,0.1815238744020462,0.19051116704940796,0.1928596943616867,0.27422818541526794,0.05079329386353493,0.1566011756658554,0.18660776317119598,0.2865995168685913,0.17508146166801453,0.17599834501743317,0.2596224844455719,0.12274323403835297,0.08557038009166718,0.23092924058437347
",",0.3149496018886566,0.3015086054801941,0.2097204476594925,0.21148894727230072,0.48329564929008484,-0.0016132977325469255,0.17490538954734802,0.4464869201183319,0.33157986402511597,0.20519042015075684,0.2482491284608841,0.5201468467712402,0.25561806559562683,0.22144022583961487,0.31091248989105225
of,0.38066378235816956,0.2513895630836487,0.14607268571853638,0.24681958556175232,0.38761502504348755,-0.03817026689648628,0.2015746533870697,0.4185989499092102,0.48690423369407654,0.19963958859443665,0.17394597828388214,0.5696388483047485,0.25237205624580383,0.19117538630962372,0.1826142966747284
which,0.5477990508079529,0.2750149369239807,0.1991286277770996,0.34866049885749817,0.616637647151947,0.03856118768453598,0.3456169664859772,0.44095608592033386,0.5154205560684204,0.13397137820720673,0.20371483266353607,0.4840516746044159,0.190042182803154,0.1560719907283783,0.25814583897590637
