,what,is,secreted,by,the,respiratory,tract,to,trap,microorganisms,?
the,0.42745697498321533,0.5823672413825989,0.290791392326355,0.4408751428127289,1.0,0.22238017618656158,0.2717020511627197,0.535392165184021,0.2515074908733368,0.2374553233385086,0.22068053483963013
flushing,0.19249066710472107,0.22762934863567352,0.2466929405927658,0.14038027822971344,0.30757391452789307,0.2576145827770233,0.22855885326862335,0.2108556181192398,0.21570122241973877,0.14712771773338318,0.14536088705062866
action,0.30170392990112305,0.20976395905017853,0.1862691193819046,0.23816438019275665,0.28415048122406006,0.13056528568267822,0.1539291888475418,0.24674110114574432,0.20899851620197296,0.2119000405073166,0.250188946723938
of,0.33290785551071167,0.4854315221309662,0.2680227756500244,0.3646814823150635,0.733189046382904,0.26080000400543213,0.20875340700149536,0.41548454761505127,0.2053745537996292,0.22795136272907257,0.1826142966747284
tears,0.2509855031967163,0.14549823105335236,0.3488369584083557,0.13263684511184692,0.24051350355148315,0.30532926321029663,0.2893046438694,0.1893632709980011,0.24292029440402985,0.16122321784496307,0.15044362843036652
and,0.31309178471565247,0.3859752118587494,0.2566721737384796,0.4289871156215668,0.5171257257461548,0.2606266140937805,0.22782114148139954,0.48971283435821533,0.20140941441059113,0.2564571499824524,0.20544172823429108
urine,0.21326909959316254,0.20799876749515533,0.5609897375106812,0.1976487785577774,0.22975634038448334,0.3848845362663269,0.42562347650527954,0.2310762256383896,0.20067691802978516,0.42244961857795715,0.16043098270893097
also,0.42747777700424194,0.5012649297714233,0.288822740316391,0.3824189305305481,0.6021018624305725,0.22166632115840912,0.23154552280902863,0.5348826050758362,0.2367865890264511,0.2367064654827118,0.21848613023757935
mechanically,0.2510342001914978,0.27765288949012756,0.3341093361377716,0.3107474744319916,0.32439124584198,0.27035027742385864,0.2647745609283447,0.2967919409275055,0.18557126820087433,0.2917918562889099,0.1182527095079422
expels,0.15712037682533264,0.17041736841201782,0.3675535321235657,0.21649660170078278,0.25529494881629944,0.28852227330207825,0.20307937264442444,0.34294748306274414,0.2531296908855438,0.2579507529735565,0.05435362458229065
pathogens,0.24503889679908752,0.19907276332378387,0.6070496439933777,0.20554135739803314,0.23115308582782745,0.42906245589256287,0.4035767614841461,0.26178881525993347,0.2850531339645386,0.6948268413543701,0.21364152431488037
",",0.3087472915649414,0.4691906273365021,0.20301087200641632,0.3680937886238098,0.4933079481124878,0.34671691060066223,0.22688284516334534,0.44245919585227966,0.23160268366336823,0.22842203080654144,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.19912227988243103,0.3083919286727905,0.39804592728614807,0.18267978727817535,0.1583138108253479,0.43899232149124146,0.20886772871017456,0.14406178891658783,0.21076419949531555
mucus,0.2653682231903076,0.2710811495780945,0.6268927454948425,0.20853982865810394,0.2608017325401306,0.5140634775161743,0.4667362570762634,0.3205220401287079,0.3277497887611389,0.5599762797355652,0.24662978947162628
secreted,0.1878325343132019,0.2188422530889511,1.0,0.2647278606891632,0.290791392326355,0.41315755248069763,0.41555914282798767,0.21926945447921753,0.31139838695526123,0.4860977828502655,0.11639850586652756
by,0.2455483376979828,0.3899846076965332,0.2647278606891632,1.0000001192092896,0.4408751428127289,0.1549837440252304,0.21239453554153442,0.33534231781959534,0.21462935209274292,0.21905258297920227,0.17966607213020325
the,0.42745697498321533,0.5823672413825989,0.290791392326355,0.4408751428127289,1.0,0.22238017618656158,0.2717020511627197,0.535392165184021,0.2515074908733368,0.2374553233385086,0.22068053483963013
respiratory,0.11584015935659409,0.19798392057418823,0.41315755248069763,0.1549837440252304,0.22238017618656158,1.0000001192092896,0.4376336932182312,0.24074585735797882,0.0912172719836235,0.35689854621887207,0.10154426842927933
and,0.31309178471565247,0.3859752118587494,0.2566721737384796,0.4289871156215668,0.5171257257461548,0.2606266140937805,0.22782114148139954,0.48971283435821533,0.20140941441059113,0.2564571499824524,0.20544172823429108
