,at,what,size,and,larger,can,drugs,elicit,a,neutralizing,immune,response,?
larger,0.16844189167022705,0.23663538694381714,0.5483319163322449,0.34781917929649353,1.0000001192092896,0.31163960695266724,0.11271285265684128,0.11230461299419403,0.2846074104309082,0.17377117276191711,0.1682850420475006,0.1827981173992157,0.1602165699005127
drugs,0.19948692619800568,0.27091342210769653,0.10655102878808975,0.26581162214279175,0.11271285265684128,0.2963178753852844,1.0000001192092896,0.369218647480011,0.18365530669689178,0.30653494596481323,0.3115076720714569,0.2356005162000656,0.15436270833015442
(,0.23315078020095825,0.2411840260028839,0.20613399147987366,0.4862271547317505,0.09953869879245758,0.22726960480213165,0.09748654067516327,0.2220355123281479,0.3206180930137634,0.15556925535202026,0.08545625954866409,0.20105482637882233,0.40561532974243164
>,0.11714587360620499,0.10452091693878174,0.25676077604293823,0.24280625581741333,0.20008425414562225,0.1700884997844696,0.1724311113357544,0.1600145846605301,0.14097197353839874,0.11156737804412842,0.1036529615521431,0.17865006625652313,0.25022614002227783
500,0.007655886467546225,-0.08255331963300705,-0.010387180373072624,-0.00014761538477614522,-0.051638200879096985,-0.018143318593502045,0.05063247308135033,0.058440953493118286,-0.024614928290247917,-0.09251368045806885,0.03260212019085884,0.02744119241833687,0.05473969131708145
da,0.14163103699684143,0.17252732813358307,0.08057401329278946,0.197269007563591,0.08932080119848251,0.08610110729932785,0.08230969309806824,0.08130856603384018,0.18525190651416779,0.024633096531033516,0.0612872950732708,0.15159259736537933,0.17175890505313873
),0.23338089883327484,0.26259949803352356,0.1989639550447464,0.4961937665939331,0.11167450249195099,0.23216170072555542,0.11431212723255157,0.2140987515449524,0.3640355169773102,0.15327095985412598,0.052535902708768845,0.2160845845937729,0.42300865054130554
can,0.16641086339950562,0.34502777457237244,0.2714308202266693,0.3675691485404968,0.31163960695266724,1.0,0.2963178753852844,0.2087951898574829,0.3915780484676361,0.33072152733802795,0.2696937620639801,0.19982025027275085,0.3226337134838104
provoke,0.1582847237586975,0.30465468764305115,0.14125284552574158,0.2575068473815918,0.2108231782913208,0.315796822309494,0.25280556082725525,0.2647536098957062,0.21632860600948334,0.3827865421772003,0.25522926449775696,0.4050641655921936,0.2672058939933777
a,0.3095070421695709,0.3320399522781372,0.24953703582286835,0.3739250600337982,0.2846074104309082,0.3915780484676361,0.18365530669689178,0.16648148000240326,1.0,0.24277263879776,0.20466765761375427,0.25924429297447205,0.23916715383529663
neutralizing,0.16712656617164612,0.26580166816711426,0.1775149554014206,0.28810596466064453,0.17377117276191711,0.33072152733802795,0.30653494596481323,0.24994049966335297,0.24277263879776,1.0000001192092896,0.348544716835022,0.33177027106285095,0.16269758343696594
immune,0.11740119010210037,0.2410416603088379,0.10325160622596741,0.14400269091129303,0.1682850420475006,0.2696937620639801,0.3115076720714569,0.2889099419116974,0.20466765761375427,0.348544716835022,1.0,0.43541768193244934,0.16080476343631744
response,0.14833439886569977,0.3532308340072632,0.16986599564552307,0.21754570305347443,0.1827981173992157,0.19982025027275085,0.2356005162000656,0.4029897153377533,0.25924429297447205,0.33177027106285095,0.43541768193244934,1.0000001192092896,0.2007838636636734
",",0.38314947485923767,0.3087472915649414,0.2156888097524643,0.6633074283599854,0.2491181194782257,0.3139454126358032,0.1834760159254074,0.23878136277198792,0.427140474319458,0.2301080822944641,0.15102852880954742,0.24039098620414734,0.31091248989105225
particularly,0.19909445941448212,0.33027681708335876,0.1822780817747116,0.38546788692474365,0.22618812322616577,0.33134233951568604,0.17950496077537537,0.2841286361217499,0.307696133852005,0.2545587718486786,0.23690223693847656,0.29781603813171387,0.2644225060939789
if,0.21405546367168427,0.5277165174484253,0.2910638451576233,0.3498523235321045,0.2683548927307129,0.5903681516647339,0.2800716161727905,0.27885615825653076,0.41272827982902527,0.3222724199295044,0.28697746992111206,0.2783529460430145,0.4441644251346588
the,0.457212895154953,0.42745697498321533,0.2946445941925049,0.5171257257461548,0.378620445728302,0.312528520822525,0.19485467672348022,0.2334575653076172,0.5829201340675354,0.2534770965576172,0.21364226937294006,0.28909924626350403,0.22068053483963013
drugs,0.19948692619800568,0.27091342210769653,0.10655102878808975,0.26581162214279175,0.11271285265684128,0.2963178753852844,1.0000001192092896,0.369218647480011,0.18365530669689178,0.30653494596481323,0.3115076720714569,0.2356005162000656,0.15436270833015442
are,0.2074895054101944,0.29724663496017456,0.25654396414756775,0.48576638102531433,0.33036646246910095,0.5408529043197632,0.2709655165672302,0.18092764914035797,0.265255331993103,0.22317232191562653,0.23878547549247742,0.20697586238384247,0.24591213464736938
administered,0.19786576926708221,0.22505685687065125,0.14929114282131195,0.2802276909351349,0.20315183699131012,0.15153802931308746,0.22711679339408875,0.20851925015449524,0.19899868965148926,0.23925456404685974,0.18540045619010925,0.2159159779548645,0.11263694614171982
repeatedly,0.15433776378631592,0.3288915753364563,0.17025712132453918,0.25379374623298645,0.17311754822731018,0.30998748540878296,0.21716350317001343,0.24748748540878296,0.2288050651550293,0.3679742217063904,0.2818160355091095,0.2989376187324524,0.23499341309070587
