,what,newcastle,road,heads,west,to,carlisle,?
major,0.21026742458343506,0.15312890708446503,0.195103257894516,0.06721212714910507,0.21044398844242096,0.19240309298038483,0.16041074693202972,0.19788557291030884
roads,0.19353218376636505,0.192631334066391,0.6293504238128662,0.249562606215477,0.19895605742931366,0.23584575951099396,0.3164709806442261,0.17565645277500153
in,0.30808621644973755,0.19270820915699005,0.23586870729923248,0.14076673984527588,0.34078434109687805,0.45010748505592346,0.31128111481666565,0.20430970191955566
the,0.42745697498321533,0.2253497689962387,0.27181798219680786,0.3017694354057312,0.32918402552604675,0.535392165184021,0.2641487419605255,0.22068053483963013
area,0.21965408325195312,0.18503880500793457,0.2523579001426697,0.169773668050766,0.3297291398048401,0.2797197997570038,0.24586662650108337,0.12640461325645447
include,0.1535889357328415,0.0805373415350914,0.1415071189403534,0.20693661272525787,0.12671242654323578,0.1820748895406723,0.10337664932012558,0.14925788342952728
the,0.42745697498321533,0.2253497689962387,0.27181798219680786,0.3017694354057312,0.32918402552604675,0.535392165184021,0.2641487419605255,0.22068053483963013
a1,0.018953397870063782,-0.06691265851259232,-0.00016436779696960002,0.028851639479398727,0.06012755259871483,0.06935721635818481,-0.036817293614149094,-0.015579691156744957
(,0.2411840260028839,0.13896974921226501,0.1658727526664734,0.1476949155330658,0.17718875408172607,0.30882009863853455,0.19902458786964417,0.40561532974243164
gateshead,0.15238600969314575,0.5162909030914307,0.3922548294067383,0.24814088642597198,0.3452970087528229,0.2273954600095749,0.41866040229797363,0.14773961901664734
newcastle,0.16276082396507263,1.0000001192092896,0.20966708660125732,0.2528706192970276,0.26235947012901306,0.23559264838695526,0.38867828249931335,0.0902252271771431
western,0.2454150915145874,0.20867665112018585,0.143191859126091,0.17441631853580475,0.5031110048294067,0.18838192522525787,0.19845375418663025,0.17439141869544983
bypass,0.25719916820526123,0.15159034729003906,0.3462095856666565,0.07908479869365692,0.22435106337070465,0.28686386346817017,0.19613485038280487,0.18418999016284943
),0.26259949803352356,0.15254424512386322,0.18800894916057587,0.13319003582000732,0.17997638881206512,0.31236231327056885,0.21873511373996735,0.42300865054130554
",",0.3087472915649414,0.251589834690094,0.1889011263847351,0.22729305922985077,0.28857502341270447,0.44245919585227966,0.2770843207836151,0.31091248989105225
stretching,0.24755911529064178,0.183895543217659,0.2020118236541748,0.21913065016269684,0.3093377947807312,0.2752685844898224,0.187138631939888,0.10934048146009445
north,0.18673177063465118,0.28581127524375916,0.3042990565299988,0.2016420066356659,0.6085373163223267,0.2743184268474579,0.29283952713012695,0.11829731613397598
to,0.455847829580307,0.23559264838695526,0.21026462316513062,0.22073912620544434,0.24611181020736694,1.0,0.19589507579803467,0.29463258385658264
edinburgh,0.10800135135650635,0.3934532105922699,0.2226899266242981,0.154865100979805,0.185480535030365,0.14218463003635406,0.2868310511112213,0.09266204386949539
and,0.31309178471565247,0.20204751193523407,0.21445010602474213,0.25962650775909424,0.273951917886734,0.48971283435821533,0.29908931255340576,0.20544172823429108
south,0.15388517081737518,0.3142260015010834,0.2733546197414398,0.20509757101535797,0.6137221455574036,0.25657615065574646,0.31966784596443176,0.12336621433496475
to,0.455847829580307,0.23559264838695526,0.21026462316513062,0.22073912620544434,0.24611181020736694,1.0,0.19589507579803467,0.29463258385658264
london,0.15188734233379364,0.3328736424446106,0.29065409302711487,0.10077733546495438,0.1901300549507141,0.2021344155073166,0.2753251791000366,0.11278104782104492
;,0.10986888408660889,0.10598292201757431,0.03766179829835892,-0.0021366849541664124,0.07028999924659729,0.0979827418923378,0.07994814962148666,0.10349778085947037
the,0.42745697498321533,0.2253497689962387,0.27181798219680786,0.3017694354057312,0.32918402552604675,0.535392165184021,0.2641487419605255,0.22068053483963013
a19,0.07926604896783829,-0.22678588330745697,-0.17083881795406342,0.012650460936129093,-0.24775977432727814,0.037380486726760864,-0.21627749502658844,0.0443696528673172
heading,0.354609876871109,0.27676260471343994,0.22901643812656403,0.3143993616104126,0.2576882243156433,0.3210565745830536,0.22069419920444489,0.33725887537002563
south,0.15388517081737518,0.3142260015010834,0.2733546197414398,0.20509757101535797,0.6137221455574036,0.25657615065574646,0.31966784596443176,0.12336621433496475
past,0.3538547456264496,0.15514834225177765,0.166639044880867,0.1846267431974411,0.1763169765472412,0.3031400740146637,0.17051328718662262,0.2598046660423279
sunderland,0.14461837708950043,0.5715211033821106,0.28044241666793823,0.19885633885860443,0.2579736113548279,0.19047857820987701,0.4390745759010315,0.1341698169708252
and,0.31309178471565247,0.20204751193523407,0.21445010602474213,0.25962650775909424,0.273951917886734,0.48971283435821533,0.29908931255340576,0.20544172823429108
middlesbrough,0.2253897339105606,0.6062242388725281,0.3140070140361786,0.17121554911136627,0.36907804012298584,0.2320498377084732,0.5263620615005493,0.25069546699523926
to,0.455847829580307,0.23559264838695526,0.21026462316513062,0.22073912620544434,0.24611181020736694,1.0,0.19589507579803467,0.29463258385658264
york,0.15652963519096375,0.3378005027770996,0.19950991868972778,0.1128934696316719,0.19338439404964447,0.22230617702007294,0.2822374105453491,0.15262620151042938
and,0.31309178471565247,0.20204751193523407,0.21445010602474213,0.25962650775909424,0.273951917886734,0.48971283435821533,0.29908931255340576,0.20544172823429108
doncaster,0.17558258771896362,0.47288674116134644,0.3302997946739197,0.14079414308071136,0.36964789032936096,0.18942151963710785,0.44886770844459534,0.12163535505533218
;,0.10986888408660889,0.10598292201757431,0.03766179829835892,-0.0021366849541664124,0.07028999924659729,0.0979827418923378,0.07994814962148666,0.10349778085947037
the,0.42745697498321533,0.2253497689962387,0.27181798219680786,0.3017694354057312,0.32918402552604675,0.535392165184021,0.2641487419605255,0.22068053483963013
a69,0.011292273178696632,0.08225557953119278,0.03344973176717758,0.015641283243894577,0.07277794927358627,-0.037077516317367554,0.07667505741119385,-0.06338778138160706
heading,0.354609876871109,0.27676260471343994,0.22901643812656403,0.3143993616104126,0.2576882243156433,0.3210565745830536,0.22069419920444489,0.33725887537002563
west,0.1946573108434677,0.26235947012901306,0.2529527544975281,0.16575804352760315,1.0,0.24611181020736694,0.3314938545227051,0.12088293582201004
to,0.455847829580307,0.23559264838695526,0.21026462316513062,0.22073912620544434,0.24611181020736694,1.0,0.19589507579803467,0.29463258385658264
carlisle,0.2330450862646103,0.38867828249931335,0.319290429353714,0.13553190231323242,0.3314938545227051,0.19589507579803467,0.9999998807907104,0.23354613780975342
;,0.10986888408660889,0.10598292201757431,0.03766179829835892,-0.0021366849541664124,0.07028999924659729,0.0979827418923378,0.07994814962148666,0.10349778085947037
the,0.42745697498321533,0.2253497689962387,0.27181798219680786,0.3017694354057312,0.32918402552604675,0.535392165184021,0.2641487419605255,0.22068053483963013
a696,0.006459783297032118,-0.05544579029083252,-0.09982674568891525,-0.021754076704382896,0.023584920912981033,-0.05911342054605484,-0.08430769294500351,-0.07526197284460068
",",0.3087472915649414,0.251589834690094,0.1889011263847351,0.22729305922985077,0.28857502341270447,0.44245919585227966,0.2770843207836151,0.31091248989105225
which,0.5261979103088379,0.19934645295143127,0.1865592896938324,0.24010717868804932,0.22164945304393768,0.5345056653022766,0.20435352623462677,0.25814583897590637
becomes,0.15717560052871704,0.119755320250988,0.11480171978473663,0.22171051800251007,0.09602265805006027,0.22548897564411163,0.13362382352352142,0.1751440465450287
the,0.42745697498321533,0.2253497689962387,0.27181798219680786,0.3017694354057312,0.32918402552604675,0.535392165184021,0.2641487419605255,0.22068053483963013
a68,0.09403269737958908,-0.08422869443893433,-0.09997285157442093,0.003925486002117395,-0.16044077277183533,0.0011398768983781338,-0.11367223411798477,0.13398919999599457
heads,0.22840413451194763,0.2528706192970276,0.16981855034828186,1.0,0.16575804352760315,0.22073912620544434,0.13553190231323242,0.13046061992645264
past,0.3538547456264496,0.15514834225177765,0.166639044880867,0.1846267431974411,0.1763169765472412,0.3031400740146637,0.17051328718662262,0.2598046660423279
newcastle,0.16276082396507263,1.0000001192092896,0.20966708660125732,0.2528706192970276,0.26235947012901306,0.23559264838695526,0.38867828249931335,0.0902252271771431
airport,0.1263120174407959,0.2453719973564148,0.26635175943374634,0.11123247444629669,0.2463395893573761,0.2481278032064438,0.1555437594652176,0.13105051219463348
and,0.31309178471565247,0.20204751193523407,0.21445010602474213,0.25962650775909424,0.273951917886734,0.48971283435821533,0.29908931255340576,0.20544172823429108
up,0.28591108322143555,0.16100791096687317,0.17368920147418976,0.33309370279312134,0.18261216580867767,0.40375280380249023,0.21829193830490112,0.1819818764925003
