,what,field,involves,the,study,of,the,immune,system,?
common,0.19989867508411407,0.12510007619857788,0.28533047437667847,0.2705984115600586,0.22861821949481964,0.2949881851673126,0.2705984115600586,0.24083064496517181,0.22642795741558075,0.20434872806072235
autoimmune,0.24827490746974945,0.08031711727380753,0.32149481773376465,0.23308201134204865,0.24729952216148376,0.24011005461215973,0.23308201134204865,0.796642005443573,0.3583897352218628,0.21146810054779053
diseases,0.276649534702301,0.16418059170246124,0.2798706889152527,0.2655201852321625,0.3102211654186249,0.25425323843955994,0.2655201852321625,0.5229466557502747,0.30523961782455444,0.1916700154542923
include,0.1535889357328415,0.17088007926940918,0.2845163941383362,0.2951717972755432,0.19860079884529114,0.37431180477142334,0.2951717972755432,0.19620783627033234,0.10040400177240372,0.14925788342952728
hashimoto,0.16376768052577972,0.1301882416009903,0.19979217648506165,0.22641772031784058,0.12378308922052383,0.2026413381099701,0.22641772031784058,0.20304183661937714,0.12652818858623505,0.16113486886024475
's,0.02692362666130066,0.07850787043571472,-0.04749912768602371,-0.01540423184633255,0.03247833624482155,-0.03817026689648628,-0.01540423184633255,-0.07542949169874191,0.04329425096511841,-0.023395681753754616
thyroiditis,0.2269304096698761,0.10742035508155823,0.25744718313217163,0.22335495054721832,0.23370859026908875,0.21654914319515228,0.22335495054721832,0.5131733417510986,0.2461952269077301,0.23407697677612305
",",0.3087472915649414,0.27645614743232727,0.2186070829629898,0.4933079481124878,0.26425549387931824,0.4946078956127167,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.31091248989105225
rheumatoid,0.23139715194702148,0.13651737570762634,0.2951544523239136,0.21823932230472565,0.343120276927948,0.26639437675476074,0.21823932230472565,0.4515703320503235,0.2576729655265808,0.21610775589942932
arthritis,0.21903404593467712,0.12188610434532166,0.25485721230506897,0.19176511466503143,0.24314744770526886,0.23421292006969452,0.19176511466503143,0.42283350229263306,0.2070138156414032,0.2226410061120987
",",0.3087472915649414,0.27645614743232727,0.2186070829629898,0.4933079481124878,0.26425549387931824,0.4946078956127167,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.31091248989105225
diabetes,0.2280033826828003,0.09978903830051422,0.20740313827991486,0.19829393923282623,0.16876891255378723,0.227726012468338,0.19829393923282623,0.3986350893974304,0.14751023054122925,0.14037789404392242
mellitus,0.29169324040412903,0.11068420857191086,0.24632473289966583,0.21317419409751892,0.26379135251045227,0.27803686261177063,0.21317419409751892,0.41494980454444885,0.27296310663223267,0.22471919655799866
type,0.2722663879394531,0.19923466444015503,0.3002933859825134,0.21819381415843964,0.16852396726608276,0.18112817406654358,0.21819381415843964,0.21810857951641083,0.24706636369228363,0.17536182701587677
1,-0.21266892552375793,-0.09937694668769836,-0.24733923375606537,-0.1554475575685501,-0.12781494855880737,-0.09473495930433273,-0.1554475575685501,-0.2958648204803467,-0.17064590752124786,-0.249979168176651
",",0.3087472915649414,0.27645614743232727,0.2186070829629898,0.4933079481124878,0.26425549387931824,0.4946078956127167,0.4933079481124878,0.15102852880954742,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.26487240195274353,0.2851496934890747,0.5171257257461548,0.300253301858902,0.5116966962814331,0.5171257257461548,0.14400269091129303,0.231138214468956,0.20544172823429108
systemic,0.2481229603290558,0.17572422325611115,0.37555745244026184,0.2607603073120117,0.2219659984111786,0.23514685034751892,0.2607603073120117,0.4709692895412445,0.6791141033172607,0.21462444961071014
lupus,0.1683320701122284,0.1002272218465805,0.18301862478256226,0.20088058710098267,0.1591908484697342,0.16885782778263092,0.20088058710098267,0.3160908818244934,0.24258838593959808,0.19493068754673004
erythematosus,0.2594428062438965,0.1330469399690628,0.262511670589447,0.17671650648117065,0.33425480127334595,0.19446128606796265,0.17671650648117065,0.48720139265060425,0.28816697001457214,0.21907463669776917
.,0.3567904531955719,0.23224417865276337,0.17409084737300873,0.5934505462646484,0.23432257771492004,0.5352458953857422,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.4130953550338745
