,what,was,tesla,'s,father,'s,original,plans,for,tesla,?
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.06449045985937119,0.12877261638641357,0.1346050500869751,0.13983871042728424,0.9999999403953552,0.10250775516033173
's,0.02692362666130066,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.029256420210003853,0.9999999403953552,0.0564689077436924,0.036409471184015274,-0.07241261005401611,0.06449045985937119,-0.023395681753754616
father,0.21527598798274994,0.3492507338523865,0.08892767131328583,0.029256420210003853,1.0,0.029256420210003853,0.1708931177854538,0.2743156850337982,0.19884538650512695,0.08892767131328583,0.14826634526252747
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,-0.0016132977325469255,0.23508994281291962,0.227532297372818,0.4464869201183319,0.20599327981472015,0.31091248989105225
in,0.30808621644973755,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.25954100489616394,-0.037580832839012146,0.2534193694591522,0.24845264852046967,0.4322226941585541,0.17097744345664978,0.20430970191955566
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.22525158524513245,0.04866964742541313,0.25438275933265686,0.24623830616474152,0.44038116931915283,0.2211925983428955,0.23916715383529663
moment,0.36927977204322815,0.21647955477237701,0.2545836865901947,0.0018329198937863111,0.15222345292568207,0.0018329198937863111,0.18826548755168915,0.27377042174339294,0.3361648917198181,0.2545836865901947,0.2632211744785309
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.22142449021339417,-0.03817026689648628,0.30228546261787415,0.2635323703289032,0.4185989499092102,0.18837453424930573,0.1826142966747284
despair,0.2966436445713043,0.15812550485134125,0.1158948466181755,0.010456306859850883,0.2891182005405426,0.010456306859850883,0.09437583386898041,0.28840216994285583,0.20267434418201447,0.1158948466181755,0.20458349585533142
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,-0.0016132977325469255,0.23508994281291962,0.227532297372818,0.4464869201183319,0.20599327981472015,0.31091248989105225
promised,0.24721461534500122,0.32441285252571106,0.06667099893093109,0.006659887731075287,0.32126161456108093,0.006659887731075287,0.09432646632194519,0.4193461239337921,0.26468536257743835,0.06667099893093109,0.22630755603313446
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.03782717138528824,0.30182456970214844,0.367337167263031,0.4451248347759247,0.17548894882202148,0.29463258385658264
send,0.28887391090393066,0.11789905279874802,0.11657148599624634,0.07027942687273026,0.14608126878738403,0.07027942687273026,0.11082251369953156,0.2514173984527588,0.26787710189819336,0.11657148599624634,0.1784207671880722
him,0.34912991523742676,0.3675798773765564,0.14682093262672424,0.004161491058766842,0.47097480297088623,0.004161491058766842,0.1683272272348404,0.3230818808078766,0.34431272745132446,0.14682093262672424,0.23943768441677094
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.2544635832309723,0.03782717138528824,0.30182456970214844,0.367337167263031,0.4451248347759247,0.17548894882202148,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.24010279774665833,-0.01540423184633255,0.4037000238895416,0.30240729451179504,0.4739971458911896,0.1324402391910553,0.22068053483963013
best,0.3036847710609436,0.2817839980125427,0.08007288724184036,0.06545830518007278,0.15764084458351135,0.06545830518007278,0.36471080780029297,0.14197313785552979,0.45128104090690613,0.08007288724184036,0.2799045741558075
engineering,0.1897483468055725,0.21916431188583374,0.31800028681755066,0.022579053416848183,0.1842334270477295,0.022579053416848183,0.19529947638511658,0.20148538053035736,0.25135883688926697,0.31800028681755066,0.16555240750312805
school,0.18774057924747467,0.25740107893943787,0.16295383870601654,-0.017113132402300835,0.32179898023605347,-0.017113132402300835,0.16703176498413086,0.1991591900587082,0.18618352711200714,0.16295383870601654,0.15091250836849213
if,0.5277165174484253,0.16164100170135498,0.21493224799633026,-0.0015437148977071047,0.1279524564743042,-0.0015437148977071047,0.22208896279335022,0.2264043241739273,0.3609124422073364,0.21493224799633026,0.4441644251346588
he,0.3114890456199646,0.5410010814666748,0.12373391538858414,0.024063590914011,0.4997532367706299,0.024063590914011,0.19117781519889832,0.23924052715301514,0.4540175199508667,0.12373391538858414,0.2089974731206894
recovered,0.1780729442834854,0.32598429918289185,0.06951883435249329,-0.014260370284318924,0.22619770467281342,-0.014260370284318924,0.17412394285202026,0.19207634031772614,0.18925832211971283,0.06951883435249329,0.08912046253681183
from,0.2737620174884796,0.31171464920043945,0.10324860364198685,-0.01936490088701248,0.19987469911575317,-0.01936490088701248,0.233787402510643,0.1369670331478119,0.314039945602417,0.10324860364198685,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.24010279774665833,-0.01540423184633255,0.4037000238895416,0.30240729451179504,0.4739971458911896,0.1324402391910553,0.22068053483963013
illness,0.16011852025985718,0.24997641146183014,0.07226704061031342,0.014191416092216969,0.27129894495010376,0.014191416092216969,0.0363747663795948,0.1466628760099411,0.18845072388648987,0.07226704061031342,0.13208319246768951
(,0.2411840260028839,0.2980341613292694,0.2156914919614792,0.0012731997994706035,0.18266165256500244,0.0012731997994706035,0.24095207452774048,0.1193888708949089,0.3357032239437103,0.2156914919614792,0.40561532974243164
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.5241755247116089,0.047556519508361816,0.25526919960975647,0.3191818594932556,0.39312878251075745,0.1580733060836792,0.18075084686279297
father,0.21527598798274994,0.3492507338523865,0.08892767131328583,0.029256420210003853,1.0,0.029256420210003853,0.1708931177854538,0.2743156850337982,0.19884538650512695,0.08892767131328583,0.14826634526252747
had,0.23849567770957947,0.5927209258079529,0.12050733715295792,-0.004401352722197771,0.27924787998199463,-0.004401352722197771,0.239691361784935,0.35276031494140625,0.3270139992237091,0.12050733715295792,0.20728366076946259
