,when,was,the,british,east,india,company,established,?
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23084034025669098,0.32659441232681274,0.27070173621177673,0.22141718864440918,0.3118882477283478,0.20430970191955566
1599,-0.11098342388868332,0.16154175996780396,0.08694613724946976,0.10914275050163269,0.197780042886734,0.09184608608484268,0.04956941679120064,0.03890850394964218,-0.12893296778202057
the,0.5091903209686279,0.48711544275283813,1.0,0.28973397612571716,0.3383176326751709,0.3108653426170349,0.26591673493385315,0.33092597126960754,0.22068053483963013
british,0.1642608791589737,0.31934812664985657,0.28973397612571716,1.0,0.2675866186618805,0.3945082724094391,0.23512013256549835,0.20522625744342804,0.09711728990077972
east,0.23069076240062714,0.2747166156768799,0.3383176326751709,0.2675866186618805,1.0000001192092896,0.31207379698753357,0.16379325091838837,0.16913437843322754,0.10070597380399704
india,0.17761456966400146,0.22117909789085388,0.3108653426170349,0.3945082724094391,0.31207379698753357,1.0,0.25443094968795776,0.22906434535980225,0.10473668575286865
company,0.2219121903181076,0.2293137013912201,0.26591673493385315,0.23512013256549835,0.16379325091838837,0.25443094968795776,1.0,0.2144814133644104,0.12195809185504913
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.31934812664985657,0.2747166156768799,0.22117909789085388,0.2293137013912201,0.26515325903892517,0.18412111699581146
established,0.18169470131397247,0.26515325903892517,0.33092597126960754,0.20522625744342804,0.16913437843322754,0.22906434535980225,0.2144814133644104,0.9999998807907104,0.15917523205280304
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.325880765914917,0.27633291482925415,0.2782815098762512,0.23788511753082275,0.2369968742132187,0.20544172823429108
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.31934812664985657,0.2747166156768799,0.22117909789085388,0.2293137013912201,0.26515325903892517,0.18412111699581146
chartered,0.19175173342227936,0.28282782435417175,0.23650901019573212,0.23192889988422394,0.23573140799999237,0.22862757742404938,0.3590770661830902,0.34564900398254395,0.09353633224964142
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.26707085967063904,0.2120126187801361,0.18895497918128967,0.22328482568264008,0.21138796210289001,0.17966607213020325
queen,0.18993566930294037,0.24258024990558624,0.24681736528873444,0.23263192176818848,0.17524011433124542,0.165458545088768,0.08141303062438965,0.1682538390159607,0.17460165917873383
elizabeth,0.18279187381267548,0.26819300651550293,0.19892844557762146,0.3008992671966553,0.16421864926815033,0.15878620743751526,0.16706176102161407,0.1679992973804474,0.157150536775589
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23084034025669098,0.32659441232681274,0.27070173621177673,0.22141718864440918,0.3118882477283478,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.28973397612571716,0.3383176326751709,0.3108653426170349,0.26591673493385315,0.33092597126960754,0.22068053483963013
following,0.3263498842716217,0.16493390500545502,0.39779382944107056,0.15450286865234375,0.21431611478328705,0.1773032248020172,0.12013605982065201,0.19179625809192657,0.1555173695087433
year,0.3014719784259796,0.3209837079048157,0.3609684407711029,0.16501371562480927,0.1623239815235138,0.21876831352710724,0.1253320872783661,0.2346011996269226,0.18315006792545319
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.23159366846084595,0.28351864218711853,0.29068249464035034,0.266353577375412,0.23771190643310547,0.4130953550338745
