,how,old,was,john,elway,when,he,played,in,super,bowl,xxxiii,?
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2230520099401474,0.2985321283340454,0.5091903209686279,0.4571082592010498,0.2603478729724884,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
past,0.38227924704551697,0.2857542634010315,0.17324605584144592,0.1335068941116333,0.2355150729417801,0.30442169308662415,0.2518922686576843,0.11287500709295273,0.24275542795658112,0.15902681648731232,0.17576618492603302,0.16145405173301697,0.2598046660423279
record,0.1698412001132965,0.12360779941082001,0.2787264287471771,0.22190625965595245,0.2513806223869324,0.20779715478420258,0.2278594821691513,0.22645319998264313,0.23162534832954407,0.2505435347557068,0.24389338493347168,0.2655649185180664,0.14407116174697876
was,0.16678167879581451,0.2867572605609894,1.0000001192092896,0.2875721752643585,0.24907957017421722,0.37326499819755554,0.5410010814666748,0.3139837682247162,0.45514053106307983,0.21420986950397491,0.21915455162525177,0.2836242914199829,0.18412111699581146
held,0.06776752322912216,0.1112646535038948,0.30231067538261414,0.14682316780090332,0.16974188387393951,0.1848648637533188,0.2682671546936035,0.3098863363265991,0.3127288818359375,0.1602509617805481,0.1913566142320633,0.25991690158843994,0.14103956520557404
by,0.34370526671409607,0.16804057359695435,0.4752357602119446,0.2502059042453766,0.19525057077407837,0.4376842677593231,0.2485479861497879,0.1480340212583542,0.370934396982193,0.15233319997787476,0.12992306053638458,0.20287960767745972,0.17966607213020325
john,0.16882067918777466,0.10236245393753052,0.2875721752643585,1.0000001192092896,0.3617522716522217,0.20069552958011627,0.24136601388454437,0.18034817278385162,0.22177861630916595,0.1567493975162506,0.19344750046730042,0.2142796516418457,0.13162356615066528
elway,0.1871117353439331,0.23711493611335754,0.24907957017421722,0.3617522716522217,1.0000001192092896,0.25697657465934753,0.3122730851173401,0.34008869528770447,0.2640700042247772,0.2389257848262787,0.3023669123649597,0.32840511202812195,0.2248448133468628
",",0.22659391164779663,0.26524028182029724,0.45456063747406006,0.23961079120635986,0.3350414037704468,0.36674630641937256,0.40251094102859497,0.2987361550331116,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.28180480003356934,0.31091248989105225
who,0.4070430099964142,0.2511109709739685,0.3318818509578705,0.30388808250427246,0.30533918738365173,0.48282691836357117,0.5500732064247131,0.26104769110679626,0.2792111933231354,0.1819351613521576,0.09189514070749283,0.1448201686143875,0.26220351457595825
led,0.15437260270118713,0.09053656458854675,0.34443995356559753,0.19885379076004028,0.19570133090019226,0.2072276622056961,0.26135149598121643,0.20110248029232025,0.2990247309207916,0.12589675188064575,0.16275393962860107,0.19710756838321686,0.09273858368396759
the,0.33890387415885925,0.31849798560142517,0.48711544275283813,0.2230520099401474,0.2985321283340454,0.5091903209686279,0.4571082592010498,0.2603478729724884,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
