,what,was,julian,hawthorne,'s,relation,to,tesla,?
tesla,0.23221199214458466,0.16455206274986267,0.2276957929134369,0.07008402794599533,0.06449045985937119,0.15188434720039368,0.17548894882202148,0.9999999403953552,0.10250775516033173
's,0.02692362666130066,0.008974763564765453,0.027576027438044548,0.02632436901330948,0.9999999403953552,-0.07036784291267395,0.03782717138528824,0.06449045985937119,-0.023395681753754616
friend,0.21574655175209045,0.28420519828796387,0.19991298019886017,0.2185804694890976,0.11368956416845322,0.2516098618507385,0.263187438249588,0.14410300552845,0.12953594326972961
",",0.3087472915649414,0.45456063747406006,0.22001588344573975,0.3268054723739624,-0.0016132977325469255,0.2668071985244751,0.44245919585227966,0.20599327981472015,0.31091248989105225
julian,0.16170839965343475,0.17367732524871826,1.0,0.17780627310276031,0.027576027438044548,0.18686756491661072,0.1434798389673233,0.2276957929134369,0.12634457647800446
hawthorne,0.16933989524841309,0.28494399785995483,0.17780627310276031,0.9999998807907104,0.02632436901330948,0.10460001230239868,0.2001778781414032,0.07008402794599533,0.10460502654314041
",",0.3087472915649414,0.45456063747406006,0.22001588344573975,0.3268054723739624,-0.0016132977325469255,0.2668071985244751,0.44245919585227966,0.20599327981472015,0.31091248989105225
wrote,0.2664989233016968,0.40092042088508606,0.19018644094467163,0.20825964212417603,0.07554080337285995,0.16330379247665405,0.18888387084007263,0.13169313967227936,0.19322504103183746
",",0.3087472915649414,0.45456063747406006,0.22001588344573975,0.3268054723739624,-0.0016132977325469255,0.2668071985244751,0.44245919585227966,0.20599327981472015,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.10254405438899994,-0.03624141216278076,-0.03416389226913452,0.12799957394599915,0.06720756739377975,0.04274534806609154,0.0685480609536171
seldom,0.27516674995422363,0.13677570223808289,0.22762545943260193,0.19136613607406616,-0.012306745164096355,0.2114853411912918,0.3013942539691925,0.18413279950618744,0.18110725283622742
did,0.4259131848812103,0.41399896144866943,0.1519787609577179,0.17837561666965485,0.05069678649306297,0.1932600736618042,0.4452643394470215,0.09757418930530548,0.3023456633090973
one,0.376489520072937,0.3752199709415436,0.2069593369960785,0.24250340461730957,0.06913424283266068,0.2758921980857849,0.4025384783744812,0.2218162566423416,0.2673267424106598
meet,0.2533189356327057,0.14274883270263672,0.1402863711118698,0.19312071800231934,-0.05353774130344391,0.24395255744457245,0.3202740550041199,0.01092609204351902,0.1658235788345337
a,0.3320399522781372,0.4508470594882965,0.15794508159160614,0.24490384757518768,0.04866964742541313,0.3077252209186554,0.45503583550453186,0.2211925983428955,0.23916715383529663
scientist,0.19887776672840118,0.28327304124832153,0.17061378061771393,0.2678353488445282,-0.003612953471019864,0.17294146120548248,0.1818641871213913,0.2603257894515991,0.1278093308210373
or,0.33867141604423523,0.2330796718597412,0.027676749974489212,0.16876257956027985,0.06871571391820908,0.266411691904068,0.38921234011650085,0.1529218554496765,0.32389625906944275
engineer,0.1520753651857376,0.2460750937461853,0.18184928596019745,0.24908074736595154,0.0384523943066597,0.11796114593744278,0.14876389503479004,0.30233198404312134,0.12995383143424988
who,0.40942975878715515,0.3318818509578705,0.17764613032341003,0.17845825850963593,0.05599616840481758,0.1720162332057953,0.42656609416007996,0.1520961970090866,0.26220351457595825
was,0.22111038863658905,1.0000001192092896,0.17367732524871826,0.28494399785995483,0.008974763564765453,0.16749541461467743,0.3636345863342285,0.16455206274986267,0.18412111699581146
also,0.42747777700424194,0.4032125174999237,0.18179228901863098,0.28937047719955444,-0.0014726108638569713,0.3178533911705017,0.5348826050758362,0.16213464736938477,0.21848613023757935
a,0.3320399522781372,0.4508470594882965,0.15794508159160614,0.24490384757518768,0.04866964742541313,0.3077252209186554,0.45503583550453186,0.2211925983428955,0.23916715383529663
poet,0.10796449333429337,0.2649230360984802,0.24856586754322052,0.20505869388580322,-0.005878646858036518,0.09323950856924057,0.10798834264278412,0.13666069507598877,0.16892145574092865
",",0.3087472915649414,0.45456063747406006,0.22001588344573975,0.3268054723739624,-0.0016132977325469255,0.2668071985244751,0.44245919585227966,0.20599327981472015,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.15794508159160614,0.24490384757518768,0.04866964742541313,0.3077252209186554,0.45503583550453186,0.2211925983428955,0.23916715383529663
philosopher,0.22530826926231384,0.2678843140602112,0.2971465587615967,0.18344199657440186,0.024372873827815056,0.22663997113704681,0.14895455539226532,0.17857035994529724,0.1893014907836914
