,what,helped,spread,protestantism,in,france,?
the,0.42745697498321533,0.3108886480331421,0.28994160890579224,0.2780466079711914,0.6662389636039734,0.35517507791519165,0.22068053483963013
availability,0.24490328133106232,0.09658943861722946,0.24034686386585236,0.1659984588623047,0.11541186273097992,0.15471716225147247,0.2022707462310791
of,0.33290785551071167,0.26548290252685547,0.2895529866218567,0.31892913579940796,0.5696388483047485,0.3265724182128906,0.1826142966747284
the,0.42745697498321533,0.3108886480331421,0.28994160890579224,0.2780466079711914,0.6662389636039734,0.35517507791519165,0.22068053483963013
bible,0.33710888028144836,0.11050879955291748,0.21541190147399902,0.47272470593452454,0.17902518808841705,0.19893741607666016,0.22667601704597473
in,0.30808621644973755,0.304380863904953,0.24312569200992584,0.24573495984077454,1.0,0.3812309503555298,0.20430970191955566
vernacular,0.2667075991630554,0.15402072668075562,0.1641438603401184,0.3415506184101105,0.23585578799247742,0.18459093570709229,0.2268863171339035
languages,0.21771854162216187,0.12925180792808533,0.1863408237695694,0.28221091628074646,0.18883031606674194,0.20645634829998016,0.22599908709526062
was,0.22111038863658905,0.384408563375473,0.16506560146808624,0.24404795467853546,0.45514053106307983,0.2715669870376587,0.18412111699581146
important,0.31164905428886414,0.3467145264148712,0.23439252376556396,0.2045522928237915,0.3796374499797821,0.15828198194503784,0.17812499403953552
to,0.455847829580307,0.42226478457450867,0.2748686373233795,0.2578659951686859,0.45010748505592346,0.2670897841453552,0.29463258385658264
the,0.42745697498321533,0.3108886480331421,0.28994160890579224,0.2780466079711914,0.6662389636039734,0.35517507791519165,0.22068053483963013
spread,0.22287604212760925,0.3079844117164612,1.0,0.2673034965991974,0.24312569200992584,0.1583498865365982,0.16482828557491302
of,0.33290785551071167,0.26548290252685547,0.2895529866218567,0.31892913579940796,0.5696388483047485,0.3265724182128906,0.1826142966747284
the,0.42745697498321533,0.3108886480331421,0.28994160890579224,0.2780466079711914,0.6662389636039734,0.35517507791519165,0.22068053483963013
protestant,0.23531195521354675,0.17385627329349518,0.23374319076538086,0.8928982615470886,0.2637297511100769,0.26634272933006287,0.14798137545585632
movement,0.23934946954250336,0.2898980677127838,0.26189813017845154,0.35033366084098816,0.26725053787231445,0.16522899270057678,0.1423349231481552
and,0.31309178471565247,0.318156898021698,0.2815358638763428,0.2314465492963791,0.4954058527946472,0.2925812005996704,0.20544172823429108
development,0.19014155864715576,0.25519293546676636,0.262037068605423,0.18575766682624817,0.2550492286682129,0.18204917013645172,0.1211358830332756
of,0.33290785551071167,0.26548290252685547,0.2895529866218567,0.31892913579940796,0.5696388483047485,0.3265724182128906,0.1826142966747284
the,0.42745697498321533,0.3108886480331421,0.28994160890579224,0.2780466079711914,0.6662389636039734,0.35517507791519165,0.22068053483963013
reformed,0.19874340295791626,0.23379015922546387,0.18426918983459473,0.4853940010070801,0.20742768049240112,0.10796350240707397,0.11769431829452515
church,0.1944202184677124,0.12474478036165237,0.2347095012664795,0.577400267124176,0.2493300437927246,0.20516321063041687,0.18081501126289368
in,0.30808621644973755,0.304380863904953,0.24312569200992584,0.24573495984077454,1.0,0.3812309503555298,0.20430970191955566
france,0.17793065309524536,0.17557381093502045,0.1583498865365982,0.28168004751205444,0.3812309503555298,1.0000001192092896,0.15069349110126495
.,0.3567904531955719,0.25779226422309875,0.2690257728099823,0.2700658440589905,0.5591574311256409,0.33719199895858765,0.4130953550338745
