,in,what,year,was,the,corliss,engine,patented,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.28029030561447144,0.21651263535022736,0.13766011595726013,0.22068053483963013
acme,0.3123711049556732,0.18248456716537476,0.20872929692268372,0.20986969769001007,0.27208366990089417,0.35775676369667053,0.2599276304244995,0.19643086194992065,0.22251062095165253
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.21110959351062775,0.17095594108104706,0.140389084815979,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.28029030561447144,0.21651263535022736,0.13766011595726013,0.22068053483963013
horizontal,0.17211194336414337,0.17517708241939545,0.10578009486198425,0.08587555587291718,0.25932741165161133,0.14281849563121796,0.23461835086345673,0.17509430646896362,0.11756809055805206
engine,0.18885408341884613,0.18463268876075745,0.18775227665901184,0.205611914396286,0.21651263535022736,0.24446071684360504,1.0,0.30315786600112915,0.17739196121692657
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.36042752861976624,0.205611914396286,0.20634464919567108,0.18412111699581146
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.28029030561447144,0.21651263535022736,0.13766011595726013,0.22068053483963013
corliss,0.2905110716819763,0.18130014836788177,0.30164656043052673,0.36042752861976624,0.28029030561447144,1.0000001192092896,0.24446071684360504,0.2599393427371979,0.253435343503952
steam,0.19852672517299652,0.15672586858272552,0.12807929515838623,0.16913670301437378,0.23105813562870026,0.23875577747821808,0.4921848475933075,0.32921862602233887,0.113324373960495
engine,0.18885408341884613,0.18463268876075745,0.18775227665901184,0.205611914396286,0.21651263535022736,0.24446071684360504,1.0,0.30315786600112915,0.17739196121692657
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.3983730971813202,0.19789794087409973,0.21354931592941284,0.31091248989105225
patented,0.1809646189212799,0.1101711094379425,0.0879555344581604,0.20634464919567108,0.13766011595726013,0.2599393427371979,0.30315786600112915,1.0000001192092896,0.08803384751081467
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.2905110716819763,0.18885408341884613,0.1809646189212799,0.20430970191955566
1849,0.006673643831163645,0.06257461756467819,-0.030077239498496056,-0.03313864767551422,0.05602257698774338,-0.021641511470079422,0.0015473243547603488,-0.05982895940542221,0.06108446791768074
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.3983730971813202,0.19789794087409973,0.21354931592941284,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2830964922904968,0.6521818041801453,0.20352451503276825,0.2503763437271118,0.21524207293987274,0.25814583897590637
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.36042752861976624,0.205611914396286,0.20634464919567108,0.18412111699581146
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.3096249997615814,0.24768835306167603,0.2284489870071411,0.23916715383529663
four-valve,0.2675856649875641,0.2405925691127777,0.1825188845396042,0.272499680519104,0.3680625557899475,0.2959030866622925,0.3982180953025818,0.22091113030910492,0.2591110169887543
counter,0.1700257956981659,0.20702992379665375,0.17234109342098236,0.15622925758361816,0.2744700014591217,0.1670132577419281,0.09327974170446396,0.13962462544441223,0.12520115077495575
flow,0.22435857355594635,0.1798735409975052,0.08456851541996002,0.16647294163703918,0.314039409160614,0.2129731923341751,0.21714819967746735,0.13146649301052094,0.10458291321992874
engine,0.18885408341884613,0.18463268876075745,0.18775227665901184,0.205611914396286,0.21651263535022736,0.24446071684360504,1.0,0.30315786600112915,0.17739196121692657
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.24013228714466095,0.1990211457014084,0.22054177522659302,0.2433311939239502
separate,0.3099668025970459,0.33215096592903137,0.0619480237364769,0.1980229765176773,0.3612915575504303,0.12373582273721695,0.17311933636665344,0.1353769302368164,0.16835719347000122
steam,0.19852672517299652,0.15672586858272552,0.12807929515838623,0.16913670301437378,0.23105813562870026,0.23875577747821808,0.4921848475933075,0.32921862602233887,0.113324373960495
admission,0.2778421938419342,0.29061800241470337,0.207976832985878,0.2642839848995209,0.2620483338832855,0.1735219955444336,0.14126728475093842,0.2532248795032501,0.19312289357185364
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.34478771686553955,0.18437977135181427,0.126961812376976,0.20544172823429108
exhaust,0.16454721987247467,0.1970054805278778,0.1275509148836136,0.13851715624332428,0.2500286400318146,0.16534876823425293,0.47334933280944824,0.2656715512275696,0.1444300264120102
