,what,is,the,turbine,entry,temperature,of,a,steam,turbine,",",in,degrees,celsius,?
without,0.3181614279747009,0.22869740426540375,0.3270869255065918,0.14439037442207336,0.24729213118553162,0.15972138941287994,0.3081340193748474,0.2797018885612488,0.23612958192825317,0.14439037442207336,0.24492648243904114,0.2553589344024658,0.2107989490032196,0.1215626671910286,0.2928665280342102
the,0.42745697498321533,0.5823672413825989,1.0,0.1799832284450531,0.22964252531528473,0.27585095167160034,0.733189046382904,0.5829201340675354,0.23105813562870026,0.1799832284450531,0.4933079481124878,0.6662389636039734,0.22473014891147614,0.20459452271461487,0.22068053483963013
pressure,0.2625555694103241,0.19239991903305054,0.28285476565361023,0.43649622797966003,0.1055116355419159,0.5228919982910156,0.22627468407154083,0.23459996283054352,0.32320529222488403,0.43649622797966003,0.21867604553699493,0.16116683185100555,0.2871443033218384,0.38749128580093384,0.142023503780365
reaching,0.2432754784822464,0.22471533715724945,0.3691650927066803,0.18404735624790192,0.19874419271945953,0.30027684569358826,0.2953004240989685,0.24311277270317078,0.15289361774921417,0.18404735624790192,0.29653310775756836,0.2730024755001068,0.2870805263519287,0.31372109055519104,0.13075216114521027
supercritical,0.3224208950996399,0.23731732368469238,0.2934645414352417,0.3638504147529602,0.22522439062595367,0.33013635873794556,0.3016134798526764,0.29444462060928345,0.3344995975494385,0.3638504147529602,0.3135066330432892,0.29122260212898254,0.2510649263858795,0.3600243031978607,0.3207375705242157
levels,0.21641245484352112,0.2141042947769165,0.286034494638443,0.19634921848773956,0.2268606424331665,0.3143499195575714,0.23668165504932404,0.21465790271759033,0.10387212038040161,0.19634921848773956,0.2284579873085022,0.2418597936630249,0.2877682149410248,0.2785845696926117,0.1541307419538498
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.16188207268714905,0.24442750215530396,0.1894524246454239,0.4185989499092102,0.44038116931915283,0.19393667578697205,0.16188207268714905,0.4464869201183319,0.4322226941585541,0.15914739668369293,0.13188539445400238,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.1799832284450531,0.22964252531528473,0.27585095167160034,0.733189046382904,0.5829201340675354,0.23105813562870026,0.1799832284450531,0.4933079481124878,0.6662389636039734,0.22473014891147614,0.20459452271461487,0.22068053483963013
working,0.2846863269805908,0.20290212333202362,0.25857484340667725,0.19115102291107178,0.09651884436607361,0.18123465776443481,0.19986772537231445,0.2998538911342621,0.20605218410491943,0.19115102291107178,0.29007792472839355,0.3062970042228699,0.11845114082098007,0.11775176227092743,0.17154020071029663
fluid,0.20682886242866516,0.23022614419460297,0.23256433010101318,0.3672078549861908,0.09506344795227051,0.37375083565711975,0.217294842004776,0.22105562686920166,0.31744375824928284,0.3672078549861908,0.10517379641532898,0.1272517591714859,0.250343918800354,0.3612915277481079,0.18212400376796722
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21183495223522186,0.22724184393882751,0.2439086139202118,0.4946078956127167,0.427140474319458,0.2264556586742401,0.21183495223522186,1.0000001192092896,0.5201468467712402,0.2107638567686081,0.22312909364700317,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.1799832284450531,0.22964252531528473,0.27585095167160034,0.733189046382904,0.5829201340675354,0.23105813562870026,0.1799832284450531,0.4933079481124878,0.6662389636039734,0.22473014891147614,0.20459452271461487,0.22068053483963013
temperature,0.26338207721710205,0.2979726195335388,0.27585095167160034,0.3029460906982422,0.17447511851787567,1.0000001192092896,0.21649840474128723,0.2321433275938034,0.29844650626182556,0.3029460906982422,0.2439086139202118,0.269207626581192,0.4563739597797394,0.6460949778556824,0.2011885941028595
range,0.19613829255104065,0.2467041313648224,0.2311336100101471,0.22305022180080414,0.1511330008506775,0.28628867864608765,0.234999418258667,0.23913569748401642,0.15329323709011078,0.22305022180080414,0.2808356285095215,0.2084861844778061,0.21487128734588623,0.21832455694675446,0.1204894632101059
the,0.42745697498321533,0.5823672413825989,1.0,0.1799832284450531,0.22964252531528473,0.27585095167160034,0.733189046382904,0.5829201340675354,0.23105813562870026,0.1799832284450531,0.4933079481124878,0.6662389636039734,0.22473014891147614,0.20459452271461487,0.22068053483963013
cycle,0.17920038104057312,0.20626789331436157,0.2701641917228699,0.26501625776290894,0.1020125299692154,0.22406995296478271,0.255176842212677,0.21741491556167603,0.24528048932552338,0.26501625776290894,0.16122886538505554,0.20483464002609253,0.1676034927368164,0.2158808559179306,0.07156776636838913
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.2103901207447052,0.1859429031610489,0.33041319251060486,0.2603091299533844,0.3915780484676361,0.20162075757980347,0.2103901207447052,0.3139454126358032,0.26527702808380127,0.2796318233013153,0.3085978329181671,0.3226337134838104
operate,0.23576132953166962,0.24157488346099854,0.23581141233444214,0.33438771963119507,0.19053639471530914,0.2649807929992676,0.22024419903755188,0.21306559443473816,0.33868643641471863,0.33438771963119507,0.23721125721931458,0.24484391510486603,0.19569045305252075,0.18930575251579285,0.16664595901966095
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.25290390849113464,0.16957886517047882,0.177913099527359,0.36136594414711,0.32199642062187195,0.1711352914571762,0.25290390849113464,0.3301127254962921,0.3605569899082184,0.23926767706871033,0.1840796172618866,0.25742942094802856
is,0.28837618231773376,1.0,0.5823672413825989,0.20463748276233673,0.20053718984127045,0.2979726195335388,0.4854315221309662,0.658733606338501,0.13029660284519196,0.20463748276233673,0.4691906273365021,0.5394441485404968,0.1945093870162964,0.25688302516937256,0.22961433231830597
quite,0.4139309525489807,0.3340429961681366,0.3001116216182709,0.19671522080898285,0.12074139714241028,0.24236026406288147,0.2703956961631775,0.4158429801464081,0.18726734817028046,0.19671522080898285,0.2913752794265747,0.25610703229904175,0.19728602468967438,0.2352834939956665,0.2597154676914215
small,0.2504110634326935,0.32085540890693665,0.39655908942222595,0.2446269541978836,0.09654942154884338,0.21040929853916168,0.353353351354599,0.41262131929397583,0.21803385019302368,0.2446269541978836,0.3083299398422241,0.3722202181816101,0.1474943608045578,0.15048334002494812,0.13914890587329865
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.08953065425157547,0.11920450627803802,0.05269727483391762,0.054534342139959335,-0.02122584730386734,-0.0341496504843235,-0.08953065425157547,0.04938793554902077,0.092739537358284,0.026745464652776718,-0.014459176920354366,0.10349778085947037
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19420358538627625,0.23369251191616058,0.269207626581192,0.5696388483047485,0.539380669593811,0.19852672517299652,0.19420358538627625,0.5201468467712402,1.0,0.19378258287906647,0.22439733147621155,0.20430970191955566
steam,0.15672586858272552,0.13029660284519196,0.23105813562870026,0.5301763415336609,0.2024894505739212,0.29844650626182556,0.20239725708961487,0.2141898274421692,1.0000001192092896,0.5301763415336609,0.2264556586742401,0.19852672517299652,0.19252976775169373,0.2643897831439972,0.113324373960495
turbines,0.17412316799163818,0.24277569353580475,0.2202165722846985,0.9344314932823181,0.16881133615970612,0.33205169439315796,0.2403727024793625,0.26460933685302734,0.5227647423744202,0.9344314932823181,0.22887319326400757,0.23479467630386353,0.24028851091861725,0.3125970959663391,0.18342499434947968
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21183495223522186,0.22724184393882751,0.2439086139202118,0.4946078956127167,0.427140474319458,0.2264556586742401,0.21183495223522186,1.0000001192092896,0.5201468467712402,0.2107638567686081,0.22312909364700317,0.31091248989105225
turbine,0.1404699683189392,0.20463748276233673,0.1799832284450531,1.0000001192092896,0.18177199363708496,0.3029460906982422,0.17630848288536072,0.23364008963108063,0.5301763415336609,1.0000001192092896,0.21183495223522186,0.19420358538627625,0.20516283810138702,0.28756579756736755,0.16315746307373047
entry,0.23903775215148926,0.20053718984127045,0.22964252531528473,0.18177199363708496,1.0000001192092896,0.17447511851787567,0.19316929578781128,0.21248941123485565,0.2024894505739212,0.18177199363708496,0.22724184393882751,0.23369251191616058,0.19156770408153534,0.17561011016368866,0.21010564267635345
temperatures,0.2523624897003174,0.2816123366355896,0.27544233202934265,0.2942342162132263,0.17291224002838135,0.9382470846176147,0.2011728584766388,0.23293450474739075,0.32673999667167664,0.2942342162132263,0.26848670840263367,0.2835210859775543,0.48054075241088867,0.6603127121925354,0.1895846426486969
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17826414108276367,0.16747713088989258,0.2518121302127838,0.39081433415412903,0.265255331993103,0.14139318466186523,0.17826414108276367,0.4062570035457611,0.3841303884983063,0.24791596829891205,0.2181326448917389,0.24591213464736938
