,who,decided,not,to,approve,paying,for,renovations,at,sun,life,stadium,that,the,league,wanted,for,them,to,do,to,host,super,bowl,50,?
however,0.4020770490169525,0.4237596094608307,0.6236329078674316,0.5474119186401367,0.35166940093040466,0.36175212264060974,0.44511833786964417,0.2773860692977905,0.29641106724739075,0.215227872133255,0.26761725544929504,0.1784590184688568,0.6336373090744019,0.49814513325691223,0.20609962940216064,0.3942168653011322,0.44511833786964417,0.5135796070098877,0.5474119186401367,0.39999139308929443,0.5474119186401367,0.157711461186409,0.25129908323287964,0.19264636933803558,0.022649100050330162,0.2152075469493866
",",0.3365725874900818,0.2726382911205292,0.3769696354866028,0.44245919585227966,0.30302485823631287,0.19851309061050415,0.4464869201183319,0.21678754687309265,0.38314947485923767,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.4137537479400635,0.4933079481124878,0.20757631957530975,0.2753742039203644,0.4464869201183319,0.3985835015773773,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
on,0.2340552806854248,0.30952155590057373,0.3516409695148468,0.41031414270401,0.25863519310951233,0.17353077232837677,0.36199691891670227,0.2140195667743683,0.4806317389011383,0.1976291835308075,0.19639495015144348,0.16608425974845886,0.42569106817245483,0.5107308030128479,0.14781074225902557,0.23428498208522797,0.36199691891670227,0.30083513259887695,0.41031414270401,0.3025321364402771,0.41031414270401,0.1900089532136917,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
may,0.23082798719406128,0.25790348649024963,0.39885732531547546,0.391582727432251,0.20243744552135468,0.16147640347480774,0.29255861043930054,0.20137254893779755,0.2711789011955261,0.1098579540848732,0.206627756357193,0.13503223657608032,0.4234136641025543,0.2694292366504669,0.1088075190782547,0.28367936611175537,0.29255861043930054,0.2627967298030853,0.391582727432251,0.28230178356170654,0.391582727432251,0.2119842767715454,0.06435030698776245,0.13486415147781372,-0.09536082297563553,0.2768254578113556
3,0.06491345912218094,0.013972388580441475,0.07347775250673294,0.09797177463769913,0.10599210113286972,0.023266363888978958,0.04892069101333618,-0.032035261392593384,0.05303631350398064,0.08730263262987137,0.0648837462067604,-0.03969326987862587,0.028775349259376526,0.06283142417669296,-0.043074317276477814,-0.00445361714810133,0.04892069101333618,0.0414276085793972,0.09797177463769913,0.04615037143230438,0.09797177463769913,0.08185052871704102,-0.006542515475302935,0.051626432687044144,-0.04346177354454994,0.005975271109491587
",",0.3365725874900818,0.2726382911205292,0.3769696354866028,0.44245919585227966,0.30302485823631287,0.19851309061050415,0.4464869201183319,0.21678754687309265,0.38314947485923767,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.4137537479400635,0.4933079481124878,0.20757631957530975,0.2753742039203644,0.4464869201183319,0.3985835015773773,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
2013,-0.16540901362895966,-0.21603456139564514,-0.4541531801223755,-0.4248543977737427,-0.25646349787712097,-0.22498439252376556,-0.2664349377155304,-0.1817522794008255,-0.20461249351501465,-0.17796282470226288,-0.18926799297332764,-0.13161684572696686,-0.49828678369522095,-0.38509321212768555,-0.06379453092813492,-0.23570187389850616,-0.2664349377155304,-0.4875449538230896,-0.4248543977737427,-0.3497098386287689,-0.4248543977737427,-0.14549095928668976,-0.19311918318271637,-0.1821834146976471,-0.09575455635786057,-0.2969330847263336
",",0.3365725874900818,0.2726382911205292,0.3769696354866028,0.44245919585227966,0.30302485823631287,0.19851309061050415,0.4464869201183319,0.21678754687309265,0.38314947485923767,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.4137537479400635,0.4933079481124878,0.20757631957530975,0.2753742039203644,0.4464869201183319,0.3985835015773773,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
the,0.3733934462070465,0.37534645199775696,0.4310511648654938,0.535392165184021,0.31595274806022644,0.21152552962303162,0.4739971458911896,0.27610263228416443,0.457212895154953,0.258540540933609,0.23528170585632324,0.21145665645599365,0.5473989248275757,1.0,0.2724147439002991,0.3011050522327423,0.4739971458911896,0.4788833558559418,0.535392165184021,0.30239659547805786,0.535392165184021,0.26909032464027405,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
florida,0.13160431385040283,0.18664172291755676,0.1322340965270996,0.20760414004325867,0.15379223227500916,0.1497078686952591,0.23894089460372925,0.18210789561271667,0.23743785917758942,0.15215042233467102,0.17765775322914124,0.19814632833003998,0.17380806803703308,0.24091358482837677,0.2017516791820526,0.13472293317317963,0.23894089460372925,0.17783425748348236,0.20760414004325867,0.1226135715842247,0.20760414004325867,0.16072921454906464,0.13476242125034332,0.27397391200065613,0.013800464570522308,0.13469882309436798
legislature,0.2222766876220703,0.2268793135881424,0.24713648855686188,0.24813328683376312,0.48350024223327637,0.21111071109771729,0.18789076805114746,0.21055170893669128,0.1554878205060959,0.11139196902513504,0.08433810621500015,0.1817357987165451,0.2328536957502365,0.2745116055011749,0.26202720403671265,0.24499675631523132,0.18789076805114746,0.23692256212234497,0.24813328683376312,0.17623727023601532,0.24813328683376312,0.1409546434879303,0.15033061802387238,0.19394275546073914,-0.024306608363986015,0.17475001513957977
refused,0.3154688775539398,0.5301202535629272,0.34989994764328003,0.41818010807037354,0.40479910373687744,0.3054931163787842,0.23069624602794647,0.23329941928386688,0.24029305577278137,0.1321997195482254,0.10690769553184509,0.1822785586118698,0.2791791558265686,0.2606237530708313,0.21519656479358673,0.5096428990364075,0.23069624602794647,0.37220773100852966,0.41818010807037354,0.25703948736190796,0.41818010807037354,0.11827833950519562,0.08480403572320938,0.11858098208904266,0.03870423883199692,0.14580921828746796
to,0.42656609416007996,0.43155255913734436,0.5149973034858704,1.0,0.39083346724510193,0.271638423204422,0.4451248347759247,0.2232547402381897,0.36524343490600586,0.17790719866752625,0.24560359120368958,0.2075904905796051,0.5436353087425232,0.535392165184021,0.18720030784606934,0.47293567657470703,0.4451248347759247,0.5916602611541748,1.0,0.38876664638519287,1.0,0.18300798535346985,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
approve,0.310283899307251,0.3691774010658264,0.3939851224422455,0.39083346724510193,1.0000001192092896,0.2752266228199005,0.2881260812282562,0.22594667971134186,0.21810272336006165,0.12405731528997421,0.08824728429317474,0.13045835494995117,0.3586376905441284,0.31595274806022644,0.2213199883699417,0.34733524918556213,0.2881260812282562,0.3437979221343994,0.39083346724510193,0.3738356828689575,0.39083346724510193,0.16509917378425598,0.0803896114230156,0.12443859130144119,0.011817509308457375,0.30642789602279663
the,0.3733934462070465,0.37534645199775696,0.4310511648654938,0.535392165184021,0.31595274806022644,0.21152552962303162,0.4739971458911896,0.27610263228416443,0.457212895154953,0.258540540933609,0.23528170585632324,0.21145665645599365,0.5473989248275757,1.0,0.2724147439002991,0.3011050522327423,0.4739971458911896,0.4788833558559418,0.535392165184021,0.30239659547805786,0.535392165184021,0.26909032464027405,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
funding,0.26179713010787964,0.3506326973438263,0.2770644724369049,0.3602164685726166,0.3771263062953949,0.44676241278648376,0.34661975502967834,0.4617006778717041,0.18760472536087036,0.1145845577120781,0.14966623485088348,0.24677437543869019,0.30964189767837524,0.3006567358970642,0.22846774756908417,0.3016625940799713,0.34661975502967834,0.284903347492218,0.3602164685726166,0.19519318640232086,0.3602164685726166,0.19195878505706787,0.10977981239557266,0.12990449368953705,0.007011145353317261,0.1842934638261795
plan,0.2951151430606842,0.37326544523239136,0.30275988578796387,0.36421895027160645,0.3757956326007843,0.20282824337482452,0.22760893404483795,0.26535114645957947,0.19810442626476288,0.06382060796022415,0.18315191566944122,0.14843177795410156,0.3379872739315033,0.2852855324745178,0.1350204348564148,0.40916022658348083,0.22760893404483795,0.30466774106025696,0.36421895027160645,0.25228890776634216,0.36421895027160645,0.12566503882408142,0.10528793185949326,0.06042693927884102,0.0660424679517746,0.1961054503917694
to,0.42656609416007996,0.43155255913734436,0.5149973034858704,1.0,0.39083346724510193,0.271638423204422,0.4451248347759247,0.2232547402381897,0.36524343490600586,0.17790719866752625,0.24560359120368958,0.2075904905796051,0.5436353087425232,0.535392165184021,0.18720030784606934,0.47293567657470703,0.4451248347759247,0.5916602611541748,1.0,0.38876664638519287,1.0,0.18300798535346985,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
pay,0.31589654088020325,0.2848191261291504,0.2751597762107849,0.26723966002464294,0.2727596163749695,0.6235212087631226,0.24382255971431732,0.25546810030937195,0.1361934393644333,0.08890242874622345,0.13340720534324646,0.15792623162269592,0.27300354838371277,0.1903611719608307,0.13151173293590546,0.27448734641075134,0.24382255971431732,0.33545562624931335,0.26723966002464294,0.2897719740867615,0.26723966002464294,0.19296006858348846,0.1293984353542328,0.18302416801452637,-0.029962841421365738,0.19821009039878845
for,0.37110671401023865,0.2708965837955475,0.39280617237091064,0.4451248347759247,0.2881260812282562,0.3333013653755188,0.9999999403953552,0.28956329822540283,0.34237727522850037,0.1499021351337433,0.244698166847229,0.18393352627754211,0.4137635827064514,0.4739971458911896,0.26433616876602173,0.2874828279018402,0.9999999403953552,0.41447147727012634,0.4451248347759247,0.29510271549224854,0.4451248347759247,0.2458597868680954,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
the,0.3733934462070465,0.37534645199775696,0.4310511648654938,0.535392165184021,0.31595274806022644,0.21152552962303162,0.4739971458911896,0.27610263228416443,0.457212895154953,0.258540540933609,0.23528170585632324,0.21145665645599365,0.5473989248275757,1.0,0.2724147439002991,0.3011050522327423,0.4739971458911896,0.4788833558559418,0.535392165184021,0.30239659547805786,0.535392165184021,0.26909032464027405,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
renovations,0.1588873714208603,0.2887103259563446,0.2127421349287033,0.2232547402381897,0.22594667971134186,0.30193817615509033,0.28956329822540283,0.9999998807907104,0.25510114431381226,0.10692690312862396,0.12722648680210114,0.3989761173725128,0.21358942985534668,0.27610263228416443,0.24474090337753296,0.2068011462688446,0.28956329822540283,0.2419169396162033,0.2232547402381897,0.16746750473976135,0.2232547402381897,0.20691914856433868,0.09169641137123108,0.13003608584403992,0.06734279543161392,0.17685642838478088
",",0.3365725874900818,0.2726382911205292,0.3769696354866028,0.44245919585227966,0.30302485823631287,0.19851309061050415,0.4464869201183319,0.21678754687309265,0.38314947485923767,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.4137537479400635,0.4933079481124878,0.20757631957530975,0.2753742039203644,0.4464869201183319,0.3985835015773773,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.26840344071388245,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
dealing,0.3085685074329376,0.19379058480262756,0.3099816143512726,0.3146139085292816,0.29679426550865173,0.2781428396701813,0.37339964509010315,0.22133871912956238,0.1749429553747177,0.09248310327529907,0.22596055269241333,0.010464619845151901,0.3569246232509613,0.30423152446746826,0.14161738753318787,0.21238179504871368,0.37339964509010315,0.3690641224384308,0.3146139085292816,0.31571656465530396,0.3146139085292816,0.16986340284347534,0.25134214758872986,0.10675112158060074,0.0418589748442173,0.27334651350975037
a,0.36608949303627014,0.320636510848999,0.3791346549987793,0.45503583550453186,0.28816404938697815,0.21821339428424835,0.44038116931915283,0.18698042631149292,0.3095070421695709,0.18251942098140717,0.27076753973960876,0.14596018195152283,0.47537946701049805,0.5829201340675354,0.17562834918498993,0.25702154636383057,0.44038116931915283,0.3151612877845764,0.45503583550453186,0.26237669587135315,0.45503583550453186,0.1733594834804535,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
significant,0.18698793649673462,0.1877395212650299,0.3539898991584778,0.27648770809173584,0.1780080944299698,0.22222661972045898,0.2912706434726715,0.3082474172115326,0.2170131355524063,0.1391441375017166,0.179830402135849,0.14306707680225372,0.3640194833278656,0.35524800419807434,0.18181166052818298,0.13842150568962097,0.2912706434726715,0.2544390559196472,0.27648770809173584,0.21077696979045868,0.27648770809173584,0.18958185613155365,0.2165549248456955,0.2017042189836502,0.022168178111314774,0.18679562211036682
