,what,are,the,skin,cells,that,can,be,transformed,into,tumors,known,as,?
one,0.376489520072937,0.42537835240364075,0.5514441132545471,0.17200160026550293,0.19492670893669128,0.5133185982704163,0.34032124280929565,0.4154875874519348,0.21703669428825378,0.31758198142051697,0.196105495095253,0.33883556723594666,0.3954789340496063,0.2673267424106598
example,0.3456268310546875,0.4108889698982239,0.3755223751068115,0.2531403601169586,0.24890154600143433,0.429897665977478,0.5023694038391113,0.4382762610912323,0.22397254407405853,0.23142142593860626,0.1771446317434311,0.29706430435180664,0.35903409123420715,0.30374911427497864
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.1956855058670044,0.1644774079322815,0.3995479643344879,0.44256699085235596,0.4819129705429077,0.17622648179531097,0.2619607150554657,0.20278756320476532,0.41921812295913696,0.43216490745544434,0.22961433231830597
an,0.2821882665157318,0.1556541919708252,0.4207492768764496,0.17331188917160034,0.18335485458374023,0.365763783454895,0.23671309649944305,0.33041056990623474,0.19128620624542236,0.2105669528245926,0.18880917131900787,0.3156754970550537,0.37218472361564636,0.19793890416622162
enzyme,0.20453688502311707,0.18879377841949463,0.20745085179805756,0.35741177201271057,0.5357339978218079,0.22798125445842743,0.2641695737838745,0.24839571118354797,0.1784602552652359,0.24440142512321472,0.37462517619132996,0.20957542955875397,0.24098801612854004,0.19525861740112305
called,0.3235960602760315,0.3676711618900299,0.489897221326828,0.19147074222564697,0.20908011496067047,0.41604554653167725,0.306973397731781,0.2761072516441345,0.33585020899772644,0.3495192527770996,0.2237960249185562,0.4469456970691681,0.2827680706977844,0.18963319063186646
tyrosinase,0.22324828803539276,0.2316911220550537,0.3332039713859558,0.3633236587047577,0.4648873507976532,0.32854530215263367,0.3048574924468994,0.2544393241405487,0.23632104694843292,0.23025061190128326,0.4659426212310791,0.21666322648525238,0.21920835971832275,0.12582391500473022
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.25139883160591125,0.2709589898586273,1.0,0.4522190988063812,0.6036020517349243,0.24808992445468903,0.3239944875240326,0.3281596004962921,0.20813259482383728,0.4735107421875,0.32716336846351624
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.24590502679347992,0.20582014322280884,0.4137537479400635,0.3139454126358032,0.39254459738731384,0.2209366261959076,0.2826121151447296,0.27506208419799805,0.3604377806186676,0.48816442489624023,0.31091248989105225
when,0.4700249433517456,0.29873907566070557,0.5091903209686279,0.2756267786026001,0.2794494032859802,0.5860282182693481,0.39191514253616333,0.4451393485069275,0.2501107454299927,0.389646977186203,0.251886248588562,0.1836930811405182,0.4437963366508484,0.22841128706932068
expressed,0.20227427780628204,0.19505958259105682,0.25207287073135376,0.0994509682059288,0.16849271953105927,0.3005213737487793,0.2116832584142685,0.25860801339149475,0.2808440029621124,0.18842126429080963,0.12264932692050934,0.23470550775527954,0.2749443054199219,0.17175263166427612
at,0.2838611304759979,0.2074895054101944,0.457212895154953,0.13828162848949432,0.16060517728328705,0.3183255195617676,0.16641086339950562,0.30379733443260193,0.09713540226221085,0.2095452845096588,0.14588791131973267,0.19818158447742462,0.28092536330223083,0.21978627145290375
high,0.20466077327728271,0.21708175539970398,0.28034812211990356,0.09093040972948074,0.14515036344528198,0.2400680035352707,0.24255423247814178,0.1991795301437378,0.1470988392829895,0.14017035067081451,0.14207831025123596,0.15818224847316742,0.23253053426742554,0.11137914657592773
levels,0.21641245484352112,0.3186073899269104,0.286034494638443,0.2124452143907547,0.25610119104385376,0.27539384365081787,0.376473605632782,0.3238581120967865,0.14674760401248932,0.2411951720714569,0.2656533122062683,0.1424403190612793,0.24056120216846466,0.1541307419538498
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.24590502679347992,0.20582014322280884,0.4137537479400635,0.3139454126358032,0.39254459738731384,0.2209366261959076,0.2826121151447296,0.27506208419799805,0.3604377806186676,0.48816442489624023,0.31091248989105225
transforms,0.13705132901668549,0.15295164287090302,0.24296821653842926,0.2262253761291504,0.23030206561088562,0.21933886408805847,0.2531970739364624,0.23891499638557434,0.9080092906951904,0.3339933454990387,0.21495860815048218,0.17978984117507935,0.223184734582901,0.07925523817539215
certain,0.4561643898487091,0.48443952202796936,0.392071396112442,0.28864502906799316,0.284655898809433,0.5381532907485962,0.5257870554924011,0.47409647703170776,0.19283494353294373,0.2205457240343094,0.36146441102027893,0.21029047667980194,0.33222660422325134,0.2516106069087982
skin,0.22670333087444305,0.24184688925743103,0.2213820368051529,0.9999999403953552,0.3692505359649658,0.25139883160591125,0.36551573872566223,0.27497515082359314,0.18661218881607056,0.16005684435367584,0.4063030183315277,0.15246817469596863,0.22054484486579895,0.21488560736179352
cells,0.1758001297712326,0.2908284366130829,0.19095487892627716,0.3692505359649658,1.0,0.2709589898586273,0.32483595609664917,0.2454119622707367,0.1916983276605606,0.22510749101638794,0.5030745267868042,0.14049942791461945,0.2328435331583023,0.1898086667060852
(,0.2411840260028839,0.23263892531394958,0.33289089798927307,0.19877766072750092,0.2060161978006363,0.2264307141304016,0.22726960480213165,0.2349044382572174,0.13381578028202057,0.1606949418783188,0.17127299308776855,0.2843264043331146,0.32029855251312256,0.40561532974243164
e.g,0.044121697545051575,0.02132573164999485,0.08954983949661255,0.08007258176803589,-0.03998387232422829,0.04161546006798744,-0.0009181900531984866,0.008281865157186985,-0.02010171487927437,0.036243341863155365,-0.030767103657126427,0.08572305738925934,0.02852591872215271,-0.03681480139493942
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.28410694003105164,0.2868211269378662,0.4460422694683075,0.35783761739730835,0.4383580684661865,0.23865903913974762,0.26250120997428894,0.24799641966819763,0.283290296792984,0.515582263469696,0.4130953550338745
