,which,museum,would,receive,items,on,loans,from,the,musical,instruments,gallery,?
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
answer,0.2681359052658081,0.11493590474128723,0.377984881401062,0.23760902881622314,0.2121088057756424,0.22382852435112,0.21391142904758453,0.12459049373865128,0.24840699136257172,0.14017802476882935,0.18655019998550415,0.12486319243907928,0.367276668548584
",",0.3658004403114319,0.20741747319698334,0.32586824893951416,0.26574233174324036,0.21073096990585327,0.49057599902153015,0.1990378201007843,0.39760664105415344,0.4933079481124878,0.2668933868408203,0.2795305550098419,0.21593497693538666,0.31091248989105225
from,0.38755592703819275,0.20791949331760406,0.26231399178504944,0.2598268687725067,0.22521184384822845,0.36926645040512085,0.15579721331596375,1.0,0.40150508284568787,0.23757639527320862,0.17404209077358246,0.16936369240283966,0.19969791173934937
bryan,0.15581399202346802,0.07631459087133408,0.20397980511188507,0.15568430721759796,0.10212459415197372,0.17351113259792328,0.07323825359344482,0.1760011613368988,0.18238765001296997,0.15411221981048584,0.16218458116054535,0.1557883620262146,0.11294149607419968
davies,0.17035946249961853,0.13514672219753265,0.17488892376422882,0.07925654202699661,0.19805341958999634,0.23166579008102417,0.11047428101301193,0.12904174625873566,0.22865624725818634,0.21215012669563293,0.24009114503860474,0.24805432558059692,0.12641099095344543
was,0.2830964922904968,0.21266788244247437,0.41663143038749695,0.210550457239151,0.10300161689519882,0.3909217119216919,0.15699255466461182,0.31171464920043945,0.48711544275283813,0.22424104809761047,0.2038981318473816,0.1648058146238327,0.18412111699581146
that,0.6894589066505432,0.1994490772485733,0.5895259380340576,0.2748669683933258,0.2955382466316223,0.42569106817245483,0.22966216504573822,0.3477667272090912,0.5473989248275757,0.20498928427696228,0.24157993495464325,0.19456695020198822,0.32716336846351624
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
museum,0.22731433808803558,1.0000001192092896,0.09068617969751358,0.0969136580824852,0.22843439877033234,0.1697414517402649,0.18690131604671478,0.20791949331760406,0.24861779808998108,0.20174925029277802,0.13710464537143707,0.5823723077774048,0.14128351211547852
intended,0.3715127408504486,0.08836307376623154,0.5337143540382385,0.22740647196769714,0.2503429353237152,0.2751085162162781,0.2162306308746338,0.1919168382883072,0.29853108525276184,0.1980755627155304,0.2298382669687271,0.14344611763954163,0.21823447942733765
to,0.5345056653022766,0.1640389859676361,0.5965728163719177,0.3372296690940857,0.3191612660884857,0.41031414270401,0.2571730613708496,0.4069952368736267,0.535392165184021,0.21814438700675964,0.2603708803653717,0.19736915826797485,0.29463258385658264
preserve,0.2889659106731415,0.28501155972480774,0.18824990093708038,0.24095788598060608,0.24440591037273407,0.17400063574314117,0.17206710577011108,0.15939642488956451,0.2541806697845459,0.18269306421279907,0.1764880269765854,0.21551403403282166,0.11936275660991669
and,0.506277859210968,0.21554097533226013,0.34921059012413025,0.27304521203041077,0.2645854949951172,0.4077630043029785,0.2448335736989975,0.3601827025413513,0.5171257257461548,0.28433868288993835,0.29311448335647583,0.20957361161708832,0.20544172823429108
care,0.2031434029340744,0.10656094551086426,0.2982957363128662,0.20925088226795197,0.2078542411327362,0.20102925598621368,0.31848299503326416,0.14908462762832642,0.1663842648267746,0.13019998371601105,0.14739243686199188,0.17749515175819397,0.24279968440532684
for,0.44095608592033386,0.15718214213848114,0.39877474308013916,0.31519460678100586,0.31808599829673767,0.36199691891670227,0.30454221367836,0.314039945602417,0.4739971458911896,0.2526215612888336,0.2710035443305969,0.17993611097335815,0.264628142118454
the,0.6521818041801453,0.24861779808998108,0.4133751392364502,0.2726488411426544,0.23580949008464813,0.5107308030128479,0.2122887223958969,0.40150508284568787,1.0,0.2295164167881012,0.21890103816986084,0.19251246750354767,0.22068053483963013
collection,0.30199134349823,0.4441815912723541,0.10993105918169022,0.1791553795337677,0.38827261328697205,0.2131180614233017,0.23343543708324432,0.2754948139190674,0.25281965732574463,0.24014025926589966,0.22531633079051971,0.42902910709381104,0.20069393515586853
and,0.506277859210968,0.21554097533226013,0.34921059012413025,0.27304521203041077,0.2645854949951172,0.4077630043029785,0.2448335736989975,0.3601827025413513,0.5171257257461548,0.28433868288993835,0.29311448335647583,0.20957361161708832,0.20544172823429108
