,who,recorded,the,theme,played,for,season,18,?
a,0.36608949303627014,0.21145537495613098,0.5829201340675354,0.2278088480234146,0.2472371906042099,0.44038116931915283,0.1855505406856537,-0.08585336059331894,0.23916715383529663
different,0.27202165126800537,0.23002836108207703,0.36412742733955383,0.23638859391212463,0.18782417476177216,0.34825223684310913,0.1693701446056366,-0.039032429456710815,0.24476227164268494
arrangement,0.12936225533485413,0.2305329442024231,0.290839284658432,0.30165839195251465,0.13892225921154022,0.2337760627269745,0.14763572812080383,-0.09044909477233887,0.11038770526647568
was,0.3318818509578705,0.328198105096817,0.48711544275283813,0.21860456466674805,0.3139837682247162,0.3863949179649353,0.24797968566417694,-0.1265212595462799,0.18412111699581146
recorded,0.18934021890163422,0.9999998807907104,0.2759207487106323,0.17997701466083527,0.32021233439445496,0.19644500315189362,0.2702852785587311,-0.07510392367839813,0.19213420152664185
by,0.39727845788002014,0.2354571372270584,0.4408751428127289,0.19824901223182678,0.1480340212583542,0.3248702883720398,0.10566911846399307,-0.08336830884218216,0.17966607213020325
peter,0.2549128830432892,0.15702229738235474,0.24086274206638336,0.20640240609645844,0.18254445493221283,0.1829002946615219,0.17265117168426514,0.048897553235292435,0.11650477349758148
howell,0.280401349067688,0.25035664439201355,0.22971536219120026,0.1943662166595459,0.18641017377376556,0.22154179215431213,0.23924168944358826,-0.012446769513189793,0.26617059111595154
for,0.37110671401023865,0.19644500315189362,0.4739971458911896,0.23964181542396545,0.31373727321624756,0.9999999403953552,0.24490800499916077,-0.09931658953428268,0.264628142118454
season,0.13809308409690857,0.2702852785587311,0.2507155239582062,0.20135252177715302,0.34322720766067505,0.24490800499916077,1.0,-0.10408946126699448,0.16793298721313477
18,0.013901916332542896,-0.07510392367839813,-0.07796193659305573,0.010698555037379265,-0.028965860605239868,-0.09931658953428268,-0.10408946126699448,0.9999999403953552,-0.04919438064098358
(,0.2443375140428543,0.19191798567771912,0.33289089798927307,0.17606106400489807,0.2336844950914383,0.3357032239437103,0.1242075115442276,-0.03771994635462761,0.40561532974243164
1980,-0.040801867842674255,0.09962517768144608,0.020048053935170174,-0.009305380284786224,0.053187690675258636,0.026947280392050743,0.16217947006225586,-0.03728130832314491,0.033455219119787216
),0.2457384318113327,0.18814605474472046,0.3456730246543884,0.16467611491680145,0.23871895670890808,0.3639558255672455,0.14535100758075714,-0.05143691226840019,0.42300865054130554
",",0.3365725874900818,0.2596049904823303,0.4933079481124878,0.21865783631801605,0.2987361550331116,0.4464869201183319,0.2232367992401123,-0.03270421177148819,0.31091248989105225
which,0.3688730001449585,0.22201813757419586,0.6521818041801453,0.25756725668907166,0.17687860131263733,0.44095608592033386,0.20103639364242554,-0.10924653708934784,0.25814583897590637
was,0.3318818509578705,0.328198105096817,0.48711544275283813,0.21860456466674805,0.3139837682247162,0.3863949179649353,0.24797968566417694,-0.1265212595462799,0.18412111699581146
in,0.2792111933231354,0.27585887908935547,0.6662389636039734,0.21164380013942719,0.27605336904525757,0.4322226941585541,0.2184021919965744,-0.061147160828113556,0.20430970191955566
turn,0.25479328632354736,0.08382751792669296,0.3359498679637909,0.19459255039691925,0.12941943109035492,0.2438233643770218,0.17206963896751404,-0.016712423413991928,0.2072952687740326
replaced,0.1576022207736969,0.19276121258735657,0.2645455598831177,0.17746536433696747,0.24333243072032928,0.1929672509431839,0.1870245486497879,-0.052015192806720734,0.14945141971111298
by,0.39727845788002014,0.2354571372270584,0.4408751428127289,0.19824901223182678,0.1480340212583542,0.3248702883720398,0.10566911846399307,-0.08336830884218216,0.17966607213020325
dominic,0.2815393805503845,0.16717658936977386,0.18171654641628265,0.14885647594928741,0.19119159877300262,0.12165756523609161,0.18337690830230713,-0.0650390014052391,0.14737820625305176
glynn,0.2011079341173172,0.15324662625789642,0.2624288499355316,0.1418866217136383,0.25976505875587463,0.16029511392116547,0.17878995835781097,-0.012310623191297054,0.12283693999052048
's,0.05599616840481758,-0.01750672608613968,-0.01540423184633255,0.010491529479622841,0.03920676186680794,-0.07241261005401611,0.06624794006347656,0.011276401579380035,-0.023395681753754616
arrangement,0.12936225533485413,0.2305329442024231,0.290839284658432,0.30165839195251465,0.13892225921154022,0.2337760627269745,0.14763572812080383,-0.09044909477233887,0.11038770526647568
for,0.37110671401023865,0.19644500315189362,0.4739971458911896,0.23964181542396545,0.31373727321624756,0.9999999403953552,0.24490800499916077,-0.09931658953428268,0.264628142118454
the,0.3733934462070465,0.2759207487106323,1.0,0.2470158040523529,0.2603478729724884,0.4739971458911896,0.2507155239582062,-0.07796193659305573,0.22068053483963013
season-long,0.1740628033876419,0.2989073097705841,0.3003403842449188,0.275617778301239,0.36607304215431213,0.2767835855484009,0.8282893300056458,-0.06270794570446014,0.23360857367515564
serial,0.1957370638847351,0.12513165175914764,0.1900636851787567,0.20953303575515747,0.20023080706596375,0.1848485916852951,0.19397206604480743,-0.0815361812710762,0.15233060717582703
the,0.3733934462070465,0.2759207487106323,1.0,0.2470158040523529,0.2603478729724884,0.4739971458911896,0.2507155239582062,-0.07796193659305573,0.22068053483963013
trial,0.2378682643175125,0.11975840479135513,0.20843634009361267,0.17322222888469696,0.15846209228038788,0.22232824563980103,0.10775955021381378,0.000678123498801142,0.16902455687522888
of,0.2827862501144409,0.21896186470985413,0.733189046382904,0.17537155747413635,0.21120788156986237,0.4185989499092102,0.1598338931798935,-0.09725122153759003,0.1826142966747284
a,0.36608949303627014,0.21145537495613098,0.5829201340675354,0.2278088480234146,0.2472371906042099,0.44038116931915283,0.1855505406856537,-0.08585336059331894,0.23916715383529663
time,0.36634087562561035,0.28246280550956726,0.43061500787734985,0.23328810930252075,0.23190173506736755,0.3992156386375427,0.26950058341026306,-0.09260133653879166,0.27391523122787476
lord,0.25294241309165955,0.11194205284118652,0.2489406019449234,0.13065050542354584,0.10205631703138351,0.2191227525472641,0.09790864586830139,-0.06200311332941055,0.09544310718774796
in,0.2792111933231354,0.27585887908935547,0.6662389636039734,0.21164380013942719,0.27605336904525757,0.4322226941585541,0.2184021919965744,-0.061147160828113556,0.20430970191955566
season,0.13809308409690857,0.2702852785587311,0.2507155239582062,0.20135252177715302,0.34322720766067505,0.24490800499916077,1.0,-0.10408946126699448,0.16793298721313477
23,0.014098330400884151,-0.02075197920203209,-0.04008803516626358,-0.039782438427209854,-0.027112411335110664,-0.052941326051950455,-0.058373842388391495,-0.04607504606246948,0.012076443061232567
(,0.2443375140428543,0.19191798567771912,0.33289089798927307,0.17606106400489807,0.2336844950914383,0.3357032239437103,0.1242075115442276,-0.03771994635462761,0.40561532974243164
1986,-0.06152013689279556,0.07089511305093765,0.11024544388055801,0.05544152483344078,-0.09170813113451004,0.11612676829099655,0.07116139680147171,-0.1249789223074913,0.14247135818004608
),0.2457384318113327,0.18814605474472046,0.3456730246543884,0.16467611491680145,0.23871895670890808,0.3639558255672455,0.14535100758075714,-0.05143691226840019,0.42300865054130554
.,0.3541337847709656,0.21476124227046967,0.5934505462646484,0.2135048359632492,0.2876244783401489,0.4726039469242096,0.24674734473228455,-0.05821654945611954,0.4130953550338745
