,how,many,lakes,are,there,in,warsaw,?
there,0.3328511416912079,0.4993700683116913,0.2688491642475128,0.5433560013771057,1.0,0.5361666083335876,0.23644989728927612,0.29405656456947327
are,0.311818927526474,0.5655534863471985,0.23796075582504272,1.0,0.5433560013771057,0.3841303884983063,0.12567314505577087,0.24591213464736938
also,0.43506327271461487,0.6258217096328735,0.28316494822502136,0.4565894305706024,0.44705238938331604,0.5073733329772949,0.16331592202186584,0.21848613023757935
several,0.28568220138549805,0.7239733338356018,0.1829332560300827,0.4241659343242645,0.3924906849861145,0.39405709505081177,0.12796232104301453,0.15595775842666626
lakes,0.09607591480016708,0.24168694019317627,1.0000001192092896,0.23796075582504272,0.2688491642475128,0.28098371624946594,0.08635297417640686,0.12022668123245239
in,0.2601168751716614,0.41474202275276184,0.28098371624946594,0.3841303884983063,0.5361666083335876,1.0,0.22642600536346436,0.20430970191955566
warsaw,0.13025455176830292,0.1653265357017517,0.08635297417640686,0.12567314505577087,0.23644989728927612,0.22642600536346436,1.0,0.09769917279481888
–,0.13681066036224365,0.12880176305770874,0.13567134737968445,0.08885963261127472,0.07815942913293839,0.23687128722667694,0.17540127038955688,0.2714554965496063
mainly,0.29285627603530884,0.5025016665458679,0.18488262593746185,0.40445566177368164,0.3410985767841339,0.353954017162323,0.1021302342414856,0.07608037441968918
the,0.33890387415885925,0.4335206151008606,0.26104623079299927,0.40399202704429626,0.47025805711746216,0.6662389636039734,0.23137180507183075,0.22068053483963013
oxbow,0.26155540347099304,0.3241373300552368,0.5208624601364136,0.24919302761554718,0.3412959575653076,0.3256687521934509,0.17646099627017975,0.1774848997592926
lakes,0.09607591480016708,0.24168694019317627,1.0000001192092896,0.23796075582504272,0.2688491642475128,0.28098371624946594,0.08635297417640686,0.12022668123245239
",",0.22659391164779663,0.40610817074775696,0.3026047348976135,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.25300899147987366,0.31091248989105225
like,0.4663832485675812,0.5365896821022034,0.20108234882354736,0.4686352014541626,0.37533754110336304,0.31010183691978455,0.12495487928390503,0.3268813192844391
czerniaków,0.18958455324172974,0.21866342425346375,0.22046387195587158,0.16661956906318665,0.2288682609796524,0.343429297208786,0.5958046317100525,0.25242525339126587
lake,0.10057038813829422,0.1804330199956894,0.732140302658081,0.11179637908935547,0.21727094054222107,0.260087251663208,0.057224392890930176,0.07226386666297913
",",0.22659391164779663,0.40610817074775696,0.3026047348976135,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.25300899147987366,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.26104623079299927,0.40399202704429626,0.47025805711746216,0.6662389636039734,0.23137180507183075,0.22068053483963013
lakes,0.09607591480016708,0.24168694019317627,1.0000001192092896,0.23796075582504272,0.2688491642475128,0.28098371624946594,0.08635297417640686,0.12022668123245239
in,0.2601168751716614,0.41474202275276184,0.28098371624946594,0.3841303884983063,0.5361666083335876,1.0,0.22642600536346436,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.26104623079299927,0.40399202704429626,0.47025805711746216,0.6662389636039734,0.23137180507183075,0.22068053483963013
łazienki,0.159996896982193,0.1777649074792862,0.1138572245836258,0.13053356111049652,0.18255837261676788,0.2348564714193344,0.47137340903282166,0.23331467807292938
or,0.3378981947898865,0.36905089020729065,0.19737125933170319,0.5374364256858826,0.4594070315361023,0.3586423695087433,0.16401830315589905,0.32389625906944275
wilanów,0.19829179346561432,0.23248106241226196,0.27815133333206177,0.2547205090522766,0.3116884231567383,0.33025848865509033,0.5046001672744751,0.2775890827178955
parks,0.10034015774726868,0.25560328364372253,0.38886550068855286,0.23365527391433716,0.2251022905111313,0.252856969833374,0.1253313571214676,0.18846100568771362
",",0.22659391164779663,0.40610817074775696,0.3026047348976135,0.4062570035457611,0.4587128460407257,0.5201468467712402,0.25300899147987366,0.31091248989105225
kamionek,0.21090160310268402,0.18627361953258514,0.14583928883075714,0.1628635674715042,0.16549812257289886,0.23460322618484497,0.33252599835395813,0.2867898643016815
lake,0.10057038813829422,0.1804330199956894,0.732140302658081,0.11179637908935547,0.21727094054222107,0.260087251663208,0.057224392890930176,0.07226386666297913
.,0.3287222981452942,0.3974229395389557,0.25083380937576294,0.3452940285205841,0.43897318840026855,0.5591574311256409,0.26825499534606934,0.4130953550338745
