,who,was,the,leader,when,the,franks,entered,the,euphrates,valley,?
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21384623646736145,0.44397395849227905,0.5829201340675354,0.13392667472362518,0.24757324159145355,0.5829201340675354,0.22601406276226044,0.20923256874084473,0.23916715383529663
norman,0.18241798877716064,0.21643765270709991,0.23459704220294952,0.17968350648880005,0.18821191787719727,0.23459704220294952,0.3490917682647705,0.104035384953022,0.23459704220294952,0.18884877860546112,0.14853572845458984,0.12243545055389404
named,0.38541290163993835,0.37528327107429504,0.3521348536014557,0.20672447979450226,0.2802571952342987,0.3521348536014557,0.20878949761390686,0.18002070486545563,0.3521348536014557,0.17013601958751678,0.11404862999916077,0.1297498345375061
oursel,0.2152569442987442,0.1738894283771515,0.2202887237071991,0.058284319937229156,0.21164050698280334,0.2202887237071991,0.18956255912780762,0.05447666719555855,0.2202887237071991,0.21907109022140503,0.1725919097661972,0.43916216492652893
led,0.2450801581144333,0.34443995356559753,0.3267505168914795,0.428101122379303,0.2072276622056961,0.3267505168914795,0.28353631496429443,0.23250924050807953,0.3267505168914795,0.24150891602039337,0.16911694407463074,0.09273858368396759
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.21384623646736145,0.44397395849227905,0.5829201340675354,0.13392667472362518,0.24757324159145355,0.5829201340675354,0.22601406276226044,0.20923256874084473,0.23916715383529663
force,0.19492056965827942,0.20879842340946198,0.2800885736942291,0.17603641748428345,0.24609562754631042,0.2800885736942291,0.16450656950473785,0.18967323005199432,0.2800885736942291,0.21025478839874268,0.15093882381916046,0.1650998443365097
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24122127890586853,0.3757161796092987,0.733189046382904,0.28553879261016846,0.2438427358865738,0.733189046382904,0.2639824450016022,0.23914365470409393,0.1826142966747284
``,0.02397952415049076,-0.012679691426455975,0.029072100296616554,0.11118976026773453,0.07174111902713776,0.029072100296616554,0.13597352802753448,0.02531263418495655,0.029072100296616554,0.10838279873132706,-0.05992172658443451,0.0685480609536171
franks,0.2927494943141937,0.23133325576782227,0.35026755928993225,0.2589758336544037,0.2262602150440216,0.35026755928993225,1.0,0.19079278409481049,0.35026755928993225,0.401267409324646,0.23551523685455322,0.15467199683189392
'',0.024401003494858742,0.04456103965640068,0.041273195296525955,0.05775728076696396,-0.07688097655773163,0.041273195296525955,0.041943617165088654,0.016871409490704536,0.041273195296525955,-0.038013577461242676,-0.06662403792142868,0.018684765323996544
into,0.16956904530525208,0.2322220653295517,0.39493247866630554,0.09751526266336441,0.389646977186203,0.39493247866630554,0.2506973147392273,0.32697200775146484,0.39493247866630554,0.2929830253124237,0.19428880512714386,0.15662476420402527
the,0.3733934462070465,0.48711544275283813,1.0,0.27799519896507263,0.5091903209686279,1.0,0.35026755928993225,0.3258282542228699,1.0,0.3514239192008972,0.2923165559768677,0.22068053483963013
upper,0.11031872034072876,0.16268539428710938,0.35289278626441956,0.0758538544178009,0.18254698812961578,0.35289278626441956,0.24543794989585876,0.1256800889968872,0.35289278626441956,0.3071041405200958,0.2879912853240967,0.051342256367206573
euphrates,0.16377653181552887,0.20226162672042847,0.3514239192008972,0.13314172625541687,0.2703235149383545,0.3514239192008972,0.401267409324646,0.23737700283527374,0.3514239192008972,1.0,0.36035510897636414,0.1880168616771698
valley,0.16051001846790314,0.21369484066963196,0.2923165559768677,0.12604863941669464,0.1723119616508484,0.2923165559768677,0.23551523685455322,0.12422295659780502,0.2923165559768677,0.36035510897636414,1.0000001192092896,0.11486150324344635
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.22669851779937744,0.4431333839893341,0.6662389636039734,0.21994653344154358,0.31345370411872864,0.6662389636039734,0.22598934173583984,0.2723499834537506,0.20430970191955566
northern,0.21377815306186676,0.22730717062950134,0.3422943353652954,0.19993644952774048,0.20532405376434326,0.3422943353652954,0.2585521340370178,0.17994187772274017,0.3422943353652954,0.33359330892562866,0.3494718372821808,0.13149388134479523
syria,0.16937099397182465,0.17021365463733673,0.25272905826568604,0.22405992448329926,0.23408985137939453,0.25272905826568604,0.27258530259132385,0.1358146220445633,0.25272905826568604,0.5608411431312561,0.14534056186676025,0.1554446816444397
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.21285216510295868,0.475719153881073,0.5934505462646484,0.2556636333465576,0.2456105798482895,0.5934505462646484,0.2074340581893921,0.19989988207817078,0.4130953550338745
