,what,did,these,lutheran,clerics,use,as,fuel,to,bolster,the,policies,of,the,nazis,?
christopher,0.20198525488376617,0.12944325804710388,0.09215573221445084,0.14573359489440918,0.11656856536865234,0.07552218437194824,0.20605675876140594,0.05126096308231354,0.18376077711582184,0.11597301810979843,0.22499394416809082,0.09096846729516983,0.1470939815044403,0.22499394416809082,0.1139647364616394,0.09195942431688309
j.,-0.06363846361637115,-0.042055558413267136,-0.07777253538370132,0.08326251059770584,0.0326615646481514,-0.08466999232769012,-0.0750533789396286,-0.024308517575263977,-0.05372316390275955,0.0020352292340248823,0.03800997510552406,-0.003266088431701064,0.014586188830435276,0.03800997510552406,-0.09711750596761703,0.004272869788110256
probst,0.2840496301651001,0.25239524245262146,0.13719509541988373,0.16966722905635834,0.17289255559444427,0.13797564804553986,0.2134905606508255,0.07312511652708054,0.2526448965072632,0.26670899987220764,0.2678612768650055,0.15347518026828766,0.11908162385225296,0.2678612768650055,0.30898040533065796,0.2567601501941681
in,0.30808621644973755,0.2593238651752472,0.3791837692260742,0.2489040344953537,0.20191647112369537,0.2715643048286438,0.3887844979763031,0.17527905106544495,0.45010748505592346,0.21458876132965088,0.6662389636039734,0.12669669091701508,0.5696388483047485,0.6662389636039734,0.25396132469177246,0.20430970191955566
his,0.26976513862609863,0.3546801507472992,0.2947653532028198,0.2242082804441452,0.258556604385376,0.19605936110019684,0.3146366477012634,0.15461473166942596,0.3715193271636963,0.17926384508609772,0.4394008219242096,0.22307342290878296,0.38364991545677185,0.4394008219242096,0.26271045207977295,0.18075084686279297
book,0.2872225046157837,0.17269964516162872,0.2223663330078125,0.18371884524822235,0.2386128157377243,0.15718859434127808,0.23037776350975037,0.10987795144319534,0.20275522768497467,0.08572739362716675,0.2652374505996704,0.18575137853622437,0.22602593898773193,0.2652374505996704,0.1451646089553833,0.20572158694267273
demonizing,0.2776585519313812,0.20110175013542175,0.36038312315940857,0.19501952826976776,0.35147327184677124,0.3510890603065491,0.3028525412082672,0.257867693901062,0.3031306564807892,0.1920912116765976,0.3357498347759247,0.32889723777770996,0.3077559173107147,0.3357498347759247,0.27906590700149536,0.1701238751411438
the,0.42745697498321533,0.34736719727516174,0.49086877703666687,0.20315466821193695,0.23927117884159088,0.34342584013938904,0.48381632566452026,0.18534968793392181,0.535392165184021,0.22462421655654907,1.0,0.22566401958465576,0.733189046382904,1.0,0.22388386726379395,0.22068053483963013
jews,0.22131574153900146,0.23080717027187347,0.251436710357666,0.30448025465011597,0.3989243805408478,0.18295027315616608,0.18277226388454437,0.13990448415279388,0.22399327158927917,0.20113955438137054,0.24901628494262695,0.27277806401252747,0.2207300066947937,0.24901628494262695,0.5812774300575256,0.16730794310569763
:,-0.12022944539785385,-0.05305134505033493,-0.12152724713087082,0.0023144911974668503,0.07795724272727966,-0.16000241041183472,-0.11037297546863556,-0.049462538212537766,-0.09243495017290115,0.06585770845413208,-0.03403344005346298,-0.07497874647378922,-0.08807745575904846,-0.03403344005346298,-0.0024434502702206373,-0.07156077772378922
luther,0.2134782373905182,0.23667675256729126,0.23486362397670746,0.7014965415000916,0.24090339243412018,0.10849796235561371,0.20242992043495178,0.16886606812477112,0.18029534816741943,0.2708149254322052,0.1759674996137619,0.1969669908285141,0.1719115972518921,0.1759674996137619,0.3099939823150635,0.1732746809720993
and,0.31309178471565247,0.34479495882987976,0.5314885973930359,0.20310066640377045,0.2523728013038635,0.34145063161849976,0.49487000703811646,0.22683054208755493,0.48971283435821533,0.2044326663017273,0.5171257257461548,0.2788451910018921,0.5116966962814331,0.5171257257461548,0.2841957211494446,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.49086877703666687,0.20315466821193695,0.23927117884159088,0.34342584013938904,0.48381632566452026,0.18534968793392181,0.535392165184021,0.22462421655654907,1.0,0.22566401958465576,0.733189046382904,1.0,0.22388386726379395,0.22068053483963013
protestant,0.23531195521354675,0.23091652989387512,0.2289276272058487,0.6494681239128113,0.4648141860961914,0.10977300256490707,0.19902361929416656,0.16901005804538727,0.23639842867851257,0.35555070638656616,0.2679212689399719,0.272377073764801,0.31440475583076477,0.2679212689399719,0.3721643090248108,0.14798137545585632
