,which,courts,have,a,duty,to,interpret,domestic,law,as,far,as,possible,?
fourth,0.2565274238586426,0.15094375610351562,0.1545771062374115,0.3032437562942505,0.14516296982765198,0.22159133851528168,0.13935692608356476,0.1426803171634674,0.18197272717952728,0.18366172909736633,0.274729460477829,0.18366172909736633,0.1771790236234665,0.13791213929653168
",",0.3658004403114319,0.21853886544704437,0.3541618287563324,0.427140474319458,0.21993570029735565,0.44245919585227966,0.21952617168426514,0.21976107358932495,0.24953721463680267,0.48816442489624023,0.346853643655777,0.48816442489624023,0.3032452464103699,0.31091248989105225
national,0.28337109088897705,0.19384975731372833,0.16939407587051392,0.27889734506607056,0.14885732531547546,0.21067756414413452,0.11811710894107819,0.24169062077999115,0.15905754268169403,0.21661384403705597,0.11277086287736893,0.21661384403705597,0.13368138670921326,0.15643028914928436
courts,0.24834851920604706,1.0,0.25440895557403564,0.23228667676448822,0.240274578332901,0.2114926129579544,0.33346572518348694,0.21229471266269684,0.4104453921318054,0.15169648826122284,0.1156187504529953,0.15169648826122284,0.1883934587240219,0.17759139835834503
have,0.49652695655822754,0.25440895557403564,0.9999999403953552,0.338716596364975,0.17307130992412567,0.4544740617275238,0.3325541317462921,0.23322802782058716,0.18623127043247223,0.37788212299346924,0.3647712469100952,0.37788212299346924,0.34919747710227966,0.32991164922714233
a,0.56894451379776,0.23228667676448822,0.338716596364975,1.0,0.19311612844467163,0.45503583550453186,0.21763597428798676,0.21772217750549316,0.2212858349084854,0.39550232887268066,0.21638330817222595,0.39550232887268066,0.3421713411808014,0.23916715383529663
duty,0.14694783091545105,0.240274578332901,0.17307130992412567,0.19311612844467163,1.0000001192092896,0.2394949495792389,0.20550739765167236,0.1802375763654709,0.2851370573043823,0.279935359954834,0.17008008062839508,0.279935359954834,0.11512565612792969,0.20404963195323944
to,0.5345056653022766,0.2114926129579544,0.4544740617275238,0.45503583550453186,0.2394949495792389,1.0,0.3078547716140747,0.22657187283039093,0.259207159280777,0.42092081904411316,0.3375735878944397,0.42092081904411316,0.4506641626358032,0.29463258385658264
interpret,0.3165087103843689,0.33346572518348694,0.3325541317462921,0.21763597428798676,0.20550739765167236,0.3078547716140747,0.9999998807907104,0.05111398547887802,0.26013243198394775,0.280502587556839,0.2276383638381958,0.280502587556839,0.333850622177124,0.26576000452041626
domestic,0.23112131655216217,0.21229471266269684,0.23322802782058716,0.21772217750549316,0.1802375763654709,0.22657187283039093,0.05111398547887802,1.0,0.17480354011058807,0.2261807769536972,0.14355814456939697,0.2261807769536972,0.12398144602775574,0.1850636899471283
law,0.20205146074295044,0.4104453921318054,0.18623127043247223,0.2212858349084854,0.2851370573043823,0.259207159280777,0.26013243198394775,0.17480354011058807,1.0000001192092896,0.2346976399421692,0.13330000638961792,0.2346976399421692,0.18193888664245605,0.1528988480567932
``,0.05178012326359749,0.043519601225852966,0.1022237241268158,0.07272057235240936,-0.02744838409125805,0.06720756739377975,0.05588138476014137,-0.011914491653442383,0.005725041963160038,0.03910288214683533,0.03386557102203369,0.03910288214683533,0.12170141935348511,0.0685480609536171
as,0.41006597876548767,0.15169648826122284,0.37788212299346924,0.39550232887268066,0.279935359954834,0.42092081904411316,0.280502587556839,0.2261807769536972,0.2346976399421692,1.0,0.36748984456062317,1.0,0.3206198215484619,0.27043893933296204
far,0.26849839091300964,0.1156187504529953,0.3647712469100952,0.21638330817222595,0.17008008062839508,0.3375735878944397,0.2276383638381958,0.14355814456939697,0.13330000638961792,0.36748984456062317,1.0,0.36748984456062317,0.2963760197162628,0.2170870453119278
as,0.41006597876548767,0.15169648826122284,0.37788212299346924,0.39550232887268066,0.279935359954834,0.42092081904411316,0.280502587556839,0.2261807769536972,0.2346976399421692,1.0,0.36748984456062317,1.0,0.3206198215484619,0.27043893933296204
possible,0.3714272081851959,0.1883934587240219,0.34919747710227966,0.3421713411808014,0.11512565612792969,0.4506641626358032,0.333850622177124,0.12398144602775574,0.18193888664245605,0.3206198215484619,0.2963760197162628,0.3206198215484619,1.0,0.3059970438480377
in,0.4840516746044159,0.2495848685503006,0.36843645572662354,0.539380669593811,0.19133710861206055,0.45010748505592346,0.17396794259548187,0.208420991897583,0.24850773811340332,0.3887844979763031,0.2599720060825348,0.3887844979763031,0.2287878543138504,0.20430970191955566
the,0.6521818041801453,0.2453746348619461,0.40389683842658997,0.5829201340675354,0.18581759929656982,0.535392165184021,0.26474055647850037,0.21731778979301453,0.24548950791358948,0.48381632566452026,0.38564538955688477,0.48381632566452026,0.32701125741004944,0.22068053483963013
light,0.3455694615840912,0.14329096674919128,0.24563387036323547,0.2622554302215576,0.17345499992370605,0.22474321722984314,0.18813323974609375,0.07319176197052002,0.12864172458648682,0.25754430890083313,0.2268335223197937,0.25754430890083313,0.21199040114879608,0.17429810762405396
of,0.5011631846427917,0.24972429871559143,0.3802283704280853,0.5052502155303955,0.19598819315433502,0.41548454761505127,0.20744526386260986,0.1528376340866089,0.2816956341266632,0.3886612355709076,0.3005201518535614,0.3886612355709076,0.3314395844936371,0.1826142966747284
the,0.6521818041801453,0.2453746348619461,0.40389683842658997,0.5829201340675354,0.18581759929656982,0.535392165184021,0.26474055647850037,0.21731778979301453,0.24548950791358948,0.48381632566452026,0.38564538955688477,0.48381632566452026,0.32701125741004944,0.22068053483963013
wording,0.3465369939804077,0.2528580129146576,0.33756402134895325,0.30561965703964233,0.18563565611839294,0.3568155765533447,0.378902792930603,0.1258033812046051,0.3109555244445801,0.30005645751953125,0.25587156414985657,0.30005645751953125,0.3749966025352478,0.4474027156829834
and,0.506277859210968,0.2592387795448303,0.4711785912513733,0.3739250600337982,0.22624720633029938,0.48971283435821533,0.24294798076152802,0.2692606449127197,0.254730761051178,0.49487000703811646,0.3353408873081207,0.49487000703811646,0.29339438676834106,0.20544172823429108
purpose,0.3687290847301483,0.20958881080150604,0.31335708498954773,0.2899824380874634,0.2521931529045105,0.38124558329582214,0.28497982025146484,0.16739904880523682,0.19089171290397644,0.3096271753311157,0.26552411913871765,0.3096271753311157,0.39693689346313477,0.21892647445201874
of,0.5011631846427917,0.24972429871559143,0.3802283704280853,0.5052502155303955,0.19598819315433502,0.41548454761505127,0.20744526386260986,0.1528376340866089,0.2816956341266632,0.3886612355709076,0.3005201518535614,0.3886612355709076,0.3314395844936371,0.1826142966747284
the,0.6521818041801453,0.2453746348619461,0.40389683842658997,0.5829201340675354,0.18581759929656982,0.535392165184021,0.26474055647850037,0.21731778979301453,0.24548950791358948,0.48381632566452026,0.38564538955688477,0.48381632566452026,0.32701125741004944,0.22068053483963013
directive,0.28222039341926575,0.23674853146076202,0.23152491450309753,0.2245989441871643,0.20846512913703918,0.3225650489330292,0.26890498399734497,0.25186261534690857,0.2503272294998169,0.27498379349708557,0.21215905249118805,0.27498379349708557,0.25251609086990356,0.15005457401275635
'',-0.03332270681858063,0.012928526848554611,0.0312618687748909,0.04890415817499161,-0.0690901055932045,-0.009905828163027763,0.05109872296452522,-0.021107858046889305,0.02283594384789467,0.006628023460507393,0.02600502222776413,0.006628023460507393,-0.01126419473439455,0.018684765323996544
.,0.45942068099975586,0.2468891590833664,0.41614407300949097,0.50484299659729,0.20822225511074066,0.4645031690597534,0.20325395464897156,0.2479872703552246,0.24482665956020355,0.515582263469696,0.3168189823627472,0.515582263469696,0.2935521602630615,0.4130953550338745
