,why,was,ac,electricity,gaining,popularity,?
one,0.37620118260383606,0.3752199709415436,0.13052691519260406,0.24728283286094666,0.2966291010379791,0.2367277294397354,0.2673267424106598
of,0.28464117646217346,0.4069072902202606,0.09591341018676758,0.22897469997406006,0.314731627702713,0.20717091858386993,0.1826142966747284
the,0.30742117762565613,0.48711544275283813,0.11894276738166809,0.274786114692688,0.35633590817451477,0.24727706611156464,0.22068053483963013
things,0.46396714448928833,0.19326671957969666,0.0654834657907486,0.331767737865448,0.2528228759765625,0.18177658319473267,0.36181706190109253
tesla,0.1375875622034073,0.16455206274986267,0.31766265630722046,0.37243616580963135,0.18737758696079254,0.24335777759552002,0.10250775516033173
developed,0.1444295048713684,0.3253139555454254,0.13306176662445068,0.2007240504026413,0.25872859358787537,0.25314071774482727,0.10763012617826462
at,0.23853865265846252,0.36707764863967896,0.1383412778377533,0.18551494181156158,0.2301206886768341,0.11854344606399536,0.21978627145290375
that,0.5601457357406616,0.33670201897621155,0.10693444311618805,0.28066468238830566,0.30951201915740967,0.2616920471191406,0.32716336846351624
laboratory,0.1750689595937729,0.24070261418819427,0.1353980153799057,0.2827181816101074,0.1399528682231903,0.09588885307312012,0.07445509731769562
in,0.23227278888225555,0.45514053106307983,0.09242649376392365,0.2437814176082611,0.32260259985923767,0.26010528206825256,0.20430970191955566
1887,0.036172159016132355,0.035787295550107956,-0.16686555743217468,-0.09777573496103287,0.05917786806821823,-0.011791449040174484,-0.017046842724084854
was,0.23341619968414307,1.0000001192092896,0.16263911128044128,0.19055983424186707,0.24716636538505554,0.27226099371910095,0.18412111699581146
an,0.22638356685638428,0.3694365322589874,0.178873673081398,0.1728379726409912,0.22371163964271545,0.16258235275745392,0.19793890416622162
induction,0.2504328787326813,0.1620527058839798,0.26618337631225586,0.4267060160636902,0.2094871997833252,0.243636354804039,0.1510571390390396
motor,0.17867454886436462,0.20476558804512024,0.2673928141593933,0.3897395431995392,0.1776713728904724,0.10153675079345703,0.0637441948056221
that,0.5601457357406616,0.33670201897621155,0.10693444311618805,0.28066468238830566,0.30951201915740967,0.2616920471191406,0.32716336846351624
ran,0.19017665088176727,0.3893149197101593,0.12155134975910187,0.14434725046157837,0.2048192024230957,0.20177485048770905,0.11304427683353424
on,0.2698206305503845,0.3909217119216919,0.13194037973880768,0.1812443733215332,0.27749907970428467,0.20461957156658173,0.2714994251728058
alternating,0.13171420991420746,0.15524277091026306,0.3527459502220154,0.4079901874065399,0.269304096698761,0.2014559507369995,0.13878576457500458
current,0.17332823574543,0.20140352845191956,0.21337713301181793,0.3313368856906891,0.21918506920337677,0.17898595333099365,0.12074550241231918
",",0.2827242314815521,0.45456063747406006,0.1705707460641861,0.2550862729549408,0.2934018671512604,0.24107298254966736,0.31091248989105225
a,0.2667238116264343,0.4508470594882965,0.11213719099760056,0.24459154903888702,0.3593192994594574,0.23447343707084656,0.23916715383529663
power,0.19992569088935852,0.1794997751712799,0.25781431794166565,0.5319902896881104,0.31621429324150085,0.29412010312080383,0.15304024517536163
system,0.18228374421596527,0.2147521674633026,0.1782734990119934,0.286192923784256,0.20434997975826263,0.06501863151788712,0.15556083619594574
format,0.16411148011684418,0.1396103948354721,0.1792115718126297,0.18344300985336304,0.1646142303943634,0.174630805850029,0.2222042977809906
that,0.5601457357406616,0.33670201897621155,0.10693444311618805,0.28066468238830566,0.30951201915740967,0.2616920471191406,0.32716336846351624
was,0.23341619968414307,1.0000001192092896,0.16263911128044128,0.19055983424186707,0.24716636538505554,0.27226099371910095,0.18412111699581146
starting,0.27055802941322327,0.26083552837371826,0.12873241305351257,0.13445712625980377,0.24308012425899506,0.24986183643341064,0.19133803248405457
to,0.4100138247013092,0.3636345863342285,0.13302072882652283,0.31636500358581543,0.36105313897132874,0.22046558558940887,0.29463258385658264
be,0.4042811989784241,0.42228707671165466,0.14963611960411072,0.25100380182266235,0.23424024879932404,0.17989680171012878,0.3324260413646698
built,0.13112178444862366,0.3424932360649109,0.24602685868740082,0.31689685583114624,0.17791607975959778,0.16268059611320496,0.09449632465839386
in,0.23227278888225555,0.45514053106307983,0.09242649376392365,0.2437814176082611,0.32260259985923767,0.26010528206825256,0.20430970191955566
europe,0.15987814962863922,0.2931758761405945,0.17453889548778534,0.1745319813489914,0.1502816081047058,0.268192857503891,0.18278923630714417
and,0.27806392312049866,0.3740963041782379,0.08613406121730804,0.2610585391521454,0.3063693046569824,0.25298577547073364,0.20544172823429108
the,0.30742117762565613,0.48711544275283813,0.11894276738166809,0.274786114692688,0.35633590817451477,0.24727706611156464,0.22068053483963013
united,0.14904677867889404,0.31727492809295654,0.15959285199642181,0.2078489512205124,0.20998932421207428,0.2013367861509323,0.17266890406608582
states,0.16029080748558044,0.2847922146320343,0.11370302736759186,0.19397330284118652,0.19252446293830872,0.2012675404548645,0.16272737085819244
because,0.5926418900489807,0.3841400742530823,0.08736903965473175,0.28828829526901245,0.3544929623603821,0.2988925278186798,0.2528740465641022
of,0.28464117646217346,0.4069072902202606,0.09591341018676758,0.22897469997406006,0.314731627702713,0.20717091858386993,0.1826142966747284
its,0.2255094349384308,0.3518870174884796,0.14339952170848846,0.2728304862976074,0.3661445379257202,0.3058875501155853,0.15103481709957123
advantages,0.26349666714668274,0.10555581748485565,0.22132357954978943,0.32969874143600464,0.3880297839641571,0.29191070795059204,0.1219927966594696
in,0.23227278888225555,0.45514053106307983,0.09242649376392365,0.2437814176082611,0.32260259985923767,0.26010528206825256,0.20430970191955566
long-distance,0.22986002266407013,0.22688710689544678,0.19958947598934174,0.29495829343795776,0.23260727524757385,0.2581747770309448,0.14623819291591644
",",0.2827242314815521,0.45456063747406006,0.1705707460641861,0.2550862729549408,0.2934018671512604,0.24107298254966736,0.31091248989105225
high-voltage,0.1778424233198166,0.24098360538482666,0.4111838936805725,0.5677581429481506,0.26689502596855164,0.29294058680534363,0.23572029173374176
transmission,0.2160756140947342,0.1702040582895279,0.340716153383255,0.49125054478645325,0.22782310843467712,0.2773739695549011,0.16372337937355042
.,0.32909876108169556,0.40146201848983765,0.21823462843894958,0.24271675944328308,0.25974494218826294,0.24807576835155487,0.4130953550338745
