,between,which,two,streets,along,kearney,boulevard,were,wealthy,african-americans,at,one,time,residing,?
the,0.39067012071609497,0.6521818041801453,0.43858039379119873,0.2026284784078598,0.39495137333869934,0.24541108310222626,0.27917832136154175,0.3906462490558624,0.2220325618982315,0.33007368445396423,0.457212895154953,0.5514441132545471,0.43061500787734985,0.32651787996292114,0.22068053483963013
roughly,0.34688273072242737,0.37560543417930603,0.2726196348667145,0.18441426753997803,0.24020294845104218,0.19957955181598663,0.11465577036142349,0.21501411497592926,0.11867240816354752,0.16637735068798065,0.2713680863380432,0.276462197303772,0.2670932412147522,0.2370997816324234,0.09299357235431671
half-mile,0.29185420274734497,0.299552857875824,0.3771517872810364,0.34152543544769287,0.34728869795799255,0.401078462600708,0.34972554445266724,0.3358737826347351,0.24723120033740997,0.28940537571907043,0.34088826179504395,0.351610392332077,0.29916247725486755,0.29482555389404297,0.25483009219169617
stretch,0.2931711971759796,0.3122515380382538,0.21304315328598022,0.2783859372138977,0.35157662630081177,0.16965597867965698,0.2515849173069,0.1422736793756485,0.1709412932395935,0.08286727219820023,0.10360011458396912,0.2832632064819336,0.20171959698200226,0.18664886057376862,0.13738147914409637
of,0.3737983703613281,0.5011631846427917,0.37726253271102905,0.18885038793087006,0.34889817237854004,0.19182492792606354,0.18820632994174957,0.34038281440734863,0.2134784311056137,0.26648733019828796,0.42558613419532776,0.4999135136604309,0.35127586126327515,0.34239262342453003,0.1826142966747284
kearney,0.11836445331573486,0.16797128319740295,0.20329900085926056,0.24624985456466675,0.21789231896400452,0.9999999403953552,0.2633053660392761,0.20920005440711975,0.2675895094871521,0.2991322875022888,0.22186791896820068,0.19978322088718414,0.19275768101215363,0.25384190678596497,0.2019806057214737
boulevard,0.15766221284866333,0.2049608677625656,0.1879190057516098,0.3822307884693146,0.21033161878585815,0.2633053660392761,1.0,0.0908152386546135,0.17281632125377655,0.11563877761363983,0.21174460649490356,0.21906600892543793,0.1644742786884308,0.22420790791511536,0.06742092967033386
between,0.9999999403953552,0.395174115896225,0.4709945023059845,0.19105865061283112,0.3784843385219574,0.11836445331573486,0.15766221284866333,0.27047741413116455,0.19361716508865356,0.1574205905199051,0.3328663110733032,0.3030317425727844,0.2893446385860443,0.1844490021467209,0.12887074053287506
fresno,0.1513681411743164,0.14756552875041962,0.17640221118927002,0.17507030069828033,0.11627563834190369,0.3476477861404419,0.33968639373779297,0.1892825961112976,0.21991316974163055,0.2813056409358978,0.2645650804042816,0.1632690131664276,0.13689638674259186,0.27412888407707214,0.13224096596240997
street,0.17827199399471283,0.19580180943012238,0.1829266995191574,0.7805339097976685,0.24985890090465546,0.27721914649009705,0.42610830068588257,0.16196899116039276,0.2260204255580902,0.16729390621185303,0.17524904012680054,0.18605993688106537,0.1424839198589325,0.22265133261680603,0.07315441966056824
and,0.40645647048950195,0.506277859210968,0.4671151638031006,0.3053084909915924,0.4213258922100067,0.28568992018699646,0.22068525850772858,0.42175528407096863,0.28952956199645996,0.28568074107170105,0.3571503460407257,0.42438167333602905,0.3025408685207367,0.2801954448223114,0.20544172823429108
thorne,0.16659826040267944,0.14470505714416504,0.17496225237846375,0.1471651941537857,0.13760675489902496,0.4121476411819458,0.17070643603801727,0.17942413687705994,0.15104547142982483,0.20323775708675385,0.15700171887874603,0.1797664314508438,0.20516185462474823,0.22737334668636322,0.1218985766172409
ave,0.2291814386844635,0.19345475733280182,0.16864141821861267,0.29679232835769653,0.18286903202533722,0.31497177481651306,0.3288682699203491,0.10729632526636124,0.20701386034488678,0.17155806720256805,0.16938358545303345,0.15494295954704285,0.11781850457191467,0.17594213783740997,0.137253537774086
was,0.24048170447349548,0.2830964922904968,0.27166637778282166,0.18835458159446716,0.24175575375556946,0.3404567539691925,0.23689721524715424,0.590133786201477,0.26133468747138977,0.2778857350349426,0.36707764863967896,0.3752199709415436,0.3641340136528015,0.23652538657188416,0.18412111699581146
at,0.3328663110733032,0.3286694884300232,0.32178381085395813,0.11366891115903854,0.2828983664512634,0.22186791896820068,0.21174460649490356,0.2947486639022827,0.15206997096538544,0.18457917869091034,1.0,0.32580816745758057,0.3956010341644287,0.24707940220832825,0.21978627145290375
one,0.3030317425727844,0.510688066482544,0.6288198232650757,0.17583799362182617,0.3453238010406494,0.19978322088718414,0.21906600892543793,0.3453167676925659,0.2528040111064911,0.22375276684761047,0.32580816745758057,1.0000001192092896,0.4878559708595276,0.18357419967651367,0.2673267424106598
time,0.2893446385860443,0.325231671333313,0.33960169553756714,0.1428825557231903,0.21636256575584412,0.19275768101215363,0.1644742786884308,0.3104150593280792,0.16490529477596283,0.2707993686199188,0.3956010341644287,0.4878559708595276,0.9999998807907104,0.1729663759469986,0.27391523122787476
the,0.39067012071609497,0.6521818041801453,0.43858039379119873,0.2026284784078598,0.39495137333869934,0.24541108310222626,0.27917832136154175,0.3906462490558624,0.2220325618982315,0.33007368445396423,0.457212895154953,0.5514441132545471,0.43061500787734985,0.32651787996292114,0.22068053483963013
preferred,0.1941620409488678,0.2869994640350342,0.1918833702802658,0.09145129472017288,0.13234920799732208,0.08466757088899612,0.05359971523284912,0.24518319964408875,0.15672667324543,0.20701828598976135,0.19918867945671082,0.2721365690231323,0.25148308277130127,0.18940651416778564,0.22620606422424316
neighborhood,0.14815764129161835,0.1964341700077057,0.14280834794044495,0.4190124273300171,0.24835723638534546,0.24816973507404327,0.37243714928627014,0.16469812393188477,0.3185316026210785,0.2518700659275055,0.14259687066078186,0.15177017450332642,0.09101586788892746,0.31882137060165405,0.048473283648490906
for,0.24671313166618347,0.44095608592033386,0.34734001755714417,0.23969975113868713,0.249526709318161,0.25537338852882385,0.12053024023771286,0.33592689037323,0.15221571922302246,0.2760215103626251,0.34237727522850037,0.384836345911026,0.3992156386375427,0.22625702619552612,0.264628142118454
fresno,0.1513681411743164,0.14756552875041962,0.17640221118927002,0.17507030069828033,0.11627563834190369,0.3476477861404419,0.33968639373779297,0.1892825961112976,0.21991316974163055,0.2813056409358978,0.2645650804042816,0.1632690131664276,0.13689638674259186,0.27412888407707214,0.13224096596240997
's,0.006096371449530125,0.03856118768453598,0.038143858313560486,0.031725674867630005,-0.05784126743674278,0.03779824823141098,0.027165304869413376,0.007088581565767527,-0.0005222067702561617,0.07596690207719803,-0.08481216430664062,0.06913424283266068,0.01301188487559557,-0.021811243146657944,-0.023395681753754616
elite,0.13260900974273682,0.18867331743240356,0.16419921815395355,0.10466670244932175,0.11575005203485489,0.09453115612268448,0.06458494067192078,0.2653488516807556,0.19796565175056458,0.2216535061597824,0.09323781728744507,0.2156413346529007,0.18841511011123657,0.18951952457427979,0.0737992525100708
african-american,0.1876220703125,0.22814516723155975,0.24063634872436523,0.17270468175411224,0.15424156188964844,0.3375895917415619,0.17436951398849487,0.3103322386741638,0.2244718372821808,0.8755902051925659,0.1811584085226059,0.2512746751308441,0.2565581202507019,0.14577467739582062,0.21985267102718353
