,how,many,of,the,survey,respondents,considered,doctor,who,very,unsuitable,for,family,viewing,?
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.2448187917470932,0.20651617646217346,0.4028765559196472,0.2820442318916321,0.3733934462070465,0.34171217679977417,0.20682837069034576,0.4739971458911896,0.2394849956035614,0.309763640165329,0.22068053483963013
same,0.28913575410842896,0.3821374177932739,0.3808329105377197,0.4583131968975067,0.09322809427976608,0.13584397733211517,0.2876299321651459,0.13725580275058746,0.26448050141334534,0.2653089761734009,0.23836961388587952,0.31941699981689453,0.18208685517311096,0.22183465957641602,0.22649677097797394
report,0.2084086388349533,0.17323614656925201,0.22992923855781555,0.2556745111942291,0.3692317605018616,0.472432017326355,0.15820878744125366,0.12739361822605133,0.17796188592910767,0.15376871824264526,0.28184112906455994,0.2216007560491562,0.1317497044801712,0.278824120759964,0.3138936758041382
found,0.12975606322288513,0.27700337767601013,0.2982911467552185,0.3452354073524475,0.26394689083099365,0.11623702943325043,0.30855420231819153,0.11321654170751572,0.17055200040340424,0.30070754885673523,0.18267197906970978,0.19707661867141724,0.23851995170116425,0.15798430144786835,0.16790300607681274
that,0.557814359664917,0.5391656160354614,0.41498205065727234,0.5473989248275757,0.20720824599266052,0.2873069941997528,0.37593913078308105,0.2390732765197754,0.45444270968437195,0.47700634598731995,0.3841228187084198,0.4137635827064514,0.2221977561712265,0.34911519289016724,0.32716336846351624
3,0.12271612882614136,0.026462629437446594,0.046857766807079315,0.06283142417669296,0.063325434923172,0.0945202186703682,0.10099489241838455,0.06146235764026642,0.06491345912218094,0.06155077740550041,0.13396453857421875,0.04892069101333618,0.09505175799131393,0.04603377729654312,0.005975271109491587
%,0.1237400695681572,0.24948352575302124,0.19953428208827972,0.21490740776062012,0.2803715467453003,0.18654730916023254,0.1361616998910904,0.07650799304246902,0.15813837945461273,0.17432230710983276,0.15017767250537872,0.16658860445022583,0.13784094154834747,0.1521780639886856,0.21441808342933655
of,0.2480744868516922,0.37253960967063904,1.0,0.733189046382904,0.2532391846179962,0.190020352602005,0.4190242290496826,0.16895952820777893,0.2827862501144409,0.34437474608421326,0.23474739491939545,0.4185989499092102,0.1893671154975891,0.22714020311832428,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.2448187917470932,0.20651617646217346,0.4028765559196472,0.2820442318916321,0.3733934462070465,0.34171217679977417,0.20682837069034576,0.4739971458911896,0.2394849956035614,0.309763640165329,0.22068053483963013
surveyed,0.25916004180908203,0.2862543761730194,0.3042495846748352,0.3326762616634369,0.7803170680999756,0.35122424364089966,0.2397899478673935,0.15650184452533722,0.3128388524055481,0.27183300256729126,0.219450443983078,0.23302841186523438,0.17537987232208252,0.2836509346961975,0.13166916370391846
audience,0.28175029158592224,0.2345467358827591,0.1875116527080536,0.26795145869255066,0.15388521552085876,0.3392346501350403,0.1626790165901184,0.1338554471731186,0.33162832260131836,0.29140225052833557,0.3591907322406769,0.2772541642189026,0.15211741626262665,0.35070863366127014,0.2740955352783203
regarded,0.12959861755371094,0.29166409373283386,0.3187633752822876,0.28921735286712646,0.11387112736701965,0.19241346418857574,0.6758140325546265,0.17702333629131317,0.28469380736351013,0.3001853823661804,0.23395317792892456,0.1810154914855957,0.16352294385433197,0.06961048394441605,0.1741991639137268
the,0.33890387415885925,0.4335206151008606,0.733189046382904,1.0,0.2448187917470932,0.20651617646217346,0.4028765559196472,0.2820442318916321,0.3733934462070465,0.34171217679977417,0.20682837069034576,0.4739971458911896,0.2394849956035614,0.309763640165329,0.22068053483963013
show,0.33347421884536743,0.3163606524467468,0.21383242309093475,0.319829523563385,0.20188792049884796,0.3166932463645935,0.16818055510520935,0.2094513326883316,0.2095358669757843,0.2486025094985962,0.26958343386650085,0.3141973614692688,0.2197142243385315,0.3126305043697357,0.2520138621330261
as,0.33782753348350525,0.4070141911506653,0.3886612355709076,0.48381632566452026,0.17482753098011017,0.2589091360569,0.4031961262226105,0.17422905564308167,0.3923053741455078,0.3734530210494995,0.2877033054828644,0.44774648547172546,0.21415938436985016,0.2461000680923462,0.27043893933296204
``,-0.01591024175286293,0.012824942357838154,0.06780257821083069,0.029072100296616554,-0.02716526947915554,-0.042176369577646255,0.06466352939605713,0.03718610852956772,0.02397952415049076,0.009530685842037201,0.06340029090642929,0.01270448137074709,0.028740283101797104,-0.06907335668802261,0.0685480609536171
