,static,friction,balances,what,force,when,there,is,no,movement,of,an,object,on,a,surface,?
for,0.1698531210422516,0.23080427944660187,0.21647389233112335,0.3017193675041199,0.15857845544815063,0.43402108550071716,0.3728419542312622,0.43268078565597534,0.306581974029541,0.1841055154800415,0.4185989499092102,0.3236706852912903,0.23012496531009674,0.36199691891670227,0.44038116931915283,0.17463307082653046,0.264628142118454
a,0.21898198127746582,0.2347700446844101,0.2853788435459137,0.3320399522781372,0.2451154738664627,0.44397395849227905,0.4214206337928772,0.658733606338501,0.26280897855758667,0.23380696773529053,0.5052502155303955,0.44552403688430786,0.3271922171115875,0.3848365545272827,1.0,0.24436084926128387,0.23916715383529663
situation,0.22814156115055084,0.3026764690876007,0.3242110311985016,0.4481324255466461,0.2271081656217575,0.35674718022346497,0.27707183361053467,0.2855897843837738,0.23447078466415405,0.2123526632785797,0.22593308985233307,0.291826069355011,0.25904032588005066,0.26678118109703064,0.2909733057022095,0.1820867657661438,0.2714049518108368
with,0.18990257382392883,0.2234727442264557,0.3059717118740082,0.2464839518070221,0.15703244507312775,0.5075214505195618,0.37390366196632385,0.3250955045223236,0.24678650498390198,0.18811029195785522,0.41827285289764404,0.2730048894882202,0.1933450996875763,0.40749499201774597,0.3783375024795532,0.1969025433063507,0.2433311939239502
no,0.18275943398475647,0.2546040415763855,0.20852157473564148,0.339326947927475,0.14481757581233978,0.28761178255081177,0.40644893050193787,0.19581134617328644,1.0,0.1389082372188568,0.24809792637825012,0.19335412979125977,0.18865232169628143,0.3244728446006775,0.26280897855758667,0.1573144644498825,0.32165053486824036
movement,0.2221437394618988,0.3259640634059906,0.2519119083881378,0.23934946954250336,0.23913180828094482,0.28646430373191833,0.18673110008239746,0.20353496074676514,0.1389082372188568,1.0,0.2662941515445709,0.2055855393409729,0.2143082320690155,0.15348097681999207,0.23380696773529053,0.23585468530654907,0.1423349231481552
",",0.22661300003528595,0.21246513724327087,0.16819903254508972,0.3087472915649414,0.22091743350028992,0.36674630641937256,0.4587128460407257,0.4691906273365021,0.29972612857818604,0.1862073689699173,0.4946078956127167,0.3581022024154663,0.149229496717453,0.49057599902153015,0.427140474319458,0.23000483214855194,0.31091248989105225
the,0.13053004443645477,0.2587912678718567,0.29917407035827637,0.42745697498321533,0.2800885736942291,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.3461136817932129,0.339571475982666,0.733189046382904,0.4207492768764496,0.22418850660324097,0.5107308030128479,0.5829201340675354,0.2555135488510132,0.22068053483963013
static,1.0,0.4426155090332031,0.2853497564792633,0.2510988116264343,0.3494165241718292,0.25941023230552673,0.1780073046684265,0.16519774496555328,0.18275943398475647,0.2221437394618988,0.16022148728370667,0.2508057653903961,0.33535662293434143,0.24561046063899994,0.21898198127746582,0.24144412577152252,0.22167910635471344
friction,0.4426155090332031,1.0,0.436359703540802,0.2582229971885681,0.44091445207595825,0.3199525773525238,0.22103112936019897,0.23153041303157806,0.2546040415763855,0.3259640634059906,0.21519047021865845,0.19842107594013214,0.4479469358921051,0.232167586684227,0.2347700446844101,0.5078360438346863,0.18292373418807983
force,0.3494165241718292,0.44091445207595825,0.3177375793457031,0.16915984451770782,1.0000001192092896,0.24609562754631042,0.1775331050157547,0.22036980092525482,0.14481757581233978,0.23913180828094482,0.27094775438308716,0.21655116975307465,0.32587239146232605,0.1764998733997345,0.2451154738664627,0.25219762325286865,0.1650998443365097
exactly,0.1878580003976822,0.2705117166042328,0.26262781023979187,0.5801165103912354,0.18934877216815948,0.3975340723991394,0.2916818857192993,0.26177722215652466,0.2723028361797333,0.187113419175148,0.24229927361011505,0.19986575841903687,0.30104294419288635,0.27424904704093933,0.2848515212535858,0.2594582438468933,0.35508325695991516
balances,0.2853497564792633,0.436359703540802,1.0000001192092896,0.2503637671470642,0.3177375793457031,0.3076334297657013,0.2926410436630249,0.23750978708267212,0.20852157473564148,0.2519119083881378,0.27821409702301025,0.2016690969467163,0.2614702880382538,0.22312793135643005,0.2853788435459137,0.30164945125579834,0.1954762190580368
the,0.13053004443645477,0.2587912678718567,0.29917407035827637,0.42745697498321533,0.2800885736942291,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.3461136817932129,0.339571475982666,0.733189046382904,0.4207492768764496,0.22418850660324097,0.5107308030128479,0.5829201340675354,0.2555135488510132,0.22068053483963013
applied,0.24337700009346008,0.36476999521255493,0.2147751748561859,0.1944669634103775,0.28749921917915344,0.2881869077682495,0.24789737164974213,0.21050988137722015,0.1774357557296753,0.18830201029777527,0.2825285494327545,0.22066234052181244,0.33323290944099426,0.20456093549728394,0.24149316549301147,0.2864915132522583,0.15585725009441376
force,0.3494165241718292,0.44091445207595825,0.3177375793457031,0.16915984451770782,1.0000001192092896,0.24609562754631042,0.1775331050157547,0.22036980092525482,0.14481757581233978,0.23913180828094482,0.27094775438308716,0.21655116975307465,0.32587239146232605,0.1764998733997345,0.2451154738664627,0.25219762325286865,0.1650998443365097
resulting,0.26034945249557495,0.38309383392333984,0.2988351881504059,0.17960047721862793,0.3052351474761963,0.3644998371601105,0.2515425980091095,0.2671727240085602,0.21578478813171387,0.21106041967868805,0.3631994426250458,0.23642291128635406,0.27718859910964966,0.2551211416721344,0.3510841131210327,0.285810649394989,0.10813049972057343
in,0.12364014983177185,0.1972421556711197,0.18688590824604034,0.30808621644973755,0.21744468808174133,0.4431333839893341,0.5361666083335876,0.5394441485404968,0.24372287094593048,0.26725053787231445,0.5696388483047485,0.2605783939361572,0.18661287426948547,0.46853652596473694,0.539380669593811,0.20246390998363495,0.20430970191955566
no,0.18275943398475647,0.2546040415763855,0.20852157473564148,0.339326947927475,0.14481757581233978,0.28761178255081177,0.40644893050193787,0.19581134617328644,1.0,0.1389082372188568,0.24809792637825012,0.19335412979125977,0.18865232169628143,0.3244728446006775,0.26280897855758667,0.1573144644498825,0.32165053486824036
acceleration,0.33675336837768555,0.5347114205360413,0.3597961664199829,0.2983599901199341,0.4348186254501343,0.2264668345451355,0.17618326842784882,0.21391066908836365,0.19003130495548248,0.3624403774738312,0.27446165680885315,0.19508913159370422,0.45809832215309143,0.19412635266780853,0.21804127097129822,0.4420332610607147,0.16905567049980164
.,0.21329167485237122,0.21244938671588898,0.23306849598884583,0.3567904531955719,0.2783275842666626,0.475719153881073,0.43897318840026855,0.4569662809371948,0.35224834084510803,0.22796523571014404,0.5352458953857422,0.3581749200820923,0.22102774679660797,0.49257001280784607,0.50484299659729,0.2543797492980957,0.4130953550338745
,static,friction,balances,what,force,when,there,is,no,movement,of,an,object,on,a,surface,?
pushing,0.3319229781627655,0.4075371026992798,0.2885579466819763,0.37966427206993103,0.34459275007247925,0.3413582146167755,0.23952195048332214,0.20972096920013428,0.1900954693555832,0.2859218716621399,0.22680725157260895,0.21437960863113403,0.29599729180336,0.2639009952545166,0.30144527554512024,0.2553166449069977,0.2176675945520401
against,0.15927642583847046,0.22698435187339783,0.1601516753435135,0.24561616778373718,0.2726375162601471,0.32684949040412903,0.21675412356853485,0.1754940152168274,0.13489454984664917,0.23060853779315948,0.2669808566570282,0.17087337374687195,0.1744299829006195,0.3163113296031952,0.2227657586336136,0.128299281001091,0.18095137178897858
an,0.2508057653903961,0.19842107594013214,0.2016690969467163,0.2821882665157318,0.21655116975307465,0.33026179671287537,0.22476400434970856,0.4654068350791931,0.19335412979125977,0.2055855393409729,0.32280945777893066,1.0,0.2576858103275299,0.3192969560623169,0.44552403688430786,0.18808452785015106,0.19793890416622162
object,0.33535662293434143,0.4479469358921051,0.2614702880382538,0.25733083486557007,0.32587239146232605,0.25062185525894165,0.20619980990886688,0.30146875977516174,0.18865232169628143,0.2143082320690155,0.1993778944015503,0.2576858103275299,1.0,0.18476571142673492,0.3271922171115875,0.41279926896095276,0.19573666155338287
on,0.24561046063899994,0.232167586684227,0.22312793135643005,0.34226128458976746,0.1764998733997345,0.37706470489501953,0.3521401882171631,0.3635730445384979,0.3244728446006775,0.15348097681999207,0.3966929316520691,0.3192969560623169,0.18476571142673492,0.9999999403953552,0.3848365545272827,0.2674844264984131,0.2714994251728058
a,0.21898198127746582,0.2347700446844101,0.2853788435459137,0.3320399522781372,0.2451154738664627,0.44397395849227905,0.4214206337928772,0.658733606338501,0.26280897855758667,0.23380696773529053,0.5052502155303955,0.44552403688430786,0.3271922171115875,0.3848365545272827,1.0,0.24436084926128387,0.23916715383529663
frictional,0.42936158180236816,0.8218425512313843,0.4151427745819092,0.23706041276454926,0.35845911502838135,0.30194684863090515,0.2806345522403717,0.26840656995773315,0.26456624269485474,0.2478238344192505,0.2880641520023346,0.19518068432807922,0.4073418080806732,0.2137138545513153,0.2948630750179291,0.4271140694618225,0.16436375677585602
surface,0.24144412577152252,0.5078360438346863,0.30164945125579834,0.23580394685268402,0.25219762325286865,0.24400591850280762,0.16710306704044342,0.29345643520355225,0.1573144644498825,0.23585468530654907,0.24204103648662567,0.18808452785015106,0.41279926896095276,0.2674844264984131,0.24436084926128387,0.9999998807907104,0.14613434672355652
can,0.2974742650985718,0.3261178135871887,0.34205979108810425,0.34502777457237244,0.18594154715538025,0.39191514253616333,0.36423051357269287,0.44256699085235596,0.2225070297718048,0.16283594071865082,0.2603091299533844,0.23671309649944305,0.39869454503059387,0.2772369682788849,0.3915780484676361,0.3465462028980255,0.3226337134838104
result,0.20820531249046326,0.3141184151172638,0.29106268286705017,0.19945499300956726,0.23025190830230713,0.32054403424263,0.2712252736091614,0.19420543313026428,0.22547002136707306,0.12772658467292786,0.231380432844162,0.20189309120178223,0.2828367352485657,0.22479186952114105,0.2767398953437805,0.2182149589061737,0.17218433320522308
in,0.12364014983177185,0.1972421556711197,0.18688590824604034,0.30808621644973755,0.21744468808174133,0.4431333839893341,0.5361666083335876,0.5394441485404968,0.24372287094593048,0.26725053787231445,0.5696388483047485,0.2605783939361572,0.18661287426948547,0.46853652596473694,0.539380669593811,0.20246390998363495,0.20430970191955566
a,0.21898198127746582,0.2347700446844101,0.2853788435459137,0.3320399522781372,0.2451154738664627,0.44397395849227905,0.4214206337928772,0.658733606338501,0.26280897855758667,0.23380696773529053,0.5052502155303955,0.44552403688430786,0.3271922171115875,0.3848365545272827,1.0,0.24436084926128387,0.23916715383529663
situation,0.22814156115055084,0.3026764690876007,0.3242110311985016,0.4481324255466461,0.2271081656217575,0.35674718022346497,0.27707183361053467,0.2855897843837738,0.23447078466415405,0.2123526632785797,0.22593308985233307,0.291826069355011,0.25904032588005066,0.26678118109703064,0.2909733057022095,0.1820867657661438,0.2714049518108368
where,0.20789018273353577,0.26484331488609314,0.2500564455986023,0.4457937180995941,0.18261179327964783,0.5747735500335693,0.5016061663627625,0.3586711287498474,0.26967066526412964,0.2221783995628357,0.38066378235816956,0.24824833869934082,0.2532142102718353,0.37630224227905273,0.40997210144996643,0.2541312277317047,0.24793872237205505
the,0.13053004443645477,0.2587912678718567,0.29917407035827637,0.42745697498321533,0.2800885736942291,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.3461136817932129,0.339571475982666,0.733189046382904,0.4207492768764496,0.22418850660324097,0.5107308030128479,0.5829201340675354,0.2555135488510132,0.22068053483963013
object,0.33535662293434143,0.4479469358921051,0.2614702880382538,0.25733083486557007,0.32587239146232605,0.25062185525894165,0.20619980990886688,0.30146875977516174,0.18865232169628143,0.2143082320690155,0.1993778944015503,0.2576858103275299,1.0,0.18476571142673492,0.3271922171115875,0.41279926896095276,0.19573666155338287
does,0.20372512936592102,0.2841254472732544,0.2763916850090027,0.38564667105674744,0.21141281723976135,0.3380102217197418,0.2930194139480591,0.4403602182865143,0.29778221249580383,0.17228825390338898,0.3119818866252899,0.29477936029434204,0.23909734189510345,0.2568802833557129,0.38201746344566345,0.22910720109939575,0.338003009557724
not,0.2274778187274933,0.30424660444259644,0.2793123126029968,0.5449194312095642,0.17318668961524963,0.4799930453300476,0.43214359879493713,0.3776007890701294,0.4487079083919525,0.18389323353767395,0.3307090103626251,0.3722182512283325,0.25356924533843994,0.3516409695148468,0.3791346549987793,0.21693648397922516,0.41942933201789856
move,0.23708902299404144,0.3193487823009491,0.25359538197517395,0.30861297249794006,0.2472643256187439,0.3272045850753784,0.2512524724006653,0.2520518898963928,0.23108841478824615,0.37171661853790283,0.19058799743652344,0.146748349070549,0.27083760499954224,0.2874688506126404,0.2925316393375397,0.27657026052474976,0.24440962076187134
because,0.23513270914554596,0.35218921303749084,0.3224736750125885,0.46729007363319397,0.2530072033405304,0.6114379167556763,0.4324805736541748,0.4047735333442688,0.32473182678222656,0.25678884983062744,0.4075504541397095,0.3022964894771576,0.3036639988422394,0.33021900057792664,0.42230045795440674,0.2516581118106842,0.2528740465641022
the,0.13053004443645477,0.2587912678718567,0.29917407035827637,0.42745697498321533,0.2800885736942291,0.5091903209686279,0.47025805711746216,0.5823672413825989,0.3461136817932129,0.339571475982666,0.733189046382904,0.4207492768764496,0.22418850660324097,0.5107308030128479,0.5829201340675354,0.2555135488510132,0.22068053483963013
applied,0.24337700009346008,0.36476999521255493,0.2147751748561859,0.1944669634103775,0.28749921917915344,0.2881869077682495,0.24789737164974213,0.21050988137722015,0.1774357557296753,0.18830201029777527,0.2825285494327545,0.22066234052181244,0.33323290944099426,0.20456093549728394,0.24149316549301147,0.2864915132522583,0.15585725009441376
force,0.3494165241718292,0.44091445207595825,0.3177375793457031,0.16915984451770782,1.0000001192092896,0.24609562754631042,0.1775331050157547,0.22036980092525482,0.14481757581233978,0.23913180828094482,0.27094775438308716,0.21655116975307465,0.32587239146232605,0.1764998733997345,0.2451154738664627,0.25219762325286865,0.1650998443365097
is,0.16519774496555328,0.23153041303157806,0.23750978708267212,0.28837618231773376,0.22036980092525482,0.3471449911594391,0.3904260993003845,1.0,0.19581134617328644,0.20353496074676514,0.4854315221309662,0.4654068350791931,0.30146875977516174,0.3635730445384979,0.658733606338501,0.29345643520355225,0.22961433231830597
opposed,0.25533396005630493,0.30652573704719543,0.2939532995223999,0.35573211312294006,0.2304420918226242,0.26777365803718567,0.2947942912578583,0.18266244232654572,0.21561281383037567,0.31114885210990906,0.25387564301490784,0.20666265487670898,0.2356492131948471,0.23948130011558533,0.229469895362854,0.1571952998638153,0.23428945243358612
by,0.20874249935150146,0.2614758610725403,0.22542205452919006,0.2455483376979828,0.24997374415397644,0.4376842677593231,0.20383623242378235,0.3899846076965332,0.15267254412174225,0.20122553408145905,0.3646814823150635,0.2719563841819763,0.20415794849395752,0.33887791633605957,0.32094135880470276,0.2144230455160141,0.17966607213020325
