,what,two,bodies,must,the,parliament,go,through,first,to,pass,legislation,?
however,0.4480680823326111,0.3944382965564728,0.28023090958595276,0.3928605616092682,0.49814513325691223,0.20086221396923065,0.33727169036865234,0.30663204193115234,0.3651963174343109,0.5474119186401367,0.269846111536026,0.24293096363544464,0.2152075469493866
its,0.30393704771995544,0.2658975422382355,0.2617589831352234,0.1575479954481125,0.559237003326416,0.23021577298641205,0.13399295508861542,0.25456881523132324,0.26377397775650024,0.3691340684890747,0.1385810822248459,0.23980727791786194,0.15103481709957123
role,0.22614215314388275,0.18809774518013,0.15510493516921997,0.17654046416282654,0.26607486605644226,0.1392432600259781,0.1913299560546875,0.1600133329629898,0.24300086498260498,0.17841029167175293,0.1802903562784195,0.18269343674182892,0.18676944077014923
participation,0.2863762080669403,0.14260268211364746,0.188483327627182,0.21173332631587982,0.283233642578125,0.21971793472766876,0.1713787466287613,0.16425594687461853,0.2458454668521881,0.2742931842803955,0.17688173055648804,0.31442761421203613,0.22573938965797424
in,0.30808621644973755,0.36463531851768494,0.2551804780960083,0.18276341259479523,0.6662389636039734,0.2323146015405655,0.22233200073242188,0.38533157110214233,0.4127444326877594,0.45010748505592346,0.18748411536216736,0.2219952940940857,0.20430970191955566
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
legislative,0.22232688963413239,0.20037773251533508,0.19329679012298584,0.173177570104599,0.27501925826072693,0.6651111245155334,0.1348232477903366,0.22385244071483612,0.24741989374160767,0.2195226103067398,0.20190668106079102,0.8590786457061768,0.1654243916273117
process,0.3466717302799225,0.17406471073627472,0.19749581813812256,0.26807907223701477,0.264274537563324,0.19003723561763763,0.18029877543449402,0.3398507833480835,0.23198917508125305,0.35462963581085205,0.19077757000923157,0.30774781107902527,0.2460896074771881
still,0.4548931419849396,0.29314520955085754,0.2097618132829666,0.3053429424762726,0.40142056345939636,0.22676506638526917,0.2828460931777954,0.18731550872325897,0.33286094665527344,0.41205283999443054,0.1563786268234253,0.2035638391971588,0.3039587736129761
remains,0.2232762724161148,0.21802018582820892,0.40444305539131165,0.20329271256923676,0.3663966655731201,0.12698878347873688,0.14538680016994476,0.1523541808128357,0.23827804625034332,0.2588605582714081,0.10597749054431915,0.14197568595409393,0.1479063630104065
limited,0.23110276460647583,0.23169074952602386,0.17023371160030365,0.2296912968158722,0.2757521867752075,0.1801140457391739,0.16956333816051483,0.17142193019390106,0.26352575421333313,0.2564510405063629,0.12257645279169083,0.32508745789527893,0.09444807469844818
because,0.46729007363319397,0.31710559129714966,0.3053705096244812,0.32921433448791504,0.44596394896507263,0.18986336886882782,0.34807536005973816,0.2941471338272095,0.314182847738266,0.5166091918945312,0.21286749839782715,0.19685862958431244,0.2528740465641022
no,0.339326947927475,0.2451084703207016,0.17801950871944427,0.26636171340942383,0.3461136817932129,0.148154616355896,0.2916335165500641,0.13415823876857758,0.24302206933498383,0.30015695095062256,0.1289193034172058,0.2589952051639557,0.32165053486824036
member,0.09932345896959305,0.14065296947956085,0.1239503026008606,0.187493696808815,0.2806392312049866,0.3747406303882599,0.06058960035443306,0.14771968126296997,0.1869644671678543,0.19456195831298828,0.1529484987258911,0.23137901723384857,0.06826172769069672
can,0.34502777457237244,0.282000333070755,0.26055434346199036,0.6161077618598938,0.312528520822525,0.1599172055721283,0.28201326727867126,0.33144164085388184,0.24635975062847137,0.4979398250579834,0.24173884093761444,0.19313418865203857,0.3226337134838104
actually,0.5747550129890442,0.26710614562034607,0.29379552602767944,0.29896825551986694,0.39964747428894043,0.1964399516582489,0.29399725794792175,0.18719170987606049,0.30983999371528625,0.4543284475803375,0.16379176080226898,0.2511162757873535,0.36036357283592224
or,0.33867141604423523,0.3349444568157196,0.32445016503334045,0.43512776494026184,0.4174870550632477,0.209258034825325,0.2659039795398712,0.26928719878196716,0.23187343776226044,0.38921234011650085,0.1968400627374649,0.23326462507247925,0.32389625906944275
pass,0.24105259776115417,0.20225270092487335,0.1178756058216095,0.2337220311164856,0.25961899757385254,0.17819027602672577,0.3561684489250183,0.4717421233654022,0.15373601019382477,0.28446894884109497,1.0000001192092896,0.2332492470741272,0.09478675574064255
legislation,0.26615777611732483,0.1935708224773407,0.2230103760957718,0.2007487267255783,0.2839483618736267,0.5930427312850952,0.14986777305603027,0.24020902812480927,0.1995367854833603,0.25758448243141174,0.2332492470741272,0.9999998807907104,0.21123437583446503
without,0.3181614279747009,0.24085189402103424,0.2341049462556839,0.3840603232383728,0.3270869255065918,0.16439631581306458,0.23272068798542023,0.3659045398235321,0.24042339622974396,0.37970873713493347,0.18338389694690704,0.21632860600948334,0.2928665280342102
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
commission,0.22273972630500793,0.12900219857692719,0.23984691500663757,0.16934053599834442,0.24418850243091583,0.34298184514045715,0.09547366201877594,0.2072840929031372,0.24393263459205627,0.24674905836582184,0.16072538495063782,0.4362846910953522,0.16231559216976166
and,0.31309178471565247,0.4671151638031006,0.30740299820899963,0.33253467082977295,0.5171257257461548,0.26227831840515137,0.35260969400405884,0.3666759729385376,0.3167642652988434,0.48971283435821533,0.2433357536792755,0.2457927167415619,0.20544172823429108
council,0.16933071613311768,0.13451583683490753,0.19928213953971863,0.1322224736213684,0.2829204201698303,0.4229061007499695,0.12664206326007843,0.1953098475933075,0.18705759942531586,0.23829470574855804,0.06780358403921127,0.391418993473053,0.1160062924027443
",",0.3087472915649414,0.35859420895576477,0.22888998687267303,0.2231246829032898,0.4933079481124878,0.25442883372306824,0.3043581247329712,0.3060276508331299,0.34503069519996643,0.44245919585227966,0.22301842272281647,0.221862331032753,0.31091248989105225
meaning,0.24135559797286987,0.1750679463148117,0.18084105849266052,0.21065616607666016,0.31918859481811523,0.22242471575737,0.1846112459897995,0.21035654842853546,0.17169158160686493,0.24619491398334503,0.11510961502790451,0.22506891191005707,0.20420892536640167
power,0.22216427326202393,0.17230483889579773,0.18285538256168365,0.20978818833827972,0.2647338807582855,0.29766279458999634,0.16111746430397034,0.20083147287368774,0.18843717873096466,0.27001675963401794,0.057862360030412674,0.3201866149902344,0.15304024517536163
(,0.2411840260028839,0.2169162482023239,0.12402566522359848,0.20299430191516876,0.33289089798927307,0.1706518530845642,0.2865186929702759,0.19420890510082245,0.2450505793094635,0.30882009863853455,0.18067777156829834,0.17509348690509796,0.40561532974243164
``,0.008517155423760414,0.07021170109510422,0.03549864515662193,0.07918783277273178,0.029072100296616554,0.08920595794916153,-0.0746922492980957,-0.027386896312236786,0.006519378628581762,0.06720756739377975,-0.01740075647830963,0.07629253715276718,0.0685480609536171
kratia,0.18480254709720612,0.16281594336032867,0.2423265427350998,0.12663136422634125,0.19990156590938568,0.23475316166877747,0.08202656358480453,0.08652893453836441,0.18332040309906006,0.15265807509422302,0.035450518131256104,0.09226220101118088,0.2137630134820938
'',0.08143015950918198,-0.004284570459276438,-0.03413676470518112,0.03862186148762703,0.041273195296525955,0.042836062610149384,-0.060829803347587585,-0.06932127475738525,-0.03874251991510391,-0.009905828163027763,0.04135062173008919,0.05728327855467796,0.018684765323996544
),0.26259949803352356,0.24161455035209656,0.12082640081644058,0.19068287312984467,0.3456730246543884,0.18304091691970825,0.2738647758960724,0.21381281316280365,0.27228695154190063,0.31236231327056885,0.1964426338672638,0.1712029129266739,0.42300865054130554
is,0.28837618231773376,0.2315155267715454,0.22389735281467438,0.3093329071998596,0.5823672413825989,0.19676777720451355,0.19626101851463318,0.27805060148239136,0.30889374017715454,0.42745086550712585,0.20208431780338287,0.17952819168567657,0.22961433231830597
not,0.5449194312095642,0.2686237692832947,0.29127058386802673,0.48002883791923523,0.4310511648654938,0.22406005859375,0.31132736802101135,0.2175942063331604,0.2955942749977112,0.5149973034858704,0.2082633674144745,0.28637030720710754,0.41942933201789856
in,0.30808621644973755,0.36463531851768494,0.2551804780960083,0.18276341259479523,0.6662389636039734,0.2323146015405655,0.22233200073242188,0.38533157110214233,0.4127444326877594,0.45010748505592346,0.18748411536216736,0.2219952940940857,0.20430970191955566
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
hands,0.18854674696922302,0.2609117031097412,0.3349052965641022,0.2590179741382599,0.27627843618392944,0.08714479207992554,0.16095194220542908,0.14310835301876068,0.2144928127527237,0.23782917857170105,0.12842042744159698,0.08657845109701157,0.18784376978874207
of,0.33290785551071167,0.37726253271102905,0.2732889950275421,0.24322323501110077,0.733189046382904,0.2885259687900543,0.21881330013275146,0.3647414743900299,0.3536086082458496,0.41548454761505127,0.18302802741527557,0.3114430606365204,0.1826142966747284
directly,0.3618607521057129,0.24145066738128662,0.20434953272342682,0.36108219623565674,0.4502958655357361,0.2179914116859436,0.1932782679796219,0.44075146317481995,0.28205159306526184,0.46690139174461365,0.27534323930740356,0.23522572219371796,0.2187996357679367
elected,0.16005432605743408,0.19714367389678955,0.14684264361858368,0.13843008875846863,0.23167964816093445,0.5323356986045837,0.11639320105314255,0.1588456928730011,0.2879455089569092,0.21424545347690582,0.15928131341934204,0.4017658829689026,0.1966295689344406
representatives,0.20896917581558228,0.21209533512592316,0.20069077610969543,0.20592281222343445,0.2691882848739624,0.5233114957809448,0.1281631737947464,0.23414015769958496,0.2239392250776291,0.24800893664360046,0.20625513792037964,0.48185107111930847,0.14079871773719788
of,0.33290785551071167,0.37726253271102905,0.2732889950275421,0.24322323501110077,0.733189046382904,0.2885259687900543,0.21881330013275146,0.3647414743900299,0.3536086082458496,0.41548454761505127,0.18302802741527557,0.3114430606365204,0.1826142966747284
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
people,0.32444337010383606,0.16884666681289673,0.2511521875858307,0.1526620239019394,0.36838498711586,0.2638002336025238,0.20556554198265076,0.23612326383590698,0.19699515402317047,0.37275731563568115,0.15146590769290924,0.2216167151927948,0.23739641904830933
(,0.2411840260028839,0.2169162482023239,0.12402566522359848,0.20299430191516876,0.33289089798927307,0.1706518530845642,0.2865186929702759,0.19420890510082245,0.2450505793094635,0.30882009863853455,0.18067777156829834,0.17509348690509796,0.40561532974243164
``,0.008517155423760414,0.07021170109510422,0.03549864515662193,0.07918783277273178,0.029072100296616554,0.08920595794916153,-0.0746922492980957,-0.027386896312236786,0.006519378628581762,0.06720756739377975,-0.01740075647830963,0.07629253715276718,0.0685480609536171
demos,0.17302189767360687,0.2858354449272156,0.127258762717247,0.22518840432167053,0.25279343128204346,0.14616042375564575,0.23449431359767914,0.1884908527135849,0.22965089976787567,0.2677510380744934,0.10151944309473038,0.19411605596542358,0.15277786552906036
'',0.08143015950918198,-0.004284570459276438,-0.03413676470518112,0.03862186148762703,0.041273195296525955,0.042836062610149384,-0.060829803347587585,-0.06932127475738525,-0.03874251991510391,-0.009905828163027763,0.04135062173008919,0.05728327855467796,0.018684765323996544
),0.26259949803352356,0.24161455035209656,0.12082640081644058,0.19068287312984467,0.3456730246543884,0.18304091691970825,0.2738647758960724,0.21381281316280365,0.27228695154190063,0.31236231327056885,0.1964426338672638,0.1712029129266739,0.42300865054130554
:,-0.12022944539785385,0.016365518793463707,-0.15022069215774536,-0.10110048204660416,-0.03403344005346298,0.014206579886376858,-0.08828062564134598,-0.08687232434749603,0.018633490428328514,-0.09243495017290115,-0.07128885388374329,-0.11700159311294556,-0.07156077772378922
in,0.30808621644973755,0.36463531851768494,0.2551804780960083,0.18276341259479523,0.6662389636039734,0.2323146015405655,0.22233200073242188,0.38533157110214233,0.4127444326877594,0.45010748505592346,0.18748411536216736,0.2219952940940857,0.20430970191955566
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
eu,0.15409135818481445,0.04171726852655411,0.1331997811794281,0.15937310457229614,0.14126400649547577,0.31485849618911743,0.03120175562798977,0.07934322208166122,0.08563809096813202,0.1539587825536728,0.14095696806907654,0.24656285345554352,0.21586786210536957
it,0.45803478360176086,0.28080877661705017,0.22864006459712982,0.17906725406646729,0.6251175999641418,0.22944188117980957,0.26342496275901794,0.3374522924423218,0.3491429388523102,0.513711154460907,0.2256692498922348,0.24862082302570343,0.25732165575027466
is,0.28837618231773376,0.2315155267715454,0.22389735281467438,0.3093329071998596,0.5823672413825989,0.19676777720451355,0.19626101851463318,0.27805060148239136,0.30889374017715454,0.42745086550712585,0.20208431780338287,0.17952819168567657,0.22961433231830597
not,0.5449194312095642,0.2686237692832947,0.29127058386802673,0.48002883791923523,0.4310511648654938,0.22406005859375,0.31132736802101135,0.2175942063331604,0.2955942749977112,0.5149973034858704,0.2082633674144745,0.28637030720710754,0.41942933201789856
yet,0.44080492854118347,0.2735278010368347,0.24133676290512085,0.34180787205696106,0.32892218232154846,0.15067310631275177,0.2537960410118103,0.20158439874649048,0.3350124657154083,0.3520398437976837,0.21902112662792206,0.2393149584531784,0.4011770784854889
true,0.34890216588974,0.20136995613574982,0.17815649509429932,0.23830726742744446,0.19509610533714294,0.09050162136554718,0.1911294162273407,0.1111598014831543,0.15536849200725555,0.22534622251987457,0.15998925268650055,0.11377821117639542,0.22515304386615753
that,0.6297725439071655,0.3858162462711334,0.30124250054359436,0.42000943422317505,0.5473989248275757,0.17629513144493103,0.337613970041275,0.3152649402618408,0.3482176661491394,0.5436353087425232,0.24082426726818085,0.2797568440437317,0.32716336846351624
``,0.008517155423760414,0.07021170109510422,0.03549864515662193,0.07918783277273178,0.029072100296616554,0.08920595794916153,-0.0746922492980957,-0.027386896312236786,0.006519378628581762,0.06720756739377975,-0.01740075647830963,0.07629253715276718,0.0685480609536171
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
administration,0.2483910471200943,0.13665807247161865,0.15551871061325073,0.12178008258342743,0.3083578944206238,0.30720487236976624,0.10912056267261505,0.23891156911849976,0.19003139436244965,0.2658160626888275,0.10782895982265472,0.4104987680912018,0.14283715188503265
is,0.28837618231773376,0.2315155267715454,0.22389735281467438,0.3093329071998596,0.5823672413825989,0.19676777720451355,0.19626101851463318,0.27805060148239136,0.30889374017715454,0.42745086550712585,0.20208431780338287,0.17952819168567657,0.22961433231830597
in,0.30808621644973755,0.36463531851768494,0.2551804780960083,0.18276341259479523,0.6662389636039734,0.2323146015405655,0.22233200073242188,0.38533157110214233,0.4127444326877594,0.45010748505592346,0.18748411536216736,0.2219952940940857,0.20430970191955566
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
hands,0.18854674696922302,0.2609117031097412,0.3349052965641022,0.2590179741382599,0.27627843618392944,0.08714479207992554,0.16095194220542908,0.14310835301876068,0.2144928127527237,0.23782917857170105,0.12842042744159698,0.08657845109701157,0.18784376978874207
of,0.33290785551071167,0.37726253271102905,0.2732889950275421,0.24322323501110077,0.733189046382904,0.2885259687900543,0.21881330013275146,0.3647414743900299,0.3536086082458496,0.41548454761505127,0.18302802741527557,0.3114430606365204,0.1826142966747284
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
many,0.36131182312965393,0.5147606730461121,0.31160593032836914,0.25259166955947876,0.4335206151008606,0.15748974680900574,0.2443365454673767,0.28384116291999817,0.2931244373321533,0.40243685245513916,0.16345158219337463,0.19878235459327698,0.2124512493610382
and,0.31309178471565247,0.4671151638031006,0.30740299820899963,0.33253467082977295,0.5171257257461548,0.26227831840515137,0.35260969400405884,0.3666759729385376,0.3167642652988434,0.48971283435821533,0.2433357536792755,0.2457927167415619,0.20544172823429108
not,0.5449194312095642,0.2686237692832947,0.29127058386802673,0.48002883791923523,0.4310511648654938,0.22406005859375,0.31132736802101135,0.2175942063331604,0.2955942749977112,0.5149973034858704,0.2082633674144745,0.28637030720710754,0.41942933201789856
of,0.33290785551071167,0.37726253271102905,0.2732889950275421,0.24322323501110077,0.733189046382904,0.2885259687900543,0.21881330013275146,0.3647414743900299,0.3536086082458496,0.41548454761505127,0.18302802741527557,0.3114430606365204,0.1826142966747284
the,0.42745697498321533,0.43858039379119873,0.2745959758758545,0.2713140547275543,1.0,0.26521381735801697,0.29801803827285767,0.44071322679519653,0.49448907375335693,0.535392165184021,0.25961899757385254,0.2839483618736267,0.22068053483963013
few,0.2780759632587433,0.49171993136405945,0.23532190918922424,0.22583113610744476,0.34660017490386963,0.15290284156799316,0.2602132260799408,0.2540503442287445,0.2244957685470581,0.36415213346481323,0.18656893074512482,0.19785553216934204,0.2334265559911728
.,0.3567904531955719,0.3524959683418274,0.253254771232605,0.27722811698913574,0.5934505462646484,0.23747818171977997,0.3313661813735962,0.3174465596675873,0.4345304071903229,0.4645031690597534,0.1901644617319107,0.23787342011928558,0.4130953550338745
