,what,basin,was,formed,when,the,andes,mountains,rose,?
as,0.31749409437179565,0.14660397171974182,0.3677520453929901,0.21414828300476074,0.4437963366508484,0.48381632566452026,0.13583093881607056,0.13326235115528107,0.15731482207775116,0.27043893933296204
the,0.42745697498321533,0.24553915858268738,0.48711544275283813,0.28813210129737854,0.5091903209686279,1.0,0.3295658826828003,0.27269288897514343,0.28326278924942017,0.22068053483963013
andes,0.16930995881557465,0.327819287776947,0.1443025916814804,0.19672705233097076,0.18607516586780548,0.3295658826828003,0.9999999403953552,0.4612232744693756,0.1605503410100937,0.11163628101348877
mountains,0.1498076319694519,0.4230736196041107,0.15521857142448425,0.20802117884159088,0.1710444837808609,0.27269288897514343,0.4612232744693756,1.0000001192092896,0.16071252524852753,0.08633821457624435
rose,0.13161541521549225,0.1717604547739029,0.2609468102455139,0.1785232424736023,0.17627869546413422,0.28326278924942017,0.1605503410100937,0.16071252524852753,0.9999999403953552,0.11847885698080063
",",0.3087472915649414,0.25865232944488525,0.45456063747406006,0.2636634409427643,0.36674630641937256,0.4933079481124878,0.24108771979808807,0.2542361319065094,0.26653817296028137,0.31091248989105225
however,0.4480680823326111,0.18094690144062042,0.37327632308006287,0.24688392877578735,0.5574322938919067,0.49814513325691223,0.19401411712169647,0.22263948619365692,0.130239799618721,0.2152075469493866
",",0.3087472915649414,0.25865232944488525,0.45456063747406006,0.2636634409427643,0.36674630641937256,0.4933079481124878,0.24108771979808807,0.2542361319065094,0.26653817296028137,0.31091248989105225
a,0.3320399522781372,0.21655717492103577,0.4508470594882965,0.21948496997356415,0.44397395849227905,0.5829201340675354,0.2076280266046524,0.1995611935853958,0.21820183098316193,0.23916715383529663
large,0.2017821967601776,0.2497999668121338,0.21717436611652374,0.2180033177137375,0.2779814898967743,0.3828733265399933,0.2492832988500595,0.22949665784835815,0.09501132369041443,0.1355665624141693
basin,0.1565224826335907,1.0,0.1841808706521988,0.2685731053352356,0.14190278947353363,0.24553915858268738,0.327819287776947,0.4230736196041107,0.1717604547739029,0.14685653150081635
was,0.22111038863658905,0.1841808706521988,1.0000001192092896,0.3009849190711975,0.37326499819755554,0.48711544275283813,0.1443025916814804,0.15521857142448425,0.2609468102455139,0.18412111699581146
created,0.20714101195335388,0.17468512058258057,0.3592788577079773,0.4244779050350189,0.2840147316455841,0.3539263904094696,0.16108886897563934,0.11748076230287552,0.12533873319625854,0.21177415549755096
that,0.6297725439071655,0.21932947635650635,0.33670201897621155,0.2487153261899948,0.5860282182693481,0.5473989248275757,0.20403023064136505,0.15560296177864075,0.10792896151542664,0.32716336846351624
enclosed,0.10634869337081909,0.28907614946365356,0.11202684044837952,0.17040473222732544,0.24253758788108826,0.2709352374076843,0.16591128706932068,0.15132270753383636,0.13998641073703766,0.10430170595645905
a,0.3320399522781372,0.21655717492103577,0.4508470594882965,0.21948496997356415,0.44397395849227905,0.5829201340675354,0.2076280266046524,0.1995611935853958,0.21820183098316193,0.23916715383529663
lake,0.17778855562210083,0.47134092450141907,0.1820499300956726,0.18102994561195374,0.1681411862373352,0.24325428903102875,0.2448846846818924,0.35578399896621704,0.15575730800628662,0.07226386666297913
;,0.10986888408660889,0.07023162394762039,0.0754367932677269,0.09912377595901489,0.022927695885300636,0.09152708947658539,0.08408498018980026,0.11047627776861191,0.030358275398612022,0.10349778085947037
now,0.4903225302696228,0.20415909588336945,0.35876134037971497,0.22356471419334412,0.38253819942474365,0.38266420364379883,0.16358625888824463,0.1952163279056549,0.10489121079444885,0.29641881585121155
known,0.20381177961826324,0.13602635264396667,0.35203275084495544,0.2473505586385727,0.1836930811405182,0.3624623417854309,0.14867658913135529,0.17125630378723145,0.16029994189739227,0.18314571678638458
as,0.31749409437179565,0.14660397171974182,0.3677520453929901,0.21414828300476074,0.4437963366508484,0.48381632566452026,0.13583093881607056,0.13326235115528107,0.15731482207775116,0.27043893933296204
the,0.42745697498321533,0.24553915858268738,0.48711544275283813,0.28813210129737854,0.5091903209686279,1.0,0.3295658826828003,0.27269288897514343,0.28326278924942017,0.22068053483963013
solimões,0.22927901148796082,0.20814207196235657,0.2050529271364212,0.1763807088136673,0.2904317378997803,0.2891211211681366,0.39989084005355835,0.25335556268692017,0.27813583612442017,0.22674186527729034
basin,0.1565224826335907,1.0,0.1841808706521988,0.2685731053352356,0.14190278947353363,0.24553915858268738,0.327819287776947,0.4230736196041107,0.1717604547739029,0.14685653150081635
.,0.3567904531955719,0.20696322619915009,0.40146201848983765,0.2737641930580139,0.475719153881073,0.5934505462646484,0.2322831153869629,0.1869059056043625,0.2793329656124115,0.4130953550338745
