,when,did,carl,wilhelm,scheele,discover,oxygen,?
oxygen,0.28107690811157227,0.15723921358585358,0.18195247650146484,0.15722836554050446,0.17754292488098145,0.19409529864788055,0.9999999403953552,0.16786395013332367
was,0.37326499819755554,0.41399896144866943,0.21107184886932373,0.2668643891811371,0.3106658458709717,0.20852532982826233,0.16070082783699036,0.18412111699581146
discovered,0.2527843117713928,0.22983382642269135,0.2345024198293686,0.25042060017585754,0.32501405477523804,0.8177363872528076,0.24155859649181366,0.08452875912189484
independently,0.33971360325813293,0.24351412057876587,0.16442939639091492,0.1718267947435379,0.24279624223709106,0.25005459785461426,0.1612648069858551,0.1474725753068924
by,0.4376842677593231,0.18574509024620056,0.18899211287498474,0.2218484878540039,0.24052675068378448,0.18237189948558807,0.1292176991701126,0.17966607213020325
carl,0.18844366073608398,0.1659640669822693,0.9999999403953552,0.4559767246246338,0.40074825286865234,0.20523548126220703,0.18195247650146484,0.1315603405237198
wilhelm,0.21011118590831757,0.1907045841217041,0.4559767246246338,1.0,0.43175390362739563,0.1403529942035675,0.15722836554050446,0.12678855657577515
scheele,0.23402650654315948,0.19889143109321594,0.40074825286865234,0.43175390362739563,1.0,0.27794450521469116,0.17754292488098145,0.15227437019348145
",",0.36674630641937256,0.3015086054801941,0.18709000945091248,0.2279578298330307,0.33726048469543457,0.22755950689315796,0.21812842786312103,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.20401424169540405,0.16685768961906433,0.27004459500312805,0.24369259178638458,0.1672476977109909,0.20430970191955566
uppsala,0.09784965217113495,0.15489061176776886,0.32199808955192566,0.3169940114021301,0.25044795870780945,0.12475159019231796,0.16387690603733063,0.19133128225803375
",",0.36674630641937256,0.3015086054801941,0.18709000945091248,0.2279578298330307,0.33726048469543457,0.22755950689315796,0.21812842786312103,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.20401424169540405,0.16685768961906433,0.27004459500312805,0.24369259178638458,0.1672476977109909,0.20430970191955566
1773,0.09433340281248093,0.09043867886066437,0.0758032575249672,0.04996344447135925,0.1434963345527649,0.11720314621925354,0.21188822388648987,0.14483530819416046
or,0.417120099067688,0.28211739659309387,0.13209763169288635,0.14545206725597382,0.17103131115436554,0.19537195563316345,0.2669152021408081,0.32389625906944275
earlier,0.2809809148311615,0.24518106877803802,0.16829688847064972,0.16290810704231262,0.1746985763311386,0.17481403052806854,0.12949305772781372,0.13306351006031036
",",0.36674630641937256,0.3015086054801941,0.18709000945091248,0.2279578298330307,0.33726048469543457,0.22755950689315796,0.21812842786312103,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.196716770529747,0.18737900257110596,0.26449456810951233,0.21819821000099182,0.22261030972003937,0.20544172823429108
joseph,0.18643911182880402,0.19009922444820404,0.20745514333248138,0.26936617493629456,0.2577603757381439,0.2249092161655426,0.17987263202667236,0.08421234786510468
priestley,0.18699391186237335,0.2297242283821106,0.1761094480752945,0.22878025472164154,0.3009266257286072,0.27541694045066833,0.3131166696548462,0.13982412219047546
in,0.4431333839893341,0.2593238651752472,0.20401424169540405,0.16685768961906433,0.27004459500312805,0.24369259178638458,0.1672476977109909,0.20430970191955566
wiltshire,0.13916373252868652,0.1676144301891327,0.11909288167953491,0.18167908489704132,0.16655921936035156,0.10815230756998062,0.13153305649757385,0.1399499475955963
",",0.36674630641937256,0.3015086054801941,0.18709000945091248,0.2279578298330307,0.33726048469543457,0.22755950689315796,0.21812842786312103,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.20401424169540405,0.16685768961906433,0.27004459500312805,0.24369259178638458,0.1672476977109909,0.20430970191955566
1774,0.01576242409646511,0.006837746128439903,-0.07194309681653976,-0.03650706261396408,0.0019352383678779006,0.013657446019351482,0.08786603808403015,0.07276970893144608
",",0.36674630641937256,0.3015086054801941,0.18709000945091248,0.2279578298330307,0.33726048469543457,0.22755950689315796,0.21812842786312103,0.31091248989105225
but,0.5599016547203064,0.49033689498901367,0.1304023265838623,0.13894470036029816,0.2772008776664734,0.25330650806427,0.262522429227829,0.27921953797340393
priestley,0.18699391186237335,0.2297242283821106,0.1761094480752945,0.22878025472164154,0.3009266257286072,0.27541694045066833,0.3131166696548462,0.13982412219047546
is,0.3471449911594391,0.19247472286224365,0.1438492089509964,0.1476813107728958,0.2094791978597641,0.21047036349773407,0.21825239062309265,0.22961433231830597
often,0.47236984968185425,0.26973026990890503,0.15948840975761414,0.1586320847272873,0.24133048951625824,0.1531505435705185,0.27292680740356445,0.23748154938220978
given,0.3406018912792206,0.24950160086154938,0.12358419597148895,0.1693609207868576,0.18498946726322174,0.2341228425502777,0.2006402611732483,0.2570464313030243
priority,0.16449981927871704,0.23176109790802002,0.07353254407644272,0.18439126014709473,0.09318378567695618,0.15069320797920227,0.25172334909439087,0.2980290353298187
because,0.6114379167556763,0.45674043893814087,0.10994761437177658,0.145096093416214,0.19929161667823792,0.2676559388637543,0.28859952092170715,0.2528740465641022
his,0.37120407819747925,0.3546801507472992,0.22827154397964478,0.2793046534061432,0.3027568757534027,0.2157134711742401,0.1720821112394333,0.18075084686279297
work,0.2500542998313904,0.336654931306839,0.17966914176940918,0.15665371716022491,0.1271497905254364,0.26779577136039734,0.20575018227100372,0.2621155381202698
was,0.37326499819755554,0.41399896144866943,0.21107184886932373,0.2668643891811371,0.3106658458709717,0.20852532982826233,0.16070082783699036,0.18412111699581146
published,0.1944759637117386,0.17877818644046783,0.17017485201358795,0.23085074126720428,0.18869584798812866,0.23846469819545746,0.020142076537013054,0.16280238330364227
first,0.4282494783401489,0.33691170811653137,0.24332676827907562,0.20364344120025635,0.30182066559791565,0.2556436061859131,0.17370176315307617,0.18701928853988647
.,0.475719153881073,0.35288307070732117,0.2191743701696396,0.21775072813034058,0.28030839562416077,0.22028395533561707,0.2554275095462799,0.4130953550338745
