,when,iqbal,promoted,ideas,of,greater,islamic,political,unity,",",what,did,he,encourage,ending,?
in,0.4431333839893341,0.2000269591808319,0.21842949092388153,0.24198658764362335,0.5696388483047485,0.26627716422080994,0.19633598625659943,0.22136160731315613,0.19998003542423248,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.41690486669540405,0.2503052353858948,0.3119421899318695,0.20430970191955566
his,0.37120407819747925,0.3562123477458954,0.23621483147144318,0.33019760251045227,0.38364991545677185,0.11743879318237305,0.17124828696250916,0.2937181890010834,0.16123643517494202,0.3378419280052185,0.26976513862609863,0.3546801507472992,0.7171558737754822,0.25989416241645813,0.20928773283958435,0.18075084686279297
travels,0.3126097023487091,0.1240176111459732,0.14663700759410858,0.2132267951965332,0.2645129859447479,0.20165133476257324,0.10838455706834793,0.09215779602527618,0.07118603587150574,0.20302538573741913,0.17787288129329681,0.05933906137943268,0.23852293193340302,0.16670814156532288,0.19256596267223358,0.06471772491931915
to,0.5423505902290344,0.21185679733753204,0.2082895189523697,0.31791630387306213,0.41548454761505127,0.25585630536079407,0.1969100832939148,0.2065112292766571,0.18707863986492157,0.44245919585227966,0.455847829580307,0.4452643394470215,0.385390967130661,0.4254889488220215,0.23115113377571106,0.29463258385658264
egypt,0.2453436702489853,0.26136836409568787,0.086894690990448,0.15978173911571503,0.25414037704467773,0.10979200154542923,0.3771204352378845,0.23593634366989136,0.22295598685741425,0.2490617334842682,0.1976596713066101,0.1887594312429428,0.15781810879707336,0.19201400876045227,0.1520402580499649,0.17769601941108704
",",0.36674630641937256,0.21315646171569824,0.28000184893608093,0.26492518186569214,0.4946078956127167,0.25035545229911804,0.20175659656524658,0.27072274684906006,0.2217395156621933,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.40251094102859497,0.24523833394050598,0.2547510862350464,0.31091248989105225
afghanistan,0.18784691393375397,0.39734017848968506,0.11640013754367828,0.1540834903717041,0.2363988608121872,0.15604211390018463,0.43505409359931946,0.28168827295303345,0.1625743806362152,0.21547061204910278,0.23892498016357422,0.17636427283287048,0.20310698449611664,0.15732689201831818,0.16776037216186523,0.1478135734796524
",",0.36674630641937256,0.21315646171569824,0.28000184893608093,0.26492518186569214,0.4946078956127167,0.25035545229911804,0.20175659656524658,0.27072274684906006,0.2217395156621933,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.40251094102859497,0.24523833394050598,0.2547510862350464,0.31091248989105225
palestine,0.20577022433280945,0.2689923644065857,0.11823016405105591,0.18022099137306213,0.23739594221115112,0.15628460049629211,0.4558210074901581,0.30597731471061707,0.26182302832603455,0.18300923705101013,0.20038168132305145,0.15306764841079712,0.19719058275222778,0.25788572430610657,0.19967764616012573,0.19504891335964203
and,0.4716290831565857,0.26650312542915344,0.2072608917951584,0.3241734802722931,0.5116966962814331,0.26711440086364746,0.2192772477865219,0.33013346791267395,0.21361875534057617,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.45427167415618896,0.3351057767868042,0.23760265111923218,0.20544172823429108
syria,0.23408985137939453,0.2780973017215729,0.11082416772842407,0.11477760970592499,0.23301105201244354,0.1757431924343109,0.4174184501171112,0.2873390316963196,0.20063576102256775,0.22234797477722168,0.17848138511180878,0.12997110188007355,0.16568857431411743,0.17734262347221375,0.20115844905376434,0.1554446816444397
