,after,the,oligocene,period,",",under,what,period,did,the,amazon,rainforest,begin,to,expand,?
it,0.36872005462646484,0.6251175999641418,0.22918018698692322,0.2586527168750763,0.48329564929008484,0.21007636189460754,0.45803478360176086,0.2586527168750763,0.2993364930152893,0.6251175999641418,0.22231659293174744,0.2913419008255005,0.18427979946136475,0.513711154460907,0.30265337228775024,0.25732165575027466
expanded,0.20930124819278717,0.3258892893791199,0.13543282449245453,0.2156084179878235,0.3043839633464813,0.25074753165245056,0.2418898046016693,0.2156084179878235,0.20851697027683258,0.3258892893791199,0.1697382628917694,0.1703696995973587,0.2127988040447235,0.29032543301582336,0.7629560232162476,0.2124357968568802
again,0.453068345785141,0.4104243218898773,0.2193128615617752,0.25623849034309387,0.36606305837631226,0.24513907730579376,0.3921525180339813,0.25623849034309387,0.35250324010849,0.4104243218898773,0.1476903110742569,0.1670699417591095,0.31913989782333374,0.4861571192741394,0.2838889956474304,0.2679590880870819
during,0.528485894203186,0.4838213622570038,0.29575201869010925,0.5020045042037964,0.3225448727607727,0.27601271867752075,0.24137552082538605,0.5020045042037964,0.30679523944854736,0.4838213622570038,0.11170908063650131,0.1900283694267273,0.36029958724975586,0.2828781306743622,0.19707293808460236,0.1325719803571701
the,0.4565047025680542,1.0,0.22206999361515045,0.3125074505805969,0.4933079481124878,0.3348022699356079,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.260541707277298,0.2571161389350891,0.34293439984321594,0.535392165184021,0.28561270236968994,0.22068053483963013
middle,0.16016674041748047,0.3405749201774597,0.36288243532180786,0.3017711937427521,0.24847112596035004,0.13393321633338928,0.18312302231788635,0.3017711937427521,0.17732174694538116,0.3405749201774597,0.13513457775115967,0.20448337495326996,0.20942990481853485,0.2015334814786911,0.19749172031879425,0.13139553368091583
miocene,0.163849875330925,0.18358224630355835,0.87699294090271,0.3496418595314026,0.22363276779651642,0.12813448905944824,0.21224449574947357,0.3496418595314026,0.18433159589767456,0.18358224630355835,0.20750561356544495,0.3829556703567505,0.12412852048873901,0.18162402510643005,0.11973697692155838,0.17454083263874054
",",0.38860568404197693,0.4933079481124878,0.24123601615428925,0.25030651688575745,1.0000001192092896,0.24875585734844208,0.3087472915649414,0.25030651688575745,0.3015086054801941,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.27304404973983765,0.44245919585227966,0.23638540506362915,0.31091248989105225
then,0.4163074791431427,0.4297412931919098,0.18480533361434937,0.18419641256332397,0.36768391728401184,0.2798212766647339,0.4072686731815338,0.18419641256332397,0.303744375705719,0.4297412931919098,0.12791220843791962,0.13874958455562592,0.3257429301738739,0.5203860402107239,0.3670731782913208,0.2884598970413208
retracted,0.21612140536308289,0.23689348995685577,0.24610593914985657,0.16277101635932922,0.2147279679775238,0.2308334857225418,0.18394194543361664,0.16277101635932922,0.23658187687397003,0.23689348995685577,0.13275840878486633,0.1112980768084526,0.2104920893907547,0.24240811169147491,0.2218523621559143,0.15319350361824036
to,0.37890323996543884,0.535392165184021,0.19295597076416016,0.24346192181110382,0.44245919585227966,0.27177539467811584,0.455847829580307,0.24346192181110382,0.4452643394470215,0.535392165184021,0.17033490538597107,0.23412610590457916,0.33302420377731323,1.0,0.40373530983924866,0.29463258385658264
a,0.3831600844860077,0.5829201340675354,0.14887689054012299,0.25205814838409424,0.427140474319458,0.18317826092243195,0.3320399522781372,0.25205814838409424,0.2552328109741211,0.5829201340675354,0.1865728348493576,0.2497720569372177,0.22845244407653809,0.45503583550453186,0.21811479330062866,0.23916715383529663
mostly,0.16621413826942444,0.3490641117095947,0.28053510189056396,0.20933130383491516,0.34322500228881836,0.18357473611831665,0.32312366366386414,0.20933130383491516,0.20761212706565857,0.3490641117095947,0.19168931245803833,0.2903974652290344,0.20738908648490906,0.25999927520751953,0.15436522662639618,0.09124795347452164
inland,0.2144959270954132,0.28756555914878845,0.36899086833000183,0.24730779230594635,0.2774789035320282,0.11994707584381104,0.17397060990333557,0.24730779230594635,0.18365129828453064,0.28756555914878845,0.27776065468788147,0.40582138299942017,0.14946672320365906,0.26499468088150024,0.18890342116355896,0.1506642997264862
formation,0.1967630684375763,0.33687281608581543,0.41954585909843445,0.28218257427215576,0.24612528085708618,0.16920234262943268,0.16291823983192444,0.28218257427215576,0.1121787428855896,0.33687281608581543,0.09974120557308197,0.22916540503501892,0.2061493843793869,0.21429739892482758,0.162229984998703,0.09831923991441727
at,0.3622083067893982,0.457212895154953,0.21895933151245117,0.20980304479599,0.38314947485923767,0.2700437307357788,0.2838611304759979,0.20980304479599,0.28390252590179443,0.457212895154953,0.1615314781665802,0.17889252305030823,0.2332090437412262,0.36524343490600586,0.20377956330776215,0.21978627145290375
the,0.4565047025680542,1.0,0.22206999361515045,0.3125074505805969,0.4933079481124878,0.3348022699356079,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.260541707277298,0.2571161389350891,0.34293439984321594,0.535392165184021,0.28561270236968994,0.22068053483963013
