,how,many,of,jacksonville,'s,city,residents,are,younger,than,18,?
in,0.2601168751716614,0.41474202275276184,0.5696388483047485,0.22147351503372192,-0.037580832839012146,0.3911624252796173,0.27393898367881775,0.3841303884983063,0.19353795051574707,0.3270052373409271,-0.061147160828113556,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.733189046382904,0.2176690250635147,-0.01540423184633255,0.35769423842430115,0.28274044394493103,0.40399202704429626,0.19571860134601593,0.3227543234825134,-0.07796193659305573,0.22068053483963013
city,0.12024712562561035,0.21416836977005005,0.32503411173820496,0.3285287022590637,0.004406440537422895,1.0,0.41451045870780945,0.19493703544139862,0.08850424736738205,0.12447118014097214,0.021282417699694633,0.13423943519592285
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.2837527096271515,-0.0016132977325469255,0.35839709639549255,0.2648939788341522,0.4062570035457611,0.24365073442459106,0.3371901512145996,-0.03270421177148819,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.733189046382904,0.2176690250635147,-0.01540423184633255,0.35769423842430115,0.28274044394493103,0.40399202704429626,0.19571860134601593,0.3227543234825134,-0.07796193659305573,0.22068053483963013
population,0.1651063710451126,0.2201971709728241,0.3060894012451172,0.23063048720359802,0.012951160781085491,0.4607829749584198,0.45314475893974304,0.20790868997573853,0.12851399183273315,0.21814648807048798,0.00158139958512038,0.14449454843997955
was,0.16678167879581451,0.260356068611145,0.4069072902202606,0.2742757201194763,0.008974763564765453,0.3188765048980713,0.1920553296804428,0.3076191842556,0.230851948261261,0.1872616857290268,-0.1265212595462799,0.18412111699581146
spread,0.22865283489227295,0.34427881240844727,0.2895529866218567,0.044086482375860214,0.003855166956782341,0.17172257602214813,0.20351670682430267,0.23927047848701477,0.12689970433712006,0.25214046239852905,-0.03314218297600746,0.16482828557491302
out,0.3963836133480072,0.3329806923866272,0.34176841378211975,0.16248869895935059,0.0021837172098457813,0.17710335552692413,0.1609731763601303,0.31390950083732605,0.13596905767917633,0.26693058013916016,-0.09987758100032806,0.22020699083805084
with,0.3525622487068176,0.35744401812553406,0.41827285289764404,0.2283513844013214,-0.04624466598033905,0.19554263353347778,0.21472220122814178,0.38996943831443787,0.179209902882576,0.3028803765773773,-0.08583108335733414,0.2433311939239502
23.9,-0.21385858952999115,-0.32842573523521423,-0.22124890983104706,-0.11939264088869095,0.054443374276161194,-0.25114142894744873,-0.2888471484184265,-0.23934964835643768,-0.22837744653224945,-0.2144443541765213,-0.08430267125368118,-0.028928926214575768
%,0.1237400695681572,0.24948352575302124,0.19953428208827972,0.14513275027275085,0.031266406178474426,0.1702996790409088,0.33293676376342773,0.21077655255794525,0.09493884444236755,0.3115805387496948,-0.019343817606568336,0.21441808342933655
under,0.23006081581115723,0.21268652379512787,0.32766106724739075,0.12107047438621521,-0.03376881033182144,0.20455792546272278,0.14463408291339874,0.2196284979581833,0.20781771838665009,0.16224528849124908,-0.11987436562776566,0.18233340978622437
the,0.33890387415885925,0.4335206151008606,0.733189046382904,0.2176690250635147,-0.01540423184633255,0.35769423842430115,0.28274044394493103,0.40399202704429626,0.19571860134601593,0.3227543234825134,-0.07796193659305573,0.22068053483963013
age,0.17137715220451355,0.17488515377044678,0.2372717410326004,0.18874578177928925,0.004176773596554995,0.2137559950351715,0.21350650489330292,0.1542336493730545,0.313088983297348,0.16086430847644806,-0.027373259887099266,0.16859300434589386
of,0.2480744868516922,0.37253960967063904,1.0,0.23084138333797455,-0.03817026689648628,0.32503411173820496,0.28795862197875977,0.39081433415412903,0.23100069165229797,0.33036211133003235,-0.09725122153759003,0.1826142966747284
18,-0.03501921147108078,-0.0017783388029783964,-0.09725122153759003,-0.017295503988862038,0.011276401579380035,0.021282417699694633,-0.06264177709817886,-0.09796016663312912,-0.025826672092080116,-0.09327849000692368,0.9999999403953552,-0.04919438064098358
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.2837527096271515,-0.0016132977325469255,0.35839709639549255,0.2648939788341522,0.4062570035457611,0.24365073442459106,0.3371901512145996,-0.03270421177148819,0.31091248989105225
10.5,-0.003793929470703006,0.02193683385848999,0.14200305938720703,0.21336208283901215,-0.009859823621809483,0.3075016736984253,0.16800852119922638,0.18226775527000427,0.035817570984363556,0.061677105724811554,-0.008877418003976345,0.11624222248792648
%,0.1237400695681572,0.24948352575302124,0.19953428208827972,0.14513275027275085,0.031266406178474426,0.1702996790409088,0.33293676376342773,0.21077655255794525,0.09493884444236755,0.3115805387496948,-0.019343817606568336,0.21441808342933655
from,0.22939439117908478,0.33099696040153503,0.4249346852302551,0.20407649874687195,-0.01936490088701248,0.3118290305137634,0.21263015270233154,0.2674213647842407,0.17008556425571442,0.2633618414402008,0.020899292081594467,0.19969791173934937
18,-0.03501921147108078,-0.0017783388029783964,-0.09725122153759003,-0.017295503988862038,0.011276401579380035,0.021282417699694633,-0.06264177709817886,-0.09796016663312912,-0.025826672092080116,-0.09327849000692368,0.9999999403953552,-0.04919438064098358
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.1994343250989914,0.03782717138528824,0.20300441980361938,0.27325206995010376,0.3504326641559601,0.27648016810417175,0.3192550539970398,-0.17942632734775543,0.29463258385658264
24,-0.016954585909843445,-0.047841135412454605,-0.02356693148612976,-0.006624844390898943,-0.03981027007102966,-0.07250560075044632,-0.047300662845373154,-0.11620472371578217,-0.04532837122678757,-0.053485721349716187,0.007697272580116987,0.016154835000634193
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.2837527096271515,-0.0016132977325469255,0.35839709639549255,0.2648939788341522,0.4062570035457611,0.24365073442459106,0.3371901512145996,-0.03270421177148819,0.31091248989105225
28.5,-0.06437879800796509,-0.06990130245685577,0.023923374712467194,-0.019003530964255333,-0.029637087136507034,-0.017531072720885277,0.004382086452096701,0.03008054383099079,0.050230927765369415,0.02355285733938217,0.1016053631901741,0.07338655740022659
%,0.1237400695681572,0.24948352575302124,0.19953428208827972,0.14513275027275085,0.031266406178474426,0.1702996790409088,0.33293676376342773,0.21077655255794525,0.09493884444236755,0.3115805387496948,-0.019343817606568336,0.21441808342933655
from,0.22939439117908478,0.33099696040153503,0.4249346852302551,0.20407649874687195,-0.01936490088701248,0.3118290305137634,0.21263015270233154,0.2674213647842407,0.17008556425571442,0.2633618414402008,0.020899292081594467,0.19969791173934937
25,0.07429084926843643,0.11531345546245575,0.13541533052921295,0.1328730434179306,0.06924083083868027,0.09762946516275406,0.14927490055561066,0.10888858884572983,-0.026626551523804665,0.15387418866157532,-0.030884094536304474,0.09614268690347672
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.1994343250989914,0.03782717138528824,0.20300441980361938,0.27325206995010376,0.3504326641559601,0.27648016810417175,0.3192550539970398,-0.17942632734775543,0.29463258385658264
44,0.160252645611763,0.264938086271286,0.2199704796075821,0.014589195139706135,0.0373515859246254,0.10511866211891174,0.1016685962677002,0.15199428796768188,0.1432688683271408,0.13477881252765656,0.04869939014315605,0.03696782514452934
",",0.22659391164779663,0.40610817074775696,0.4946078956127167,0.2837527096271515,-0.0016132977325469255,0.35839709639549255,0.2648939788341522,0.4062570035457611,0.24365073442459106,0.3371901512145996,-0.03270421177148819,0.31091248989105225
26.2,-0.024242321029305458,-0.01649576425552368,-0.08309386670589447,-0.10114280134439468,-0.04723361134529114,-0.0480642206966877,0.056685321033000946,-0.05702054873108864,-0.040064550936222076,-0.028692122548818588,-0.031381379812955856,-0.062165502458810806
%,0.1237400695681572,0.24948352575302124,0.19953428208827972,0.14513275027275085,0.031266406178474426,0.1702996790409088,0.33293676376342773,0.21077655255794525,0.09493884444236755,0.3115805387496948,-0.019343817606568336,0.21441808342933655
from,0.22939439117908478,0.33099696040153503,0.4249346852302551,0.20407649874687195,-0.01936490088701248,0.3118290305137634,0.21263015270233154,0.2674213647842407,0.17008556425571442,0.2633618414402008,0.020899292081594467,0.19969791173934937
45,-0.032615967094898224,0.02003762125968933,-0.021060984581708908,-0.007363735232502222,-0.023086605593562126,-0.018625440075993538,0.005189310759305954,-0.0025918111205101013,0.017070721834897995,0.04332876577973366,-0.04285472258925438,-0.01282194908708334
to,0.44169697165489197,0.40243685245513916,0.41548454761505127,0.1994343250989914,0.03782717138528824,0.20300441980361938,0.27325206995010376,0.3504326641559601,0.27648016810417175,0.3192550539970398,-0.17942632734775543,0.29463258385658264
