,which,neighborhood,lies,west,of,the,41,freeway,?
the,0.6521818041801453,0.20152483880519867,0.3383781313896179,0.32918402552604675,0.733189046382904,1.0,0.19715392589569092,0.21201886236667633,0.22068053483963013
``,0.05178012326359749,-0.07663385570049286,-0.013040523044764996,0.07479795068502426,0.06780257821083069,0.029072100296616554,0.0818621963262558,-0.05583462119102478,0.0685480609536171
west,0.22164945304393768,0.2434648722410202,0.33733800053596497,1.0,0.2891985774040222,0.32918402552604675,0.2568797469139099,0.2766420245170593,0.12088293582201004
side,0.3266274034976959,0.17404897511005402,0.26450812816619873,0.31045854091644287,0.2452700436115265,0.37146830558776855,0.11829698830842972,0.26562073826789856,0.07831130921840668
'',-0.03332270681858063,0.04236464202404022,0.012728651985526085,0.013031438924372196,0.13035868108272552,0.041273195296525955,-0.06421992182731628,0.06657209992408752,0.018684765323996544
of,0.5011631846427917,0.15683332085609436,0.28165045380592346,0.2891985774040222,1.0,0.733189046382904,0.2314874827861786,0.17353555560112,0.1826142966747284
fresno,0.14756552875041962,0.3306880593299866,0.1775156706571579,0.2787109911441803,0.1875009983778,0.22571885585784912,0.28694960474967957,0.3646468222141266,0.13224096596240997
",",0.3658004403114319,0.21194669604301453,0.26650306582450867,0.28857502341270447,0.4946078956127167,0.4933079481124878,0.12864920496940613,0.22166430950164795,0.31091248989105225
also,0.6566565632820129,0.20604711771011353,0.14165204763412476,0.25940629839897156,0.4924938678741455,0.6021018624305725,0.012070407159626484,0.21908916532993317,0.21848613023757935
often,0.5498976707458496,0.14545445144176483,0.13599660992622375,0.14431533217430115,0.3351972997188568,0.38004449009895325,-0.0965740829706192,0.15082527697086334,0.23748154938220978
called,0.5573342442512512,0.19304148852825165,0.21834257245063782,0.1848684400320053,0.4222904443740845,0.489897221326828,0.03467815741896629,0.1426466405391693,0.18963319063186646
``,0.05178012326359749,-0.07663385570049286,-0.013040523044764996,0.07479795068502426,0.06780257821083069,0.029072100296616554,0.0818621963262558,-0.05583462119102478,0.0685480609536171
southwest,0.23897136747837067,0.25894829630851746,0.35122185945510864,0.6194190979003906,0.2579437494277954,0.2974209487438202,0.3176330029964447,0.23928292095661163,0.11322080343961716
fresno,0.14756552875041962,0.3306880593299866,0.1775156706571579,0.2787109911441803,0.1875009983778,0.22571885585784912,0.28694960474967957,0.3646468222141266,0.13224096596240997
'',-0.03332270681858063,0.04236464202404022,0.012728651985526085,0.013031438924372196,0.13035868108272552,0.041273195296525955,-0.06421992182731628,0.06657209992408752,0.018684765323996544
",",0.3658004403114319,0.21194669604301453,0.26650306582450867,0.28857502341270447,0.4946078956127167,0.4933079481124878,0.12864920496940613,0.22166430950164795,0.31091248989105225
is,0.4457404911518097,0.20414865016937256,0.38107678294181824,0.25201764702796936,0.4854315221309662,0.5823672413825989,0.17075985670089722,0.16396518051624298,0.22961433231830597
one,0.510688066482544,0.15177017450332642,0.2112247198820114,0.2184508889913559,0.4999135136604309,0.5514441132545471,0.1218380481004715,0.19965744018554688,0.2673267424106598
of,0.5011631846427917,0.15683332085609436,0.28165045380592346,0.2891985774040222,1.0,0.733189046382904,0.2314874827861786,0.17353555560112,0.1826142966747284
the,0.6521818041801453,0.20152483880519867,0.3383781313896179,0.32918402552604675,0.733189046382904,1.0,0.19715392589569092,0.21201886236667633,0.22068053483963013
oldest,0.19479234516620636,0.08947978168725967,0.21441000699996948,0.20529991388320923,0.33351290225982666,0.30836519598960876,0.07152523100376129,0.10650789737701416,0.14864160120487213
neighborhoods,0.21719521284103394,0.938675045967102,0.19942569732666016,0.25482046604156494,0.18215446174144745,0.21224050223827362,0.23663076758384705,0.34472575783729553,0.09573350846767426
in,0.4840516746044159,0.20924240350723267,0.27506011724472046,0.34078434109687805,0.5696388483047485,0.6662389636039734,0.17217706143856049,0.19216759502887726,0.20430970191955566
the,0.6521818041801453,0.20152483880519867,0.3383781313896179,0.32918402552604675,0.733189046382904,1.0,0.19715392589569092,0.21201886236667633,0.22068053483963013
city,0.22264601290225983,0.38386455178260803,0.3217150866985321,0.37476465106010437,0.32503411173820496,0.35769423842430115,0.37929895520210266,0.31968408823013306,0.13423943519592285
.,0.45942068099975586,0.15837088227272034,0.1982196867465973,0.2804967761039734,0.5352458953857422,0.5934505462646484,0.09605151414871216,0.2344927340745926,0.4130953550338745
