,what,performer,lead,the,super,bowl,xlviii,halftime,show,?
the,0.42745697498321533,0.20656965672969818,0.21995973587036133,1.0,0.21959073841571808,0.21576224267482758,0.2765132784843445,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.13651713728904724,0.16502171754837036,0.13247919082641602,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.5269481539726257,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.15942467749118805,0.1688113957643509,0.1691603809595108,0.21576224267482758,0.4848237931728363,1.0,0.5582984089851379,0.4822790324687958,0.19135026633739471,0.21118052303791046
50,-0.04124141484498978,-0.01874636299908161,-0.011630125343799591,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.1264488399028778,0.010851318016648293,0.13040520250797272,0.030512850731611252
halftime,0.18945850431919098,0.4130599796772003,0.28099048137664795,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.46320661902427673,1.0000001192092896,0.3664279878139496,0.21138669550418854
show,0.29653704166412354,0.36386021971702576,0.22444236278533936,0.319829523563385,0.16737808287143707,0.19135026633739471,0.1775490939617157,0.3664279878139496,0.9999999403953552,0.2520138621330261
was,0.22111038863658905,0.24841447174549103,0.1970783770084381,0.48711544275283813,0.21420986950397491,0.21915455162525177,0.2853115499019623,0.3564006984233856,0.20142383873462677,0.18412111699581146
headlined,0.20502004027366638,0.3094898760318756,0.25775495171546936,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.24025900661945343,0.4387337267398834,0.2542087435722351,0.26601076126098633
by,0.2455483376979828,0.17332784831523895,0.23356960713863373,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.18175390362739563,0.3021155297756195,0.2779667377471924,0.17966607213020325
the,0.42745697498321533,0.20656965672969818,0.21995973587036133,1.0,0.21959073841571808,0.21576224267482758,0.2765132784843445,0.31780552864074707,0.319829523563385,0.22068053483963013
british,0.19255435466766357,0.19210517406463623,0.16205406188964844,0.28973397612571716,0.09609456360340118,0.07435981184244156,0.09137660264968872,0.15968884527683258,0.23710712790489197,0.09711728990077972
rock,0.1923677921295166,0.2352941483259201,0.25194308161735535,0.23786304891109467,0.1722574681043625,0.18685930967330933,0.19043710827827454,0.4056971073150635,0.2837616503238678,0.13172835111618042
group,0.2114069163799286,0.15446791052818298,0.1742405891418457,0.30795547366142273,0.19919921457767487,0.07137768715620041,0.16194328665733337,0.1973573863506317,0.24681155383586884,0.13827809691429138
coldplay,0.23672455549240112,0.35705506801605225,0.24992360174655914,0.2809646725654602,0.1792786419391632,0.2318706214427948,0.21241793036460876,0.5025559067726135,0.28030601143836975,0.2499987930059433
with,0.2464839518070221,0.15892113745212555,0.22399857640266418,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.19141355156898499,0.3187163174152374,0.3004990220069885,0.2433311939239502
special,0.24134232103824615,0.22327294945716858,0.16209714114665985,0.3027077615261078,0.2675681412220001,0.188632994890213,0.19683390855789185,0.2269991636276245,0.2602277398109436,0.29623302817344666
guest,0.1783466339111328,0.39892488718032837,0.23580299317836761,0.17925196886062622,0.14743146300315857,0.15391510725021362,0.1388402134180069,0.3126589357852936,0.4285869300365448,0.23479853570461273
performers,0.18230268359184265,0.8322836756706238,0.19443000853061676,0.2311975508928299,0.18863414227962494,0.21752095222473145,0.18685030937194824,0.4207268953323364,0.358512282371521,0.1344873309135437
beyoncé,0.2106333076953888,0.4143809676170349,0.22962352633476257,0.2099055051803589,0.24138446152210236,0.12174837291240692,0.18658800423145294,0.4306446313858032,0.2562267482280731,0.25188755989074707
and,0.31309178471565247,0.28396618366241455,0.31077226996421814,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.1842089742422104,0.34601953625679016,0.3455478549003601,0.20544172823429108
bruno,0.06070578843355179,0.21193835139274597,0.12750820815563202,0.15010739862918854,0.18888013064861298,0.16676555573940277,0.2593384087085724,0.26777195930480957,0.0929812416434288,0.1273501217365265
mars,0.16458405554294586,0.17462921142578125,0.1350651979446411,0.22427980601787567,0.07628661394119263,0.10299471765756607,0.14457625150680542,0.1926746964454651,0.2031152993440628,0.1826961636543274
",",0.3087472915649414,0.2878067195415497,0.2561914026737213,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.27717459201812744,0.3626100420951843,0.31928569078445435,0.31091248989105225
who,0.40942975878715515,0.3394835293292999,0.19455209374427795,0.3733934462070465,0.1819351613521576,0.09189514070749283,0.14658403396606445,0.19379067420959473,0.2095358669757843,0.26220351457595825
headlined,0.20502004027366638,0.3094898760318756,0.25775495171546936,0.2894550859928131,0.18724042177200317,0.1954048126935959,0.24025900661945343,0.4387337267398834,0.2542087435722351,0.26601076126098633
the,0.42745697498321533,0.20656965672969818,0.21995973587036133,1.0,0.21959073841571808,0.21576224267482758,0.2765132784843445,0.31780552864074707,0.319829523563385,0.22068053483963013
super,0.13651713728904724,0.16502171754837036,0.13247919082641602,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.5269481539726257,0.4056760370731354,0.16737808287143707,0.166326642036438
bowl,0.15942467749118805,0.1688113957643509,0.1691603809595108,0.21576224267482758,0.4848237931728363,1.0,0.5582984089851379,0.4822790324687958,0.19135026633739471,0.21118052303791046
