,what,event,took,away,his,ability,of,speech,?
an,0.2821882665157318,0.188729926943779,0.1708475798368454,0.1787288784980774,0.24025635421276093,0.19394457340240479,0.32280945777893066,0.16424399614334106,0.19793890416622162
apoplectic,0.28020432591438293,0.25416281819343567,0.18336428701877594,0.16060543060302734,0.24800582230091095,0.3048698902130127,0.30832919478416443,0.31012552976608276,0.24570006132125854
stroke,0.14717313647270203,0.1791325956583023,0.17387373745441437,0.17609119415283203,0.2838978171348572,0.16565537452697754,0.21416866779327393,0.2687475085258484,0.12954586744308472
deprived,0.21069888770580292,0.10392892360687256,0.28104332089424133,0.2899639308452606,0.32300734519958496,0.24863383173942566,0.34368962049484253,0.2812223732471466,0.16857370734214783
him,0.34912991523742676,0.1779388040304184,0.33444294333457947,0.3253568112850189,0.6629161238670349,0.332895427942276,0.2764812409877777,0.25138404965400696,0.23943768441677094
of,0.33290785551071167,0.19878064095973969,0.2766268849372864,0.2156001329421997,0.38364991545677185,0.21105368435382843,1.0,0.23325279355049133,0.1826142966747284
his,0.26976513862609863,0.15559807419776917,0.40076982975006104,0.2677912712097168,0.9999998807907104,0.28967100381851196,0.38364991545677185,0.24528160691261292,0.18075084686279297
speech,0.2549518346786499,0.24183787405490875,0.1703556329011917,0.127237007021904,0.24528160691261292,0.3114466667175293,0.23325279355049133,1.0,0.1412617564201355
",",0.3087472915649414,0.22701776027679443,0.27655306458473206,0.24632208049297333,0.3378419280052185,0.2049795389175415,0.4946078956127167,0.19290532171726227,0.31091248989105225
and,0.31309178471565247,0.17869816720485687,0.25750628113746643,0.3249220848083496,0.4234102666378021,0.2697578966617584,0.5116966962814331,0.13947591185569763,0.20544172823429108
he,0.3114890456199646,0.1895945519208908,0.3519804775714874,0.2428722232580185,0.7171558737754822,0.2194976508617401,0.38706058263778687,0.20474043488502502,0.2089974731206894
died,0.11138711869716644,0.15765924751758575,0.3913111686706543,0.15398477017879486,0.38025936484336853,0.03181102126836777,0.25637882947921753,0.16241557896137238,0.15254227817058563
shortly,0.16521772742271423,0.21588005125522614,0.38612601161003113,0.2731923758983612,0.36242344975471497,0.14285531640052795,0.29828354716300964,0.1783917099237442,0.13327454030513763
afterwards,0.20637443661689758,0.238489031791687,0.36965426802635193,0.29938676953315735,0.42788180708885193,0.21868465840816498,0.30721139907836914,0.1981259137392044,0.16511626541614532
at,0.2838611304759979,0.3039053678512573,0.28618431091308594,0.21845291554927826,0.27659502625465393,0.1352446973323822,0.42558613419532776,0.1494930535554886,0.21978627145290375
2:45,0.08756565302610397,0.013053853064775467,0.1009194403886795,0.2372918576002121,0.05057443305850029,-0.019005775451660156,0.14760424196720123,0.009122864343225956,0.10826422274112701
a.m.,0.050418004393577576,0.028826113790273666,0.048475462943315506,0.004802526906132698,0.15125755965709686,0.06941670179367065,0.03683227300643921,0.10058873146772385,-0.013456551358103752
on,0.34226128458976746,0.21758322417736053,0.22459004819393158,0.20892785489559174,0.32064297795295715,0.185123473405838,0.3966929316520691,0.17259757220745087,0.2714994251728058
18,-0.09284763038158417,-0.09071140736341476,-0.07835880666971207,-0.03901197761297226,-0.028208117932081223,0.0010762190213426948,-0.09725122153759003,-0.032204389572143555,-0.04919438064098358
february,0.1913013905286789,0.23116043210029602,0.21897931396961212,0.11158456653356552,0.29205068945884705,0.045706480741500854,0.20366249978542328,0.18469098210334778,0.29594847559928894
1546,-0.008955104276537895,0.04994865506887436,0.09215997159481049,-0.017614485695958138,0.02623273991048336,0.009699756279587746,0.30783918499946594,0.054046936333179474,-0.004786801990121603
",",0.3087472915649414,0.22701776027679443,0.27655306458473206,0.24632208049297333,0.3378419280052185,0.2049795389175415,0.4946078956127167,0.19290532171726227,0.31091248989105225
aged,0.12079130113124847,0.17652039229869843,0.2468692809343338,0.17926469445228577,0.25782662630081177,0.05861639603972435,0.19215206801891327,0.11138185858726501,0.15621034801006317
62,-0.032169852405786514,0.11114828288555145,0.002897061174735427,0.020130502060055733,0.11532197147607803,0.033848024904727936,-0.12567876279354095,-0.022172557190060616,0.11978938430547714
",",0.3087472915649414,0.22701776027679443,0.27655306458473206,0.24632208049297333,0.3378419280052185,0.2049795389175415,0.4946078956127167,0.19290532171726227,0.31091248989105225
in,0.30808621644973755,0.27304479479789734,0.2818296551704407,0.2264246642589569,0.3598145842552185,0.16374780237674713,0.5696388483047485,0.22392018139362335,0.20430970191955566
eisleben,0.21857506036758423,0.044789113104343414,0.23573385179042816,0.21867431700229645,0.29796797037124634,0.06071295589208603,0.24293795228004456,0.16049642860889435,0.19898785650730133
