,beginning,in,what,year,was,harvard,on,top,of,the,world,reputation,rankings,?
in,0.3787442147731781,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.26072487235069275,0.46853652596473694,0.2235720455646515,0.5696388483047485,0.6662389636039734,0.3038199245929718,0.22389911115169525,0.20997197926044464,0.20430970191955566
particular,0.28192242980003357,0.3090636432170868,0.4548671245574951,0.1930088996887207,0.20213615894317627,0.2150680124759674,0.2615351676940918,0.21849992871284485,0.3490585684776306,0.4066357910633087,0.19664707779884338,0.20718331634998322,0.2501002848148346,0.2741454839706421
",",0.31347912549972534,0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.2719281017780304,0.49057599902153015,0.2270241379737854,0.4946078956127167,0.4933079481124878,0.26091980934143066,0.26644301414489746,0.26946723461151123,0.31091248989105225
it,0.3182264268398285,0.5130809545516968,0.45803478360176086,0.2363913208246231,0.4577186405658722,0.1871805340051651,0.4529881477355957,0.23778030276298523,0.38761502504348755,0.6251175999641418,0.2775384485721588,0.27350524067878723,0.24032925069332123,0.25732165575027466
has,0.23975300788879395,0.4173259735107422,0.20338068902492523,0.2526876926422119,0.40313825011253357,0.16033083200454712,0.34604379534721375,0.2552115321159363,0.3909035325050354,0.4177538752555847,0.21706144511699677,0.22379682958126068,0.2542092800140381,0.15994466841220856
consistently,0.31047797203063965,0.24490007758140564,0.37857121229171753,0.2485889196395874,0.2781817615032196,0.1932847499847412,0.2787766754627228,0.2737986445426941,0.2553209662437439,0.2695158123970032,0.26118147373199463,0.40028613805770874,0.374139666557312,0.2656213045120239
topped,0.22361212968826294,0.2228401154279709,0.12444852292537689,0.22674967348575592,0.26533448696136475,0.09126957505941391,0.3307356536388397,0.5278512835502625,0.20905661582946777,0.2803736627101898,0.21444521844387054,0.15540030598640442,0.33844122290611267,0.1289501190185547
the,0.49622642993927,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.24496200680732727,0.5107308030128479,0.31754136085510254,0.733189046382904,1.0,0.33604270219802856,0.21946515142917633,0.2874792516231537,0.22068053483963013
academic,0.16087999939918518,0.1914365142583847,0.10352335125207901,0.21132908761501312,0.2174692153930664,0.41330868005752563,0.1756778210401535,0.16006451845169067,0.20802809298038483,0.15387672185897827,0.2199455052614212,0.28166431188583374,0.3982924222946167,0.11011603474617004
ranking,0.1572633534669876,0.23205991089344025,0.16402585804462433,0.206325963139534,0.23825553059577942,0.1996505856513977,0.24012668430805206,0.39432862401008606,0.2959146499633789,0.3187980651855469,0.39459267258644104,0.29104915261268616,0.8852249979972839,0.18589437007904053
of,0.36558160185813904,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.25842633843421936,0.3966929316520691,0.20362378656864166,1.0,0.733189046382904,0.2828933000564575,0.1991330087184906,0.281094491481781,0.1826142966747284
world,0.289419561624527,0.3038199245929718,0.21669597923755646,0.25931429862976074,0.3097524344921112,0.2200595736503601,0.22789059579372406,0.1678403615951538,0.2828933000564575,0.33604270219802856,1.0000001192092896,0.2860565781593323,0.41067349910736084,0.17579582333564758
universities,0.1723901331424713,0.2965206503868103,0.1630716770887375,0.1832089126110077,0.21258553862571716,0.42459505796432495,0.18397578597068787,0.24331864714622498,0.29948264360427856,0.2619408071041107,0.26004111766815186,0.2931787967681885,0.4117825925350189,0.16836881637573242
(,0.2096392959356308,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.2132066786289215,0.28656116127967834,0.18587446212768555,0.35032153129577637,0.33289089798927307,0.22099611163139343,0.12778083980083466,0.19383032619953156,0.40561532974243164
arwu,0.21689137816429138,0.30704766511917114,0.17806394398212433,0.22645600140094757,0.2459985315799713,0.3908384442329407,0.24148745834827423,0.1804897040128708,0.38958418369293213,0.3366483449935913,0.26772138476371765,0.17349936068058014,0.30596235394477844,0.21856456995010376
),0.21312928199768066,0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.226204052567482,0.29937487840652466,0.1905946135520935,0.3680361211299896,0.3456730246543884,0.22386978566646576,0.1395585536956787,0.21123772859573364,0.42300865054130554
since,0.3910749852657318,0.4325680434703827,0.29783400893211365,0.31512683629989624,0.4384658932685852,0.15013809502124786,0.32446393370628357,0.14287136495113373,0.35513219237327576,0.4054957628250122,0.27399876713752747,0.2270427793264389,0.1980849951505661,0.2876587212085724
2003,-0.126167431473732,-0.1320333480834961,-0.17906495928764343,-0.09320147335529327,-0.14445069432258606,-0.1670205444097519,-0.06728295981884003,-0.13513176143169403,-0.16871118545532227,-0.14761915802955627,-0.1649605929851532,-0.11806473135948181,-0.09120754152536392,-0.17560148239135742
",",0.31347912549972534,0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.2719281017780304,0.49057599902153015,0.2270241379737854,0.4946078956127167,0.4933079481124878,0.26091980934143066,0.26644301414489746,0.26946723461151123,0.31091248989105225
and,0.2640784680843353,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.2453373372554779,0.4077630043029785,0.281191349029541,0.5116966962814331,0.5171257257461548,0.3246132433414459,0.31531646847724915,0.2533177137374878,0.20544172823429108
the,0.49622642993927,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.24496200680732727,0.5107308030128479,0.31754136085510254,0.733189046382904,1.0,0.33604270219802856,0.21946515142917633,0.2874792516231537,0.22068053483963013
the,0.49622642993927,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.24496200680732727,0.5107308030128479,0.31754136085510254,0.733189046382904,1.0,0.33604270219802856,0.21946515142917633,0.2874792516231537,0.22068053483963013
world,0.289419561624527,0.3038199245929718,0.21669597923755646,0.25931429862976074,0.3097524344921112,0.2200595736503601,0.22789059579372406,0.1678403615951538,0.2828933000564575,0.33604270219802856,1.0000001192092896,0.2860565781593323,0.41067349910736084,0.17579582333564758
reputation,0.222617968916893,0.22389911115169525,0.24973461031913757,0.21057268977165222,0.3308448791503906,0.20293177664279938,0.17176349461078644,0.18583855032920837,0.1991330087184906,0.21946515142917633,0.2860565781593323,1.0000001192092896,0.29752883315086365,0.14395901560783386
rankings,0.19645817577838898,0.20997197926044464,0.2094338834285736,0.21977777779102325,0.22512681782245636,0.23666757345199585,0.26776817440986633,0.37125614285469055,0.281094491481781,0.2874792516231537,0.41067349910736084,0.29752883315086365,0.9999998807907104,0.22412870824337006
since,0.3910749852657318,0.4325680434703827,0.29783400893211365,0.31512683629989624,0.4384658932685852,0.15013809502124786,0.32446393370628357,0.14287136495113373,0.35513219237327576,0.4054957628250122,0.27399876713752747,0.2270427793264389,0.1980849951505661,0.2876587212085724
2011,-0.019786447286605835,0.08290185779333115,0.04286744073033333,-0.00862041488289833,-0.022202642634510994,-0.029918933287262917,0.08962488919496536,0.008571372367441654,0.09709474444389343,0.07811610400676727,0.039889149367809296,-0.04772364720702171,0.11082348972558975,0.005212190095335245
",",0.31347912549972534,0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.2719281017780304,0.49057599902153015,0.2270241379737854,0.4946078956127167,0.4933079481124878,0.26091980934143066,0.26644301414489746,0.26946723461151123,0.31091248989105225
when,0.41447868943214417,0.4431333839893341,0.4700249433517456,0.3014719784259796,0.37326499819755554,0.23355771601200104,0.37706470489501953,0.17595329880714417,0.3757161796092987,0.5091903209686279,0.23794586956501007,0.19758614897727966,0.13526439666748047,0.22841128706932068
the,0.49622642993927,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.24496200680732727,0.5107308030128479,0.31754136085510254,0.733189046382904,1.0,0.33604270219802856,0.21946515142917633,0.2874792516231537,0.22068053483963013
first,0.4832592010498047,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.23987877368927002,0.3120559751987457,0.26799336075782776,0.3536086082458496,0.49448907375335693,0.31190985441207886,0.16522730886936188,0.22784940898418427,0.18701928853988647
time,0.38961243629455566,0.3431483507156372,0.36319252848625183,0.41097521781921387,0.3641340136528015,0.22181284427642822,0.30044233798980713,0.24584893882274628,0.35127586126327515,0.43061500787734985,0.36250725388526917,0.28050002455711365,0.22303220629692078,0.27391523122787476
such,0.23899118602275848,0.2704046070575714,0.23989605903625488,0.11548022925853729,0.12487147748470306,0.13503605127334595,0.3181164264678955,0.18223270773887634,0.3209529519081116,0.3575236201286316,0.21748292446136475,0.20255902409553528,0.2119203507900238,0.17851735651493073
league,0.23829412460327148,0.22963495552539825,0.16616638004779816,0.20387181639671326,0.21425791084766388,0.19372740387916565,0.14781074225902557,0.22052708268165588,0.23588460683822632,0.2724147439002991,0.24765212833881378,0.14386893808841705,0.3110770583152771,0.15941482782363892
tables,0.24728812277317047,0.18799686431884766,0.1925095021724701,0.1985461711883545,0.07396604120731354,0.16114172339439392,0.25459960103034973,0.28957614302635193,0.18507932126522064,0.23609480261802673,0.19172058999538422,0.07576331496238708,0.3308263421058655,0.2059604525566101
were,0.31133952736854553,0.3815755248069763,0.22298263013362885,0.23735305666923523,0.590133786201477,0.08881304413080215,0.2774328887462616,0.17585322260856628,0.34038281440734863,0.3906462490558624,0.2498536854982376,0.2784837782382965,0.2152407467365265,0.17890112102031708
published,0.21514204144477844,0.26697060465812683,0.20457668602466583,0.18425042927265167,0.2896443009376526,0.29179105162620544,0.26885396242141724,0.12713244557380676,0.23023100197315216,0.22017472982406616,0.20154093205928802,0.2537505626678467,0.24260632693767548,0.16280238330364227
.,0.33853423595428467,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.254516065120697,0.49257001280784607,0.3064132034778595,0.5352458953857422,0.5934505462646484,0.3177160322666168,0.2323891669511795,0.2649979591369629,0.4130953550338745
