,what,is,the,final,effect,of,adding,more,and,more,idea,strings,to,a,load,?
these,0.4164220690727234,0.2498808652162552,0.49086877703666687,0.1546308994293213,0.2762090563774109,0.42684608697891235,0.33005475997924805,0.4663735330104828,0.5314885973930359,0.4663735330104828,0.33883556723594666,0.2907319962978363,0.46852558851242065,0.24380075931549072,0.2220623642206192,0.2571668326854706
tandem,0.18025869131088257,0.1867353320121765,0.24507375061511993,0.18356746435165405,0.18397833406925201,0.2164950668811798,0.23438353836536407,0.18744255602359772,0.18162404000759125,0.18744255602359772,0.22509367763996124,0.2500945031642914,0.2083139270544052,0.3238406479358673,0.2255462408065796,0.1358419954776764
effects,0.22572848200798035,0.1956818550825119,0.25316479802131653,0.14955170452594757,0.7429079413414001,0.21244898438453674,0.2184266597032547,0.27026015520095825,0.26666516065597534,0.27026015520095825,0.2631940543651581,0.2316741943359375,0.2419324368238449,0.20917339622974396,0.23706620931625366,0.16749060153961182
result,0.19945499300956726,0.19420543313026428,0.27778977155685425,0.2471756488084793,0.42815008759498596,0.231380432844162,0.20168352127075195,0.23343375325202942,0.27436327934265137,0.23343375325202942,0.27493149042129517,0.16620349884033203,0.23653174936771393,0.2767398953437805,0.21484343707561493,0.17218433320522308
ultimately,0.3084288239479065,0.1967305839061737,0.38258427381515503,0.3034231662750244,0.21050581336021423,0.2608107626438141,0.12116727232933044,0.28691843152046204,0.23152248561382294,0.28691843152046204,0.2567916512489319,0.12490065395832062,0.3470746874809265,0.2515054941177368,0.16455532610416412,0.18806859850883484
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.25512343645095825,0.25150683522224426,0.5696388483047485,0.23352821171283722,0.32563260197639465,0.4954058527946472,0.32563260197639465,0.20288406312465668,0.11179190874099731,0.45010748505592346,0.539380669593811,0.1384027600288391,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
conservation,0.18246638774871826,0.24397225677967072,0.2678036689758301,0.08000317960977554,0.20389676094055176,0.2804107666015625,0.20320044457912445,0.20114439725875854,0.2740582227706909,0.20114439725875854,0.22803466022014618,0.11383858323097229,0.2638911306858063,0.2068130075931549,0.12728093564510345,0.1391831338405609
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24563951790332794,0.24129827320575714,1.0,0.26542913913726807,0.30478984117507935,0.5116966962814331,0.30478984117507935,0.2342950403690338,0.15250706672668457,0.41548454761505127,0.5052502155303955,0.1411849856376648,0.1826142966747284
mechanical,0.22318285703659058,0.2110103964805603,0.2918589413166046,0.1393684595823288,0.24635803699493408,0.3339124023914337,0.15984760224819183,0.2534070909023285,0.2240421026945114,0.2534070909023285,0.2608508765697479,0.2169250249862671,0.23466935753822327,0.3179347515106201,0.2729437053203583,0.10079140216112137
energy,0.190252885222435,0.2171693742275238,0.26756542921066284,0.13098517060279846,0.31924596428871155,0.26257598400115967,0.18097299337387085,0.2669607102870941,0.23934243619441986,0.2669607102870941,0.18936766684055328,0.18994714319705963,0.27179354429244995,0.21513298153877258,0.2936771512031555,0.14860127866268158
since,0.29783400893211365,0.3567592203617096,0.4054957628250122,0.22774486243724823,0.2286980003118515,0.35513219237327576,0.1681043654680252,0.2968859076499939,0.3515571057796478,0.2968859076499939,0.22977179288864136,0.13774697482585907,0.3733763098716736,0.3303585946559906,0.11600496619939804,0.2876587212085724
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
work,0.3762225806713104,0.22475390136241913,0.2704800069332123,0.10102399438619614,0.2682151198387146,0.23473061621189117,0.29309505224227905,0.3156890571117401,0.37551814317703247,0.3156890571117401,0.3988180160522461,0.19195803999900818,0.3482864499092102,0.266241192817688,0.24716238677501678,0.2621155381202698
done,0.40743619203567505,0.2536029815673828,0.26575928926467896,0.18251828849315643,0.2995619773864746,0.23300732672214508,0.32955482602119446,0.3503696918487549,0.3048352003097534,0.3503696918487549,0.36095261573791504,0.20253323018550873,0.2647212743759155,0.2800007462501526,0.23027031123638153,0.36153489351272583
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.20678670704364777,0.2661469280719757,0.3966929316520691,0.22847388684749603,0.37351730465888977,0.4077630043029785,0.37351730465888977,0.22710762917995453,0.16769346594810486,0.41031414270401,0.3848365545272827,0.18426568806171417,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
load,0.15150345861911774,0.1579819917678833,0.1801917552947998,0.09094206243753433,0.24895276129245758,0.1411849856376648,0.28220224380493164,0.22907936573028564,0.22066931426525116,0.22907936573028564,0.14441432058811188,0.24261592328548431,0.21808886528015137,0.2152426838874817,1.0,0.25886332988739014
is,0.28837618231773376,1.0,0.5823672413825989,0.1859603077173233,0.17614969611167908,0.4854315221309662,0.25671643018722534,0.2946030795574188,0.3859752118587494,0.2946030795574188,0.21963010728359222,0.16193276643753052,0.42745086550712585,0.658733606338501,0.1579819917678833,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4583131968975067,0.27364981174468994,0.28137901425361633,0.3808329105377197,0.3018576204776764,0.2824520468711853,0.3205644488334656,0.2824520468711853,0.30040374398231506,0.18895776569843292,0.3205692768096924,0.4048157036304474,0.19862854480743408,0.22649677097797394
no,0.339326947927475,0.19581134617328644,0.3461136817932129,0.16363288462162018,0.28069424629211426,0.24809792637825012,0.22175848484039307,0.4601985216140747,0.25880882143974304,0.4601985216140747,0.18496981263160706,0.19322389364242554,0.30015695095062256,0.26280897855758667,0.18409031629562378,0.32165053486824036
matter,0.41697224974632263,0.2508554756641388,0.2957161068916321,0.1780819594860077,0.3819669485092163,0.2804143726825714,0.25301089882850647,0.35641103982925415,0.26431259512901306,0.35641103982925415,0.3590211272239685,0.23588085174560547,0.27089571952819824,0.25967463850975037,0.22168128192424774,0.269619345664978
how,0.6468034982681274,0.22544461488723755,0.33890387415885925,0.2052120715379715,0.3210693895816803,0.2480744868516922,0.2682263255119324,0.4319567084312439,0.33647966384887695,0.4319567084312439,0.4059104919433594,0.22157342731952667,0.44169697165489197,0.29312583804130554,0.2308018058538437,0.4024120569229126
complicated,0.34040677547454834,0.23908744752407074,0.2161325067281723,0.11425728350877762,0.23729531466960907,0.24801397323608398,0.3155139684677124,0.4023706316947937,0.2878640592098236,0.4023706316947937,0.32908567786216736,0.27968502044677734,0.34542131423950195,0.29947832226753235,0.25143876671791077,0.23008595407009125
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
machine,0.23075932264328003,0.18938691914081573,0.22788187861442566,0.09135016053915024,0.1985091269016266,0.15468473732471466,0.1904173344373703,0.24265186488628387,0.20538194477558136,0.24265186488628387,0.26555943489074707,0.27845755219459534,0.1634126603603363,0.24983544647693634,0.2930312752723694,0.17587624490261078
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24325628578662872,0.2277858853340149,0.5352458953857422,0.29334133863449097,0.4070230722427368,0.588965117931366,0.4070230722427368,0.26084083318710327,0.22129419445991516,0.4645031690597534,0.50484299659729,0.2539965510368347,0.4130953550338745
,what,is,the,final,effect,of,adding,more,and,more,idea,strings,to,a,load,?
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.1934421956539154,0.21400253474712372,0.3646814823150635,0.26683011651039124,0.2627272307872772,0.4289871156215668,0.2627272307872772,0.2571745216846466,0.1604236662387848,0.33534231781959534,0.32094135880470276,0.15190169215202332,0.17966607213020325
connecting,0.2097303718328476,0.2947237491607666,0.36355212330818176,0.05815327912569046,0.15785720944404602,0.3161858916282654,0.2209603190422058,0.19832226634025574,0.2999177575111389,0.19832226634025574,0.18545062839984894,0.20896822214126587,0.24113371968269348,0.2702370285987854,0.27043935656547546,0.0780353918671608
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4583131968975067,0.27364981174468994,0.28137901425361633,0.3808329105377197,0.3018576204776764,0.2824520468711853,0.3205644488334656,0.2824520468711853,0.30040374398231506,0.18895776569843292,0.3205692768096924,0.4048157036304474,0.19862854480743408,0.22649677097797394
string,0.17737996578216553,0.1763434112071991,0.19217795133590698,0.1140052005648613,0.19626319408416748,0.17002220451831818,0.27820417284965515,0.17855948209762573,0.19176799058914185,0.17855948209762573,0.24170929193496704,0.8632242679595947,0.19593879580497742,0.1667976677417755,0.28173330426216125,0.16560307145118713
multiple,0.19839626550674438,0.12635007500648499,0.20022359490394592,0.14444126188755035,0.13467282056808472,0.20745883882045746,0.2643059492111206,0.2953476011753082,0.24590979516506195,0.2953476011753082,0.1377616673707962,0.18269671499729156,0.2663446366786957,0.23904410004615784,0.2182445228099823,0.1591399908065796
times,0.21414996683597565,0.21773184835910797,0.29093852639198303,0.15593406558036804,0.14303188025951385,0.24352745711803436,0.21646779775619507,0.2888355851173401,0.2611900568008423,0.2888355851173401,0.16354909539222717,0.17186546325683594,0.32875269651412964,0.2745400369167328,0.14665886759757996,0.18880689144134521
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.26099109649658203,0.2521958649158478,0.41548454761505127,0.3049910068511963,0.47084665298461914,0.48971283435821533,0.47084665298461914,0.3542773127555847,0.20373444259166718,1.0,0.45503583550453186,0.21808886528015137,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
same,0.3764382302761078,0.31152886152267456,0.4583131968975067,0.27364981174468994,0.28137901425361633,0.3808329105377197,0.3018576204776764,0.2824520468711853,0.3205644488334656,0.2824520468711853,0.30040374398231506,0.18895776569843292,0.3205692768096924,0.4048157036304474,0.19862854480743408,0.22649677097797394
object,0.25733083486557007,0.30146875977516174,0.22418850660324097,0.15147021412849426,0.39346012473106384,0.1993778944015503,0.2906908392906189,0.23775111138820648,0.17470528185367584,0.23775111138820648,0.2936149835586548,0.25868672132492065,0.2821136713027954,0.3271922171115875,0.328928142786026,0.19573666155338287
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.23073270916938782,0.25620579719543457,0.3647414743900299,0.20970559120178223,0.2341902107000351,0.3666759729385376,0.2341902107000351,0.19020947813987732,0.16495487093925476,0.4062686562538147,0.3399752974510193,0.29310157895088196,0.16913433372974396
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
use,0.3453877568244934,0.3357410430908203,0.34342584013938904,0.11888905614614487,0.3472614288330078,0.2750902473926544,0.4128316640853882,0.3766981065273285,0.34145063161849976,0.3766981065273285,0.3394477367401123,0.24104757606983185,0.47261837124824524,0.30793872475624084,0.3048137128353119,0.32795652747154236
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24563951790332794,0.24129827320575714,1.0,0.26542913913726807,0.30478984117507935,0.5116966962814331,0.30478984117507935,0.2342950403690338,0.15250706672668457,0.41548454761505127,0.5052502155303955,0.1411849856376648,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.24625235795974731,0.24771364033222198,0.5052502155303955,0.26839545369148254,0.3452818691730499,0.3739250600337982,0.3452818691730499,0.3483608067035675,0.13769476115703583,0.45503583550453186,1.0,0.2152426838874817,0.23916715383529663
set-up,0.28108924627304077,0.2134852558374405,0.24076804518699646,0.2763846814632416,0.15787453949451447,0.1728212833404541,0.2765754163265228,0.13519327342510223,0.2402733713388443,0.13519327342510223,0.2214975655078888,0.18738962709903717,0.2523151636123657,0.28130626678466797,0.3170952796936035,0.3065628111362457
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.2579914331436157,0.3663281202316284,0.41498205065727234,0.3811179995536804,0.4813884496688843,0.4731321930885315,0.4813884496688843,0.49277663230895996,0.28484106063842773,0.5436353087425232,0.47537946701049805,0.21289366483688354,0.32716336846351624
uses,0.1933930367231369,0.41359779238700867,0.2830192744731903,0.12708090245723724,0.2548137605190277,0.2738003432750702,0.3159162700176239,0.25534069538116455,0.2964407801628113,0.25534069538116455,0.26250529289245605,0.30217963457107544,0.3010925054550171,0.35566505789756775,0.2830370366573334,0.18407079577445984
movable,0.14050231873989105,0.2523144781589508,0.24211017787456512,0.06594012677669525,0.15142391622066498,0.2326718270778656,0.11577912420034409,0.2521441876888275,0.1851576715707779,0.2521441876888275,0.16309040784835815,0.2933669090270996,0.1841195523738861,0.3385913670063019,0.25206005573272705,0.15568538010120392
pulleys,0.20650330185890198,0.22001667320728302,0.2876219153404236,0.08088225871324539,0.21269109845161438,0.21871083974838257,0.2947302758693695,0.2923218309879303,0.35279080271720886,0.2923218309879303,0.26595354080200195,0.3921918272972107,0.3091385066509247,0.285992294549942,0.3646561801433563,0.1717994213104248
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24864837527275085,0.2150653600692749,0.4946078956127167,0.26461556553840637,0.3696524500846863,0.6633074283599854,0.3696524500846863,0.22699743509292603,0.25902312994003296,0.44245919585227966,0.427140474319458,0.15583227574825287,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3543182611465454,0.2865084111690521,0.733189046382904,0.30152344703674316,0.39758381247520447,0.5171257257461548,0.39758381247520447,0.2839161455631256,0.19122597575187683,0.535392165184021,0.5829201340675354,0.1801917552947998,0.22068053483963013
tension,0.2603653073310852,0.2469489723443985,0.28513848781585693,0.14173154532909393,0.2703235447406769,0.21522673964500427,0.3103063106536865,0.2542528510093689,0.2492290735244751,0.2542528510093689,0.29617372155189514,0.3695492446422577,0.29600581526756287,0.25594884157180786,0.23110900819301605,0.16257193684577942
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,0.15285632014274597,0.286253958940506,0.27094775438308716,0.18051788210868835,0.18687720596790314,0.24372100830078125,0.18687720596790314,0.20167315006256104,0.1759941577911377,0.24496492743492126,0.2451154738664627,0.21902675926685333,0.1650998443365097
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.20678670704364777,0.2661469280719757,0.3966929316520691,0.22847388684749603,0.37351730465888977,0.4077630043029785,0.37351730465888977,0.22710762917995453,0.16769346594810486,0.41031414270401,0.3848365545272827,0.18426568806171417,0.2714994251728058
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.24625235795974731,0.24771364033222198,0.5052502155303955,0.26839545369148254,0.3452818691730499,0.3739250600337982,0.3452818691730499,0.3483608067035675,0.13769476115703583,0.45503583550453186,1.0,0.2152426838874817,0.23916715383529663
load,0.15150345861911774,0.1579819917678833,0.1801917552947998,0.09094206243753433,0.24895276129245758,0.1411849856376648,0.28220224380493164,0.22907936573028564,0.22066931426525116,0.22907936573028564,0.14441432058811188,0.24261592328548431,0.21808886528015137,0.2152426838874817,1.0,0.25886332988739014
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.1444803923368454,0.2831771671772003,0.2603091299533844,0.37648406624794006,0.4044358730316162,0.3675691485404968,0.4044358730316162,0.28415602445602417,0.23353976011276245,0.4979398250579834,0.3915780484676361,0.3208100497722626,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.16302402317523956,0.3193022906780243,0.33904364705085754,0.44377222657203674,0.5445363521575928,0.41766801476478577,0.5445363521575928,0.3303828835487366,0.23409953713417053,0.4972836375236511,0.39883795380592346,0.2664259374141693,0.3324260413646698
multiplied,0.24529024958610535,0.20697739720344543,0.22792427241802216,0.19795244932174683,0.2683648467063904,0.21740005910396576,0.3377376198768616,0.3062257170677185,0.218353271484375,0.3062257170677185,0.22689327597618103,0.32823270559310913,0.2589922845363617,0.2519403398036957,0.2820851504802704,0.1695268452167511
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24325628578662872,0.2277858853340149,0.5352458953857422,0.29334133863449097,0.4070230722427368,0.588965117931366,0.4070230722427368,0.26084083318710327,0.22129419445991516,0.4645031690597534,0.50484299659729,0.2539965510368347,0.4130953550338745
